"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68"
1812.9 5407.5 1480.1 1462.1 1144.8 1379.9 2457.1 1650.4 1247.5 987.2 4548.6 1336.8 2959.1 1094.2 1386.4 1504.1 1081.4 1887.1 1524.8 1483.2 1069.7 934.9 2664.7 1423.4 1651.3 1597.4 1190.8 1173 2028.8 1089.5 976.4 1475.1 2165.5 1285.2 983.2 665.1 1055.9 1761.3 2056.5 1072.8 904.7 707.5 1460.1 1100.9 1395 1027.1 1345.9 1611.8 3468.9 933.2 952.9 1226.5 580.1 1288.2 2426.2 1234.2 1055.2 1710.5 3552.4 3405.5 1972.4 1889.5 2969.2 985.9 1553 1965.3 1583.6 1123.1
2513.4 2885.8 3104.7 3228.6 2460.8 3468.8 4379.2 2994 4463.9 3200.1 2308.6 3267.7 4504.1 4193.4 2004.5 3178 2663.1 2755.2 4044.1 3490.5 2495 2960.8 2772.1 2668.6 1827.6 5026.2 3256.8 4626.2 2069.1 3579.4 3037 2580.7 3007 4428.2 2215.8 3533.6 3889.7 3046.2 1927.4 3010.9 4150.4 4068.5 1910.2 5318.5 2019.6 2602.3 3726.7 3073.3 2972.2 3345.6 3416.6 3732 3853.7 2529.5 4513 2052.7 2940.9 4485 3558.3 2620.7 4445.9 5063.2 3572.5 3490.5 5076.5 2979 3130.8 4591.4
1981.7 1518.3 2584.6 3856.2 2607.1 5004.7 1995.7 1907.8 3034.8 1634.2 1921 1600.3 2448.8 1962.7 1753.2 2810.9 1273.6 1829.4 3876.9 4043.8 3472 1209.8 2807.1 1181.5 1772.6 1761.8 1627.3 2446.9 1976.1 1718.9 1563.9 1581.8 2084.5 1756.8 1521.2 1725.4 1855.1 2933.3 1536.7 1385.1 892.4 1535.7 3027.2 3634.2 1869 1240.8 2163.5 1916.4 2147.9 1598.1 1374.6 955 1667.4 1944.6 3433.9 4840.6 2036.3 2394.4 1336.1 3609 1472.9 2055.3 2063.7 1367.7 2348.8 2028.1 1535.3 2407.3
2365.1 299.1 178.6 493.3 2250.9 1857 2003.3 779.3 1934.8 563.1 877.5 1187.8 298.7 429.7 2317.9 4740.5 1029 1112.9 453.8 1147.5 1179.6 1971.6 699.4 1014.9 591.1 1114 2981.8 888.3 323.3 712.6 950.4 433.1 885.9 666.7 937 1356.7 1342 613.3 819.2 3295.8 255.9 640.4 2956.5 751.3 1425.4 412 866.8 1184 853.7 2234.5 1380.6 2034.6 797 1377.1 310.6 323.8 710.8 578.9 626.4 879.2 1226.3 2655.8 2305.3 1576.2 2334.3 1496 1130 2651.4
2778.2 1976.6 1564.6 1482.3 1899.7 1419.1 1286.5 3215.3 1679.1 2249.4 1825.8 2367.1 1172.6 2432.1 1739.2 1553.5 2248.9 1458.4 2289 1959 1526.2 2197.9 1539.4 3198 556.1 4919 2451.1 2236.1 3247.7 3857.6 2772.5 1990.2 1996.3 2696.8 3691.6 2767.7 1738 2877.6 2313.9 2738.2 2859.4 2461.3 3676.8 1621.9 3820.4 2136.2 3481 2529.8 4266 3253.4 3475.1 1775.9 3644.2 2940.1 3292.6 2929.2 3531.8 2055.8 766.5 1784.4 2515.1 3688.7 3739.3 3169.9 3152.5 1894 1968.3 2007.5
608.4 976.2 4762 937.4 861 1510.3 3551.3 1191.2 2279.9 1381.9 1689.6 1393.9 1499.8 2465.8 806.7 341.6 508.4 527.3 843.5 1155.2 1593.7 257.3 1591.2 1439 1727.6 2633.5 639.5 1000.7 823.3 722.4 385.3 1700.1 843.6 2545.3 1407.1 1961.5 1339.9 1553.2 1592.3 716.3 3646.1 1873.9 806 1759.5 2099.7 2878.4 1823.4 1402 1214.7 875.7 1110.6 1632.1 1818 1040.9 1907.9 2069.6 599.1 3239.7 689.1 579.8 333.6 1539 626.8 706.9 839.6 688.1 2741.4 806.9
2866.4 3116.8 2940 3118.7 3420.4 3594.1 3317.6 3749.4 3332.1 3424.8 2571.2 3667.3 6158.4 4074.9 2176.3 3118.9 4356 3720.6 4918.6 4389.4 4427.4 4510.2 3553.5 4298 5064.5 3076.4 2724.6 3531.2 2843.5 3773.3 4490 3307.4 3515.1 3749.4 4125.7 2998.3 2886 4082 1997.9 1449.3 3577.7 3003.5 4066.8 4746.3 2625.6 2764.3 4453.4 4396 1851.7 4615.8 4605.2 4024.5 2396.7 3235 2659.8 2292.6 2869.2 4016.9 4617.6 3241.4 4634.8 3828.3 3508.4 2944.7 5220.7 4018.4 2816.9 3841.6
1815.9 3711.6 2873.6 3326.1 2804 2678.5 1863.7 4119.1 3067.6 2518.5 1782.6 2220.3 3229.4 1988 2702.1 2250.2 3324.3 1587.2 1692.6 1617.2 3146.8 3937.3 2215.1 2749 2240.5 4388.6 3435.1 3415.7 3314.3 1969 3740.6 2909.6 1691.1 2352.8 1706 1876.6 2293.8 2038.1 4526 2309.1 4451.1 1954.7 4909.4 2430.6 4198.4 4228.5 2595.5 2840.5 4980.7 1864.9 2619.9 2896.3 3004.5 1767.9 1303.3 2307.8 2150.9 2263.3 3603.9 1791.3 2055.2 2703.6 2992.6 2181.9 3117.5 2649 2942.9 2701.3
4581.6 1488.9 1695.4 1334.1 2109.9 2413.8 1440.1 3034.8 764.6 2110.1 4158.3 1587.1 3976.1 1792.9 1431.1 3220.1 833 2040.6 1450 1231.1 1323.7 911.8 2012.1 2117.8 2605.5 1646.6 1567.5 1931.2 1277.6 1821.1 904 1969.4 761.6 1548.4 1650.9 1277.9 1086.9 2421.9 1288.9 1572 775.6 930.4 1296.1 1771.9 1960.2 1634 1579.4 1584.1 4524.2 1034.7 1394.9 1517.1 1362.5 2235.3 1697.1 1563.5 1199.6 2450.2 2212.5 3321.9 1178.9 3701.9 1996.4 1879.6 2852.5 2767.1 1738.8 1197.1
2040.5 2203 1374.1 976 1022.5 1375.5 4106.4 1135.7 877.5 1230.9 2808.3 1090.7 2348.7 1670.1 528.8 1060.9 1122.9 1011.1 1375.8 3794.7 1767.2 1672.2 2427.9 1957.5 4416.4 1841.3 2271.5 2167 1569.6 1325.2 1131.4 3486.3 2794.5 814.7 1246.6 811.1 494 907.1 872.5 713.4 1217.9 980.7 899.5 1613.6 1526.9 721.6 1278.1 844.2 745.5 986.6 1150.3 786.1 1067.4 2706.2 1918 2083.3 1050.2 1706.5 2347.4 1248.5 948.3 904.5 3459.8 1156.2 553 944.5 2008.2 739.8
674.2 285 432.9 348 513.1 430.9 502.9 310.5 261.6 79.7 715.6 681.2 338.2 526.9 187 43.4 4892.3 47.9 363.8 563.7 455.7 4525.5 460.5 546.6 470.1 421.2 968.4 903.6 1413.2 661.6 3229.7 396.2 516.8 438.6 310.5 244.6 123.5 359.8 134.8 593.3 618.3 605.3 225.7 488.5 900.8 361.4 473.8 690 115.7 410.1 475.2 468.8 318.5 361.7 306.7 386.2 327.8 718.1 822.7 314.3 2744 387.8 289.7 1055.9 501 1744.9 712.3 863.9
6132 2095.3 2378 1205.3 2066.8 1380.7 2033.3 2206.4 998.5 2511.9 1518.2 1191.9 2697.2 1324.6 1481.3 1660.9 2670.9 1510.8 2948.2 876.5 2258.6 2973.5 2498.1 2068.2 1215.9 4021.7 2253.2 4095.5 1579.4 1000.6 1232.2 2712.6 1338.4 1576.3 1490.9 1254.1 1552.1 2382.4 1653 1943.4 1350 1526 1728.3 2292.8 3227.9 1883.1 1532.4 1551.5 2528.9 1091.5 1463 1200.5 1517.6 1663.6 2150.6 1876.5 1628.9 1555.1 1325 1759 1191.5 1274 1028.4 1381.5 1282.7 1111.8 3371.3 1036
1743.6 2198.2 2948.5 3080.7 4394.1 3981.8 7164.1 2282.6 3698.5 2832.9 3443.9 2356.7 2716.1 3396.2 1818.6 3754.4 2795.8 3793.1 1693.5 2554.7 3304.8 2148.7 3396.8 2772.3 2030.1 1357.5 2011.4 3068.3 2725.7 2652.7 1850 2308.2 1618.7 2899.6 2120.1 2066.8 2207.7 2350.6 2050.5 2130.1 3330.8 2662.1 4034.7 2134.2 2452.8 2780.5 2993.5 3589.6 4113.1 2137.6 3755 1865.5 2697.6 2920 3776.2 2779.9 2082.8 2098.9 2261.2 1999.2 2099.7 2976.2 2591.8 2648.3 2582.8 2484 2410.8 2508.9
2398.7 1916.2 1454.1 1171.9 919.9 831.8 1564.2 1159.5 1055.7 868.9 1580.4 1271.6 1277.7 522.8 597.5 1847.4 647 1407.3 1042.8 543 507.7 773.9 4531.6 694.4 497.6 672.8 671.4 955.2 5482.4 836.6 616.4 963.8 1875.3 658.9 1618.8 674.1 641 839.6 2761.3 1415.4 1063 490.2 947.4 1941.8 1438.6 1882.3 2008.2 980.2 953.1 1949.9 1275.8 943.1 397.7 1180.7 844.8 1579 625.5 1110.6 1394.2 1024.5 1317.6 1135.4 3532.6 865.7 1465.4 1479.6 782.3 688
3077.7 2563.1 2257.5 2246.6 2813 2396.1 3882.8 3544.4 1923.6 1223.5 2081.5 1909.3 5149.7 1805 1752.4 3972.3 3090.4 2697.8 2062.3 1569.3 1710.5 2425.9 3065.7 2834 2018.1 1707.6 2012.9 1828.6 3183.3 1957.1 2423.2 3011.1 2887.5 1910.4 2625.4 1464.4 1590.5 2567.6 4068.6 2922.8 2105.7 1544.7 2603.8 1921.9 1835.8 2198 2521.6 2528.2 1992.5 2957.2 2745.6 6451.5 1497.4 2853.9 2967 2404.6 2221 2093.7 2148 2679.9 2913.4 2140.8 3107.6 2732.1 3108 3134.5 1508.5 4018.2
1330.1 1865.9 1976.8 1645.3 1615.7 2390.1 1401.2 2985.5 1939.6 1224.5 3292.3 2654.3 3528 2519.3 1200.7 2003.2 2860.3 2716.7 2276.2 1862.7 2942.8 2310.2 2328.8 2014.3 981.7 857.5 1887.6 2085.4 4642.5 1464.5 2897 1393.6 1778.7 2366.2 2006.7 1528.2 1580.2 2447.3 937.6 671.8 1108.4 1539.6 2917.3 2468.5 1832.7 1373.7 2477.5 1455.8 1399.8 1212.3 2525.2 1692.7 1098.7 2998.2 5519.6 2758.6 2649.9 2060.3 1413.3 3275.9 4010.4 1767.7 2723.3 1385.3 1969.6 2443.5 2214.5 1721.4
2141.3 1889 2111.6 1246.5 2461.9 1097.8 795.2 1633.2 1087.6 742.2 963.6 1946.2 771.4 1430.9 1686.5 1997.4 1511.2 1239.3 1054.7 1007 1481 1789.2 1618.2 1364.2 6737.6 1664.1 1669.2 1224.5 548.1 1105.3 1116.4 2012.6 329.9 2154.4 1848.5 1285.4 1804.2 3189.4 2501.9 1412.4 1779.3 976.2 3142.5 878.1 2810 1006 2277.2 1949.2 2180.9 1285.9 2778.3 2765.3 1130.3 1332.8 1534 1694.1 1123.3 2241 840 1463.5 2618.6 2171.3 1875.8 1439.2 1418.1 1755.8 1678.4 1921.7
2833.2 1818.5 3227.1 2592.3 2854.1 5692.9 5555.7 2853.7 2458.5 2272.4 2942.6 2539.3 1810.2 2382.3 2037.5 3512 1667.6 3072.8 3006.8 2240.9 2205 2116.1 2762 1698.5 1733.3 2841.5 3154.9 2684.3 1176.2 2010 1647 2314 3122.3 2407.7 1726.1 1829.2 2809.5 2132 2050.1 3313 2742.6 1550 3672.9 2257.7 2833.8 4622.2 4336.8 2857 2234.8 2370.2 3117.6 2588.6 2301.4 2024.1 2797.3 2878.5 1421 4092.6 2533.1 3720.2 3314.5 4369.7 2667.5 1938.6 3248.9 2602.4 2422.8 2899.5
1480.2 95.5 679.8 794.3 2345.5 93.8 179.6 1451.1 1789.6 743.6 213.9 449.5 194.8 651.2 712.9 1746 246 1331.6 175.2 398.2 1203.4 595.2 584.5 1742.2 190.3 185.3 3868.1 307.7 141.7 2414.4 1142.9 49.2 392.2 2521.1 394.1 3279.8 1430.3 130.1 255.5 2727.8 1080 339.6 808.3 3375.1 268.5 304.9 169.4 1032.7 209.8 1054.2 325.2 1130.7 1995.1 730.2 191.4 366.9 1386.6 1600.5 70.3 182.3 195 1167.1 841.1 1007.8 938.5 1471.3 990.5 350.1
2522.3 3582.6 2738.9 3561.6 2938.8 3209.7 3875.5 4338.9 3312.3 4228 4327.1 4540.7 4904 3587.6 2794.5 4029 2582 4305.1 3020 3750 4135.7 2811.1 3923.3 3774.9 2618 4145.7 3695.8 5463.2 3800.5 4133.1 3107.8 3676.6 2857.3 3752.5 3500 3254.3 3769.8 3749.1 1676.4 3285.3 4165.6 3135.6 3395.2 2408.8 2598 2023.9 4056.8 4232.3 3690.1 3867.6 4102.7 1643.1 3751.5 3130.4 3526.9 2742.8 3644.8 2645.7 3935.5 3839.3 3639.2 5600.4 3126.7 3314.6 7193.7 4089.9 2743.4 3477.7
371.3 361.8 489.2 449.4 913.2 420.2 431.8 1690.8 656.2 992.2 421.2 485.4 1098.5 931.7 733.6 482.3 752.4 1493.7 464.9 1255.1 951.4 685.5 304.3 715.6 354.6 1194.9 1873.3 1575.3 106.9 696.3 586.1 1242.3 358 910.4 351.4 1262.4 1254 252.6 366.5 1552.3 411.2 1044.7 449.7 2732.8 539.6 382.5 302.3 970.3 293.3 1700.4 3003.2 2905.1 1578.1 1498.5 145.4 313.7 2709.8 453 513.9 464.8 293.5 1226.5 1382.9 1274.9 5529.7 857.6 1701 692.6
1645.8 3191.7 1475.1 2468.7 2998.4 2492.9 3238.1 2575.9 2141 2278.8 2849.6 2141.7 1237.9 2075.5 5663.5 1365.6 1960.4 2530.9 1429.3 1705.5 2153.9 2152.6 1919.7 2118.2 3828.4 1664.8 1305.4 1712.2 2300 1576.4 1632.6 1489.4 3549.6 1482.8 1785.6 1902 2132.9 2602.3 5255.4 1472.1 2220.5 1764.4 2954 1486.9 2482.2 2667.3 2372.6 1783.5 1829.4 1457.7 1544.8 1527 1595.6 1305 3648.4 2522.9 1589.2 1591.2 2232.8 3488.4 1941.3 1948.6 3029.4 1748.5 2591.1 3220.4 2047.1 3837.7
535.5 491.3 1091.9 632.3 1102.3 3198.2 1847.7 726.8 1922.1 404.2 351.1 650.4 1365.2 1194.7 757.5 5832.6 910.9 1157.8 713 1071.4 3433 895.4 820.8 571.7 48.2 1237.7 783.1 553.3 553.5 700.9 1239 1046 948.1 1130.6 848.7 2885.9 1191.6 827.3 635.6 625.5 492.1 75.8 1654.1 1025 845 673.3 560.5 1165.8 678.6 553.5 290 1254.7 516.8 1139.3 109.5 1087.1 268.7 208.1 731.1 1096.5 667.8 447.7 998.1 538.3 526.1 857.5 966.9 2118
148.4 175.3 187 171.2 214.5 264.4 207.4 110.9 190.5 238.1 185.7 205.4 69.9 212.7 100 44.2 7254.3 127.3 1015.5 267.9 116.4 244.2 147.2 129.9 297.7 230 195.3 238.4 192.5 194.9 228.4 96.5 134.1 135.7 231.8 100.4 127.1 130.7 513.8 826.8 293.4 320.7 148 171.3 118.8 245.6 123 322 220.9 285.9 299.2 105.4 144.9 264.3 134.7 208.8 259.7 190.9 273.2 183.7 207 64.8 35 130.7 178.5 132.2 19.4 667
1387.2 1510.7 3187.9 2177.7 1971.7 2819.2 3907 1767.1 2117.2 1286.6 2917.6 822 1947 704.7 2208 2011.8 905.2 1720.4 1488.7 465.1 1890 1246.1 3038.1 883.6 958 655 823.5 1362.3 1559.8 488 610.6 1160.7 3342.9 624.8 490.9 458.2 1000.4 978.8 4137.3 1328.6 1008.3 681.7 1242.6 2833.7 1581.4 877 1884.8 855.5 1986.9 1174.5 509.3 2534.1 492.5 1080.3 2031.9 1715.2 563.1 1850.9 1428.3 2742.4 2097.3 1232.1 2606 732.2 1512.7 1220.6 2522.8 1437.2
843.4 946.5 870 797.2 861.1 831.6 206.5 380.3 751.5 471.3 281.9 515 582.7 569.6 388.3 2213.1 650.3 964.3 452.4 484.7 900.7 883.7 1832.3 718 4288.4 527.9 1041.7 5203.1 725.9 462.7 558.8 989.5 381.6 717 402.3 481 553.2 834.7 1207.9 709.7 584.1 490.6 1605.1 290.7 881.5 603 404.5 605.6 3999.9 667.3 674.2 682.4 566.4 772.3 763.4 1124.9 636.4 462.9 292 1425.8 752.5 606.1 1668.8 508.3 781.2 535.3 219 1057.3
1091 1335.2 2922.1 1361.5 2547.6 2573.8 2817.6 1427.1 3365.8 4843.9 1786 1208.5 2529.7 1368.3 2985.5 1714.7 1941.7 2310.1 2329.4 1080.3 2030.4 1826.7 2404.2 1114.7 4001 1464.7 850.4 911 946.9 668.4 755.9 834.4 1289.5 1338.7 1736.3 1062.1 1305.1 4269.8 1999.3 1681.1 1668 1722.9 2076 3248.5 1942.3 1681.1 1410.1 1086.2 1343.6 671 801.9 1656.8 1638.6 1190.8 1732.5 2397.8 1233.1 1404 1324.6 1909.6 1067.5 1097.9 917.4 1046.6 555.7 1093 892.1 1600.3
853.5 1274.9 1094.7 522 473.9 657.9 873.3 676.7 959.5 2140.5 1663.9 1154.8 986.6 250.2 653.8 560.9 734.7 485.2 759.7 1078.6 455.7 301.1 2269 974.8 758.4 2877.5 362.2 575.9 1166.2 692.5 681.3 953.3 633.7 600.4 1044.8 985.5 873.9 1168.5 1048.3 1119.4 859.9 1008.1 403.8 862.2 1892.8 2015.7 952.6 444.1 1820.8 809.5 638.6 589.5 1511.2 558.7 6618.8 1160.3 455.3 874.8 1108.5 565.9 494.8 362.9 2406.4 364.3 898.8 777.9 1100.8 611.8
1234.6 399.9 2423.5 2266.4 1941.4 1842.8 755.8 1026.3 2000.3 749.9 784 1720 606.6 2213.5 1045 760.7 216.3 1420.6 622.2 798 1263.8 101.5 342.7 1117.9 453.7 789.5 366.6 865.3 441.8 1002.5 105.9 535.3 1130.4 2894.7 2358.1 2290.5 4036.5 968.5 2853 2949.8 1524.8 1058.3 1734.1 566 574.1 700.2 843.2 1307.2 466 2754.7 2395.6 3419.4 1395.6 1032.4 509.8 1169.7 858.7 660.5 149.5 600.7 6.5 1778 1206.1 1224.7 2367.2 1627.6 1165.5 1427.8
578.5 1793.1 2090 507.2 494.2 452.9 469.2 1955.7 1562.9 569.7 516.6 2102.2 1643.7 1524 1512.4 1296 1254.8 249.5 1006.6 1036.3 885.3 1922.6 297.2 784.5 965.4 423.8 535.6 358.5 383.3 3011 4491.1 406 486.7 568.3 700.5 779.9 2009.5 1531.6 312.2 691.2 1383.6 1339.6 1395.5 895.4 683.9 412.7 897.2 416.5 1104.4 2461.9 3477.5 428.7 2618.2 620.3 1300 2372 2928.4 1052.3 1055.5 914.2 784.9 2913.2 793.7 1296.3 270.8 1476.6 1157.3 365.4
1200.4 370.6 433.4 357.6 1280.2 936 417.2 1260 1774.8 128.1 276.9 1482 563.6 1195.7 1487 316.9 98.5 546.3 193.3 827.7 1463.8 80.6 725.2 437.2 450.2 309.2 205.6 349.8 320.8 1147.9 106.9 219.6 678.5 910.5 376.9 796.7 1136.4 569.9 472 681.9 704.8 552.8 1139.7 1973.8 463.2 772.1 316.9 1011.4 246.6 1457.5 195.2 6206.3 758.6 626.4 438.3 487.6 384.6 1219.3 197.4 488.5 587.8 1466.4 575.8 566.6 3157.7 831.2 2113.2 593.2
2336.7 4535.2 1712.9 1288.5 1613.2 2009.5 2153.9 1971.3 1017.8 1106.7 2975 1302.7 2143.4 1665.9 1412.1 1719.6 712.4 1768.9 1665.7 854.4 1460.5 933.7 5246.9 1504.4 2717.4 1396.5 1132 1379.2 2065.5 1185.8 1025.7 1412.3 1854.6 1365.1 1782.6 1179.5 2181.1 3270 2924.5 1697.4 1337 1105.4 1385.5 1515 2175.1 2381.2 2171.4 1712.8 2295 1088 1140.4 1867.3 1532.4 2030.3 1857.6 1953.7 1240.5 2002.5 1701.9 4641.3 1755.7 2157.3 3810.7 1052.7 1915.8 2237.5 2025.8 860.7
2150.5 2387.3 5135.5 3155.5 3385 3116 4167.6 2357.9 3199.3 3435.6 2385.8 3256 2116.1 3027.3 2422.3 2265.1 1654 2341.5 3671.4 2360 3201 1965.7 2233.6 3334.1 2578.6 4289.7 2921.8 2406.1 2328.5 1529 2598.7 2887.5 1959.4 2976.8 2688.8 3403.7 3430.5 2602.3 3730.8 4758.9 3113.7 4433.9 2354.7 3874.3 3298.5 2602.1 2178.3 1864.6 2205.5 1731.2 2397 3329.7 2022.5 1632.8 2213.9 3406.6 1664.2 3167.9 2809.8 2643.4 2534.6 2138.6 2170.7 2082.4 1967.3 1483.7 5824.8 2200.5
2704 2399.5 2201 2179.5 1983.5 1848.9 4538.9 2260.6 2048.7 2328.3 2959.3 2574 2764.8 2012.3 1796.4 1694.5 1596.7 1936 2137.6 1234.3 2194.7 1527.4 3956.8 2048.8 1333.5 1388.9 1952.7 2038.9 2287.5 1670.8 1554.7 2165.2 3208.4 1690.8 1661.1 1446.7 1476.8 1801.2 3332.7 2219.1 2033.7 1611 1420.9 4178.3 1501.7 2618.8 2309.9 1871.3 2449.4 2407.8 2054.8 2021.9 1620.2 2708.3 2383.7 2394.8 1681.6 1482.5 2296.8 4390.1 6328.9 1780 3118 1979.9 1390.1 1866.8 1658.5 1820.5
1989.2 1882.2 1714 2302.6 1848.8 1130.7 1346 2250.9 2143 1943 1049.9 2139.1 1527.4 1991.6 597.3 2985.5 3646 1618.8 1277.7 1743.1 2644.6 4076 2259.9 2277.7 1485.8 3092.1 2725.4 2894.9 3393.9 1355.1 2107.7 4150 2566 2749.9 1775 1835 1243.2 2595.7 1922.7 1999.8 1022.2 1823.3 3908.4 2233 3228 2811.9 3828.7 2178.6 2770 1065.3 3078 4347.2 2175.9 3844.9 1996.4 3739.4 2145.8 3510.8 2103.5 1809.4 3381.6 1575.4 2518.9 2133.1 1449.5 2061.6 3287 1706.5
6283.1 705.4 726 1114.9 1181.7 786.4 1723.4 1000.6 1706 829.2 1315.2 1022.2 983.5 1280.9 1113.1 1045.9 654.9 1287.3 719.3 1282.6 583.9 743.2 859.8 606.9 943.3 863.2 838.8 805.3 1403.4 1265.9 859.1 4193 674.9 993.8 1130 1067 1184.3 780.6 2308.9 1251.3 1327.8 1496.4 1481 811 962.9 699.4 1302.7 1082.7 810.9 1482 749.8 2853.4 989.7 962.8 789.3 3160.3 1407.6 1364 542.6 932.1 569.3 1232.1 711.7 1613.5 1023.6 1271.8 1591.1 686
536.3 1393.7 1303.2 1541.9 561.3 1393.9 1930.8 477.4 706.4 1009.6 1568.1 690.9 1790.7 1142.8 361.9 899.9 2368.9 688.4 1348.8 3328.7 1236.2 2568.9 3633.6 658.4 1975.1 1309.6 1590.7 1794.2 2423.2 1627.3 2253.4 1834.5 1810.2 900.2 430 1553.5 828.8 719.3 283.4 588 1454.2 2028.6 816.8 476.4 1329.5 2088.2 2322.2 1056.6 4464.6 633.3 1455.2 1031.1 1393.1 443.1 1047.8 1623.7 3346.9 968.6 2477.6 2255.1 2744.2 834 3115.1 846.3 646.5 1549.3 1168.8 1214.2
1593.1 1303.4 3150.7 2071.4 1590 2508.6 2603.3 1153.3 1650.7 1970.1 1451.6 2208.2 2403.5 2561.3 1645.4 2962.5 2670.4 1465.4 2743.8 3865.2 3855.8 2562.4 1013.2 3096.5 2157 2517.4 2751.9 2358 2061.3 1403.8 1954.6 1664.3 1452.3 2530.7 1618.3 3699.8 3160.6 579.2 988.8 2754.7 1399.1 2456.2 3602.5 1602.9 2424.8 3407 2280.2 1951.1 1984.6 1364.2 1904.6 2516.5 2602.6 2413.6 1525.7 941.1 2432.2 2235.8 2672.7 1643.7 3232.3 1721.3 1721.5 1841.2 2574.7 2213 2814.3 6029.5
1538.2 1161.9 1649.8 1641.2 1690 1562.8 1542.6 2086.9 3072.8 1388.3 1479.6 2343.2 1562.4 1933.8 1839.2 2824 4910.9 1393.6 3425.9 3657.8 2658.6 4336.2 2090.4 2328.3 1778.6 1525.4 2290.3 1684.5 2043 2281.3 4543.9 1754.2 1937.6 2630.1 2278.5 1880.2 2176.3 2081.8 2765.7 1588.2 2000.7 1733.5 2263 1923.9 1539.6 1492.7 1465 2010.3 2016.7 2370.9 2460.5 3929.7 1314.6 3673.7 1358.6 1351.1 535.5 3200.8 1473.3 580 1976.2 1836.7 888 1756.7 2212 3170.2 1556 1697.3
825.7 1487.2 719.2 1026.9 962.7 640.9 1322.2 971.5 1481.3 3970.1 2235.5 989 5459.9 1458.2 883.1 851.1 1147.1 1186.3 2008.9 1750.5 941.8 1256 2531.8 824.5 1498.8 1015.2 830.3 1186.6 2163.7 1288.2 939.7 2337.7 1659.7 1685 666.8 1130.6 704.4 966.9 810.6 838.6 741.6 1371.4 1123.6 935 783.6 2435.5 2578.8 1297.9 4776.4 1031.2 1471.6 1793.8 1466.1 1534.5 1703.2 1262.8 1475 1235.3 1344.5 1333.9 832 1712.3 1219.9 1068.4 1098.7 710 1299.2 1379.4
1266 1706.2 3159.8 1440.3 2590.5 1841.8 1227.1 1482.5 2917.2 1797.8 1729.7 2582.4 1557 2540.3 2026.1 1575.9 2370.4 1602.5 1419.8 3794.1 2138.5 2390.9 1182 1494 780.7 2980 1955.1 1730.1 1793.9 3270.1 3543.5 3351.5 1494.3 2585 2831.5 2361.7 2495.7 1910.9 2643.9 1770.8 2155.3 2754.2 2768.9 1469.7 3183 2503.3 2977.7 2809.5 1718.6 2390.7 4187.1 2423.5 2883.6 2813.5 705.3 1620.6 3778.2 1851.5 1474.3 2587.6 2556.5 2740.6 2765.4 3234.7 4319.3 3217.5 2011.8 5268.6
2309.8 3302.7 1943.9 1767.8 760.9 1148.2 1784.6 1095.3 2078.3 1283.3 3013.9 2459.4 1863.8 3022.6 622.7 1291.1 2942.2 2346.5 1936.4 3608.8 1667.7 2209.4 1265.9 1117.9 878.1 918.4 1222.9 1490.3 1374.1 2163.4 989.4 4332.1 1526 2686.6 1195.6 2621.2 991.7 876.8 477.3 595 600.4 1567.5 1068.1 1909.9 594 794.1 3698.4 1470.8 678.2 1124.2 2075.8 2602 1235.9 1057.7 929.9 1837.8 2430.1 830.7 2151.6 2374 1460.6 505.7 1086.8 2864.8 664.8 1474.1 1807.3 1698.4
2025.5 2812.7 2125.2 1959.1 3237.9 2848.9 2308.1 1999.7 1771.2 2162.4 4522.1 2354.7 3856.5 2083 3966.9 2913.8 2167.5 2367.3 2389.4 1986.5 2270.4 1919.4 4354.3 2450.4 6086.4 2984.4 2207.1 2528.1 3433.9 2655.4 2598.4 2447.4 4007.5 1276.9 1736.9 2225.6 1562.2 1323.9 2926.9 1785.5 2478 2602.2 1767.8 2705 2042.1 4892.5 2841 2988.5 3311.4 3143.7 2213.9 1606.4 2111 1673.7 3422.1 3216.4 2245.5 2280.6 1958 3465.5 2801.4 2992.1 1760.5 2884.1 2198.9 2817.1 1928.2 2483.5
2792.7 2757.2 3466.5 1428 2801.9 2017.1 2128.2 3455.6 2674.2 1972.3 2079.7 2859.9 1474.4 2197.6 3067 2520 1648.2 2641.7 2835.7 1703.3 2343.6 1988.4 1892.4 1953.2 2016.8 2569.6 2918.9 2474.1 2282.8 2153.9 2065.8 1931.4 1801.4 2564 2031.1 2945.6 1874.1 2483.9 3190 2551.3 2253.3 1829.1 4338.9 7041.2 2677.2 1862.3 2355.9 5012.4 1554.6 1698.5 3013.3 2229.8 2442.7 2482 1444.8 2368.9 2481 2237.7 2209.2 2841.4 2985 2691.1 1779.9 2447 2690.1 2160.9 4162 3074.8
