"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53"
441.1 369.5 323.4 321.1 325.4 509.9 404.5 324.1 433.4 444.6 414.3 294.5 770.3 305.1 469 356.4 582.5 446.5 404.5 405.1 261.9 344 215.2 250.7 304.2 356.4 329.2 699.6 399.4 304.5 435.2 334.6 574.4 344.5 532.6 262.5 392.3 361.1 490.2 359.4 358.7 501.6 488.1 285.4 453.5 275.5 305.6 328.1 456.6 222.1 318.2 266.7 400.7
653 721.1 451.1 432.2 513.3 291.4 457.5 642.4 444.7 631.9 404.7 289.6 762.6 461.2 530.1 381.2 655.8 526.2 567.7 378.8 624.9 346.6 517.4 448.3 377.7 449.5 466.2 320.8 450.3 553.5 595 582.7 512.6 344.7 355.7 392 474.9 367.6 527 475.5 413.4 377.4 416.7 555.8 570.2 478.7 546.6 381.3 494.4 253.7 561.2 431.9 452.2
160.9 38.3 9.1 446.3 100 203.7 68.9 165.4 164.4 84.6 126.7 251.5 232.2 131.6 127.3 99.5 148.1 54.9 109.2 81 23.7 348 2.1 357.2 301.8 165.4 188 114.2 92.7 41.2 78.4 399.8 372 84.4 230.7 161.4 404.3 131.2 140.8 107.9 297 235.8 149.4 178.9 8.1 63.4 241.1 249.6 119.4 222.18007759237 30.5 58.8 60.2
156 394.3 486.1 160.4 367.3 281.5 336.1 256 176 189.7 261.2 188.3 133.1 249.3 238 125.9 144.6 223.9 261.5 355.7 369.8 263.3 381.1 344.4 326.3 355.8 326.1 356.9 323.9 295.5 195.4 220.1 337.9 595.4 158.6 204 158.1 201 178.9 316.7 197.9 372.9 237.2 350 379.2 488.3 296 181 581.6 187.4 286 363.3 482.8
442.5 379 252.1 444.8 325.3 353.8 381.3 377.8 277.1 398 243.9 679.3 298.7 280.8 342.7 544.6 269.3 310.5 367.9 352.8 284.4 550.9 214.6 292 678.9 309.7 373.2 357.4 439.8 350 318.3 196 367 274.3 461.2 439.1 522.4 450.4 403.1 230.9 294.6 289.8 273.6 333.5 319.2 294.5 316 591.1 277.5 604 349.2 321.6 330.5
225.1 154.6 97 188 171.9 168.8 145.5 125.8 128.5 145.1 116.5 271.7 228.4 138.7 98.5 304.7 181.6 145.9 154.5 253.2 131.3 195.6 185.1 140.1 222.9 134.8 159.7 285.6 178.6 133.8 131.8 137.8 131.2 160.3 231.1 151.6 168.1 178.7 129.5 125.5 131.6 139.2 143 163.3 102.8 219.8 158.7 204.4 224.9 665.4 160.5 712.2 133.1
114.5 85 287.6 467.1 214.8 247 199.1 143.5 104 146.3 216.3 513.2 112.3 116.2 88.9 223 123.1 156.5 227.2 248.6 132.3 211.9 203.9 208.7 490.7 92.8 203.2 335.2 307.9 266 207.8 163.3 257.6 240.2 439.6 130 421.3 409.1 122.1 259.5 164.3 204.1 186.8 89.3 254.1 224.3 383.4 239.4 371.9 371.5 161.9 140.2 298.2
303.7 301.3 103.7 55.2 284.2 481.9 289.2 66.7 143.7 365.1 208 81.9 341.1 69.8 156.5 235.7 377.1 411.8 423.6 275.7 258.4 170.2 192.1 73.2 41.4 183.6 387.5 322.8 177 227.5 252.8 160.1 141.2 253.3 218.45304426067 127 150.481247384514 71.7 381 138.8 129.6 119.1 113.4 100.6 275.9 199.5 113.360756931705 64.8 288.4 67.9 267.4 223.8 215.4
145.7 185.6 352.2 411.2 251.1 87.5 164.8 392.2 255.6 160.1 333.1 310.5 259.4 290.3 250.5 128.1 205.5 183.7 221.1 230 447.4 160.1 414.1 250.2 397.3 251.1 269.8 155.5 366.7 273.1 299.4 480.4 317 214.6 391.9 352 314.7 299.1 259.2 600.7 200.3 474.1 339.3 555.1 275.3 260.4 303.7 207.3 183.6 134.6 248.5 199.4 127
403.9 289.7 349.2 159.1 252 204.5 391.9 365.6 324 288.5 290.9 112.5 387.6 360.1 401 148.1 323 327.2 346.3 422.1 208.4 104.7 141.7 295.6 157 285.8 219.1 195.1 410 278.5 317.3 450.3 276.3 166.7 258.9 275.2 217.8 91.7 467.2 397.1 255.5 454.5 615.8 448.7 237.1 354.8 176.5 426.9 361.4 187.1 271.7 242.1 152.7
362.2 238.2 234.6 22.1 255.8 209.1 176.7 161.8 112.9 282.6 292.1 3.2 532.9 220.5 234.5 153.6 208.8 266.4 381.1 187 147 115.9 87.8 101.7 110.5 206.3 314.1 303.5 87.9 222.7 266.2 25.2 169.3 292 87.4 230.8 62.7 83.1 336.2 111.7 16.7 181.8 313 104.3 259.8 178.7 28.7 3.4 195.7 323.5 309 273.9 149.5
165.9 188.8 238.1 48.2 60.2 120.9 189.1 152.263146915316 450.5 285 71.2 90.7 226.9 43.5 182.6 33 211.4 101.3 115.5 118.608173611918 248.7 519.6 250.8 206.9 265.9 143.2 176.6 109.7 36 224.5 64.2 179.4 51.5 127.2 108.2 26.1 180.5 216.8 129.5 97.9 280.3 68.8 9.7 229.1 208.9 178.8 473.4 379.8 175.786907426053 138.075815042268 143.1 307.2 170.3
287.2 222.1 168.8 271.2 262.8 456 351.4 198.1 254.6 342 349 454.7 486.1 196.6 214.5 237.5 234.8 202.8 345.1 527.6 153 245.7 153.5 203.3 479 142.7 369.6 266.7 413 201.7 357.4 95.4 471.2 325.8 445.4 356.6 347.1 298.2 344.5 141.5 180.1 299.8 305.8 139.6 252.2 260.2 136.2 330.8 488.2 231.6 190.9 178.3 148.8
393.4 276.9 417.7 421.6 398.7 317.2 215 399 330.8 355.8 319.8 366.3 278.1 434.9 392.9 427.8 328.6 193.6 367.2 421.9 671.7 265.4 527.9 423.3 172.5 452.3 339.8 314.4 485.4 382.5 499.1 531.5 412.5 451.6 398.8 586.3 309.5 537.2 444.2 540.7 334.8 499.6 479.9 492.5 240.7 184.7 550.4 405.7 356.6 455.8 232.1 541.6 553.7
420.2 356 391.5 383.7 313.1 469.3 352.4 191.2 427 438.5 403.1 588.2 327.6 299.5 345.7 198.9 282.6 431.2 358.7 438.1 327.3 455.3 231.1 162.7 492.4 480.8 417.8 238.9 359.8 278.9 359.5 143.5 613.6 158.2 335.9 214.5 432.7 307.8 442.3 394.8 224.1 302.9 388.6 212.6 464.9 264.5 300.3 317.6 430.9 303.7 574.1 237.6 194.1
141.3 294.9 551.6 263.1 402.1 323 254.8 315 209.3 209.2 324.2 339.9 146.2 317.2 218.4 162.5 170.4 263.9 437.3 297.5 353.7 217.1 456.9 279.7 99.4 590.3 261.1 242.2 246.6 229.7 186 156 201.8 184.5 57.8 377 183.3 266 185.4 312.5 148.3 83.7 337.3 204.7 208.7 322.6 208.4 142.5 365.6 200 428.8 175.8 381
259 229.4 108.6 53 124.7 66.8 14.5 15.9 177.8 138.8 38.3 98.2820440110778 42.9 56.2 137.8 43.1 161.8 456.5 193.2 85.3 401.3 152.6 412.5 242.7 25.6 290.2 195.5 215 22.6 243.6 282 216.3 28.4 469.2 13.1 45.5 81.7 111.8 173.6 128.3 175.2 209.1 148.8 182.3 160.3 164.9 184.8 149.2 50.7 98.0054590885214 96 214.9 214.7
261.2 328.8 294.9 182.2 195.8 265.5 334.7 285 253.9 452.7 211.8 140.5 658.7 224.5 280.5 211.7 412.3 326.2 372 181.4 274.5 197.3 266.7 274.2 166.4 338.2 363.2 600.1 351.9 504.9 380.5 248.9 188.7 496 272.6 125.3 182.8 154.7 319.9 376 263.7 424.1 247.8 379.7 376.2 303.4 214.2 276.5 227.6 181.4 291.9 379.3 304.6
201.6 152.9 174.5 186.4 199.6 168.6 297 232.9 144.5 162.8 157.6 258.4 391.2 171.4 157 361.6 144.2 254.4 132.1 233.8 152.2 234.3 194.6 161.6 564.4 135.7 137.6 160.4 169.3 141.4 120.1 293.6 249.4 92.1 559.6 181 213.86728309964 135.9 155.9 170.9 166.8 188.4 168.8 175.4 194.3 193.5 258.8 176 369.4 633.3 295.8 223.3 204.6
351.8 423.4 542.3 404.8 519.1 544.3 428.5 392.9 379.1 455.2 484.5 698.2 440 436.1 433.7 858.5 540.7 444 447.4 388.5 397 500.5 401.9 440.8 593.5 336.5 447.5 421.9 432.5 368 437.4 346.1 462 483.1 541.2 528.5 376.6 570.8 377.1 421.2 360.7 563.2 501.2 373 454.7 361.4 349.8 402.7 489.3 869.9 437.1 393.8 316
259.2 381.2 261.9 119.2 234.6 447.8 304.1 190.6 354.1 293.3 322.7 237.1 342.9 219.1 193.5 535.7 524.6 593.3 443.3 260.3 258.3 294.8 332.7 355.5 194.4 313.4 436.2 344.1 252.5 410.1 325.1 418.1 224.5 386.8 468.3 126.6 203.2 230.2 394.3 277.7 350.4 467.2 452.2 314.4 430 216.2 193.5 164.4 428.3 119.4 307.1 343.5 247.7
157.7 93.7 158.5 257.7 188.7 181.4 118.4 162.4 150.7 168.4 142.5 199.4 65.3 178.8 119.4 214 91.6 58.9 114.7 109.2 117.5 190.1 185.1 201.1 316.1 192.2 43.7 180.4 104.1 87.3 119.8 185.4 141.7 104 38.6 482.8 139.5 343.3 82.8 73.1 121.5 168.2 94.3 71.9 119.2 187.6 125.9 178.1 204.4 734.2 120.2 116.8 157.2
559 732.5 685.9 475.4 566.3 534.9 602.6 659 631.8 569 618.8 496.6 751.5 717 638.9 395.9 481.9 526.6 621.1 596.7 792.5 553.5 742.2 695.8 592.5 585.7 491.3 595.1 692.8 645.8 617.8 663.7 651.9 706.8 697.7 670.8 464.4 452.4 661.8 746.9 690.5 880.1 647.6 669.6 729.3 513.7 628.1 619.6 683.7 393.2 670.9 659.2 978.7
420.2 305.5 286.8 166.5 243.2 309 382 371.6 331.1 285.5 316.4 184.8 479.2 339.2 427.1 285.8 627.6 543.8 409.5 261.9 269.4 236.5 231 258.9 171.3 252.7 329.6 335 427.8 530.1 669.9 365.4 385.9 252.3 321.7 223.5 336.4 258 422.3 362.2 470.2 469.2 432.7 354.9 458.8 237.9 369.9 470 312.9 213.3 338.5 443.4 232.3
271.8 270.8 266.6 456.1 209.8 433.6 242.7 338.2 271.4 262.6 253.1 570.3 328.2 330.1 275.2 421.7 326.7 217.1 239.1 427.7 266.7 397.7 275.3 289.6 744.8 259.9 285.1 290.7 261.3 244.6 466.1 226.4 222.5 255.3 568.2 286.2 371.8 386.6 234.2 245.2 215 80.3 262.7 314.1 258.2 293.9 384.8 344.4 185.6 464.8 264.6 282.8 301.6
27.7 67.9117344400318 45.5 29.5 15.7 22.3 28.3 24.1 8.7 9.4 23.2 94.5 59.3633751102443 33.5 26 44.7 18.9 4.1 21 11.2 6 74 9.1 44.7 98.3 29.7 25.6 0.4 47.6 34.3 54.9 14.8 27.7 31.9 26.4 160.4 45 31.5 30.9 42.5 46.7 13.1 26.8 28 36.3 52 812.7 33.1 46.0780899667106 42.9 39.3 34.1 42.3
216.3 220.3 296 351.4 282.2 375.3 272 259.7 286.4 291.3 373.9 472.4 292.6 344.1 235.7 314.3 299.3 273.2 376.8 468 192.5 313.5 306.4 326.3 561.2 310.2 378 364.7 283.6 257.5 307.2 341.6 416.8 321.1 542.8 284.5 238 322.7 235.9 242.3 190.8 332.9 423.2 220.6 270.8 299.3 515.1 318.8 508.8 796.3 469.1 216.4 367
102.9 72.7 146.1 148.4 83 147.676213231188 63 385.4 163.7 56.2 116.3 432.9 193.9 101.5 61.2 190.9 77.6 76.6 102.3 180.4 135.7 185.9 129.4 166.3 564.5 86.6 103.1 138.8 159.4 109.8 156.8 103.6 77.3 31.9 77.1 78.9 97.6 55.2 48.5 204.9 69.8 159.5 71.2 132.1 164.5 171.9 175 194.5 66.7 561 146.1 174.9 113.4
104.7 199.7 84.3 260.1 78.5 244.5 152.6 11.5 101.4 179.5 149.9 191.3 153.504184779108 16.4 9.6 664.8 294.5 342.5 246.1 36.2 140.7 259.2 45.7 297 280.3 70.4 142.5 23.9 46.8 143.3 59.8 112.3 67.2 27.2 81.5 63.3 162 126.3 117.3 129.3 216.8 198 116.3 116.2 169 111.2 110.9 134.3 68.7 128.3 207.5 57.3 28.2
416.6 349.2 311 512.6 328.9 312.5 309.3 362 409.6 472.5 396.2 441.6 594.2 277.3 390.4 348 504.1 250 348.4 531.4 189.5 391.3 238.2 250.9 444.1 268.8 285.7 325.3 384.6 416.1 308.8 224.3 462.5 378.7 518.9 327 437.9 327.4 345.3 269.9 368.7 393.3 376.4 253.4 461.3 295.6 477.1 339.6 382 862.8 330 310.4 382
205.4 127.5 14.8 43.6 151.8 251.4 131.8 13.2 135.7 192.2 99.8 34.7 287.3 9.3 26.6 267.8 257.7 396.5 426.3 92 285.7 189.8 94.3 107.7 193.2 197.8 297.3 170.5 39 196.6 215.5 131.7 254.1 48.3 147.3 9.9 74.3 50.8 303.7 54.9 222.9 181.3 109.5 100.6 218.8 31.5 67.5 69.6 456.2 205.3 292.9 235.8 82.2
245.4 169.1 328.1 278.6 285.9 438.1 463.8 252.5 319.4 152.8 258.6 307.2 427.9 308.3 362.7 327 358.8 374.6 163.2 288.5 305.5 564.6 246.6 513.4 466.3 178.7 324.4 308 261 292.8 331.2 313.9 524.8 250.3 541.2 264 518.6 344.6 291.7 373 366.3 604.1 329 339.2 289.8 426.1 634.4 260.3 237.9 302.8 265.3 374.8 352.5
53.5796174654149 0.7 455.6 216.1 2.8 0.6 9.7 227.3 59.7744646500901 30.1 368.8 67.547009130005 84.5230886299433 281.2 332.5 20.6 23.7 10.4 9.4 67.7059295217676 9.8 59.8065689921531 7.3 15.4 0.1 14.3 16.1 54.2687836509012 11.5 7.4 63.768610939701 24.7 7.1 5.8 63 258.8 253.9 24.6 2.3 18.9 12.1 43.5 253.6 9.5 9.9 8.5 18.9 0.6 16.1 3.9 16.8 0.5 7.8
433.4 440.1 338.2 257.1 272.6 389.5 456.2 288.4 388 362 354.3 240.3 593.1 372.3 487.2 333.6 598.8 708.9 596.1 334.4 447.3 246.5 268.6 314.7 244.2 302.3 472.1 305.7 421.2 533.6 448.5 403 384.1 354.1 492.8 220.7 374.3 297.5 421.2 363 409.6 511.1 503.2 422.8 567.3 206 441.1 342 385.2 225.4 398.3 317.2 456.9
475.6 624.7 447.5 421.4 568.2 445.3 278.3 495.7 426.1 516.8 401.1 450.2 424.9 407.5 365.3 600.6 491.5 618.5 448.6 506.3 332.4 428.2 738.7 576.9 334.9 700.2 454.6 462.9 383.4 481.6 421.4 747.5 316.8 233.6 439.1 457.2 328.7 481.3 497.2 376.5 493.8 474.1 472 505.7 484.1 425.6 527.1 552.9 508.5 194.2 346.9 446.5 420.6
76.3 116.4 107 119.3 219.8 277.9 113.5 121.2 77.1 119.8 72.5 190.2 139.5 90 68.5 719.7 179.6 167.1 216.1 143.6 95.1 117 122 105.3 159.2 80.7 115.5 66.6 87.8 121.4 116.6 101.8 69.8 118.5 64.2 98.5 91.7 144.6 59.9 81.7 61.2 105.1 101.6 103.5 100.9 97.9 139.2 116.3 153.3 542 96.3 113.3 87.1
455 388.6 505.7 410.4 334.8 386.5 310.4 369.3 470 609.4 410 419.7 382.1 450 340.1 250.6 510.8 561.6 482.2 386.5 487.2 426.1 633.2 418 278.2 669.3 396.3 399.4 241 492.3 368.4 468.5 339 273 300.1 385.3 357.6 420.7 557.6 430 466 496.4 426.4 564.1 496.6 389.9 396.5 409.1 684.3 77 483.5 335 454.7
228.6 247.8 396.4 302.5 256.6 280.8 311.3 338.2 447.8 291.3 352.5 547.7 409.8 351.1 280.3 265.7 291 372.4 366.3 525.9 452 413.4 498.1 605.6 556 410.4 426.2 468.1 562.8 186.6 348.9 238.2 282.5 436.6 298.6 437.5 338.7 653.4 391 563.7 373.8 345 342.1 349.3 265.8 550.6 247.9 364.6 349.2 252.4 362.2 328.8 535.9
299.9 231.1 206.2 46.7 154.2 199.6 227.9 118.3 224.9 381.2 247 29.8 641.2 217.9 399.8 197.8 453.4 250.3 129.2 121.7 231.4 187.8 198.3 133.1 264.1 172.4 291.2 335.1 165.1 130.8 211.9 351.3 317.7 117.3 281.4 67.1 230 126.4 298.7 254.5 367.4 457.4 282.6 243.3 236.5 195.4 210.2 238.1 157.1 220.698065579391 173 279.4 112.5
242 77.8 218.9 107.2 305 284.3 306.9 119.6 53.7 155.6 193 210.9 60.8 237.5 305.3 327.8 183.154018775406 241.1 56.5 173 123.1 300.8 230.8 289.1 314.1 326.4 236.4 202.732916766021 119.6 89.9 390.9 188.3 118.1 471.5 176.4 81.4 393.3 304 122.7 255.3 175.6 97.8 242.5 110.2 302.6 458.2 107 485.5 281.2 133.4 221.6 327.6 312.6
504.6 127.7 16.1 64.1 20.4 118.1 201.3 20.2 45.2 135 108.3 24.3 195.2 18.4 69.6 108.9 199.4 285.9 181.3 2.1 160.5 102.8 149.5 39 109.4 56.8 243.7 57.2 26.7 93.7 197.3 16.6 84.3 24 118.296996633011 7.8 186.2 53.1 451.6 8.6 390.9 58.5 11.3 12.8 126.1 47.4 74.2 73.7 119.4 89.2525758436257 217.3 50.7 22.3
430.3 530.9 287.1 263.2 382.1 211 345.9 303 363.3 181.4 350 197.8 162.6 336.5 374.8 231.4 217.6 312.1 346.8 206.7 524.5 222.6 495 425.2 217.6 509.7 361.7 215.3 370.5 501.4 308.4 489.7 368.1 193.9 267.7 297.3 309 278.2 415.3 476.2 355.1 408.4 290 588.9 323.6 185.2 377 352.4 330.4 110.7 483.9 280.3 390.1
239.8 291.6 404.5 306.8 611.2 500.5 254.5 264.5 289.9 237.4 371.1 290.6 81.5 333.1 226.1 417.4 231.8 431 380.9 262.6 377.1 341 495.8 307.4 354.3 359.9 352.3 388.1 316.7 253.2 198.3 229.3 302.1 303.1 167.2 551.8 326.1 405.4 273.5 246.6 207 205 390.3 367.6 516.1 494.1 359.8 216.7 580.8 377 370.2 410 473.9
265.7 114.2 237.8 115.9 600.7 320.8 346.2 159.3 302.4 268.5 186.5 132.9 262.7 164.4 347.8 471.3 337.3 419.3 276 226.2 181.2 256.6 474 281.6 303.7 96.3 478.6 266.6 313.2 252.8 216.1 194.8 362.2 224.1 263.2 135.8 248.8 187.3 283.4 269.9 245.5 362.7 314.7 225 277.8 150.6 184.9 134.5 353 504.9 229.5 317.6 84.9
410.2 317.8 554.2 366.8 338.5 389.7 312.1 655.7 384.9 350.8 338.7 433.5 450.4 445.5 303.7 615.7 398.8 405.6 377.4 334.4 535.2 312.9 464.5 281.8 272.5 549.9 314 714.8 463 491.4 340.8 314.3 429.7 227.6 158.3 580.5 261.5 424.9 406.5 552.3 460.3 358.9 521.1 416.2 313.7 282 375.6 356.8 375.6 494 354.1 358.1 365.8
70.6 74.4 124.2 77.8 112 67.5 48.5 151.1 109.7 16.2 240.3 104.1 52.0685233058769 154.1 46.8 383.5 22.7 108.3 21.9 33.8 26.5 51.9 39.9 34.7 34.9 90.6 26.3 63.4 73.1 73.9 26.1 68.8 21.9 62.4 67.1 732.9 65.9 137.7 80.9 41.5 44.7 10.2 90 41.5 70.2 83.4 78.2 50.3 42.7 35.4 43.8 57.5 38.2
533.9 428.5 474.6 590.3 334.8 430.3 444.8 410.1 546.1 435.2 444.1 761.9 250.2 529.4 680.7 494.2 361.9 316.1 355.7 245.1 435.2 427.1 333.4 468.2 322.6 428.6 434.5 360.4 489 449 520.5 460.6 220.5 409.9 476.6 494.9 575.9 589.7 436.4 477.1 501.7 487.3 435.8 560.4 472.4 431 661.7 663 487.7 565.6 409.2 472.6 637.7
671.6 777.4 664.2 556 544.9 519.4 505.9 551.1 493.9 687.2 534.1 671.1 763.1 713.4 561.5 650.8 646.1 485.3 451 631.6 555.6 331.3 663 467.3 691.3 620.6 560.5 573.5 363.7 583.5 727.1 656.9 546.2 552.6 612.4 380.8 455.8 492.4 540.1 585.2 386.5 454.9 527.7 613.9 675.1 414.9 577.1 663.4 320.3 423.6 532.5 626.4 665.6
115.7 618.3 144.9 200.7 159.2 251.9 197.2 71.6 76.6 224.2 58.7 225.7 194.4 112.9 140.1 218.6 297.3 430.1 434 135.1 149.8 181 158.6 58.6 65.1 222.1 177.9 140.2 119.41193847431 152.2 112.6 129.3 74.6 106.6 171.1 49.2 43.8 114.3 76.7 89.1 64.5 197.1 85.3 99.9 330.4 122.5 129.9 163.3 260.8 103.3 123.4 137 358.7
189.1 439.5 318.5 624.8 328.5 366 308.9 312.1 285.9 357.2 289.9 460.3 313.6 363.5 250.3 164.6 362.5 301.4 315.7 224 375.3 476.2 319.4 399.6 533.2 271.8 346.2 342.3 222.9 362.8 311.3 325.4 398.6 589.6 308.5 232.1 581.3 452.3 284.3 291.4 345.6 258.1 148.7 270.5 280.6 321.8 490.6 405.5 318.4 55.7 276 207.7 398
307 521.1 357.9 371.4 244.6 214.2 270.8 549.3 241.6 310.1 347 234.5 379.2 547.5 425.6 141.9 436.1 226 259.6 369.4 335.8 184.8 357.6 404.2 347.2 287.6 238.1 156.2 225.1 267.8 203.4 442.9 401.6 245.5 177.7 485.9 329.9 399.6 332.6 427.5 307.9 353.6 209 433.8 313.2 400.1 356.8 389.6 399.9 1.2 215.4 209.5 375.8
50.9 148.6 51 143 121 144.5 84.7 15.6 78.1 20.3 24.6 96.4 33.5 70.2 46.4 55.7 49.9 11.9 97.3 146.8 72.3 499.8 129.3 81.8 254.8 5.8 37.9 34.7 154.1 149.6 56.2 76.2 70.2 361.5 12.4 28.9 76.8 105.4 47.6 33.8 56 62.3 55.3 35.1 79.8 235.1 69.4 144.1 72 475.6 77.7 391.9 130.8
434.5 313.3 233.8 207.4 186.2 397.4 258.7 113.9 171.7 613.6 228.1 164 251.2 159.8 257.7 210.5 294.9 260.4 216.8 148.6 158.3 259.8 164.8 128.8 302.8 181 301.3 181.7 97.5 276.7 169.7 76.6 155.9 150.3 77.9 492.5 202 107.8 255.6 206.6 292 57 273.4 75.3 144 178.1 152.3 140.4 430.5 161.1 262.2 123.3 140.8
152.3 300.6 98.8 193.4 58.5 292 210.9 94.0095429867845 133.3 214.9 214.7 348.4 45.1 40.4 101.22216889139 560.5 296.4 345.8 283.4 29.2 216.9 208.2 39.3 316.5 269.7 71.8 248.2 38.6 68.5 203.1 90.3 142.5 62.9 58.3 111.2 44.4 211.7 108.3 163.3 240.3 283.5 353.6 135.1 199.7 191.9 141.1 81.6 196.2 56.3 157.7 225.5 162.8 57.6
403.9 287.7 297.4 189.7 436.5 561.7 383.8 166.2 421.2 362.3 342.2 420.2 321.2 167.3 181.5 278.9 272.2 198 287.7 342.5 216.2 519.7 242.4 436.4 450.6 208.4 302.9 478.4 349.9 279.3 384 292.7 482 584 439.9 521 226.9 311.7 330.4 273.3 260.7 400.5 312.8 360.5 411 473.8 238.7 349.6 431.7 540.2 265.2 507.3 349.3
338.1 359.6 285.4 237.4 495.4 468.6 346.5 217.5 247.5 573.8 233.5 273.7 541.5 262.7 333.5 465.9 414.7 614.6 366.8 289.5 333.1 361 419.4 241 283.6 388.6 386.8 227.5 238.4 299.4 363.5 323.1 428 112.2 157 204.9 278.3 250.7 417.6 277.6 291.4 246 303.2 282.3 455.3 233.4 147.4 168 444.4 270.6 318.3 188.9 364.9
403.5 427.9 434.4 234.9 360 376.3 355 624.1 444.1 378.9 462.8 521.8 406.5 256.2 425 452.2 263.2 333.2 448 469.4 356.2 127.3 298 245.2 431.4 432.3 334.5 511.5 427.8 401.8 426 443 346.5 291.3 481.7 446.2 160.4 547.1 423.7 361.8 213.2 258.4 492.7 421.4 383.3 433.9 235.7 454.5 389.5 656.2 405.8 357.3 624.4
49.3 61 84.9688487099535 196.1 74.3404460856726 102.181272218524 140.5 172.6 21.6 28.9 55.8 300 120 98.8 160.5 119.3 22.1 58.538272435048 95.4955072363138 232.2 31 119.6 66.4046271108384 92.725934239439 55.7 73 23.5 134.9 255.6 78.077884452616 125.2 25.3 20.3 62.7 359.4 124.1 124.9 34.7 12.8 135.4 60.2 71.2 86.4 132.2 15.4 103.9 84.9904169801679 64.3 115.5 700.1 112.3 87.6 146.7
387 383.8 356 303.5 371.1 267.5 478 235.3 461.1 390.4 261.9 109.7 444.7 210.8 470.8 374.5 494 647.2 375.6 245.8 453.2 192 244.4 389.8 233.6 383.3 364.2 344.3 317.7 511.1 352.2 376.8 356.3 129.5 284.7 200.6 343.3 278.9 510.9 401.9 447 298.3 409.8 418.5 492.9 204.1 289.6 345.7 393.6 176.7 411.5 308.2 207.8
284.8 271.2 167.7 110.9 221 345.9 193.6 88.6 145.3 285.3 298 62.2 83.4 113.2 122 608.6 263.6 465.1 221.5 81.6 180.3 175.3 329.2 58.6 111.6 289.9 232.3 97.8 133.7 263.4 176.2 141.9 171.8 124.2 37.2 128.4 255.8 165.9 243.9 155.1 340.5 122.8 171.9 166.1 314.5 95.6 277.7 84 120.3 74.4 227.5 293.4 261.7
325.9 184.6 113 138.5 138.3 100.4 359.2 88.9 217.7 242.4 158 81.2 446.2 83.9 300.4 191.4 316.9 276.9 251 226.3 197 150.1 76.7 145.6 162.5 174 109 6.7 295.1 146 245.2 247.8 258.2 358.2 391.1 43 157.2 64.7 277.1 189.6 245.7 476.7 316.8 204.8 196.7 170.6 123.4 89.4 209.4 91 268.8 8.6 1.8
46 32.2 87.5 91.6 75.7 48.5 34.3 162.5 167 72.1 96.8 224.1 140.6 117.7 38 90 54.6 82.5 28 117.4 44.7 153.4 67.9 101.1 157.6 67.7 97.7 27.8 119 73.1 97.9 66.8 149 46.1 747.1 78.8 78.3 97.2 40.7 89.9 96.3 103.3 55.8 100.2 92.3 40.1 133.8 73 45.3 393.5 31.6 36.7 76.7
310.7 321.3 317.4 606.7 116 391 275.9 356.5 484.6 329.8 348.4 518.3 211.8 335.1 291.4 320.5 323 162.8 302.6 308.6 254.2 444.6 296.2 343.2 550.4 420.4 438.4 260.8 276.3 309.1 330.3 253.8 415.7 322.7 206.1 249.5 533.4 462.2 278.1 367.6 456.3 397.4 366.5 302.1 351.1 253.1 469.9 407.4 259.1 684.2 253.7 282.4 380.1
290.1 288.7 354.3 104.8 189.9 244.7 216.3 262.1 202.7 320.3 254.7 95.7 142 398.3 445.1 50.5 255.2 230.5 264.8 205.3 259.7 214.2 214.4 105.8 148.8 461.1 275.1 188.4 203.7 530.3 346.6 222.1 74.7 254.3 154.185731849557 166.5 205.5 151.8 237.9 263.2 200.2 133.1 298.9 216.9 388.1 322.3 93.8 94.4 127.8 59 147.5 238.3 474.1
306.6 262.6 169.4 144.6 214.6 205 284 133.9 159 180.8 194 171.3 595.4 122 246.6 533.6 391.8 474.6 207 210 266.6 297 289.8 131.3 152.1 223.7 115.9 231 244.7 264.7 121.7 41.1 230 174.5 36.4 130.8 198.3 282.9 273.5 260.5 283.3 122.7 267.2 72.6 292.2 135.3 201.6 57.4 209.3 207.2 171.5 244.3 319.3
424 487.7 559.3 401.7 346.4 391 427.9 387.8 388.7 337.8 525.4 412.2 289.6 430.4 456.9 522.9 363.1 504.9 561 397.7 568.4 430.3 458.5 341.5 263.1 481.6 261.4 273.2 524.8 436.3 459.3 273.1 484.5 288.6 242.8 332.6 463.2 425.7 469.6 431.3 377.4 257.8 503.7 374 337.3 467.7 235.5 351.7 330.2 76.6 404.7 362.4 722.5
535.2 521.5 363.3 323.4 413.7 355 334.3 629.9 401.1 515.5 338.3 356.6 559.2 532.2 572.1 197.4 465.1 353.2 367.8 432.9 431.1 367.5 390.1 452.4 421.4 462.1 402.1 570.2 313.2 570.2 493.7 669 428.6 582.8 320.3 232.1 303.3 270.1 447 415.2 405.1 468.2 404.8 514.4 412.8 418.5 623.1 440.8 297.8 207.6 424 400.3 586.3
