"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157" "V158" "V159" "V160" "V161" "V162" "V163" "V164" "V165" "V166" "V167" "V168" "V169" "V170" "V171" "V172" "V173" "V174" "V175" "V176" "V177" "V178" "V179" "V180" "V181" "V182" "V183" "V184" "V185" "V186" "V187" "V188" "V189" "V190" "V191" "V192" "V193" "V194" "V195" "V196" "V197"
8.92 1120.1 1212.9 4422.72 4116.73 1595.27 2788.72 6.63 566.605 4002.78 3005.88 90.535 2394.45 2530.48 4356.31 3089.78 3859.4 267.165 1384.81 473.18 3054.74 5158.12 3273.13 3700.64 162.08 5231.5 4987.95 4061.76 4395.44 39.36 1647.03 3403.51 3246.88 2374.33 2471.74 2461.96 3804.2 2239.41 3646.42 2805.54 1324.54 43.81 5079 3901.93 4522.71 1325.01 2078.67 5030.94 2186.89 470.88 2584.14 4706.15 4522.43 946.45 3553.15 3693.59 3744.14 4410.37 3052.86 1960.03 4970.66 3587.01 1440.58 2985.17 476.16 343.825 2935.87 3328.31 3542.77 1764.23 327.62 3143.2 691.88 690.64 774.19 -12.3 3436.61 1060.2 2121.52 208.215 1205.54 834.28 908.29 764.92 5160.01 3765.26 2690.07 1259.33 1851.14 2914.02 3547.58 4964.5 699.94 3755.08 4820.19 3667.2 5072.85 4425.15 3219.95 631.205 1164.49 52.14 5983.6 957.805 16.505 3994.19 1287.16 1425.39 1192.24 37.39 3699.35 983.92 5061.68 24.865 3711.83 4664.53 3514.06 5261.3 2150.04 342.22 2437.63 20.19 742.615 67.61 1021.01 976.65 451.18 1390.57 4047.37 2699.54 3952.71 4658.46 2745.36 3833.74 123.89 5457 3609.09 75.28 2646.72 4239.4 3071.84 4379.6 3630.95 3335.2 3574.69 3113.31 2546.24 3826.62 4135.74 4753.69 4051.35 3648.05 4414.38 3670.09 3819.6 4290.52 214.14 121.47 1595.35 526.17 2052.78 2262.51 421.27 2510.03 729.32 458.59 126.6 11.16 157.8 983.65 129.74 1926.15 421.48 12.53 23.77 447.27 1079.32 9.8 86.47 68.29 3.64 61.01 44.27 5.42 21.28 2975.7 12.87 36.63 13.33 -20.45 24.45 19.11 50.64 6.12 17.37 2933.17 27.15
16.21 31.42 -0.195 -11.14 -8.06 -22.43 14.2 -23.55 -8.16 -18.75 46.33 -0.565 11.64 -30.685 2.54 55.89 -0.66 -5.775 -6.24 0.860001 12.285 -22.31 15.135 62.62 11.47 -8.275 17.865 -23.69 24.86 -12.24 24.755 52.76 -11.96 41.99 -12.1 -38.39 -6.46 27.07 18.87 12 25.25 36.52 20.35 -28.12 21.67 -32.04 -12.79 44.47 -2.77 -32.11 -9.17 -19.69 -37.14 -4.37 21.1 -41.2 24.52 19.14 -36.89 16.77 -42.4233 -13.265 -35.72 -19.74 -20.56 -20.925 2.92 -23.39 -8.49333 -2.69 -29.08 -14.135 17.33 -5.64 -9.54 6.18 -1.565 3.25 -14.245 17.235 501.41 2.47 -38.86 11.69 -29.57 -22.69 -15.115 -31.8 21.08 7.89 -9.49 -16.7 11.97 -36.17 -16.155 8.91 -19.67 -10.51 -1.64 -18.37 16.8 3.64 39.655 22.27 -15.55 -5.99 -10.075 26.625 91.61 2.32 9.7 -14.56 -56.55 18.79 -39.75 -3.95 -47.35 -31.13 12.53 4.33 -34.87 -43.01 -34.42 -11.09 15.01 -11.145 20.76 -2 -15.11 -25.05 -7.67 -1.26 10.83 25.06 -37.54 -39.55 -45 22.55 -48.18 -36.45 -9.29 25.06 17.12 1.18 3.83 -21.57 -11.16 32.62 -41.35 -26.98 -35.43 -44 -33.51 1.2 -17.18 -32.1 32.42 -19.39 21.63 -24.08 -34.98 17.27 11.26 -14.32 -25.01 -4.27 -11.79 -23.66 -33.16 23.45 -10.06 -0.2 -42.66 -37.77 2.48 -14.78 -18.46 6506.57 3684.93 4104.96 1969.76 8582.18 2247.76 1657.16 6311.73 4221.25 4388.89 6917.99 4471.52 2557.78 4556.4 4828.24 5102.48 6516.34 7033.53 3141.2 1930.13
1562.5 4152.27 3623.89 4812.18 3387.26 4195.99 3524.72 3900.63 4316.15 4876.96 1308.42 1528.39 3049.38 1009.99 851.855 2932.44 3946.49 77.175 965.745 1290.66 2.205 1552.24 3638.89 1259.63 3830.52 996.585 2257.69 1242.37 3945.92 1077.37 1665.52 1286.18 833.93 2549.71 2189.3 3914.73 4444.41 3174.56 1488.38 1954.09 2035.47 167.76 2435.96 3073.12 3247.42 3190 2725.75 3385.63 4326.03 573.96 4362.92 4306.02 1621.46 3391.74 4010.08 3585.31 1725.05 3015.29 4176.1 4059.11 2059.11 2636.99 4037.95 2439.45 3328.13 2420.01 2998.32 1257.09 669.793 5334.08 2502.39 4452.98 4986.38 4453.2 2990.27 404.12 1953.78 1250.27 487.32 2914.79 3728.48 2826.63 2879.92 4033.7 2169.4 120.52 3244.27 2341.47 1489.06 2580.03 3042.28 1529.53 654.1 3704.54 2582.19 2405.91 381.55 3208.72 3716.8 2663.8 2128.33 3814.93 1815.93 746.69 115.465 4811.82 1684.85 2284.61 504.37 3139.56 616.82 884.1 2350.25 835.625 2037.27 1724.16 2295.37 3795.73 4494.1 3301.97 4274.3 1810.89 3934.69 4699.16 2418.84 1913.54 3135.84 1962.7 3014.07 2665.34 3976.56 2699.77 3623.45 4032.82 170.3 2064.2 818.15 289.37 550.45 2403.29 2919.13 1693.51 1387.52 4066.89 1310.71 914.76 873.53 1218.26 1288.37 1746.81 1961.51 352.4 2266.74 1005.62 768.43 2837.13 4478.98 1286.4 3030.93 2162.2 2499.05 3518.22 2451.24 3531.9 3774.89 864.38 2304.28 4025.49 3580 1014.88 2157.46 948.3 390.98 1690.33 1049.21 556.13 1957.25 38.7 8.47 87.27 26.95 376.95 108.3 24.48 122.56 920.87 27.35 40.87 3.27 694.57 -36.12 -39.82 44.93 440.81 -4.29 1609.31 -16.93
665.35 4600.01 1533.9 3995.36 3122.34 4123.27 3346.72 3021.09 3767.28 4731.72 607.43 759.88 2547.21 425.82 612.125 2525.12 2630.49 66.245 696.795 711.09 27.125 956.48 2531.52 650.75 3274.88 742.795 1880.3 1013.7 4023.47 1627.13 1612.18 1975.08 780.73 3313.01 2097.6 2347.26 4358.72 2827.37 1484.53 1684.2 1944.06 60.82 1480.88 2337.05 2827.67 2887.83 1723.3 4003.2 4562.63 388.17 4200.55 3626.52 1223.2 1881.16 3195.08 3226.23 1185.24 2331.17 4059.01 3542.72 1883.92 2394.9 3738.59 1725.43 1994.19 1372.78 2007.88 898.72 696.673 5003.93 1174.67 3795.1 3089.1 4370.17 1214.41 415.03 1514.41 589.46 350.475 2399.59 3808.25 2357.94 2350 2502.33 1660.68 84.47 1484.25 1932.32 1570.67 1970.29 2157.83 902.86 469.46 2200.54 1677.4 2116.75 281.34 1457.79 4707.32 1534.94 1522.31 2791.31 1374.34 870.02 5.035 3814.12 1276.84 1536.91 369.7 1528.29 332.86 466.33 1738.11 160.15 1603.43 1234.18 1059.84 3281.47 3839.04 3058.2 791.01 1704.4 2454.84 4170.09 1527.83 1609.96 3378.75 1775.22 2764.06 2266.59 4375.7 1436.38 4193.52 4095.18 164.01 1760.89 253.45 155.79 472.13 2194.4 1991.52 1096.89 680.51 3470.46 840.24 901.75 700.36 833.61 874.31 1018.02 1428.08 260.97 1508.08 339.08 483.25 1111.39 3685.14 672.39 2743.07 1590.56 2258.48 2737.92 1528.43 1734.84 2865.17 606.85 1595.85 3784.49 2634.61 562.83 1738.88 899.79 202.27 1206.84 440.28 427.98 1515.28 61.27 50.1 92.01 11.41 320.84 108.3 12.68 62.05 1158.67 2.4 68.87 -14.83 204 -23.09 -17.41 21.26 307.31 23.43 1550.37 -19.09
135.43 3480.65 1187.76 4282.76 2268.38 4522.4 4370.19 3076.41 3910.89 1549.14 211.43 531.865 2457.5 395.63 282.09 1641.63 1262.37 4.32 494.7 233.565 -35.375 1217.97 1135.8 332.62 3991.49 2982.11 1278.29 442.77 2970.8 270.9 1140.04 1240.34 330.72 1112.25 1481.62 3081.76 6466.91 1198.61 1221.96 715.78 366.27 11.42 433.32 594.15 2398.17 2376.22 268.9 1292.22 2395.75 2.1 2338.72 2935.16 346.1 627.96 2542.52 5456.2 406.76 3413.7 3857.74 2364.92 939.463 576.56 982.55 305.7 2370.25 1306.88 704.91 147.05 215.633 4621.49 659.55 1451.43 3001 1579.47 641.88 48.17 911.185 178.98 102.5 2042.23 3806.69 670.17 1300.14 1049.78 1037.84 41.41 2078.44 257.73 1032.85 422.49 1535.5 970.89 794.61 3991.05 488.43 2536.84 672.01 1147.28 382.35 1711.16 1482.81 831.96 232.035 1317.49 29.455 1240.04 3159.66 801.495 249.75 1239.39 422.09 218.88 1652.86 137.525 738.75 497.07 788.73 751.27 4860.74 4008.72 1747.24 283.72 1315.64 4685.75 1396.16 1389.31 747.755 731.98 661.56 2418.83 1432.87 2273.33 2224.83 1562.23 27.07 406.93 21.62 -6.97 223.24 747.47 498.48 657.68 7.1 4261.79 111.12 274.86 182.13 137.05 240.72 815.61 633.24 14.73 901.51 197.61 527.88 487.28 1601.5 190.63 692.8 2343.4 1717.23 1222.65 1680.28 655.96 1832.37 303.01 332.01 821.21 1765.2 314.92 455.38 -17.26 252.39 1142.91 82.56 117.66 1381.74 3.45 -62.3 14.81 -29.77 92.85 -28.23 -58.12 -114.54 11.17 -69.19 -10.03 -79.77 -121.05 -110.39 -24.05 -5.67 82.28 -64.03 521.32 -86.95
98.89 84.5 65.925 530.195 281.93 432 115.765 96.35 49.07 252.87 98.44 88.11 138.99 57.195 282.905 106.36 89.55 66.1 102.03 65.37 119.135 3525.56 34.68 207.24 82.52 5138.73 142.485 1329.07 3129.3 79.77 84.125 228.73 145.9 201.79 239.31 4919.76 204.63 163.97 115.39 149.71 170.14 99.7 3695.2 256.67 286.03 124.955 213.41 150 190.27 196.52 104.14 5849.1 225.15 72.34 174.605 52.46 199.69 4780.59 375.7 135.41 119.947 114.125 635.17 79.625 61.9 783.52 415.82 592 160.65 121.08 66.8 4898.01 146.32 115.66 125.5 79.25 139.75 9.03 213.29 53.805 106.05 87.47 100.6 100.79 109.52 784.7 3205.77 54 111.14 170.87 423.69 4077.25 100.05 139.17 4944.55 103.49 2734.44 6451.38 100.755 211.385 72.28 134.11 122.39 136.82 66.945 385.2 118.745 186.995 152.15 84.48 120.28 92.93 2051.78 93.445 120.12 2887.39 746.06 6588.39 118.96 82.11 204.37 249.19 85.91 77.21 91.82 100.855 84.57 176.86 2473.58 115.26 228.21 437.66 382.82 24.12 202.53 280.56 426.99 136.17 221.18 1845.29 175.12 740.99 598.12 770.5 241.34 411.42 451.78 888.24 1576.13 1604.65 1330.85 974.44 1234.17 1232.78 1488.83 301.03 70.26 47.26 115.52 78.04 103.31 115.25 119.71 101.48 93.41 98.05 53.14 60.84 82.44 136.73 33.1 82.18 5.24 90.5 59.93 2.9 27.49 101.5 205.57 105.57 44.82 135.77 173.18 45.34 81.08 183.18 140.92 72.26 131.04 103.18 121.99 56.47 114.32 54.96 98.85 165.39 63.31
2397.58 2534.08 3105.11 2003.31 2882.63 2926.81 3923.18 3715.43 3497.76 2802.92 2161.81 2323.61 3052.79 2581.18 2321.44 2629.43 3791.18 2860.04 4328.27 3001.35 3737.06 3315.8 3054.14 2746.28 3285.63 3193.65 1830.48 2846.92 1439.61 2811.76 3882.23 1252.59 4088.47 2373.41 3146.27 1867.31 2360.54 3187.96 3252.4 2233.22 4365.26 3271.2 3117.64 2536.9 1831.23 2940.45 2817.31 2039.11 3550.91 2409.32 2510.6 2518.19 3315.28 4152.93 2836.7 4136.44 2894.48 3621.04 2517.73 4469.57 3327.19 3589.06 3790.16 4454.07 4449.53 3566.02 2407.77 2038.23 1492.2 2133.26 3490.31 3134.7 2615.79 2526.28 3513.28 2890.82 3632.1 4117.67 3454.07 2854.33 1309.88 4977.51 4634.41 3371.47 2734.8 3575.58 2886.85 2986.37 3600.55 3148.83 2541.73 3068.56 3506.37 3559.41 2572.73 3121.74 3005.03 3829.81 2724.73 4702.79 2259.08 3926.17 1981.58 2200.98 2952.39 2055.96 2061.69 3290.23 1106.72 1854.01 1247.07 4598.43 3378.38 4331.28 3101.05 3429.44 4151.69 2159.74 810.22 2767.15 2839.73 3254.44 2747.66 3182.29 2109.11 3945.22 1928.1 5309.66 3843.51 4347.65 3172.64 2365.06 3967 1711.9 2161.33 3227.88 4608.16 3176.51 4828.79 4912.89 4465.61 4485.93 4152.94 3881.48 3987.51 1912.04 3295.73 3964.51 4508.61 3689.44 4079.93 4747.42 4199.88 3452.09 3733.74 3959.39 2279.15 5098.05 4981.17 3209.4 4607.69 4944.56 2512.35 5089.48 3523.05 4384.83 3126.85 3409.64 5165.57 1949.54 5499.63 4871.93 5158.89 4556.58 3832.2 1298.08 5262.25 879.7 511.1 930.81 559.75 475.47 769.12 379.59 1242.24 1162.63 719.86 363.8 555.63 756.27 456.58 436.88 502.96 2089.65 277.72 918.07 484.36
2290.93 2141 2784.31 1914.52 2860.16 2698.08 3917.21 3561.36 3328.24 2785.96 2134.14 2174.86 3104.85 2563.3 2179.61 2501.27 3785.72 2809.47 4173.66 2914.18 3786.04 3215.5 2920.98 2705.23 2874.3 2857.58 1756.6 2766.73 1408.38 2515.63 4069.67 1364.94 4384.31 2131.38 3143.62 1870.17 2504.2 2921.42 2933.48 2038.16 4232.64 3142.99 2844.08 2473.39 1917.57 2698.24 2794.72 1915 3612.8 2337.84 2602.41 2541.26 3280.37 4118.8 2899.27 4089.18 3267.42 3583.77 2615.15 4131.59 3298.97 3392.5 3586.57 4328.7 3637.58 3379.79 2343.25 1906.69 1414.05 2095.13 3310.45 3147.14 2362.54 2546.61 3297.44 2879.6 3567.17 3946.64 3384.9 3007.88 1330.38 5099.47 4473.74 3398.89 2757.18 3537.05 2693.34 2776.73 3524.95 2963.42 2283.75 3323.39 3520.26 3618.55 2624.75 3218.61 2941.56 3389.82 2514.71 4580.02 3417.44 3666.34 1938.21 2285.86 2752.38 1889.19 2054.72 3236.38 1159.8 1760.77 1268.44 4769.67 3137.71 4267.41 2696.15 3271.42 4118.47 1956.43 742.85 2418.26 2823.54 2989.64 2666.42 3022.01 2026.77 3901.59 1883.33 5348.71 3573.33 4263.12 2996.08 2333.75 4020.14 1603.12 2198.51 2850.54 4169.53 3112.39 4533.33 4577.53 4214.01 4500.15 4255.34 3588.22 3841.03 2020.05 3013.65 4022.25 4142.02 3537.61 4447.61 4564.53 4216.31 3096.3 3603.67 3852.35 2213.75 4973.37 4930.59 3179.59 4143.09 4780.58 2545.38 4822.21 3857.91 4095.72 3234.42 2911.88 5057.23 1999.85 5289.17 4946.75 4941.75 4347.77 4001.15 1148.67 4776.53 908.84 685.81 965.67 668.54 620.8 715.91 465.57 1218.65 1171.35 685.86 428.07 661.17 829.56 431.74 511.17 492.36 2148.22 324.65 976.11 535.06
-4.03 234.08 476.26 1843.67 1748.75 372.57 999.61 -0.41 259.475 2313.7 2293.86 -13.535 1039.42 846.125 1730.76 1571.78 2858.56 101.95 548.45 163.18 2041.11 3372.68 1489.9 2577.99 18.65 3619.44 942.49 2174.64 1579.04 11.13 629.775 2435.87 1461.9 904.38 1052.83 1084.78 2892.69 781.37 1051.52 1338.52 627.15 24.37 3619.67 1873.85 1882.96 576.17 1017.47 3500.35 1079.82 175.51 472.82 3644.35 3411.2 384.2 2156.03 2145.85 1941.46 3234.46 1374.71 969.61 2977.81 1674.4 901.53 2346.13 324.28 161.37 975.27 2030.36 1292.71 731.12 42.84 1847.3 169.98 148 279.85 -8.1 1064.92 77.54 1135.85 176.645 565.525 793.29 439.8 523.49 2937.72 2541.06 1088.42 355.21 564.97 1651.06 2452.1 2784.42 205.15 1657.35 3021.6 1446.07 2817.54 2974.48 1399.21 385.08 392.18 15.39 3881.75 387.3 0.615 2774.33 601.97 559.31 384.16 18.76 2192.05 994.08 3246.17 9.69 2361.78 3415.98 2885.96 3058.83 240.09 75.85 884.89 -16.35 143.835 20.605 420.545 271.12 153.205 976.71 3066.78 1442.76 3024.06 2906.76 2094.52 1943.4 9.74 2671.83 2579.68 29.04 1662.19 2761.06 2520.46 3909.1 2519.22 2335.32 2567.06 1164.95 1474.52 3097.76 2942.62 3501.61 3116.26 2279.12 3493.53 2783.76 2485.45 2545.89 58.7 21.05 795.38 170.79 1324.37 1691.15 308.48 1403.98 289.83 303.01 23.68 10.29 99.08 316.54 53.97 1070.51 283.88 -2.57 -31.7 120.81 513.74 11.91 66.06 50.68 -1.8 77.91 28.95 11.77 4.97 1028.9 4.01 44.27 16.02 -9.47 -2.39 -1.64 39.22 -18.28 13.04 895.73 -1.03
239.64 78.13 278.155 186.3 41.56 140.2 521.24 290.03 1144.75 96.45 140.83 1531.145 146.32 61.895 124.915 28.01 173.98 65.54 91.59 179.91 714.73 86.3467 156.405 228.58 1148.63 71.505 227.855 102.71 95.89 573.64 184.26 137.81 228 392.38 203.585 291.02 535.98 162.95 77.47 266.37 385.38 247.11 139.21 129.23 298.01 216.16 1633.63 317.37 5216.58 405.33 222.87 432.21 292.26 1485.12 132.105 286.34 581.16 143.87 136.3 636.23 132.133 779.745 283.36 231.31 503.86 178.43 140.32 139.86 167.64 171.3 4037.9 158.91 3006.77 323.53 394.27 164.06 229.905 2212.9 108.47 131.84 176.11 747.08 178.22 1135.59 102.25 84.47 210.41 144.66 169.42 298.37 176.79 472.69 193.83 149.77 128.385 1075.62 65.4 150.49 261.21 289.95 335.36 81.42 150.935 139.875 2790.7 1425.78 295.65 494.765 243.31 221.09 35.1 525.48 231.76 138.085 367.61 318.32 155.65 946.08 157.84 232.57 1199.71 224.53 461.29 3763.29 165.075 170.935 304.195 479.55 960.85 33.17 700.88 172.59 1915.54 168.34 59.36 127.26 83.13 46.36 372.39 155.96 407.34 443.6 194.49 143.19 206.25 8.59 318.28 242.97 135.62 195.99 166.4 99.32 171.81 325.91 122.84 190.2 2711.87 4946.45 3587.73 329.93 2736.46 3516.35 3928.47 6009.05 3606.46 2566.01 36.52 1638.74 544.66 1261.69 4105.15 2884.4 4050.27 2902.75 5472.3 278.07 4590.34 318.03 248.33 171.43 127.16 232.81 60.26 233.68 692.29 611.9 235.28 213.04 61.02 378.31 277.68 342.64 157.61 1187.26 145.7 290.38 382.51
54.28 67.52 216.965 251.77 314.15 253.55 224.455 140.82 279.25 635.77 88.62 73.83 1620.35 123.83 236.855 266.08 141.59 343.57 534.52 1342.09 459.03 665.957 306.65 615.4 620.57 2655.58 824.18 99.235 57.05 210.5 132.255 470.68 818.22 714.98 680.425 117.2 1507.05 225.92 962 412.52 1153.68 865.85 930.92 280.56 2882.35 960.235 363.48 367.04 2417.32 821.48 240.45 356.94 297.64 1030.91 3106.49 516.34 191.99 257.87 570.1 281.68 1554.3 666.43 1136.42 438.43 3352.69 3055.18 209.54 1195.69 358.93 172.52 200.44 111.52 99 486.1 2475.83 119.56 1637.49 275.42 1038.89 67.68 132.035 69.24 987.04 1762.36 199 354.33 680.575 409.8 439.85 1415.91 414 2135.4 271.45 859.42 617.835 706.75 1265.65 1634.48 913.1 1269.5 119.74 319.42 172.4 1474.51 238.43 1388.94 850.155 3288.22 322.25 326.65 478.86 1091.4 2726.72 47.4 2171.83 162.38 4193.7 165.55 216.12 2293.57 1464.42 33.03 122.95 1193.04 230.445 114.1 94.25 2085.55 686.91 2063.61 536.17 352.95 2173.86 91.5 607.95 687.64 2024.19 268.88 1104.13 4314.11 2755.51 5718.42 1675.25 1479.61 2760.47 5117.7 3668.96 4143.95 3511.87 2091.17 3730.52 2476.01 3060.46 4432.03 5332.21 3258.97 287.59 245.76 325.44 125.11 416.06 455.09 327.05 149.54 205.38 463.37 198.91 66.95 92.95 109.21 974.29 454.87 2751.19 2418.89 403.25 45.18 154.45 488.45 2438.86 669.51 369.32 322.8 1470.77 793.52 2613.08 327.78 1111.28 553.82 114.86 195.52 1455.8 719.13 339.74 1552.04 1900.19 124.38 191.6
50.23 1723.45 2565.11 392.635 30.42 31.41 723 31.81 2353.25 908.81 65.2 90.57 1228.03 19.14 55.845 2222.88 1217.28 25.365 2277.34 3438.35 2919.16 3647.55 46.815 511.18 169.34 3413.81 381.635 3338.21 304.82 147.87 2392.82 335.61 3410.63 189.42 64.13 231.71 2777.73 82.8 85.59 1609.19 205.27 38.95 4090.96 89.4 101.42 2832.53 473.88 79.99 1658.64 2568.49 2819.69 568.47 239.45 30.26 94.895 56.76 2891.15 1908.75 130.9 2169.38 117.8 1804.15 196.06 13.385 177.19 61.16 63.51 44.33 627.213 148.03 856.01 3562.52 1373.57 507.98 79.18 54.89 64.01 458.37 67.405 2246.98 46.415 141.645 25.95 236.1 1042.29 40.71 1551.55 30.6 97.91 95.11 203.3 3389.89 312.68 44.82 3327.77 1662.51 3262.51 3894.34 108.965 3033.55 36.48 86.32 68.43 99.415 236.54 135.835 99.71 75.72 83.54 81.19 182.66 7.61 116.55 76.35 361.74 35.56 685.65 1788.33 57.17 1330.02 461.23 4485.86 124.175 50.755 24.805 212.35 49.21 396.19 588.31 29 168.62 1061.44 1600.33 -14.22 849.67 334.48 142.75 52.14 75.87 190.13 190.48 220.72 180.46 212.11 193.34 164.44 132.16 101.64 166.33 169.86 340.68 154.64 296.84 202.54 116.51 157.35 1066.82 2444.12 947.41 198.56 2438.44 658.78 3739.34 3149.97 505.1 1487.84 32.74 114.96 2465.4 33.15 1137.66 3943.07 1068.54 3800.4 3019.46 56.53 2657.16 202.58 74.93 93.37 13.74 230.2 67.59 38.99 197.39 77.29 26.55 234.23 16.69 239.25 202.83 162.82 71.05 72.21 292.49 76.29 506.39
1402.85 2577.81 2471.1 2398 3219.15 3560.49 2263.4 3451.07 3445.69 3575.5 1525.34 1651.06 3826.5 3513.12 2290.01 2477.42 3094.12 2222.91 3257.89 2352.15 2644.92 1912.35 3288.16 1946.13 3118.67 1449.92 2172.44 2057.25 898.73 970.25 3374.66 2023.18 1796.02 2812.74 4024.96 3407.05 2532.63 2766.13 4124.26 3115.77 1967.22 1999.48 3174.81 4099.1 3827.94 2414.98 2707.34 3217.45 2444.41 2304 3904.89 1757.31 4165.54 2793.85 4175.97 4417.97 2220.71 3041.76 2559.29 3498.62 3971.19 2495.6 3574.21 4182.76 3572.94 4112.35 3388.39 3864.32 1757.89 3025.47 1921.09 2363.58 2136.99 3567.77 2499.67 2276.33 4534.61 2094.32 2718.95 2914.72 2092.07 2614.52 2021.28 3894.24 4620.77 3833.62 3052.08 2958.45 2748 3700.25 3422.12 3309.34 1100.49 3817.64 1924.46 3285.15 1156.15 2051.81 2632.71 1267.56 3505.17 4200.83 3911.91 2699.53 1240.66 3423.52 4440.32 3490.41 569.8 2943.42 2970.23 3432.77 4502.82 3571.7 2444.78 1146.79 3498.71 1677.12 1305.53 2330.18 2309.65 2824.55 1380.54 1763.45 2423.13 2708.97 1258.08 1993.67 2367.9 3386.14 3554.8 3516.69 3525.95 1664.36 4095.07 2479.91 3966.67 693.28 2422.23 4174.17 4124.13 4687.86 4324.1 3560.6 3788.98 3778.75 4298.96 4249.93 3952.04 4496.41 3877.37 3025.86 4435.92 3611.06 3919.04 4380.82 2652.55 1463.37 1581.49 3135.37 2048.94 2598.19 2204.45 2303.41 3594.37 1437.22 3162.62 1699.81 3624.23 2160.28 1263.73 2244.15 1034.42 2324.59 2658.02 667.86 2085.06 722.51 404.59 931.5 421.25 642.27 538.25 322.96 915.74 1572.41 376.66 341.8 588.69 419.19 303.95 204.41 306.26 1610.6 571.42 1735 260.66
852.82 433.87 819.1 804.645 785.17 904.33 840.285 536.94 2311.38 1214.01 1261.23 854.4 1916.44 2315.51 712.06 831.99 1868.69 362.595 1965.37 2573.82 2306.03 1595.57 2420.27 1557.98 2971.88 1051.9 683.3 1013.42 636.89 721.86 2223.78 620.04 3302.26 1917.18 1213.62 1355.96 1606.85 1515.03 581.54 819.4 1514.72 889.98 927.2 987.91 540.95 1175.5 1245.7 916.34 2736.01 1256.44 1580.13 790.9 1129.24 1489.78 811.275 991.33 932.18 824.7 858.48 1882.57 1285.9 2176.8 417.32 2486.55 1131.75 579.15 611.67 1073.03 566.353 1038.45 3733.01 2764.75 998.09 1279.08 931.43 1332.32 1250.92 2182.99 796.335 2449.84 445.1 1584.57 824.21 761.07 885.36 1804.68 798.79 804.44 1269.91 1550.12 280.67 1983.82 1080.02 1557.69 2293.77 1084.91 2668.33 3114.13 511.6 1727.7 692.46 979.98 1218.84 841.145 2235.96 2023.07 709.815 609.385 752.75 756.02 949.1 1535.66 903.11 635.555 1072.54 549.98 1487.08 1158.9 351.73 691.52 711.92 2764.68 454.46 1217.62 719.61 3279.64 828.85 2245.06 894.62 903.76 780.15 552.09 2000.94 401.07 169.51 1029.39 2488.81 1322.02 897.11 765.1 1064.97 901.06 813.51 314.67 660.68 340.11 968.66 697.12 542.88 362.35 310.39 2976.6 557.83 259.28 858.15 880.53 2663.45 5605.56 4861.16 3123.04 3745.59 3633.9 1984.07 5436.59 5646.64 3152.33 1675.11 1678.27 4849.77 517.49 2299.29 3860.11 4866.58 1171.23 4342.9 259.7 4717.34 186.31 274.19 143.57 120.95 222.38 215.41 117.87 123.24 494.11 203.01 137.57 161.4 107.07 97.39 97.17 127.39 480.85 137.89 187.69 119.06
