"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83"
-0.7373 -0.05115 -0.3404 -0.4974 -0.138043944242559 -0.5308 -0.7294 -0.2812 0.372 -0.2599 0.1746 0.1738 0.06094 -0.3702 -0.4259 -0.2523 -0.05129 0.1776 0.3027 0.3299 0.1439 0.6021 0.1886 -0.0352957288543941 -0.122961750005044 0.157722148855955 0.3049 -0.112829694167464 -1.86e-09 0.3237 0.53 -0.2461 -0.9616 -0.4703 -0.3859 -0.1793 0.07713 -0.2302 -0.1471 0.3194 9.5e-05 0.5794 0.2575 0.6844 0.2636 0.545 0.6058 0.2027 0.3561 0.3265 -1.2e-09 0.3092 0.429 -0.4302 0.1565 -0.2699 0.352 0.3987 0.3299 -0.6315 0.022 0.3933 0.4011 -0.5067 -0.05848 0.3005 0.3577 -0.2502 -0.1326 -0.2402 0.1118 -0.09342 0.3163 0.5912 0.2945 0.3551 -0.05177 -0.000156 -0.1505 0.09645 -0.1694 0.02639 0.1144
-0.5082 -0.3536 -0.1992 -0.2892 -0.3841 -0.3011 -0.2467 -0.1507 -0.1957 -0.07051 0.0583 -0.2183 0.009417 -0.122 -0.2261 -0.511 -0.109 0.0827 0.2193 0.8227 -0.2146 -0.3994 0.2045 0.0300249000556459 -0.180265038191061 -0.3652 -0.05382 -0.2533 -0.2201 0.1844 -0.08951 0.8561 0.3886 0.02612 0.6854 0.05251 -0.4857 0.1693 -0.009226 0.6036 0.002433 0.4176 0.6129 -0.2311 0.4529 0.4545 0.4299 0.5408 0.6312 0.5735 0.8591 0.2677 0.4804 0.315 0.592 0.1774 0.06608 -0.06227 0.2919 -0.3813 0.2223 0.2611 0.1392 -0.6173 -1.43e-08 -0.1429 0.6057 -0.2133 6.25e-09 0.3131 0.3473 0.2262 0.2158 0.391 0.2223 -0.2363 0.07529 0.2978 0.2824 0.3725 0.3846 -0.4478 0.1779
0.6211 -0.04117 -0.252 -0.326 0.2984 0.1463 0.1925 0.4695 0.3696 -0.1001 -0.1395 -0.3048 -0.5917 0.02717 -0.1504 -0.2612 -0.129 0.1332 0.0342 -0.4934 -0.2215 -0.1859 0.06038 -0.08578 0.08978 -0.07107 -0.04467 -0.4429 -0.1876 -0.3842 0.000533 -0.5383 -0.2027 -0.035 -0.7306 -0.469 -0.8291 -0.7638 0.1967 0.5026 -0.2029 -4.28e-10 0.166 0.3097 0.5519 0.4735 0.487 0.04057 0.274 0.7854 -0.2344 0.2746 0.4495 0.4635 0.3743 0.07677 0.5796 0.2741 0.4542 0.04717 -0.04863 0.4034 0.2719 -0.2862 0.2221 0.134 0.03479 -0.2694 -0.1957 -0.2004 -0.2302 -0.09653 0.7036 -0.1471 0.01518 0.5019 0.2205 0.7877 -0.04784 0.1107 0.3425 -0.006749 0.1487
0.1431 -0.1164 -0.04117 0.1455 -0.1453 0.195 -0.1842 -0.1166 -0.1811 -0.2143 -0.1703 -0.2531 0.1159 -0.3998 0.3623 -0.7301 -0.293 -0.2768 0.04705 -0.1972 0.07858 -0.1966 0.2107 0.5668 0.4211 2.8e-08 0.6372 0.4711 -0.5739 0.03488 -0.3372 0.005722 0.1954 -0.5043 -0.3666 0.1983 -0.2491 -0.03998 0.3313 0.03047 5.28e-09 -0.6127 -0.3481 0.04743 -0.2275 -0.1055 0.8983 0.2723 -0.02122 -0.5525 0.6181 0.5883 -0.5861 -0.3631 -0.3956 0.09106 -0.153 0.5023 0.3778 0.2594 0.3482 0.1324 0.1677 -0.5039 0.4256 0.07006 0.05131 -0.3522 -0.2652 -0.5744 -0.04866 0.3547 -0.4916 -0.4873 -0.1905 -0.5948 -0.02556 -0.7384 -0.2309 -0.01521 -0.2836 -0.4914 -0.08096
-0.2556 -0.04142 -0.4746 -0.1603 -0.3636 0.1315 -0.007718 -0.2667 0.06631 -0.001175 -0.4596 -0.2469 -0.3443 -0.2387 -0.4184 0.248 0.05849 0.1954 -0.008234 0.2522 0.2715 0.4778 0.4065 0.4182 -0.07666 0.9229 0.3336 -0.2678 0.2423 0.177 -0.1151 -0.9732 -0.5673 -0.2681 -0.271969158103095 -0.1507 -0.8852 -0.5681 0.009699 0.4295 -0.0586466711969648 0.4919 0.2614 0.2577 0.09713 0.25510671166215 0.5649 0.6783 -0.157 0.3843 0.5835 0.1639 0.439 0.1711 0.4431 0.2387 0.09432 0.1072 0.3852 -0.4251 0.1903 0.3281 -0.2465 -7.82e-11 0.02274 0.04564 0.0419 0.1703 -0.407 -0.384 0.03118 -0.3635 0.1452 0.7882 0.2997 0.1611 0.2886 0.3778 0.06832 -0.1405 0.2335 -0.1135 0.1197
-0.3603 -0.1436 0.1394 0.0664 0.1263 -0.06591 -0.09201 -0.08952 -0.04934 0.02063 0.2591 0.3647 -0.03515 -0.1263 0.1499 -0.1573 0.004715 0.2645 0.1246 1.111 0.4153 0.9772 -0.1164 -0.1034 -0.3213 -0.0898 -0.2186 0.3105 0.4152 0.5702 1.031 0.173 1.508 -0.5612 0.3461 -0.1084 0.1538 -0.4583 -0.08568 0.003186 0.2536 0.5477 2.21e-09 -0.09943 0.141 0.04304 0.4841 -0.007186 -0.2284 -0.2706 -0.07477 0.02743 0.355 -0.3297 -0.333 -0.3354 0.3244 0.07121 0.3236 0.03723 -0.1076 0.2299 0.1062 -0.3086 -0.356 0.2141 -0.3163 -0.03109 -0.1346 -0.1002 0.2675 -0.3179 0.1221 0.1777 -0.0459 0.1046 -0.079 -0.2651 -0.2039 -0.2574 -0.1239 -0.1145 -0.3882
0.5777 -0.06669 0.1125 -0.2918 -0.04408 0.4387 0.04887 0.291 0.3786 0.05476 0.1876 -0.1719 -0.01759 0.08874 0.2686 -0.03842 -0.09946 -0.7624 -0.2222 -0.5618 -0.04371 -1.035 0.3687 0.4713 0.6183 -0.1896 0.4827 0.1419 -0.07952 -0.1142 -0.4215 0.3684 -0.2181 -0.1303 0.7318 0.351 0.2527 0.6118 0.2321 0.2464 -0.09649 -0.1751 0.1482 0.3179 0.1791 -0.2588 -0.1038 -0.779 0.1836 -0.008582 0.5617 -0.08776 0.2168 -0.005245 -0.02631 -0.01998 -0.2092 -0.384 -0.3784 0.3862 0.2679 0.5018 -0.1729 -0.2921 0.164 -0.8059 0.1144 -0.5344 -0.2609 -0.6002 -0.268 0.3521 -0.0853 -0.1267 0.5453 0.005244 0.2822 -0.3382 -0.1302 0.05365 0.0712995256300081 0.05316 -0.1317
-0.06509 -0.1902 0.2459 -0.127 0.08529 -0.1106 0.1656 0.004471 0.3518 0.1255 -0.1848 -0.2319 -0.3141 -0.002851 -0.4021 -0.1929 0.2817 0.1227 0.452 -0.6751 -0.03615 -0.1652 0.6291 -0.1317 -0.4339 0.2815 0.06511 -0.1718 0.2992 0.07348 0.4158 -0.1717 -0.09873 -0.3891 -0.4083 -0.1791 -0.462 -0.5393 0.1278 0.2153 4.55e-10 0.4112 -0.009376 0.6031 0.4455 0.5288 0.6469 0.2414 0.8682 0.7679 0.5235 0.2546 0.3776 0.5354 0.4058 0.1338 0.8749 0.161 0.4791 -0.2887 -0.6238 0.3617 0.3415 -0.03639 -0.05574 0.3469 0.1572 0.3329 0.1608 0.5131 0.2182 -0.3075 0.6854 0.6629 -0.02244 0.5873 0.4977 0.1824 0.1931 6.33e-10 0.5526 0.226 0.2123
0.05212 -0.2224 2e-04 -0.05787 -0.1899 0.06811 -0.2311 0.1107 0.3186 0.106411641315495 -0.1843 0.09244 0.04316 -0.105299067325331 -0.3536 -0.01897 0.1473 0.3455 -0.3229 -1.334 -0.6223 -0.02241 0.1715 -0.190189767674314 -0.222174807147177 0.03861 -0.5023 -0.31385256372832 -0.5204 0.0465583665165587 -0.0171718093889746 -0.9569 -0.6833 -0.5676 -0.412046186167167 -0.9674 -0.9013 -0.6328 -0.004217 0.1163 -0.04347 0.1457 -6.25e-10 0.3533 0.3394 0.356 0.1625 0.2381 0.02584 0.4354 0.3355 -0.05981 0.03733 0.003081 -2e-04 0.2149 0.1431 -0.3055 0.2831 -0.5743 0.04946 0.3118 -0.3408 0.07969 0.1966 0.2355 0.05538 -0.5156 -0.2169 0.2163 -0.1031 -0.084 0.2087 0.5555 0.02183 0.04827 0.222 0.3293 -0.09904 0.2158 -0.04634 0.2403 0.1382
0.3419 0.1109 -0.1562 -0.04463 0.04263 -0.1587 -0.1476 0.1711 0.265 0.1758 -0.2568 -0.001329 -0.3512 -0.236 -0.1477 0.06283 -0.09179 0.221 -0.2926 -0.6384 -0.2518 0.4684 0.0127 0.0123804170156097 -0.04347 0.08255 -0.09219 -0.0375 -0.6791 0.1092 -0.0583 -0.5306 1.29 -1.261 -0.4823 -0.6767 -0.5502 -0.5432 -0.2621 0.272 -0.1526 0.2646 -0.3042 0.1337 0.3291 0.1569 0.2678 0.4181 -0.4487 -0.1211 1.25e-08 0.001329 0.0197 -0.1903 -0.1271 0.1286 0.2806 -0.06993 0.7146 0.1363 -0.03726 0.01484 -0.1842 0.09569 0.1602 0.3674 0.1545 -0.02339 -0.3153 -0.1777 0.817 0.06315 0.2539 0.3773 -0.1812 0.3938 0.1694 0.02343 -0.02007 -0.0359 0.2581 0.2081 0.2808
-0.2075 -0.2576 -0.09821 0.003893 -1.206 0.05312 -0.667 -0.3555 0.2637 -0.4326 0.000274 0.0217 -0.2996 -0.4611 -0.2434 -0.3747 -0.2168 0.03802 0.5735 0.6927 0.3228 0.04438 0.05099 -0.1298 -0.7377 0.1597 -0.2795 -0.4192 -0.2816 -0.3593 0.2877 0.2932 0.6254 0.4333 -0.04089 -0.5901 -0.6829 -0.5789 -0.007749 0.1531 0.415 0.404 -0.003721 0.6448 0.09934 -1.32e-09 -0.04635 0.2253 0.7844 0.4192 -0.5469 0.05389 -0.04633 -0.3423 -0.1629 -0.1073 0.00311 0.3323 0.4655 -0.245 -0.1502 0.08907 -0.2337 -0.3813 0.02043 0.1449 0.02227 0.3388 0.04557 0.071 0.3682 0.1532 0.09818 0.2957 -0.009799 0.01776 0.1883 -0.1063 -0.1592 -0.04354 -0.1469 -0.2329 -0.1165
-0.07162 0.01152 0.2115 -0.1662 0.2126 -0.007019 -0.4113 1.27e-08 -0.366 -0.03481 -0.1762 0.2846 -0.1593 0.1403 -0.2632 -0.07505 -0.2709 -0.1552 0.1202 -0.8996 0.05573 6.81e-09 -0.06905 -0.1279 -0.373 0.2828 0.09025 -0.3216 -0.1036 0.01437 0.41 -0.913 -0.806 -0.8686 -0.1548 -0.2727 -0.234708476099997 -0.9974 0.3714 -0.6863 -0.4625 0.1329 0.01329 0.5521 0.4203 0.0338 0.08025 0.379 0.1393 0.3234 0.4762 0.06462 0.2589 0.3681 0.4377 0.3178 0.5955 -0.1679 0.137106655221785 0.06886 0.5263 -0.001866 0.08971 -0.4926 -0.1953 0.1949 -0.3348 0.06896 0.5054 0.3009 -0.3429 -0.03023 0.1052 -0.03968 0.1493 0.001653132369965 0.3347 0.6038 0.004926 0.2821 -0.0186 0.1436 -0.03818
-0.1019 -0.1298 0.2706 0.1822 4.9e-09 -0.05197 0.005848 -0.0755698353202117 0.06416 0.06437 0.5532 0.2484 0.1809 -0.01173 0.04879 -0.7688 -0.1004 -0.352 0.4214 0.802 0.6759 -0.5183 0.0479707896370358 -0.2772 0.120641645819159 0.0733496767660402 -0.4514 0.101407739787946 0.1767 -0.4137 -0.2623 0.9135 -0.6434 0.3889 0.318227532950187 0.1372 0.1062 -0.1642 -0.09707 0.3731 0.1152 0.1806 0.818 -0.000811 -0.2766 0.351 -0.07626 0.1767 -0.1854 -0.0743 -0.4328 -0.2704 0.1323 2.76e-09 0.178 -0.263 0.9046 0.136 0.4481 -0.07271 0.2104 -0.2211 0.7251 0.2085 -0.3688 0.3215 0.2875 0.9431 0.2413 0.4687 0.4915 -0.1304 0.05041 -0.4245 -0.2312 -0.1583 0.2908 0.2927 0.07143 0.3001 -0.02396 -0.2507 0.2946
0.3007 -0.1253 -0.371 -0.2104 6.05e-09 0.1981 -0.2876 0.002928 0.08077 -0.05614 -0.5417 -0.4334 -0.5044 1.39e-08 -0.0827 -0.2124 -0.008078 -0.3988 -0.3446 -1.016 -0.5861 0.8911 0.4177 0.4422 0.3227 0.3064 0.255354637473147 0.3236 -0.04149 0.2462 0.4611 -0.6876 0.2985 -0.9087 -0.1848 -0.629 -0.5211 -0.8492 0.4895 0.2343 -0.2366 -0.07236 -0.3276 -0.0356 -0.03107 0.4045 0.08713 -0.166 0.1188 -0.1087 0.2014 0.2431 -0.3244 -0.07312 -0.2254 -0.3466 0.2392 -0.03551 0.1965 0.3388 0.03285 0.2601 -0.5194 -0.1825 0.01837 -0.2338 -0.06639 0.1345 -0.02515 -0.1128 -0.1382 0.2308 -0.08195 -0.8643 -0.003994 -0.00467 0.3262 0.2297 0.1851 -0.05274 0.01646 0.1373 0.0445
0.1343 -0.09848 -0.2712 -0.2792 0.1153 0.04192 -0.07698 0.3448 0.4509 0.2356 -0.08546 0.1794 -0.4548 -0.08197 -0.323 -0.1662 0.01001 0.3458 0.0366 -0.3257 -0.09669 -0.141 0.2686 -0.1111 -1.068 0.08118 -0.5763 -0.7535 -0.4372 0.07376 -0.0611432389578595 4.97e-09 -0.2097 -0.3595 -0.9019 -0.7399 -0.7482 -0.759 0.006705 0.2717 -0.04309 0.4855 0.02868 0.1572 0.569 0.4295 0.3468 0.3161 0.2805 -0.1296 -0.1551 0.03834 0.2252 0.3938 0.5873 0.03819 0.002545 0.1197 0.2429 -0.3245 -0.1379 0.2321 -0.333 0.1549 0.02024 0.1538 -0.06009 -0.3174 -0.3603 -0.2303 0.2835 -0.3207 0.5425 0.5088 -0.1383 0.4361 0.4 0.2918 0.208 -0.1282 0.3363 0.1099 -0.04956
0.4703 -1.01e-08 -0.5362 -0.3812 0.4098 -0.3512 -0.06269 0.3703 -0.09944 -0.1688 0.1613 0.2782 -0.7067 0.3841 0.1682 -0.156 -0.1867 -0.4052 -0.07712 0.9676 -0.5758 -0.2325 -0.5181 -0.555 -0.8404 -0.4927 -0.133 -0.01169 -0.3328 -0.4319 0.757 -0.04021 0.1297 -0.5584 -0.02891 -0.2103 0.03478 0.09355 0.2448 -0.4448 -0.1182 0.2254 0.003382 0.1235 0.2 -0.03398 0.3991 0.2023 0.4223 0.2354 0.4523 0.06677 0.6544 0.4857 0.2141 0.4042 0.2649 0.4379 0.1522 0.4883 0.2242 0.162 0.15 0.1684 -0.2089 -9.95e-05 -0.3654 0.3466 -0.4202 -0.003958 -0.2867 -0.3791 0.0124 0.2894 -0.1205 -0.1998 0.2 0.2395 0.03455 0.1779 0.2566 -0.2963 -0.3127
0.03895 -0.2154 -0.04324 -0.004744 -0.115 0.1904 -0.09779 0.1314 -0.3042 -0.03707 -0.1972 -0.01367 0.01297 -0.1143 0.3751 -0.5277 -0.4107 -0.37507722982305 0.5804 0.7038 0.3789 -0.3515 -0.1291 0.397 0.7002 -0.2257 0.05238 0.165 -0.77 0.0321 -0.7316 0.2833 0.131 0.8064 0.1905 0.3134 0.1981 0.1366 -0.0176 -0.1918 0.4276 0.08084 -0.197144717918414 -0.1201 -0.8756 -0.1335 -0.3129 -0.3989 -0.2525 -0.4582 -0.113 0.01197 -0.4804 -0.5123 -0.5147 -0.07875 -0.03344 0.01221 0.02375 0.6886 -1.85e-08 -0.3237 -0.1401 -0.3972 0.2377 -0.47 0.1685 -0.4889 -0.1685 -0.7631 0.3249 0.1213 -0.4874 -0.3256 -0.04779 -0.5205 0.04234 -0.7257 -0.0175 -0.07623 -0.1937 0.02585 -0.1826
0.06373 -0.04853 -0.1521 0.05425 -0.0071 -0.02861 0.3203 0.1151 -0.06137 0.181 -0.4983 -0.0198 -0.2132 -0.0806 -0.4344 0.2336 0.1142 0.2017 -0.1025 -0.3927 -0.653 0.2248 0.085627723602265 -0.05757 -0.1165 0.4227 0.0071 -0.6517 0.1186 0.2961 -0.2726 -0.8372 -0.5407 -0.5116 -0.5771 -1.186 -0.422 -1.149 -0.08355 -0.1093 0.0002045 -0.05523 0.01958 0.16 0.5438 0.2196 0.2503 0.7473 0.2441 -0.02845 0.2485 0.05914 0.1761 0.1362 0.3808 0.06652 0.1134 0.1647 0.4337 -0.4757 -0.09985 0.4454 -0.0869 0.2168 -0.1493 0.09176 -0.4752 -0.1691 -0.1253 0.1567 -0.0002045 -0.2261 0.5206 0.1312 0.03846 0.3767 0.2476 0.5368 0.1036 -0.1429 0.121755372903372 0.1788 0.1361
-0.2311 -0.2478 -0.1899 -0.3537 -0.093170527277266 0.1179 -0.5111 -0.05551 0.3735 -0.4119 -0.1665 -0.1117 -0.3955 -0.2198 -0.3164 -0.2312 0.06518 0.5577 -0.2621 0.135 0.1059 0.08024 -0.22 -0.107435748633811 -0.2222853089378 0.0931381317401673 -0.0495598737183703 -0.277837930270485 -0.1695 0.01117 -0.3038 -0.7249 -0.5773 -0.4303 -0.708 -0.5029 -0.2289 -0.5174 -0.1585 0.3662 0.2848 0.4662 0.5838 0.3906 0.3908 0.4138 0.4586 0.1376 -0.09881 0.1984 -0.3219 0.002558 0.4017 0.2091 0.4792 0.3614 -0.0341 0.1035 0.576 -0.2157 -0.1403 0.1561 0.2372 -0.2559 0.1428 0.6932 0.1988 -0.3311 -0.1321 -0.09609 0.07589 0.1392 0.6536 1.059 0.05351 0.2719 0.3272 0.1859 0.2182 0.164 0.5343 0.1741 0.5636
0.2245 -0.2204 -0.3225 -0.003983 -0.4448 0.0291 0.3619 0.143 0.3418 0.1041 -0.3764 -0.1606 -0.2182 -0.1292 -0.5024 0.1287 0.2473 0.3203 -0.2994 -1.038 -0.09497 0.636 0.4513 -0.02215 -0.4252 0.2597 0.06749 -0.2788 -0.2217 0.1965 0.1257 -0.1788 0.1264 -0.9054 -0.5839 -0.3219 -0.6804 -0.7456 0.3357 -0.6607 -0.2187 0.1155 -0.4508 0.2513 -0.03066 -0.2793 -0.005548 0.4402 0.3368 -0.06369 0.3808 0.3646 -0.3059 -9.95e-10 -0.1704 -0.1829 0.2892 -0.4708 0.3201 0.4134 0.008528 0.2644 -0.1936 0.1744 -0.1768 0.215 0.2159 -0.5555 0.1241 0.0173 -0.5466 -0.06985 0.4177 0.2028 0.05996 0.5511 0.3232 0.05757 -0.03399 -0.0211 -0.05474 0.3294 0.4993
0.3371 -0.1355 0.2055 -0.3584 0.1656 0.1322 0.1222 0.1525 -0.04293 -0.2645 0.1422 0.2934 -0.318 0.1664 0.2331 0.05131 -0.07976 -0.297 -0.2079 -1.064 -0.3917 -0.7202 0.0595 0.2575 0.1503 -0.1213 0.2214 -0.246 -0.000468 -0.2952 -0.04901 -0.4125 -1.472 -0.888256480364849 0.4401 -0.4073 0.0306 -0.4161 0.3834 -0.02804 0.1178 0.3278 0.07752 0.4822 0.05437 0.2092 -0.1179 0.1503 0.07173 0.2544 0.1737 -0.1908 0.7779 0.4725 0.2856 0.459 0.5747 0.2697 -0.06177 0.2662 0.5672 0.296 -0.1303 -0.07759 0.06204 -0.1964 -0.1788 -0.01723 0.0712 0.362 0.02197 -0.1049 -0.1666 0.06181 0.02042 0.1241 0.03358 -0.08198 -0.004987 -0.06443 0.05496 -0.5421 -0.0565
-0.3032 5.29e-09 0.1332 0.1171 -0.0796153887337346 0.02588 -0.3968 -0.3342 0.1096 -0.212 0.08539 -0.08633 0.1757 -0.1711 0.1518 -0.5883 -0.06829 -1.064 0.2924 0.8652 0.3222 -0.1333 -0.4071 0.096347994940827 0.0914247052033212 0.0135483000743521 0.3698 0.2783 -0.4775 -0.04075 0.3706 0.1293 1.6 0.8218 0.0913363547399158 0.03988 0.249 -0.03699 0.1759 -0.1237 0.06414 -0.002698 -3.25e-09 -0.002596 -0.2006 -0.2082 0.2334 0.2384 -0.132 -0.04471 -0.6864 0.1826 -0.01261 -0.402 -0.1632 -0.2447 0.07594 -0.0514 0.0706 0.009412 -0.2554 -0.1251 0.04543 -0.3948 0.1526 -0.2772 0.1184 -0.06862 0.01606 -0.6321 0.336 0.1622 -0.5118 -0.3757 -0.3044 -0.4349 -0.08941 -0.2682 -0.2839 0.3178 -0.08747 -0.2314 0.1752
0.1995 -0.3805 -0.5707 -0.2337 -0.05939 0.229 -0.6839 -0.01597 0.4 -0.5645 -0.3237 -0.05525 -0.7724 -0.2792 0.1588 -0.04537 -0.261 0.4512 0.3332 -0.7478 -0.005435 0.07633 -0.006467 0.258 0.02921 0.02385 0.03655 0.05009 -0.2662 -0.1061 0.07795 -1.281 0.3235 -0.9132 0.4107 -0.4492 -0.4414 -0.3912 0.4475 0.2915 -0.08594 -0.02443 0.05064 0.3259 -0.1523 0.0336 0.3456 2.5e-08 0.1559 0.3063 0.3099 0.2209 0.1294 0.01443 -0.2323 -0.03994 0.3309 0.08511 0.3907 0.6373 0.1623 0.5642 -0.1042 0.1121 0.2141 -0.2672 0.2142 -0.313 0.1329 -0.07054 -0.5298 0.2457 -0.1601 -0.01904 0.2633 -0.1853 0.4997 -0.189 0.1005 -1.13e-08 -0.009938 -0.4922 0.1802
0.01102 0.4873 0.345 0.22214478133122 -0.1383 -0.5414 0.7994 -0.05388 -0.1905 0.3868 0.1814 -0.007288 0.2821 0.4861 0.1823 0.2006 -0.2129 0.2998 -0.1211 0.4261 -0.1341 0.4965 0.1455 0.1953 0.3287 0.09509 -0.247 0.263192061899872 0.5748 0.2487 0.0294551422260439 0.2996 1.622 0.1158 0.9081 0.2356 0.4527 0.3483 -0.1907 -0.02627 -0.2291 -0.5097 -0.09431 0.02052 0.08783 -0.5206 -0.4841 -0.002412 0.07773 0.1851 -0.0266440146254025 -0.05124 -0.2508 5.61e-09 -0.2525 0.09029 -0.2777 -0.3491 -0.348 -0.2352 -0.3177 -0.5037 -0.002841 0.4744 0.1484 -0.2396 0.2493 0.334 -0.06537 0.5335 -0.1006 -0.1915 -0.1911 -0.4786 0.05482 -0.2808 0.04343 -0.06782 0.09188 -0.1654 -0.1826 -0.1588 0.09711
0.5638 -0.007032 0.1017 -0.1192 0.01404 0.7087 -0.1649 0.1016 0.1377 -0.03768 -0.1165 -0.1934 -0.4 -0.0709 0.1654 0.2843 0.2992 0.4762 -0.188 -0.828 -0.3303 -0.05944 0.5106 0.02492 0.09458 0.2818 -0.1182 -0.2588 -0.1204 0.07187 -0.2678 -0.3567 -0.4625 -0.8932 -0.6102 0.1458 -0.08337 0.008746 0.1065 0.4803 -0.2627 -0.2646 -0.1437 -0.523 0.5127 -0.02081 0.5824 -0.2848 -0.522 -0.2943 0.3143 0.1244 -0.9019 0.1309 -0.01183 -0.3628 0.1623 -0.2272 0.3237 -0.08949 0.04673 0.35 -0.4257 0.04099 0.2263 -0.6551 0.08684 -0.3678 -0.02346 -0.147 -0.3116 0.1161 0.2865 -0.9974 0.1385 -0.1408 0.4165 0.1421 0.09332 0.09911 -0.0262735113123051 0.5148 0.168314567132631
0.08725 -0.3967 -0.4077 0.0460179186553661 -0.06966 0.01716 -0.00857894066656165 -0.4416 0.7301 0.164 0.3552 -0.3038 -0.1061 -0.0549877425829697 0.1838 0.1329 0.3873 0.4135 -0.2297 -0.0405785221369715 0.0141433979849704 -0.4028 -0.1776 4.73e-09 0.1876 -0.3335 -0.1785 0.1239 -0.3353 -0.347 -0.0814345908443588 0.5053 2.074 -0.02183 -0.1524 -0.01998 -0.2867 -0.07395 -0.049059952718749 0.007748 -0.07095 -0.205 -0.1703 -0.9807 0.1639 0.05257 0.0497832610632279 0.2169 0.2076 0.2165 0.1392 -0.1983 -0.3842 -0.435 -0.0285 -0.1742 -0.1245 0.08353 0.1572 0.009969 -0.1321 -0.1216 0.1915 -0.4477 0.02085 -0.1115 0.02213 0.06906 0.05128 -0.1551 0.1283 0.4468 -0.09504 -0.1923 -0.04065 0.4101 -0.007748 -0.4509 -0.3876 -0.02163 -0.153 0.2895 -0.2638
-0.1256 0.2434 0.4319 -0.003503 0.1202 0.4712 0.01019 0.02045 0.1802 -0.01336 0.3925 0.4317 0.04065 0.4732 0.2186 -0.5904 0.000693 -0.2601 -0.1555 -0.1674 -0.387 -0.1507 -0.3356 0.09883 2.86e-08 0.1269 -0.05826 -0.006932 -0.2926 -0.1549 -0.8847 -0.9715 -1.226 -1.412 -0.172 -0.1577 -0.6131 -0.2764 -0.05733 0.1969 0.005251 -0.08002 -0.3963 -0.2533 -0.3422 0.1713 0.3361 0.4757 -0.02025 -0.3344 -4.23e-10 -0.009859 -0.3617 -0.05478 0.0679 -0.01842 -0.292 0.2404 0.5019 0.005163 0.04418 -0.2406 -0.1547 -0.397 -0.05237 -0.04066 -0.1381 0.2883 0.08411 0.3995 0.3748 0.2108 -0.186 -0.2671 -0.2511 0.482 0.02108 -0.08266 -0.1253 -0.1203 -0.0589 -0.2841 -0.1699
-0.1929 -0.1761 -0.009553 0.04404 -0.040144232128811 0.08454 -0.204 -0.110159337868961 -0.2997 -0.06804 -0.1563 -0.3379 0.2214 0.02444 -5.43e-09 -1.196 -0.9272 -0.7345 -0.1127 0.1391 -0.2905 0.5877 -0.0368113584342282 0.0374503702455541 0.07863 0.105181132575859 0.08979 -0.1216 -0.407561810776044 -0.2154 0.7406 -0.7975 0.8039 0.3104 -0.112876909832214 -0.006869 -0.6839 -0.215 0.1377 0.1438 -0.04113 0.06803 -0.09677 0.1757 -0.2375 0.121820894851681 -0.5418 0.6411 -0.01207 0.006868 0.7475 0.09446 0.095849905784561 -0.1268 -0.1132 0.06408 0.1426 0.5286 0.376 -0.1844 -0.3415 -0.02202 0.1629 0.03399 -0.01694 0.2402 -0.004337 -0.438 -0.09322 -0.087363762355654 -0.06654 0.2808 0.4256 -0.3278 -0.2078 0.5017 0.1807 0.1579 0.09435 -0.07633 0.547 -0.4477 -0.06656
-0.8731 -0.01221 -0.05343 1.38e-09 -0.139725799853093 0.06469 -0.5679 -0.1134 0.1351 -0.322 -0.3535 0.01863 -0.2766 -0.1975 -0.4502 0.1902 0.008132 0.4079 0.05061 -0.9535 0.01342 0.265 0.4641 0.0444783666768087 -0.3011 0.6423 0.119322685635205 -0.208491551078586 6.65e-11 0.1302 -0.3761 -1.036 -0.2519 -0.5072 -0.166 -0.4847 -0.4358 -0.7459 -0.03108 0.1922 0.2205 0.3903 0.2923 -0.1487 0.3296 0.6134 -0.006224 0.1798 0.6701 0.4756 0.242 0.2971 0.2778 0.1591 0.2093 -0.1092 0.1326 0.03335 0.3665 -0.1062 0.2567 0.2924 -0.2223 0.1125 0.07566 0.4765 -0.1106 -0.6735 -0.1456 0.09144 0.1115 -0.2928 0.2762 0.5272 0.3655 0.168 0.04645 0.33 0.1574 -0.03338 0.07008 0.08938 0.2343
