"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128"
7.1676 6.5064 6.3578 6.4633 6.4094 6.2425 7.6694 6.0882 6.2106 6.4031 6.5616 6.2461 6.6347 6.1565 7.3309 7.0349 6.5662 6.5879 6.3132 6.5463 8.5974 6.5108 7.4425 6.9592 6.5909 7.1999 6.3843 6.17 6.9729 6.2878 6.2027 7.0168 6.4292 7.0055 8.0802 8.4067 6.5271 6.768 6.5622 6.3208 8.1099 6.8288 6.954 6.3436 6.6099 6.3128 7.5238 6.6814 6.9171 6.3807 7.1267 6.5508 6.8489 6.3797 6.5573 6.1421 6.5241 6.0673 6.6268 5.8726 5.7043 7.0991 6.5105 6.5239 5.9817 7.3138 6.6401 6.3519 7.3924 6.5136 6.2298 7.3458 6.913 6.4919 6.9678 7.0971 6.2492 6.4254 6.8168 6.3749 6.5184 6.6567 6.468 6.4301 6.5248 8.1468 6.532 6.0023 6.6142 6.8641 7.5186 6.8255 6.9159 6.826 7.2881 6.6982 6.4836 6.959 6.302 6.8246 6.4763 6.3579 6.7591 7.991 7.0424 6.3463 6.8836 6.7009 6.617 7.2137 6.5507 6.4222 6.146 6.7116 6.0108 6.1239 5.8152 6.2054 7.3418 6.5108 6.2753 7.5262 6.1078 5.9259 6.9418 6.7978 6.2005 6.4422
9.2161 9.4354 9.3232 9.0512 9.2206 8.6737 8.5043 8.9098 8.283 8.0821 8.6016 8.4149 8.8641 8.9661 8.8894 9.136 9.2593 9.427 9.02 8.6695 9.5355 8.3745 9.2246 9.3683 9.7472 9.3367 9.0264 8.9721 9.0905 8.5841 9.1639 9.0178 9.07 8.5792 8.7874 9.3622 9.6582 8.5069 8.6399 7.8134 6.8933 9.0116 8.8219 8.1522 9.1615 7.5264 9.2375 9.1947 8.2762 8.9873 8.6055 7.9859 8.9646 8.6514 8.5111 8.8128 8.0598 8.0778 8.053 7.7369 7.7245 8.1689 8.0983 8.4666 8.9549 9.2179 8.4726 9.0162 9.1997 9.7155 9.3255 8.6991 8.727 8.664 9.0348 8.944 9.5158 8.8305 9.1715 8.6684 9.1649 9.5102 9.1615 9.5006 9.198 8.729 8.9074 8.7383 8.5926 9.2896 8.2307 9.0341 9.1342 8.3511 8.9838 9.0666 7.3865 9.0435 8.2759 9.5906 8.8726 8.3327 8.5115 8.7553 9.1515 8.0586 8.2004 8.2035 8.9024 8.8855 8.5726 8.4486 8.4368 8.531 8.493 7.2366 8.844 8.7576 8.3985 9.8166 8.3638 9.0934 8.3293 8.5808 8.811 8.3764 8.3308 8.8907
7.794 9.2724 9.1918 8.5334 8.905 8.9681 8.8406 9.3165 8.9185 8.2871 8.1724 7.6304 8.2648 8.791 8.8842 8.5567 8.4252 9.0808 8.4856 9.2506 8.776 8.3907 8.5418 8.0077 8.3683 8.1042 8.4145 8.9358 8.8317 8.0281 9.4291 8.849 8.7691 9.1802 9.0333 9.0579 8.5995 9.1971 8.4376 7.1394 9.3644 9.0214 8.6489 9.9229 8.5969 9.6069 8.4133 8.8026 9.1424 9.7422 9.5401 8.2898 9.0972 8.8963 7.2748 9.462 8.251 9.1501 8.1582 9.5048 9.4879 9.3935 8.1284 8.2313 8.6103 9.006 8.4645 8.933 8.7227 8.3926 9.5787 9.8365 8.8394 8.3628 8.664 8.4783 9.1615 7.977 8.6591 9.1122 8.814 8.3617 9.3828 8.7323 8.2557 8.3491 8.2492 8.2124 8.2948 8.4873 8.7819 8.2749 8.3969 8.9313 8.7719 7.9687 8.6436 8.8714 8.9556 9.1787 8.4153 8.905 9.0102 9.0116 8.8601 8.4425 9.198 8.9976 8.8087 9.5618 8.2882 9.0018 7.6848 8.7174 9.4231 10.1394 8.8336 8.4735 8.6291 9.0162 7.9676 8.8451 8.9345 8.7553 8.7518 10.0388 8.908 9.1547
10.054 8.8026 8.9086 8.3969 9.5855 9.3644 9.96 9.1243 8.901 9.0787 8.9575 9.4155 9.5641 9.427 9.275 8.9451 8.3985 8.9152 9.3193 9.1221 9.2821 8.486 9.5048 9.4923 9.2015 9.6238 9.0714 8.9831 8.9319 9.947 9.4663 10.7058 8.7355 8.4621 8.7118 9.2576 9.4795 8.8708 8.5513 8.9838 7.9842 8.6296 9.1787 8.4388 8.9783 8.2655 9.5355 10.2582 8.783 9.5787 9.3525 9.503 9.6713 8.7059 9.5473 8.9748 8.6656 8.5682 8.3323 7.7878 8.242 8.607 9.5222 9.5618 9.3744 8.8465 9.4729 9.7855 9.4392 9.8969 9.7907 9.0834 9.5883 9.0727 10.61 8.8998 9.3466 9.4137 9.4392 9.0542 9.5158 8.6239 9.4858 9.3544 9.4814 9.1092 8.5687 8.2822 9.6191 8.3491 8.3246 8.6085 8.9846 9.2733 9.0634 9.9858 9.0018 9.6639 10.1002 9.508 9.3683 9.5618 9.4005 9.7632 9.7879 9.5568 8.7735 9.0652 8.9204 8.538 8.8145 9.3662 10.3309 9.9363 9.2246 9.0453 9.8998 9.4118 9.462 9.9858 9.0012 9.4497 9.3593 9.4683 9.7021 9.3067 8.9429 9.1296
6.4075 6.5234 6.6959 6.1239 6.3264 6.3566 6.1454 6.4408 6.3262 6.1181 6.9645 5.9341 6.3649 6.885 6.311 6.4202 6.4612 6.5344 6.7683 6.5987 6.8836 6.7281 6.786 6.6926 6.8025 6.699 6.3657 7.8319 6.8521 6.533 5.9036 5.8407 6.3226 7.9714 6.4869 6.3107 6.5511 6.4476 6.7161 5.9426 7.7956 6.2465 6.0727 7.1956 6.2482 6.9968 5.8356 6.3481 8.206 6.6411 6.4401 7.1186 5.9454 5.8125 6.0784 6.3158 6.1083 7.1108 6.4594 8.0712 7.4902 6.7091 6.3422 7.3976 6.4965 6.8687 6.343 6.4668 6.447 6.4403 6.5479 7.043 6.3339 6.3136 6.236 6.5225 6.361 6.1051 6.5951 6.454 6.6782 6.1718 6.2415 6.2767 6.356 8.4409 6.2512 6.1286 7.0801 7.2809 7.4045 6.5854 6.9465 7.0346 6.4898 6.503 6.6269 6.7912 7.2483 6.3793 6.9602 6.8487 6.8748 7.434 6.635 6.6468 7.9299 6.6132 6.3538 6.9788 6.8182 6.761 6.2475 6.3663 6.6707 6.692 6.7428 5.9828 6.7679 6.4642 6.0866 8.1213 6.611 7.8992 6.3935 6.8827 7.3535 6.1516
8.3269 8.5936 8.4838 8.4726 8.348 8.376 8.4578 7.7223 7.9324 8.4752 8.144 7.9681 8.3261 8.2709 8.1735 8.1686 8.0189 8.2096 8.094 8.4512 8.1624 8.4044 8.608 8.7794 8.8275 8.7485 8.3261 8.5235 8.664 8.6251 8.634 8.6005 8.4044 8.0502 7.9307 8.3628 7.7733 7.8867 7.9815 7.6962 8.338 8.0192 8.3635 7.6648 8.2074 8.6726 9.0872 8.453 8.5907 8.8121 8.342 8.4248 9.3155 7.8108 8.1869 6.9898 6.6581 7.0665 6.8495 6.4199 6.6714 8.28 8.1393 8.6306 7.8246 7.9425 7.9604 8.4895 8.5291 8.817 8.4603 8.3849 8.376 8.2007 8.463 8.4006 8.2985 8.5917 8.1408 8.3017 8.4976 7.9817 8.0891 8.4783 8.467 7.9431 8.0654 8.0466 7.8756 8.1304 8.1128 7.7862 8.4405 8.0406 8.1792 8.784 7.9798 8.3683 8.2532 8.7432 8.3498 8.0391 8.231 7.9209 8.3498 8.4236 8.129 8.1162 8.2113 8.312 8.1575 7.6079 7.6108 7.0671 7.0997 7.1509 7.1532 7.72 7.7294 7.6171 7.2844 7.4051 7.222 7.7836 7.1532 6.8217 7.356 7.423
8.6606 8.3756 8.8134 8.4052 8.8668 8.4256 8.844 10.1849 9.8491 8.901 8.41 10.2991 9.4354 8.3036 8.0367 9.1699 9.0162 8.869 8.4787 9.4944 9.014 9.454 8.9098 8.6291 8.4372 9.4073 9.7907 8.6472 9.1335 8.8527 8.9549 9.1787 9.1581 8.9125 8.9703 8.6229 8.5156 8.1149 9.07 10.4995 8.2985 8.6436 8.7254 9.3244 9.0116 8.6813 8.1569 9.6103 9.0378 8.4887 8.9689 8.9191 9.3447 8.9588 8.901 10.2407 8.9235 9.9168 8.5129 10.7119 9.3327 8.9838 9.651 9.5975 9.5473 8.3336 9.4814 8.844 8.892 9.163 8.5375 9.4986 8.8098 9.5201 8.8998 9.0348 9.8196 9.1204 8.9197 8.5206 8.7807 8.4587 8.914 9.0435 8.3143 9.7995 9.8423 9.1861 9.1869 9.3347 9.2811 8.9132 9.2767 9.4729 8.8894 8.6142 7.9652 8.8816 8.9556 8.9633 9.1787 9.0714 9.1699 8.2734 8.7113 9.0802 8.9446 8.5673 9.0162 9.0133 8.7485 9.9392 10.1125 9.6763 8.4526 8.1267 8.4847 8.6551 8.6766 8.8601 8.7131 9.4898 8.5039 9.7879 9.0496 9.3175 9.3327 8.8049
6.217 6.9026 6.9721 6.3225 6.7304 6.068 5.8069 5.9726 6.6901 5.7929 6.0964 5.9487 6.4579 6.9836 6.0374 5.7669 6.7587 6.2842 6.6489 6.8274 5.9892 7.1351 6.6279 6.016 6.9361 5.9002 6.1113 6.3588 6.2055 7.4407 7.1825 6.1014 6.3732 6.0167 6.4945 5.6394 6.0241 5.8596 6.0148 5.7905 6.1431 5.8951 5.8721 7.6897 5.9547 7.6657 6.518 6.5811 6.2107 5.9961 6.9381 7.1015 7.5003 7.1732 7.7103 6.9383 6.0526 6.0944 6.3542 6.5339 6.3705 6.296 6.7606 6.4057 6.2787 5.8458 6.0647 5.6854 6.8652 6.0924 5.7875 5.6531 5.8175 5.7618 5.7502 6.109 6.5626 6.4426 6.3243 8.0168 5.9813 7.2287 5.9491 6.2767 7.3398 5.7615 6.2537 5.8755 6.4554 5.6318 7.2253 6.1933 6.1177 5.8334 6.2068 7.7578 6.7441 6.2415 5.8548 5.959 5.6363 6.24 6.2231 6.0264 6.0877 6.3463 5.9589 6.8799 6.1188 6.2086 6.1085 5.8999 5.9497 5.9381 6.7156 6.5822 6.016 5.9103 6.1501 6.8115 6.1013 6.0751 6.4447 6.4739 6.3129 6.4967 6.5439 7.4405
11.1399 10.9008 10.9442 10.9442 10.9929 10.7375 11.5918 10.6045 10.1929 10.2188 10.851 10.4408 10.718 10.9855 10.7305 10.6378 10.2631 10.3223 10.4832 10.4514 10.4675 10.4832 10.8233 10.916 11.1123 10.9236 10.9298 11.0381 10.7764 11.1654 10.9671 11.6805 10.7237 10.1806 10.0723 10.4514 10.1516 9.5158 10.0037 10.3309 8.9617 9.96 10.3223 9.8904 10.61 9.8904 11.45 11.4383 10.7 10.7 10.8233 10.5118 12.1672 10.2773 10.8305 10.3874 9.5855 9.5069 9.6933 9.4444 9.2357 10.1199 10.8706 10.8233 10.9236 10.6444 10.7237 11.2014 10.5585 11.1037 11.5691 11.5209 11.1745 10.5929 11.1927 10.6946 10.4065 10.7 10.5056 10.4995 10.3915 10.0576 10.6155 10.3223 10.9855 10.7375 10.3825 10.7 11.0795 10.3265 10.3782 10.5286 10.5981 10.6559 10.7573 10.8233 10.54 11.2014 11.604 11.0154 11.1123 10.7438 10.4218 10.9236 11.2296 10.4408 10.718 10.9671 10.9369 10.5812 10.8233 10.1665 10.9855 10.3223 10.1605 9.8196 10.1849 10.2234 10.4359 10.4774 9.9135 10.2407 9.3004 10.1889 10.1125 9.9894 9.9733 9.9934
6.3863 6.0852 6.3527 6.1886 6.4875 6.6285 6.4586 6.6293 6.2352 6.4286 7.4216 6.1766 6.4189 6.0803 6.5779 6.1431 6.9719 6.6348 7.4809 6.3799 6.4503 6.8805 8.1731 6.7708 6.5865 6.7963 6.8306 6.9154 6.5152 6.9358 6.5273 6.222 6.2645 7.7179 6.3673 6.776 6.5807 6.8946 6.9086 6.6803 6.805 6.1678 6.5706 7.2287 6.3725 6.2692 5.7591 6.3011 7.5539 6.792 6.4524 6.7771 5.7235 7.3629 5.9381 6.3192 6.2537 7.3357 6.6172 7.2669 7.044 6.5335 6.5028 6.6482 6.2134 7.2319 6.4592 6.6979 7.9139 6.372 6.6309 6.7858 6.3021 6.6636 6.5978 6.956 6.2071 6.0523 6.9196 6.7955 6.3546 6.5802 6.2444 6.3701 6.4784 7.9519 6.5925 6.8729 7.0404 6.6226 6.4354 6.9507 6.7686 6.5721 7.0058 6.1602 6.524 7.0326 7.1018 6.3624 6.9997 6.0551 6.3645 8.2313 6.606 6.8966 8.727 6.9389 6.1947 6.4374 6.8121 6.5043 6.4962 6.3618 7.1303 6.9358 5.7526 6.5273 7.1988 6.2699 6.1965 7.4237 8.2515 7.0928 6.4266 6.9943 8.0284 6.4129
8.4429 9.6738 9.3896 9.2309 8.9191 9.3086 9.2088 9.0468 9.1147 8.7301 9.6263 9.226 8.8209 8.2662 8.8121 9.2784 9.5715 8.6798 9.3484 9.8969 9.8938 9.4558 9.3779 8.6199 9.4944 9.3484 9.7364 9.7339 9.4036 8.8292 8.7819 9.0619 8.7835 9.6582 9.3704 8.6557 8.776 8.8516 9.713 8.1243 7.5556 9.1547 9.2471 9.7632 8.5883 8.6261 8.1354 8.7345 9.3214 8.5065 8.849 9.2409 9.244 8.6467 9.0039 8.892 8.6432 8.9217 8.0313 9.1515 8.7655 9.0178 9.0681 8.512 8.1993 9.9325 9.0109 9.5999 9.1462 9.6288 8.908 9.8052 9.3817 9.4518 9.1204 9.6738 9.2967 8.5712 8.8026 9.2179 9.3067 9.0474 9.006 9.0414 9.1598 9.5641 9.1106 9.6114 8.9241 9.1046 9.3582 10.083 9.4804 10.0955 8.9086 9.0407 8.0062 9.545 9.3744 8.9165 9.3995 8.5673 9.0264 9.8079 9.2309 9.032 9.4231 9.9325 9.7422 9.8748 8.4364 9.0278 8.1924 8.1938 8.9893 8.4877 7.3458 8.8553 8.6335 8.6651 7.6198 9.7106 9.3025 9.2471 8.6859 8.4261 9.1313 8.6715
6.5671 6.9563 7.1561 6.5492 6.8933 6.8707 6.8817 6.9508 6.4397 7.1416 7.6879 6.5923 6.9123 6.7297 6.8021 6.4633 7.4206 6.7925 8.0928 6.8988 7.5928 6.936 8.2864 6.9218 6.9052 6.8568 6.7045 7.2153 6.7421 7.5623 6.4899 6.1758 6.7869 8.1419 7.0029 6.8634 6.8339 6.5598 7.4498 5.9658 7.1765 6.4672 6.9814 7.0957 6.7518 7.0263 6.007 6.3779 7.1191 6.7116 6.5514 6.9696 6.1752 6.2609 6.2578 6.5668 6.5099 7.3012 7.0589 7.988 7.2367 6.8657 6.7812 7.4802 6.8188 7.0869 6.7007 7.0575 7.346 6.5802 7.1629 7.0928 6.9012 7.2047 6.8088 7.1379 6.4068 6.2452 7.1918 7.0103 6.6809 7.0124 6.2444 6.4106 6.8145 7.5343 6.3481 6.913 7.1174 6.9033 6.3105 7.0281 7.0653 6.5831 6.8056 6.3446 6.5822 6.8335 7.1678 6.5575 6.8816 6.5892 6.4552 8.9761 7.1162 7.0904 7.5468 6.4488 7.3313 6.6565 7.0572 7.1402 6.3263 6.8508 7.7725 7.0707 6.4206 6.6704 6.9811 7.7007 6.3404 7.5214 9.2896 7.6537 6.596 7.3632 7.9232 7.207
6.9467 6.887 6.7561 7.5659 6.4488 6.8487 6.8502 7.1787 7.1159 6.228 6.6078 6.9668 7.775 6.3295 7.1606 7.2769 7.0762 8.0035 6.9834 6.9423 7.4634 6.2702 8.1993 7.3763 7.1598 7.1189 6.3657 6.8254 7.0648 6.0058 6.8535 6.4728 7.5897 6.9806 6.7103 6.886 7.0538 6.9428 6.5188 6.048 7.2331 7.2257 7.175 5.9205 7.1468 6.4152 6.4267 7.2627 6.7492 6.9619 6.8668 7.1489 7.1107 7.2687 6.8083 7.1012 6.8823 6.5057 6.7896 5.7379 6.6481 6.6045 7.6318 6.4463 6.5668 6.2804 7.2456 7.0992 8.3898 7.8904 6.6535 6.0725 6.8989 6.3251 7.2315 6.954 7.0446 7.0775 7.6547 7.1168 7.1775 6.6405 7.3664 7.8912 6.3852 6.9112 7.7027 7.1834 6.8984 7.614 6.806 6.9 7.5839 6.5558 7.9559 7.1427 6.2204 6.445 6.3274 7.665 6.7932 7.7616 6.9869 7.2852 6.8415 6.1326 6.2795 6.1428 7.0919 8.1724 7.1541 7.1797 6.4962 6.6635 6.3247 6.9712 6.4783 6.7606 6.3594 6.2936 7.3427 6.7794 7.7179 6.3739 8.2001 6.2304 7.0648 7.0508
7.1087 7.0464 7.3021 7.2012 6.5035 6.9622 8.7097 7.2868 6.8176 6.8568 7.3131 6.7615 7.6165 6.5749 7.6271 6.4115 6.9958 7.308 7.1544 6.9183 7.5375 7.0931 7.4141 7.2844 6.4829 7.4771 7.3606 6.7002 6.7609 6.7043 7.1825 6.9156 8.1651 8.1848 6.8286 7.0532 7.0107 6.6767 6.7353 6.3834 7.9307 7.0313 8.1662 7.6417 6.7271 8.094 6.4267 7.3549 7.4704 6.7056 7.4906 6.8187 8.0377 6.7896 7.6579 6.4705 6.7228 7.2165 6.4695 6.5837 6.1804 6.2761 8.4248 7.2724 6.9444 7.6668 6.7523 6.9976 7.5019 7.2779 6.97 8.2871 7.0244 6.7208 7.4583 6.9571 7.1682 6.9212 7.5891 7.4161 7.324 6.8265 7.0362 7.181 6.9582 6.5701 6.7536 7.4431 5.8009 6.4682 6.4113 6.9438 7.6077 6.9135 7.5582 7.8304 8.8516 6.9891 8.4662 7.4632 7.4431 7.2901 7.1497 7.3896 6.3164 7.2035 6.9527 7.14 6.8233 7.3208 7.4214 7.1284 6.3751 6.665 6.561 7.4507 6.6296 6.9021 6.8018 6.8844 7.1548 6.6778 6.7948 6.8509 7.2342 7.1305 7.1765 6.7577
7.7373 7.6421 7.1612 7.5214 7.5174 6.7953 6.7366 7.0066 7.0411 6.8781 7.623 7.3665 7.5425 6.9251 6.84 7.3186 6.8176 7.1253 6.754 6.5567 6.8946 7.1164 7.4622 7.296 7.2295 7.2915 6.8381 7.3368 8.0906 6.8747 7.7911 6.8088 7.9593 6.7526 6.9183 6.4051 6.5146 6.8545 7.1237 6.8314 8.2838 7.048 6.6005 6.4471 6.548 8.7702 7.3524 7.7421 7.6215 7.7159 8.5787 7.4485 8.0162 6.8587 7.1458 6.5108 6.5129 6.3531 6.2316 6.5068 6.5905 7.2302 7.318 7.2628 6.9085 7.204 6.9131 7.5039 7.5414 7.5625 7.495 7.753 7.1373 6.433 7.1831 6.959 7.1638 7.2204 7.2724 6.8685 6.9301 7.4073 7.5678 7.5364 7.3497 6.8105 7.0339 7.3532 5.8233 7.0208 6.7205 7.1337 7.0591 6.8629 6.9675 8.22 9.4752 7.0118 7.1174 7.4022 6.8752 7.3298 7.4064 7.0689 7.1768 7.8237 7.3645 6.8061 7.1331 7.1624 7.3097 6.7457 6.35 7.1259 6.3528 6.9704 6.8624 6.9697 6.3158 7.0939 7.0717 6.4572 6.7787 6.6212 6.658 6.383 6.6674 6.6381
7.9941 7.2887 7.7076 7.3659 6.9991 7.1335 7.2751 7.3389 6.9635 7.3651 7.9812 6.8476 7.5405 6.7955 7.4103 6.8328 7.5855 7.531 7.6977 7.5827 7.9187 7.0519 8.5084 8.2636 7.4267 7.8211 7.5205 8.239 7.9161 7.5827 7.1241 7.1348 7.7979 8.3593 7.1321 7.1587 7.4278 7.0573 7.4541 6.6183 7.121 7.4113 7.5351 7.4608 7.5285 7.2244 6.1675 7.2412 8.212 8.2233 7.1694 7.1609 7.1888 7.4277 7.0844 6.3784 6.6269 6.8081 6.5731 6.37 7.2395 6.5346 7.2612 7.7633 6.7534 7.9548 7.5297 7.5621 8.1213 8.2919 8.5396 8.2701 6.9104 7.3354 7.0294 7.1323 7.7511 7.0944 7.8449 6.9445 7.689 7.9912 7.5266 7.5045 7.794 8.0894 7.5156 7.6035 7.516 7.9056 7.1087 7.4336 7.5599 6.8077 7.7271 7.5003 6.3759 7.9615 7.5727 7.7928 8.3484 7.6071 7.4593 7.524 7.6275 7.5593 8.7463 8.0423 7.7596 8.3447 7.12 7.3765 6.4891 6.8606 7.0472 6.2711 6.9769 6.7115 7.7211 7.2244 6.9621 8.635 7.447 7.7486 7.1294 7.7298 7.4107 6.8385
7.5134 8.6189 7.4507 8.1347 8.2077 8.7108 7.959 8.5897 8.5912 8.6617 8.541 8.3849 7.9283 7.6283 7.8506 8.2662 7.9415 8.5456 7.8844 8.4018 7.7275 8.5423 6.5171 7.8384 8.2328 8.2599 8.1534 7.4273 8.6673 7.6907 8.3304 8.2365 9.04 7.5532 9.0192 8.7025 9.2896 8.8752 8.8601 8.325 7.7933 8.1802 8.0418 8.5978 8.5687 7.9043 8.1591 7.8951 7.9543 7.7741 8.2894 8.7649 7.2777 8.8739 8.0784 8.3862 8.2406 8.7615 8.2397 8.283 8.603 8.3269 8.6388 7.9244 8.3467 7.5963 7.8414 7.409 6.5776 7.5869 7.0634 8.1108 8.6808 7.8885 8.3424 9.3135 8.4963 8.8209 8.2406 8.2106 8.0453 8.7632 7.7375 8.4067 8.7735 7.3585 8.6113 7.9636 8.524 8.3914 8.0888 8.4574 8.3783 8.8015 7.5655 8.8145 8.1582 8.2099 7.6138 7.9465 7.8381 8.2557 8.3316 7.0034 8.3265 8.5855 7.2695 7.935 8.3812 7.1865 8.728 8.1325 8.5912 8.6251 8.6452 8.0197 7.7468 8.2063 8.1325 8.4827 8.0327 7.2319 7.0127 7.73 8.5175 7.5766 8.9549 7.8265
7.044 6.7986 7.2342 6.9757 7.6598 7.2332 6.0126 6.5278 6.7771 6.7785 7.3216 7.3714 7.3946 7.4658 6.3986 6.5856 7.2483 6.8478 6.8413 6.6523 6.5635 6.551 7.2603 7.014 6.9493 6.9778 7.0604 6.7763 7.3682 6.7272 7.1955 7.2437 6.8918 6.7868 6.4047 5.6724 6.5146 6.0294 6.4597 5.9658 6.5024 6.4062 6.2256 6.5285 6.8875 7.1631 6.0252 6.3902 7.8146 7.5109 7.0664 7.7633 7.6015 7.1358 7.3983 6.1149 6.0838 6.4266 5.8244 5.8632 6.0617 6.3706 6.7193 6.6012 6.6696 5.7068 6.8469 7.0846 6.5015 7.5477 7.5452 6.1138 6.4917 6.6876 6.4024 6.7861 6.6165 6.8033 7.1406 6.8019 7.2786 7.0531 7.6335 7.8984 7.2945 6.6278 6.7815 6.3654 7.7647 6.6946 7.077 6.1933 7.6587 6.2394 7.3161 7.0534 6.1334 6.9429 6.1695 7.2741 6.392 7.8463 7.0164 7.5006 7.5801 6.3142 6.5286 6.1428 6.5216 6.4917 6.2307 6.5802 6.1236 6.0613 6.1255 6.0568 6.3823 6.1442 5.9401 6.5489 6.5713 6.5139 6.4352 6.3359 6.967 6.1182 6.3084 6.6878
7.614 8.0125 7.315 7.7567 8.0068 8.215 7.7013 7.706 8.6409 8.4284 8.7163 8.6436 7.7013 8.3683 7.942 8.0836 7.7948 7.4237 7.597 7.8144 7.7758 9.4392 7.1829 8.0979 7.7121 8.3555 7.1434 7.2408 8.0385 8.7367 7.8697 7.8566 8.7565 7.1109 8.4447 7.1754 8.1911 8.4018 8.8015 8.1821 9.9229 8.5084 7.6224 8.6199 8.0966 9.2253 7.9113 7.7844 8.1261 7.1651 8.3383 8.495 8.0678 8.0397 8.7998 8.376 8.7036 8.2373 7.6081 7.9842 8.2313 7.7543 7.8508 8.1191 7.7671 7.14 7.9465 8.0385 7.4223 7.2098 7.6329 7.4649 7.8592 7.8016 8.1162 8.2454 8.3699 8.1683 7.8339 8.2642 7.8699 8.2525 8.1579 8.4735 8.3849 7.6331 7.977 7.6541 7.9468 7.5143 8.1958 7.7809 7.9536 8.0015 7.5554 9.2357 8.3878 8.3833 7.1792 7.7611 7.8256 8.4549 8.603 7.6167 8.2004 8.7238 7.3312 8.2328 7.6185 6.9569 8.4583 8.4818 8.2272 8.7087 8.5751 9.244 7.9258 8.503 8.031 8.4052 8.8534 7.0985 7.7809 8.4261 8.5065 8.4679 7.7692 8.4429
5.9714 5.7304 6.0985 6.3341 5.8471 11.1927 6.0905 5.935 6.0175 6.0144 5.9161 5.8169 6.0749 6.0012 6.1056 5.9074 6.0705 6.0181 6.0184 6.045 6.2266 6.8996 6.0793 6.0593 6.0508 5.9904 5.9193 6.0589 6.0831 6.2436 6.0171 6.0238 6.1452 6.1622 6.0342 6.1437 6.0686 5.942 5.9726 6.0939 5.9847 5.8926 6.1542 5.859 6.0257 6.111 5.8329 5.7037 5.9793 5.9442 6.1012 5.8629 6.2266 5.8036 5.8573 5.9747 6.2957 6.2408 5.7643 6.1037 5.9794 5.9301 6.52 6.0622 5.9817 5.8829 5.9487 5.8049 6.2163 6.0991 5.758 5.6139 5.9524 5.7783 6.0613 6.2714 5.9413 6.2452 6.0142 5.7695 6.1475 6.2386 6.0165 6.0521 6.1675 6.0005 6.0946 6.0608 8.1753 6.0324 6.1862 5.8744 6.1467 5.8616 6.2196 6.0972 5.8176 5.9337 5.8278 5.9569 6.2055 6.1368 5.8989 6.5353 5.7623 5.9568 6.2895 5.8196 5.9867 6.2483 6.08 6.1111 6.0907 5.9234 5.8697 5.9863 6.0375 6.076 6.0248 5.9091 6.2069 5.8905 6.2778 6.0197 5.9608 6.307 5.9263 5.9915
8.3753 7.7121 7.7741 7.1446 7.9733 7.4593 7.2657 7.7855 7.8239 7.6304 8.428 7.7132 7.7397 7.6689 7.1905 7.066 7.2987 8.109 7.9051 7.6506 7.7561 7.002 7.4371 8.8855 7.6912 7.9728 8.2462 8.2759 8.0513 8.4133 7.6099 7.5487 7.7979 8.0203 7.0173 7.7598 7.9759 8.2723 7.8151 7.9706 7.6182 7.6843 7.181 8.5427 7.8744 7.7538 6.7665 7.3402 8.7771 8.7874 7.4512 7.9425 7.725 7.2892 7.5572 6.7615 6.936 7.2234 6.4494 6.7029 7.4654 7.094 7.6981 8.3177 7.2038 7.9944 7.9305 8.6673 7.5532 8.0725 8.4583 8.1931 7.2128 8.6075 7.3788 7.9051 8.5736 7.4414 7.76 7.2347 7.593 8.5167 7.5644 7.8562 8.3602 7.8016 7.3062 7.6065 7.4554 7.4324 7.597 7.3295 7.6099 6.9727 7.703 7.8532 7.2539 8.5486 8.0192 7.5548 8.4405 7.6512 8.2554 7.1488 7.9681 7.6407 8.9562 8.8451 7.4854 8.0458 8.3631 7.9402 7.7402 7.377 8.0148 6.2159 7.516 7.1465 7.8124 7.7007 7.6394 8.4088 7.0626 7.5749 7.0833 8.6215 8.3332 7.3426
