"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85"
5762.213 4859.741 8664.084 6364.642 14683.275 3595.227 7270.373 11525.04 6132.969 8196.047 7096.782 8499.519 9630.447 11869.796 17757.74 2340.995 5366.291 7368.181 7758.619 8031.055 6764.372 5699.107 9600.089 5668.72 8780.25 2331.752 9470.952 8507.286 5366.338 5880.201 5128.912 6978.708 12493.051 16126.998 14833.493 10878.224 1820.977 2977.012 2667.581 5695.447 12065.477 5140.98 4982.668 5243.114 14113.056 4132.621 5564.827 1809.228 5385.828 6625.107 9297.271 8405.213 9272.913 2856.649 5011.227 4410.633 15010.216 7736.563 11418.178 17221.996 12481.293 2246.736 16059.505 8160.021 7296.071 14914.754 4356.331 10503.74 5283.423 7670.667 8347.272 7797.167 6072.351 8737.556 8676.769 6445.068 5430.795 7860.322 9077.325 19989.412 4062.037 6260.431 3385.77 14930.758 15840.462
8426.22 2649.952 3288.465 5217.749 8452.114 3390.135 4413.038 6935.806 4415.811 4886.723 2912.445 5377.49 4891.307 4338.822 7691.624 3513.578 3541.814 3057.399 3599.679 5490.256 3432.507 4134.296 6256.405 4486.628 3656.04 2569.794 4041.969 4240.433 4979.244 7485.123 4988.048 7842.773 9365.794 5704.325 7309.213 11407.646 2804.58 4342.592 1902.835 29593.334 2324.401 14270.365 6821.592 5943.627 6807.452 3732.957 6258.307 3715.775 6173.877 11397.638 6572.792 7499.545 4221.092 2653.651 23507.57 4973.437 6788.026 5155.018 1295.29 3486.803 6776.167 3675.98 6480.77 3593.598 9566.836 5998.1 4363.809 7159.609 4672.127 6437.709 7170.188 11348.33 13916.316 6284.076 4361.685 8740.51 8289.574 3311.274 8001.055 3792.124 6410.369 3725.782 3401.104 6952.135 7027.958
11945.608 13472.652 12253.148 19929.275 14024.81 18335.69 17101.99 20607.477 12458.685 10957.888 14662.064 21625.014 21167.78 15022.764 13747.908 12571.589 12395.444 27487.75 28080.494 13758.925 17441.977 13729.73 10691.344 21501.541 13978.619 11806.646 12178.772 9037.952 17053.37 13732.374 11542.771 14369.279 8495.998 13596.32 18212.049 11360.223 11735.221 11532.838 11525.306 15345.816 15482.512 11502.824 9075.979 12242.677 15889.433 10253.595 11206.365 14724.485 12475.527 9290.203 11390.78 18593.283 14488.355 17551.357 17759.62 9810.05 19569.496 11809.63 18265.826 17819.516 15664.58 16507.287 21043.021 11626.617 17108.389 14137.018 18856.348 12215.055 15924.737 12452.891 14680.041 18275.94 16182.146 15230.005 29418.63 13239.366 14120.808 10717.577 15253.964 16538.332 10753.453 14929.485 14088.462 19493.38 15158.903
2355.11 5341.54 4646.365 2228.406 2506.9 5528.419 2718.22 2781.106 7965.515 4525.266 6909.64 4190.833 3318.813 4669.425 17446.139 7005.945 5417.817 2103.67 2678.803 2278.754 6787.652 3971.883 2957.781 2392.313 4792.11 6133.498 2615.84 2995.455 3860.156 4683.371 9635.034 6784.221 9500.602 4369.26 1730.124 2186.817 4787.102 4907.466 4015.468 4334.214 4756.557 6999.882 6609.63 13723.315 2580.008 2754.385 4264.049 4429.814 6594.795 3631.453 10701.167 3297.37 15688.016 5686.469 3316.863 5768.57 1890.322 3443.172 1056.709 1741.103 10337.79 4312.54 7852.393 6534.36 5046.456 3688.399 5900.962 1889.835 2922.183 5669.467 21105.078 19879.95 5655.198 4316.139 1050.845 14181.382 13854.731 5500.523 11275.214 392.785 9574.831 3445.108 3242.529 3503.955 9159.166
10082.286 12587.746 7772.404 9340.488 12349.946 8427.688 6112.713 8776.173 13594.565 9455.865 13758.005 8218.818 7273.841 10394.475 14357.689 10024.022 12543.499 13110.842 12388.533 7917.982 15163.452 22362.398 8071.398 8485.093 28155.107 13996.707 10480.876 10949.603 7161.703 9939.688 12875.487 13966.7 11187.273 11756.778 8358.639 11014.638 16722.918 15954.29 15170.743 10679.938 14210.558 11911.181 11002.999 12086.542 10895.333 7305.371 14860.602 16564.277 12406.971 9694.453 7426.633 12020.896 11019.322 19065.879 12273.545 13042.992 12390.467 23550.1 25350.479 15988.378 14552.767 19513.934 12043.198 13654.31 12755.204 5992.195 10885.26 12228.014 14352.362 10785.187 10774.945 9341.311 10163.087 7033.668 8744.553 5391.536 12802.123 9858.338 10467.964 9407.556 7943.435 9824.291 15406.745 12753.078 8942.683
8061.486 7415.224 8611.798 14078.97 9279.542 8820.449 19645.947 19720.21 9552.698 11588.184 9298.733 8834.005 11791.404 16887.088 12191.391 9491.538 11451.229 13404.239 18260.2 6227.285 7451.168 5846.416 13968.118 10454.081 4671.315 5665.486 13388.195 15071.406 6288.872 8654.627 4857.203 5748.022 9945.149 9310.796 8289.851 12072.838 11393.567 8535.771 5745.96 11288.72 18320.154 7517.381 8674.477 7448.24 12213.895 11230.812 9465.733 2798.695 6388.167 8212.987 6610.322 7675.182 9111.655 2612.591 3220.244 7001.679 17186.848 10427.136 21315.303 13770.422 5497.37 13896.714 15261.443 20665.543 8513.4 7445.907 6009.911 5992.555 7139.539 6951.648 6780.131 8093.616 8064.631 12691.298 10947.581 8439.993 7731.436 10630.521 7631.465 6568.473 11571.339 10523.947 5257.626 5802.566 8318.314
16352.421 14881.46 12492.43 14048.113 10142.641 13903.106 20906.334 11675.658 19295.072 16694.705 16057.71 14222.862 18325.283 12940.194 16919.924 15865.703 18281.041 16500.387 16505.031 12827.136 12317.012 12687.518 14719.121 14021.909 20217.852 17769.393 9610.938 21717.383 14190.889 14309.563 18540.81 13857.397 15754.319 16957.703 13234.536 12796.787 14069.33 12295.797 19531.21 16461.482 19462.404 11429.741 13252.118 14133.736 14558.567 14570.983 18461.074 31870.346 14727.413 9585.332 9706.725 22492.018 16657.871 25889.824 22828.36 10947.506 19672.857 18328.363 25648.29 12833.926 20495.812 18547.629 16805.844 14488.159 19356.105 13283.69 12740.869 18608.684 19620.19 13555.564 16091.858 14355.967 16404.39 13919.414 12958.009 9160.657 13666.369 18727.291 11729.33 16044.705 7953.06 13442.977 24418.693 15910.597 11438.817
5989.565 4189.68 3174.517 6034.011 4218.432 3972.042 4184.08 3972.108 10336.894 9764.141 11773.76 6200.012 5857.632 13909.357 4260.71 25539.9 3755.591 3933.264 3883.293 3879.636 4367.958 5347.736 6325.486 5244.543 629.861 9147.749 7945.003 3141.323 5585.193 4324.384 7953.04 2126.786 4249.16 6224.49 3091.682 4077.414 7304.799 6828.142 12034.199 4227.731 8879.449 9097.412 5400.083 7123.796 6454.483 12879.579 12621.584 5068.083 3600.052 18912.324 4605.377 3002.558 7708.143 8604.98 4276.076 5023.543 1749.703 22029.895 5359.627 7956.318 2034.303 6075.712 4605.815 5188.176 4053.814 5891.626 7389.74 5943.6 7337.074 6259.503 4441.092 2948.876 5452.549 6413.638 5298.939 5273.491 3995.786 4452.351 10815.604 3801.161 10632.452 2812.807 11053.792 4799.014 3821.374
18305.371 12428.237 12533.788 20724.348 16376.179 13050.252 17700.846 17186.543 9240.351 10531.992 12149.843 12978.632 14642.338 10372.239 9279.873 13846.416 11753.58 18225.918 18571.445 18307.807 12797.783 11359.648 12187.774 26181.008 15635.494 10087.959 10655.605 7718.88 19367.545 8625.276 9515.733 12036.276 11233.571 12297.959 16556.637 15782.03 5954.701 8024.944 13544.731 11083.493 14497.816 11883.315 10773.463 9416.119 9842.302 18893.93 16283.475 7298.332 8090.411 9402.746 16491.732 13584.031 15405.407 7451.364 12567.551 8519.762 10123.204 11640.411 11133.048 12421.729 9467.655 7280.692 11868.888 6396.27 7417.252 9780.291 10986.051 12437.127 11101.775 12030.388 15828.854 17288.31 14206.453 6136.459 25216.691 20644.215 12303.642 7531.298 8090.208 13807.354 9267.425 10463.646 11958.052 10171.999 13881.822
16881.82 9652.681 5292.248 12357.538 21130.404 10148.272 7853.039 13181.063 11725.166 8736.922 8995.483 12142.946 11371.599 10413.677 9947.719 6747.189 12964.849 6565.311 8757.778 11613.169 8346.556 16980.895 18690.111 16482.95 5401.643 8740.987 8800.561 7332.506 14178.83 10968.789 8100.457 11379.97 8331.865 13276.276 7099.745 12170.917 7414.458 7734.092 5416.83 11592.003 14398.46 14528.848 11849.659 10669.755 10724.457 6701.572 12980.749 6171.283 6236.414 14117.084 15129.015 14569.257 15339.854 4428.493 7411.667 10472.144 13138.082 13532.65 14455.006 13254.658 5982.045 10181.912 11540.762 7830.571 16209.267 13162.298 3333.2 8675.541 4336.414 10637.868 8427.251 13297.454 17534.326 11065.935 12446.453 8920.01 10267.432 9822.989 25564.422 17408.826 16550.074 13437.627 3276.052 13835.104 16219.434
2029.914 5313.793 4548.833 2907.036 1964.888 6045.85 1698.762 3059.196 6659.454 4820.645 8861.486 2169.79 4948.855 4798.787 10001.446 8116.298 5558.246 3985.222 3245.43 3710.678 10055.521 8201.675 2046.597 2987.888 9739.291 6675.825 4576.636 2268.375 12922.357 13084.06 7982.751 5689.539 6191.621 4504.79 1499.536 2464.836 7222.802 4852.926 6463.763 1799.758 3217.639 3653.363 7927.135 10568.669 3790.519 2260.53 4165.087 7632.758 7598.733 2066.281 19295.03 17802.895 11908.74 10121.926 5107.27 10977.165 4011.303 5409.788 6596.446 3222.018 9205.046 4891.017 1917.375 5369.321 7499.813 12831.728 5180.681 9304.185 8808.456 3245.934 16042.29 12718.61 3144.316 17669.303 2208.834 9970.754 9669.672 8125.07 13277.918 1960.13 3817.394 7017.902 8305.911 3043.046 12082.737
13450.717 9886.195 12020.007 16212.079 14786.503 8013.887 12180.938 9166.085 7355.97 13833.202 16611.793 14056.937 16651.22 10445.856 10466.842 14922.454 6415.937 8302.087 6998.769 17873.197 12432.253 13645.755 8994.757 24104.775 5489.414 9485.256 8351.997 8450.808 7354.877 4968.263 7193.395 9611.33 1972.86 7901.243 7737.014 15165.825 6364.89 12725.993 8305.691 1333.647 7964.865 11329.896 11032.148 8355.847 9726.695 14944.972 7395.275 9762.623 8821.104 8607.029 5210.804 2156.241 12914.021 10935.548 4951.755 12273.586 6082.559 12476.432 10575.849 10607.527 7071.425 13419.099 6183.206 14447.694 5914.941 7172.238 9224.641 6837.486 10946.318 9597.145 11304.321 5884.599 12783.456 8445.5 22805.238 6731.03 10372.847 10254.134 10885.095 13532.344 15167.451 4305.077 12331.419 11426.368 5221.676
7218.753 11508.241 7161.035 4632.073 5674.137 11624.268 8060.749 6638.146 7807.17 7047.676 11324.03 3661.021 7705.12 8497.369 16933.17 16874.06 11789.373 4463.198 4878.194 5812.4 12936.604 17985.705 5012.806 7887.977 11419.675 17507.244 8044.629 3777.819 18233.633 5639.21 11501.587 16628.242 14963.677 11228.659 4309.826 4618.523 10409.8 9125.429 10963.604 5778.269 19334.186 9769.135 11495.56 15971.314 4688.774 5839.398 8311.399 18132.14 9803.267 10996.611 12214.894 11851.94 13607.604 13928.37 11024.291 11797.817 13982.019 15449.322 9365.684 4783.67 14101.001 8891.167 8101.109 6996.85 10830.546 5197.793 15413.229 8882.751 9668.329 9473.897 12022.094 10465.574 10185.867 4533.499 4609.285 12253.065 9164.216 9954.337 18527.54 7818.849 7071.987 8712.222 14032.106 6749.264 6959.456
27477.908 15041.759 16450.654 10710.361 19238.94 15342.69 6837.119 9414.921 7294.582 7434.617 10803.064 9780.752 8786.07 5025.727 4651.331 11999.101 12678.471 18037.242 7172.327 17133.352 14725.476 9507.055 11113.731 9979.07 10460.036 17359 5517.941 4637.166 7771.525 8302.54 6888.906 8311.465 5767.881 8422.732 10064.308 10268.943 7350.226 10345.31 8358.036 6215.492 6595.505 14627.024 7127.741 9612.4 2286.155 6563.859 6811.945 7750.024 8533.261 8478.681 13146.071 4082.002 7389.321 10327.802 4457.183 10683.512 5932.405 9638.099 4874.683 4057.038 6339.626 12725.178 3124.117 9405.308 6334.643 8102.102 15822.803 3786.631 10818.241 10667.451 9550.962 7161.319 9953.843 10274.999 9248.836 7716.471 7539.165 13289.917 10356.586 9379.328 6646.695 4774.916 8537.771 6146.998 9527.78
1157.298 874.015 1083.668 1093.918 1951.312 105.138 1909.723 780.474 3712.95 1311.23 1229.286 1231.381 2010.295 1524.542 4685.192 3347.065 1547.155 1627.031 7620.644 2083.76 1960.159 970.193 2160.89 915.163 1771.769 1082.676 2566.483 1317.249 2549.193 5951.451 2575.439 3761.882 2559.464 2643.566 2179.477 1248.569 2020.916 925.643 767.893 6361.958 809.191 4228.371 2841.446 2760.144 4420.481 1979.922 6036.43 2624.814 2230.433 3258.748 1962.507 32340.623 3948.728 1476.877 18093.797 1287.758 1115.987 4693.043 3143.95 1812.261 1581.531 2492.32 4045.907 2050.982 6553.17 2781.579 3300.692 2776.128 991.23 2593.061 4635.479 4473.965 6518.442 1516.978 2666.739 3357.257 1787.031 3694.698 7925.926 5940.273 1734.63 3719.029 313.988 11174.881 2695.559
7812.676 6794.096 8471.31 12626.897 5871.416 6338.34 8649.399 8283.086 7150.533 5673.653 6656.459 7384.317 11467.701 7955.274 7225.248 5748.095 10272.247 6608.391 5923.57 6202.898 6502.807 9479.021 12638.488 7911.758 3410.491 6228.664 7473.58 7395.799 7078.81 6773.98 6682.525 4805.66 5763.915 6285.386 8403.131 7297.958 4879.637 6015.177 3790.673 6940.787 15248.776 4277.061 6310.32 5618.134 8584.927 8244.61 6209.284 4044.341 4181.898 7971.354 8861.51 6646.47 10545.557 3496.216 5359.78 5821.441 13871.454 11674.797 25659.04 23982.785 4912.524 11127.024 14529.047 23190.865 8889.425 4467.893 3628.233 7928.49 4534.825 6322.953 3549.427 7618.092 7511.599 13353.961 7868.067 7079.184 5069.912 10624.27 12156.515 10540.629 6667.479 6591.014 5649.244 4634.638 7505.12
11562.389 9713.553 7914.825 10271.431 13413.879 8628.71 12082.762 12024.673 11408.507 6618.646 8966.402 11715.538 11869.804 8372.375 18898.977 12451.205 9619.055 13460.766 12624.516 11218.7 9930.72 8246.411 12590.767 11123.675 15956.314 7587.493 20355.895 11530.384 17371.938 15415.132 7636.46 19517.732 26241.867 14264.51 10883.532 12570.724 9955.187 8611.648 11984.471 15352.605 10230.471 14494.285 15835.416 14497.892 12155.536 13222.272 16106.983 7212.197 13107.961 13399.897 17080.494 20644.041 18761.707 7903.311 19984.35 10239.351 13646.048 11873.134 9882.477 8597.751 18114.928 6877.291 16850.54 9435.064 15806.507 15043.218 15266.319 18947.271 16753.055 13848.309 15236.823 16433.12 13260.291 20036.059 9164.564 14309.496 17796.357 13065.131 13171.903 12136.546 13074.369 15388.454 11290.013 23207.12 22802.287
5016.38 8437.813 7727.951 11384.04 12452.326 11331.774 16120.05 14105.982 5999.307 7994.692 8287.748 6175.648 6592.846 7562.864 9490.642 9521.072 8684.463 23547.916 18711.395 10235.146 10312.999 7808.734 7551.783 8418.73 11886.356 15520.534 18650.934 8176.521 9345.216 9335.92 10466.903 6090.484 9203.438 10600.478 8841.407 18794.771 11433.143 16109.151 6174.536 19780.61 7483.288 6655.454 19933.402 7491.889 7121.884 7972.453 11634.366 9269.082 7342.812 10994.922 9169.555 6808.758 7811.969 9481.247 14911.193 6500.555 9024.506 11425.648 14876.447 10226.207 5540.484 4393.56 8416.995 10148.379 13970.564 17304.201 10417.891 12311.114 5727.303 10168.541 9214.408 17884.324 9100.266 10606.495 13394.194 12091.073 8457.561 21871.664 7872.876 8491.871 8013.069 8409.127 11760.597 7149.523 7904.429
14860.688 13566.148 13441.771 15439.796 18764.328 13020.231 9356.757 8784.069 12061.316 16351.406 13790.948 14430.316 12325.312 12701.145 7204.645 6871.864 10327.997 6256.742 7209.078 14166.196 12418.889 7779.614 11753.761 6971.27 20743.549 12542.112 8203.302 9723.76 4735.806 7698.248 14379.588 5708.081 4243.242 12289.491 6775.927 9355.758 12643.999 13513.483 21471.229 6195.856 7499.875 6704.475 10476.176 9306.872 9321.47 6768.064 9574.876 22417.928 13336.309 7319.274 7531.741 5186.928 9246.349 23056.729 6363.358 11816.408 7467.197 8839.688 9009.926 7630.861 10427.165 15866.183 7145.086 11849.168 7634.059 8909.992 8813.441 11767.741 12216.613 11827.507 8906.602 9195.758 7981.678 8027.627 8754.011 7786.822 10817.456 13737.812 9018.574 10674 7923.177 9225.9 20368.703 6473.315 6241.357
6386.773 4327.262 2888.003 1659.971 5080.576 3607.964 4285.672 2179.634 5348.078 4448.589 5569.494 6104.4 7558.744 5015.859 11349.933 3878.273 4045.808 10522.182 5111.993 4692.995 2943.441 2557.206 5638.2 7567.581 3091.919 3186.567 6372.945 2464.968 6162.31 15024.342 3357.911 6449.614 5756.319 8118.298 7675.335 4129.655 4123.017 3067.952 5682.051 25303.572 3872.436 8489.707 4489.169 6698.904 3979.713 4592.879 3851.241 3287.37 3467.927 14858.327 9847.327 10823.78 4576.854 2935.218 21941.83 3221.216 5702.068 3196.979 1551.397 2983.49 4629.065 3137.237 8706.781 3145.258 9509.573 7488.008 10980.297 3860.01 8244.522 7540.078 3232.705 6159.833 11860.083 4786.78 2621.028 4096.961 6916.471 5664.287 14115.098 3617.338 2946.554 11154.796 3321.359 3860.133 8743.989
9529.426 4059.555 4898.958 7363.281 7589.975 12309.449 7159.757 4869.058 4421.497 3404.14 5930.536 6285.331 7248.307 9502.047 11281.005 4634.525 3167.14 14601.106 6185.035 12562.471 4474.356 3666.337 4078.345 12386.165 2520.798 1907.867 13186.759 5384.885 9360.562 11351.746 2972.758 8720.25 8231.329 6931.74 3314.914 8644.964 3696.646 5984.233 3171.026 10563.326 3098.978 22000.262 7226.689 8334.164 6328.543 6213.922 5695.115 3057.108 6478.493 15271.467 9742.878 11991.526 10034.187 4169.292 12860.955 5688.435 3039.157 6729.908 6806.273 12004.523 7055.16 11067.789 5196.965 10808.464 15691.854 5086.748 4618.876 11626.517 4367.076 5502.621 4275.364 6869.49 2994.997 15855.43 18650.22 7764.481 5719.268 2748.78 8135.852 3829.774 13759.472 3290.479 3483.999 10236.437 8735.267
8892.194 8878.973 5333.622 10380.108 9103.066 6814.687 17441.854 14833.097 6586.88 6595.943 17687.936 10308.155 21531.744 14893.594 6744.48 16557.56 7606.441 23668.113 12259.225 11747.072 15615.921 13223.728 6522.796 11167.32 4934.109 11880.065 10174.399 11260.847 8319.774 7773.223 13373.053 6141.523 3909.237 6909.397 8963.469 7605.49 10473.01 9256.583 11829.342 4279.163 10601.699 8666.863 9864.363 7725.604 7851.435 12033.007 13806.691 8657.113 7221.847 6892.557 6442.463 5782.648 7039.105 7734.594 8388.216 13197.961 9743.672 13920.05 10880.358 8090.936 8230.621 6842.693 5368.366 5600.626 4446.737 3818.766 24246.965 6900.624 7705.917 8681.841 6661.305 7817.529 6591.262 6279.201 9358.59 10880.49 7014.76 8695.554 5244.358 12371.416 7855.851 10505.903 12459.727 8767.982 5649.035
11240.841 7153.184 9051.48 12767.602 10081.479 7668.681 8997.322 10907.991 16431.018 19279.982 6619.439 22305.74 13180.82 15161.671 20698.865 9475.355 11659.589 13296.715 13172.205 12522.689 10754.755 10134.631 19706.846 9324.479 12540.826 10687.133 13022.693 13278.836 8848.428 15888.79 10440.223 8001.605 6865.919 17552.469 9846.249 14366.015 7894.578 11439.168 12396.737 17725.479 7916.095 13436.478 15445.514 11481.393 5576.977 11043.196 12574.698 11275.908 15631.331 16359.456 12966.29 11689.525 11699.137 7340.746 13723.42 13758.464 13467.163 13088.685 6418.194 7546.543 14830.132 12026.125 6720.938 11056.666 7188.875 12221.65 12011.104 22705.18 15493.72 20689.08 18951.775 16142.229 13592.918 19264.844 9245.835 9675.724 20165.168 10947.072 18668.217 7859.252 18628.508 7193.248 11164.521 16666.951 10991.457
2047.789 9961.228 6708.634 2755.172 2943.887 8515.74 8590.24 3169.705 9354.717 9707.478 9177.174 2336.561 2085.901 2465.447 3527.843 8922.498 12174.507 2033.376 2171.915 1689.809 8992.188 11077.504 2992.217 5678.227 16486.984 10896.74 3028.47 4466.519 4209.212 3818.17 15257.728 3500.692 5836.66 3107.98 2598.815 3623.87 12958.733 8236.021 12588.228 4425.174 5418.496 3185.208 11208.657 10839.942 5790.318 2290.944 4410.61 23213.178 14062.189 4422.175 3621.603 3813.64 3244.446 13817.938 9230.376 6878.636 7018.493 3175.532 3811.617 3892.699 9536.094 8667.906 2255.402 6550.182 8690.471 3512.694 5898.24 4011.43 8307.025 3697.545 3149.969 2765.048 3267.858 3356.689 2935.897 1802.75 5205.653 8963.837 3160.2 3304.727 5407.024 5119.814 9857.613 8670.229 3433.299
5796.865 3837.138 5722.939 3152.69 4340.214 3960.604 4884.699 1940.824 13070.015 10640.635 7936.262 4297.867 8775.732 7468.513 15428.814 2689.919 4230.094 1962.72 2379.692 5135.525 3451.364 8661.585 18772.725 2622.552 1879.691 2448.182 4464.845 3369.836 6969.186 6671.488 6089.658 6734.288 6588.362 5181.042 2708.706 7010.286 3778.884 3657.456 3829.305 2839.805 8356.794 3550.462 6916.656 8449.7 12045.452 2048.546 12626.015 3493.679 4864.421 5012.29 6968.992 11507.457 9602.713 2466.101 5143.755 4719.238 1821.807 13902.017 13703.521 11922.711 6871.608 10290.463 9516.315 18413.81 11130.034 5646.013 2862.202 5156.351 1481.957 4890.86 5052.361 7620.499 4944.046 18900.066 3101.675 4910.413 3161.538 9136.123 13528.669 4235.551 5071.64 4245.618 3694.661 4540.297 8318.711
9189.107 11235.604 9427.5 7856.933 10602.775 7265.854 11182.565 7324.39 12058.216 8096.143 7508.833 9347.653 11618.992 7434.945 6472.062 8313.604 8360.576 8208.668 13382.032 11162.871 8754.026 8371.971 13922.47 7351.664 12836.622 9576.108 9020.17 11933.741 21012.95 17008.826 7665.606 13924.083 13446.98 10776.853 9842.963 7629.567 10499.114 10500.245 10694.671 13038.406 6388.824 15794.057 10510.24 11024.298 8721.175 8708.608 10739.044 14124.854 12663.609 10120.983 12171.981 7019.815 11210.252 12661.472 15884.466 9756.683 10266.453 9009.756 7943.648 6464.905 18092.836 10655.198 11648.552 9272.248 9537.793 26505.047 12288.97 16048.364 22549.328 12153.884 7374.398 10685.77 8950.159 22624.875 12528.936 18613.818 13218.183 9567.386 15103.86 8950.606 20830.994 20543.652 13190.673 10153.464 14502.443
8064.535 4241.929 4776.521 5619.01 5368.458 4163.534 5259.532 4580.278 8255.407 8061.262 3051.484 9045.64 8051.623 9624.906 766.017 4866.726 5238.777 19499.19 10082.973 14647.476 3861.808 12233.858 3640.551 10583.452 1182.623 1923.603 447.544 3959.976 1154.964 2042.738 3744.227 1195.592 3965.323 2428.206 5000.702 5820.421 2114.158 3195.398 6531.316 1117.808 9611.518 2133.89 1940.17 1612.57 10678.409 3236.571 916.526 1015.927 1316.713 5029.283 759.619 701.369 854.361 1792.593 2073.43 1685.273 6113.766 4151.501 6314.635 3200.604 783.789 5377.107 1536.975 3993.119 1378.794 5221.018 2019.298 1250.583 923.406 6652.013 977.932 1340.257 8720.777 2268.224 20796.518 1473.495 2036.193 3356.383 669.678 6082.381 3693.22 5996.135 545.036 12950.973 309.561
11803.947 8639.266 12422.147 6228.376 8181.056 8464.308 6428.018 9332.433 16433.756 14087.713 9807.333 10956.333 16834.465 11953.457 3479.943 7084.759 7901.881 4797.928 6363.799 12939.603 7682.117 7455.58 3670.554 8385.672 4522.508 6872.315 6844.979 2823.239 3852.72 2869.266 7831.453 2964.357 1073.611 12983.432 3912.975 2419.312 6889.376 5061.229 16868.133 3552.327 9631.616 6812.674 4582.583 6797.477 10050.821 4908.476 6628.803 12428.491 4274.289 2423.962 3992.67 845.696 5075.999 16599.855 1305.45 5687.775 4387.849 4289.518 9072.944 6885.591 4615.719 12709.558 6199.872 11041.719 3158.122 4734.303 3988.994 4385.844 14619.304 11485.175 5480.505 4950.205 6025.176 3464.029 5110.929 2033.66 2589.434 9118.325 5567.412 11893.093 4227.05 2642.082 15907.516 11196.932 3313.231
4425.339 4065.808 6044.837 6941.59 4532.393 4623.354 4936.459 4610.398 6311.43 5751.034 3914.278 8163.589 7837.741 8120.68 2638.488 2745.399 8185.616 9624.8 7087.841 5532.739 6779.485 11780.275 7649.304 8718.731 384.021 2442.881 4515.558 4352.329 1433.161 2347.571 3264.339 1697.634 3092.47 4917.976 5043.474 10829.538 1837.905 2537.382 3626.178 1522.955 22448.775 1555.222 2539.295 2430.269 11160.315 2325.263 4407.09 2764.027 2895.752 2752.881 936.441 4009.617 4511.954 2537.735 1548.513 3299.364 19498.941 5552.298 15330.326 17180.4 2044.398 7264.374 3712.696 6435.655 5119.518 1949.962 2606.128 2404.015 1983.146 3717.921 814.5 1643.028 5081.601 3539.647 10962.174 1226.651 3051.085 6580.522 4049.697 10703.287 1564.474 3716.014 3912.258 3727.195 1420.093
18758.846 14849.356 18009.74 19478.062 18075.885 15644.197 16841.826 14978.648 18119.781 30602.342 15533.43 23285.664 18717.012 13435.489 30392.324 13673.169 14020.609 20232.438 19200.941 20157.035 16153.339 10847.082 20258.094 15237.552 18948.414 14163.064 14957.029 17282.248 13317.52 14080.054 15001.948 19405.025 16039.224 14165.516 14052.203 15518.396 14447.166 19790.42 10780.466 13933.102 7187.753 16735.008 15092.08 15656.878 14241.814 14738.709 14506.568 14914.422 17181.018 14303.505 15017.519 10332.469 21455.973 13865.344 16539.664 19144.709 9896.506 8070.285 9956.862 12816.94 16266.605 13497.534 12596.269 13123.116 10352.838 14506.272 20944.549 9331.835 13160.234 17712.193 15540.113 12945.4 12393.691 12511.374 16586.646 17406 15711.656 11687.037 20067.766 18973.154 23962.637 13867.014 9349.465 12168.174 14234.171
19524.305 10203.017 13005.832 11621.42 12191.46 11128.774 8926.449 6773.392 9186.231 13659.185 10817.102 9616.553 18522.05 8750.331 10601.286 6356.702 7723.214 2253.43 7133.032 24662.305 8407.001 7327.773 15464.536 17819.871 3890.78 9709.976 7195.39 2997.026 11440.908 4781.045 5784.921 7670.504 6082.196 7108.288 7678.583 10472.913 3781.024 8960.431 8543.865 3053.07 4283.029 12719.676 9759.746 9639.15 6891.212 10400.851 8038.705 8782.777 7913.523 8147.729 11575.459 2965.76 15872.616 9085.79 3348.374 9060.309 4664.649 11609.98 6756.593 5214.236 7446.594 12250.607 5684.166 8055.473 6353.702 5137.252 7784.39 6499.582 8036.226 13182.246 10028.367 6717.516 8526.641 7910.291 11118.679 8453.308 8064.975 20228.445 8801.342 6388.1 12632.664 4179.694 6790.6 9651.552 4414.634
11211.024 3952.619 2482.744 2423.336 7695.385 4706.807 3297.799 8931.399 8267.884 11934.875 6362.873 11194.983 10884.745 5902.656 17606.271 4422.153 5766.231 7845.844 4775.277 2215.655 3522.788 7664.43 18976.783 9833.807 2265.509 4003.076 8700.995 4104.312 9760.062 7877.519 4426.192 8008.542 16835.936 15652.217 7345.428 14454.775 3614.602 8801.31 5782.587 5345.393 10188.386 4184.532 6432.148 5182.688 4793.318 15139.685 9533.528 3967.431 4644.491 22725.178 9464.32 3467.242 11822.257 5851.314 3196.137 5614.778 8663.279 11344.542 6841.417 5873.37 7743.136 14903.435 6183.909 3773.13 5744.871 8586.524 6301.325 10621.179 6125.141 6796.686 10841.963 5611.919 11610.558 12600.478 9945.747 9605.953 8731.349 7695.678 12648.889 5993.267 12157.834 8544.253 5943.51 6412.751 8258.817
