"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59"
-0.1 -0.161 0.548 0.381 -0.341 0.304 0.176 -0.372 0.227 0.253 -0.439 -0.69 -0.126 0.538 0.471 0.437 0.393 0.83 -0.317 0.216 0.006 0.344 -0.003 0.22 0.21 0.322 -0.02 -0.161 0.572 0.913 0.661 -0.13 0.531 0.743 0.511 0.71 0.138 0.499 0.349 0.117 0.204 -0.89 0.207 0.111 -0.218 0.252 0.14 0.649 -0.536 0.182 0.113 0.125 -0.058 -0.033 0.213 0.432 0.261 -0.641 0.109
-0.058 0.347 0.367 -0.087 0.034 -0.047 0.631 0.382 0.123 0.355 -0.636 0.152 -0.193 0.17 -0.114 -0.205 -0.202 -0.191 -0.245 -0.369 -0.269 -0.458 -0.369 0.459 1.02 0.505 -0.195 -0.534 0.027 -0.227 -0.534 0.135 -0.55 0.006 -0.176 0.332 -0.374 0.671 -0.651 0.547 -0.499 -0.173 -0.671 0.332 0.061 -0.06 0.056 -0.211 -0.211 -0.405 0.276 -0.174 -0.478 -0.071 0.446 0.376 0.227 -0.383 -0.57
0.237 -0.373 0.061 -0.051 -0.019 0.383 -0.982 0.13 -0.127 -0.078 0.285 -0.087 0.122 0.412 0.425 0.233 0.205 -0.322 0.226 0.355 0.266 0.224 0.438 -0.111 -0.85 -0.407 0.514 0.237 -0.007 -1.387 0.032 -0.311 -0.531 -0.02 0.39 -0.46 0.023 -0.573 0.319 -0.04 0.458 0.21 0.008 -0.188 -0.075 -0.441 -0.664 -0.133 -0.047 0.096 0.063 0.195 -0.037 -0.484 -0.027 -0.342 -0.511 0.012 0.208
-0.105 0.134 1.204 0.07 0.014 0.484 0.096 -0.543 0.309 0.716 0.348 -0.197 0.901 0.285 1.019 1.075 0.089 0.902 -0.0420617338322252 0.626 0.093 0.106 -0.335 0.206 -0.021 0.489 0.194 0.262 0.322 -0.0716144534001532 0.416 -0.646 0.211 0.51 0.394 0.13 0.513 0.569 0.221 0.417 0.391 -0.37 0.288251320390785 0.203 -0.368 0.322 -0.518 0.439 0.182 0.422 0.555 0.264 0.377 -0.037 0.233 0.53 0.019 0.33 -0.094
0.163 0.71 0.283 0.62 0.133 0.379 0.99 0.647 0.832 0.575 -0.577 0.696 -0.097 -0.183 -0.19 -0.269 0.122 -0.039 -0.023 -0.413 -0.404 -0.316 -0.382 -0.135 0.429 0.266 0.159 -0.185 -0.037 -0.035 -0.249 0.113 -0.627 0.215 -0.09 0.605 -0.399 0.64 -0.326 0.019 -0.17 0.018 -0.609 0.174 0.208 0.159 -0.121 -0.184 0.133 -0.062 0.451 -0.214 -0.46 -0.328 -0.206 -0.099 0.029 -0.245 -0.283
-0.135 -0.082 -0.039 0.078 0.142 0.167063695783349 0.078 -0.237 -0.056 -0.035 -0.006 0.286837832400126 0.13 1.761 0.024 1.309 -0.029 -0.119 0.007 0.037 -0.155 0.286 0.152 0.033 0.074 0.41 0.066 0.064 0.023 0.121 0.0255000773434125 -0.842 -0.207 -0.348 -0.035 0.124 0.169865970018458 0.018 0.438 -0.008 0.035 -0.223 0.216 -0.089 -0.199 0.142 -0.052 -0.175 0.052 -1.182 -0.212 -0.274 0.0674149697607732 -0.049 0.112 -0.02 -0.006 -0.083 0.361
-0.666 -0.676 0.357 -0.126 -0.39 -0.127 -0.124 -0.797 -0.664 -0.444 -0.674 -0.713 -0.844 -0.421 -0.401 -0.078 -0.926 0.528 -0.804 -0.818 -0.655 -0.486 -0.395 -0.521 -0.265 0.167 -0.396 -0.778 -0.43 -0.295 -0.089 -0.604 0.131 -0.176 -0.746 0.1 0.34 0.102 -0.173 -0.106 -0.871 -0.721 0.241 0.141 -0.784 -0.184 -0.542 -0.079 -0.899 -0.263 -0.318 -1.218 0.189 -0.777 -0.256 -0.558 -0.501 -0.437 -0.534
-0.053 -0.269 0.114 -0.462 -0.476 0.038 -0.436 -0.169 -0.271 0.59 -0.65 -0.509 0.406 0.214 0.523 0.37 0.214 0.681 -0.161 0.318 -0.357 0.499 -0.319 -0.007 -0.282 0.486 -0.133 -0.281 0.009 -0.07 0.385 -1.016 0.457 0.103 -0.065 0.149 0.215 0.045 0.234 -0.004 0.292 -0.309 0.058 -0.005 -0.644 -0.079 -0.993 0.034 -0.785 -0.117 -0.37 0.133 -0.37 -0.253 0.461 -0.311 -0.159 -0.315 -0.06
-0.169 -0.2 -0.329 -0.335 0.288 0.512 0.388 0.109 0.336 -0.301 -0.496 0.464 0.18 0.86 0.204 -0.243 0.333 0.603 0.839 0.089 0.095 0.862 0.185 0.635 0.051 0.402 0.508 -0.143975250565605 0.142 0.800300512076063 -0.000571 0.609 -0.113 0.317 -0.084 -0.079 0.989 1.047 0.035 0.413 0.47 0.389045230181107 0.347 0.195 -0.348 0.511 0.027 0.828 -0.284 0.4 0.197 -0.207 -0.215 0.497 0.355 0.455 0.511 -0.347 0.309
-0.428 -0.331 -0.243 -0.457 0.203 -0.214 0.242 -0.114 0.432 0.585 0.503 -0.477 -0.663 0.141 0.161 0.199 -0.51 0.899 -0.299 -0.122 -0.312 0.019 -0.509 -0.127 0.327 0.358 -0.402 0.265 0.127 0.594 0.231 -0.146 0.628 0.113 0.135 -0.171 -0.05 -0.604 0.028 -0.203 -0.993 -0.15 -0.262 0.552 -0.631 -0.333 0.294 -0.177 0.165 0.188 -0.573 -0.012 -0.169 -0.292 0.034 0.117 0.223 0.456 0.031
0.351 -0.341 -0.908 0.09 0.234 0.299 -0.562 0.238 -0.257 -0.14 0.926 0.395 0.653 0.14 0.09 -0.111 0.141 -0.386 0.375 0.294 0.561 0.288351321762654 0.562 0.000208974831386037 -0.327 -0.429 0.174 0.394 -0.164 -0.849 -0.12 -0.108 0.237 -0.039 0.221 0.038 0.106 -0.303 0.431 -0.251 0.391 0.814 0.464 -0.086 0.435 0.183 0.031 -0.052 0.318 0.329 0.47 0.645 0.362 0.447 0.279 0.021 -0.12 0.466 0.849
-0.024 -0.312 -0.128 -0.415 -0.172 -0.288 -1.197 -0.041 -0.713 0.006 0.695 -0.385 0.091 0.763 0.42 0.251 -0.297 -0.34 0.117 0.496 0.194 0.113 0.239 -0.352 -0.459 -0.196 0.021 -0.189 -0.07 -0.818 -0.145 0.199 -0.432 0.171 0.163 -0.209 -0.23 -0.561 0.768 -0.312 0.406 -0.266 -0.168 0.1 -0.251 -0.097 -0.433 -0.496 -0.444 -0.108 -0.398 -0.009 -0.279 -0.788 0.158 -0.327 -0.323 -0.623 0.116
0.046 -0.112 0.293 -0.501 0.108 0.708 -0.457 -0.101 0.572 -0.064 -0.006 0.32 0.243 0.409 0.632 0.458 0.734 0.226 0.061 0.673 0.069 1.212 0.129 0.208296359956601 -0.373 -0.017 0.293 0.034 0.1 -0.469 -0.333 -0.279 -0.023 0.218 0.892 -0.517 0.0194939888100348 -0.366 -0.131 0.202 1.029 0.139525329265563 0.247 0.274 0.086 -0.084 -0.305 0.042 -0.153 0.005 0.146 0.03 -0.026 -0.034 0.672 -0.242 -0.164 -0.363 -0.196
0.527 -0.135 -0.764 0.26 0.242 0.336 -0.259 -0.416 -0.031 0.094 0.947 0.491 0.803 0.27 0.109 0.067 0.29 -0.078 0.521 0.82 0.622 0.461 0.609 0.025 -0.262 -0.386 0.432 0.425 -0.07 -0.493 0.143 0.052 0.418 -0.186 0.742 0.266 0.754 -0.123 0.635 -0.123 0.533 0.811 0.693 -0.046 0.439 0.424 0.14 0.107 0.199 0.495 0.586 0.606 0.278 0.402 0.449 -0.164 0.066 0.571 0.919
0.358 -0.207 -0.582 -0.193 -0.472 0.635 -0.758 0.258 -0.139 0.033 0.715 0.025 0.332 0.47 0.371 0.366 0.214740786092649 -0.117 0.335 0.601 0.576 0.425420734793288 0.522 -0.049153793390556 -0.485 -0.501 0.283 0.169 -0.004 -0.734 -0.052 -0.313 -0.601 0.211 0.373 -0.164 0.092 -0.469 0.714 0.133 0.661 0.414 0.30925955458671 -0.128 -0.037 -0.105 -0.393 -0.178337480226827 0.093 0.398 0.288 0.185 0.32 -0.141 0.194 -0.248 -0.129 0.469 0.445
0.12 -0.258 -0.495 -0.16 -0.216 0.269 -0.983 0.204 -0.307 0.03 0.454 -0.245 0.417 0.528 0.383 0.304 -0.088 -0.217 -0.024 0.355 0.574 0.03 -0.139 -0.43 -0.727 -0.215 0.291 -0.289 -0.306 -1.172 -0.258 -0.568 -0.5 0.071 -0.203 -0.541 -0.087 -0.494 0.585 -0.07 0.288 -0.182 0.07 -0.233 -0.403 -0.287 -0.651 -0.711 -0.219 0.201 0.088 -0.336 -0.003 -0.702 -0.259 -0.521 -0.439 -0.116 -0.199
0.053 -0.054 -0.323 -1.068 -0.829 -0.0293067117526517 0.027 -0.07 -0.265 -0.089 0.109 -0.206 -0.0211422201216145 0.088 0.199 0.086 0.0125837310811128 0.079 0.0102100687342224 0.0684148558393718 0.213 0.0842293585206126 0.237 -0.841 0.183 -0.189 -0.034 0.058 -0.19 -0.101415435785069 -0.365 -0.941 -0.312 0.101 0.145 0.271 -0.000193836190821896 0.147 0.122 -0.874 0.059 0.261 0.068 -0.082 0.801 -0.091 0.007 -0.0572078872459729 0.505 0.0690757830675359 0.52 -0.646 0.955 0.116 0.271 0.102 -0.733 0.101 0.182
-0.014 -0.314 -0.108 0.121 -0.346 0.254 0.428 -0.202 -0.071 0.321 -0.37 -0.000302 -1.058 -0.443 -0.281 -0.202 -0.264 -0.101 -0.148 0.077 -0.329 -0.154 -0.214 0.041 0.073 0.23 -0.217 -0.113 -0.073 0.741 0.436 -0.328 0.453 -0.029 -0.026 -0.07 -0.346 -0.081 -0.173 1.45 0.204 -0.686 -0.02 -0.354 -0.154 -0.21 0.28 0.626 0.081 -0.242 -0.717 -0.426 0.049 0.47 0.051 -0.125 0.327 -0.193 0.337
-0.728 -0.076 0.209 -0.011 0.199 -0.451 -0.186 -0.514 -0.757 0.06 -0.097 -0.856 -0.582 0.087 -0.134 -0.152 -0.501 0.041 0.76 -0.181 -0.126 -0.43 -0.678 -0.286 -0.164 -0.041 -0.736 -0.532 -0.125 -0.633 -0.275 0.516 0.091 -0.445 -1.054 0.209 0.343 -0.104 -0.564 0.072 -0.521 -0.128 -0.314 -0.048 -0.373 0.192 0.236 0.004 -0.192 -0.38 -0.565 -0.445 -0.688 -0.409 -0.469 0.693 -0.411 -0.844 -0.425
-0.096 0.035 -0.184 -0.299 0.283 -0.296 0.047 0.102 -0.144 -0.108 -0.338 -0.262 -0.394 -0.36 -0.504 -0.407 -0.476 -0.553 -0.254 -0.237 -0.055 -0.36 -0.084 0.0723531231309191 -0.052 -0.229 -0.232 -0.311 -0.415 -0.027 -0.208 -0.113 -0.403 -0.197 -0.276 0.049 -0.319 0.04 -0.136 0.06 -0.211 -0.734 -0.10082727791511 1.049 -0.032 -0.153 -0.261 -0.509 0.23 -0.211 -0.205 -0.224 -0.053 -0.029 2.018 -0.205 -0.046 -0.087 -0.182
-0.26 -0.044 -0.0772766083249342 0.359 -0.005 0.347 -0.189 0.382 -0.264 0.27 -0.514 0.207 -0.104 -0.113 0.122 -0.086 -0.323 -0.156 -0.233518394895223 -0.602 -0.127 -0.276955028175122 -0.284 -0.038 -0.038 0.13 0.634 0.477 -0.703 0.198098091829327 0.114 -0.3 -0.52 -0.351 -0.131 -0.271 -0.201 -0.512 -0.285 1.591 -0.493 -0.119 -0.014 -0.328 0.643 -0.57 -0.032 -0.129 -0.264 -0.104 -0.362 -0.491 0.13 0.668 0.0305591791612164 -0.246 -0.256 0.054 -0.076
0.167 -0.782 0.629 -0.067 -0.451 0.018 0.435 -0.53 0.044 0.186 0.126 -0.194 0.197 -0.093 0.74 0.594 0.355 0.295 -0.129 0.642 0.127 0.61 0.435 0.669 0.921 0.221 -0.059 0.181 0.39 0.643 0.742 0.133 -0.29 0.25 1.139 -0.066 -0.039 0.141 -0.38 0.202 -0.22 -0.191 -0.041 0.355 0.104 0.177 0.261 0.141 0.297 0.062 -0.246 0.172 -0.506 -0.143 0.248 0.472 -0.028 -0.29 -0.399
-0.021 -0.107 0.397 0.05 -0.447 0.033 -0.31 -0.344 -0.084 0.07 -0.4 -1.063 0.5 0.159 0.046 0.29 -0.27 0.283 -0.402 0.34 0.135 -0.092 -0.634 0.054 -0.454 0.168 0.004 -0.266858682485638 0.143 -0.073 0.582 -0.619 0.66 0.254 -0.089 -0.034 -0.34 0.088 0.445 -0.322 -0.552 -0.543 0.019 -0.199 -0.672 -0.09 -0.429 0.153 -0.924 -0.066 -0.957 -0.551 -0.27 -0.478 0.065 -0.018 -0.314 -0.689 -0.408
-0.405 0.31 0.0956699250062132 -0.2 0.029 -0.028 -0.468 0.221 -0.127 0.059 0.343 -0.305 0.874 0.766 0.143 0.155 -0.242 -0.211 -0.045 0.254 -0.03 -0.308 -0.427 0.088 -0.407 -0.178 -0.261 -1.19 0.139 -0.138 -0.179 0.127 -0.424 0.041 -0.34 -0.314 -0.39 0.005 -0.311 -0.443 -0.029 0.527 -1.066 0.176 -0.198 -0.175 -0.534 -0.203 -0.473 -0.02 -0.177 0.002 -0.294 -0.26 -1.275 -0.016 -0.471 -0.431 -0.234
-0.077 -0.068 0.652 -0.107 0.148 -0.212 -0.136 -0.019 -0.03 0.406 -0.392 -0.507 0.074 0.471 0.434 0.583 0.323 1.423 -0.208 -0.058 -0.037 -0.016 -0.181 0.012 -0.349 0.376 0.414 0.154 0.079 -0.047 0.509 -0.312 -0.433 -0.08 -0.156 -0.126 0.037 0.374 0.824 0.142 0.495 -0.263 0.206 0.175 -0.25 0.339 -0.326 0.082 -0.722 0.152 -0.39 -0.161 0.048 -0.568 0.046 0.013 0.049 -0.5 -0.607
0.175 0.06 -0.152 -0.537 -0.583 0.121 0.605 0.322 0.469 -0.211 -0.616 0.253 0.191 0.217 0.389 -0.112 0.447 -0.102 0.05 -0.55 -0.372 0.885 -0.373 0.364 0.121 0.182 0.365 0.278 -0.162 -0.07 -0.088 -0.458 -0.412 0.386 0.186 -0.608 -0.412 0.148 -0.377 0.009 -0.216 0.422 -0.228 0.35 -0.009 0.124 0.072 -0.22 -0.684 0.318 0.304 -0.414 -0.055 0.873 0.476 -0.673 0.024 -0.238 0.272
-0.167 -0.027 0.772 -0.075 -0.33 0.34 -0.355 -0.139 -0.154 0.346 0.162 -0.049 0.499 0.512 0.574 0.607 0.029 1.227 -0.195 0.756 0.184 0.222 0.244 0.081 -0.058 0.258 0.238 0.26 0.586 -0.255 0.186 -0.555 0.194 0.226 0.333 0.377 -0.101 0.383 0.335 0.708 0.67 -0.06 0.528 0.521 0.377 -0.028 -0.32 0.786 -0.505 0.134 -0.634 0.93 0.161 0.332 0.582 0.569 0.126 0.075 0.229
0.557 0.096 0.073 -0.227 0.03 0.405 0.862 -0.223 -0.418 -0.144 -0.249 1.221 -0.172 -0.04 0.421 -0.114 0.011 1.257 -0.246 -0.057 -0.216 0.616 -0.249 -0.047 -0.111 0.285 -0.186 -0.511 -0.31 -0.164 -0.287 -0.301 0.14 -0.126 -0.153 -0.481 -0.521 -0.186 0.529 0.082 0.099 0.142 -0.057 0.113 0.439 0.198 -0.109 0.375 0.057 0.108 -0.182 -0.236 0.203 0.228 -0.163 -0.383 -0.625 -0.174 -0.21
0.185 -0.246 0.928 0.032 0.099 -0.084 0.269 -0.252 0.193 0.219 -0.599 -0.663 -0.559 -0.15 0.466 0.14 0.089 0.475 -0.656 0.159 -0.442 0.151 -0.154 0.638 0.396 0.61 0.035 0.066 0.199 0.82 0.825 -0.147 0.404 0.219 0.077 -0.114 -0.407 0.179 0.456 0.433 0.171 -0.659 -0.03 0.138 -0.498 -0.105 0.314 -0.198 -0.011 0.076 -0.604 -0.205 -0.132 -0.279 0.038 0.073 0.288 -0.254 -0.334
0.01 -0.189 0.073 -0.098 -0.169 -0.033 0.063 -0.008 -0.068 -0.117 -0.275 0.016 0.264 0.066 0.27 0.054 -0.083 -0.086 -0.072 -0.095 -0.038 0.052 0.202 0.069 -0.051 -0.038 -0.032 0.066 0.036 -0.164 -0.097 1.006 -0.208 0.023 0.073 0.057 0.025 -0.005 -0.051 2.558 -0.043 0.1 0.038 -0.057 -0.049 0.222 0.053 -0.087 -0.12 0.009 0.408 -0.116 0.015 -0.052 0.014 -0.141 -0.113 -0.148 -0.014
0.131 -0.174 0.124 -0.348 0.116 0.656 0.079 -0.079 1.171 -0.082 -0.616 0.128 0.241 0.2 0.744 0.249 0.785 0.975 -0.057 0.489 0.647 0.338 0.002 0.562 0.013 0.401 0.797 -0.011 0.1 0.279 0.08 -0.266 0.032 0.904 0.425 -0.154 -0.002 -0.53 -0.312 0.577 0.43 0.197 0.251 0.552 -0.169 -0.295 0.055 0.112 -0.416 0.321 0.078 -0.182 -0.173 0.132 0.166 -0.058 0.244 -0.308 -0.103
-0.231 -0.103 0.334 -0.288 -0.151 -0.604 -0.008 -0.101 -0.031 -0.219 -0.089 -0.436 -0.333 -0.391 -0.511 -0.323 -0.139 -0.324 -0.157 -0.405 -0.013 -0.377 -0.413 0.04 -0.115 -0.423 -0.11 0.014 -0.084 -0.087 -0.336 -0.23 -0.122 -0.068 -0.333 0.009 -0.54 0.303 -0.179 0.024 -0.414 -0.256 -0.385 0.682 0.172 0.442 0.331 0.75 0.044 -0.402 -0.478 0.175 -0.127 0.97 0.033 1.369 0.633 -0.2 0.071
-0.154 -0.23 0.879 0.17 -0.226 -0.053 0.383 -0.224 0.281 0.147 -0.186 -0.384 -0.396 -0.1 0.461 0.504 0.015 0.448 -0.201 0.177 -0.244 0.095 -0.241 0.47 0.463 0.706 -0.014 -0.205 0.181 1.06 0.943 0.021 0.124 0.256 0.274 -0.039 -0.165 0.387 -0.03 0.125 -0.226 -0.929 -0.025 0.109 -0.399 0.033 0.149 0.196 -0.123 0.084 -0.206 -0.452 -0.648 -0.299 0.021 -0.115 0.17 -0.322 -0.644
0.211 -0.235 -0.748 -0.296 -0.288 0.338 -0.883 0.134 -0.336 -0.159 0.383 -0.12 -0.373 0.221 0.177 0.033 -0.039 -0.344 0.093 0.413 0.16 0.434 0.51 -0.181 -0.785 -0.449 0.184 0.086 -0.195 -1.247 -0.193 -0.572 -0.455 -0.186 -0.004 -0.341 -0.297 -0.58 0.369 -0.133 0.51 0.031 0.207 -0.496 -0.215 -0.359 -0.831 -0.347 -0.569 0.131 0.008 -0.096 0.081 -0.492 0.03 -0.648 -0.435 0.122 0.125
0.083 -0.304 0.241 -0.288 -0.002 0.148 -0.289 -0.043 -0.11 0.278 0.044 -0.525 0.289 0.345 0.737 0.527 0.373 0.095 -0.251 0.39 -0.318 0.34 -0.051 0.102 0.476 0.099 0.261 -0.107 -0.11 0.383 1.307 -0.447 0.76 0.45 -0.2 0.002 -0.064 -0.061 0.681 0.413 0.343 -0.219 -0.153 -0.132 -0.348 -0.216 -0.168 -0.526 0.211 -0.000866 -0.022 -0.099 -0.496 -0.89 0.238 -0.401 -0.18 0.057 -0.359
0.087 0.547 0.496 -0.287 -0.387 0.316 -0.36 -0.106 0.035 0.086 0.034 -0.577 0.147 0.633 0.363 0.606 0.36 0.841 -0.605 0.428 0.142 0.226 -0.271 -0.383 -0.393 0.305 -0.123 -0.032 0.035 -0.221 -0.062 0.777 0.056 0.363 -0.139 -0.78 0.376 0.096 -0.613 0.831 -0.133 -0.293 0.132 0.218 -0.133 -0.204 -0.298 0.176 0.189 0.036 0.324 0.145 0.038 0.146 0.019 0.197 0.113 0.82 -0.59
-0.509 0.331 0.356 -0.069 0.125 -0.434 0.59 -0.67 -0.053 -0.195 -1.007 -0.311 -0.698 -0.399 -0.641 -0.538 -0.551 -0.452 -0.378 -0.829 -0.775 -0.928 -0.776 -0.427 0.144 -0.226 -0.644 -0.49 0.013 0.429 -0.373 -0.055 -0.395 -0.191 -0.661 -0.042 -0.626 -0.05 -0.428 0.076 -0.665 -0.573 -0.862 0.279 -0.134 -0.382 0.222 -0.585 0.063 -0.73 -0.922 -0.553 -0.409 -0.267 -0.609 -0.098 -0.21 -0.64 -0.849
-0.567 -0.128 0.053 -0.413 0.284 -0.882 0.181 -0.651 -0.379 -0.253 -0.928 -0.119 -0.9 -0.452 -0.757 -0.532 -1.055 -1.008 -0.127 -0.891 -0.395 -1.015 -0.74 -0.703 -0.148 -0.263 -0.858 -0.628 -0.325 -0.169 -0.718 0.567 0.036 -0.48 -0.747 -0.116 -0.378 0.492 -0.404 -0.014 -0.798 -0.017 -0.765 -0.408 -0.536 -0.055 0.161 -0.717 -0.359 -0.66 -0.325 -0.547 -0.448 -0.369 -0.536 0.221 -0.498 -0.593 -0.579
-0.000472 -0.396 -0.561 -0.408 -0.436 0.178 -1.108 0.122 -0.25 -0.095 -0.344 -0.456 -0.76 -0.218 0.091 0.147 0.021 -0.205 -0.053 0.163 -0.44 0.132 -0.059 -0.465 -0.86 -0.41 0.062 -0.389 -0.25 -1.487 -0.298 -1.047 -0.71 -0.131 -0.274 -0.607 -0.484 -0.681 0.117 0.014 0.301 -0.253 -0.159 -0.621 -0.54 -0.316 -1.274 -0.433 -0.764 -0.044 -0.316 -0.537 -0.423 -0.868 -0.417 -0.877 -0.708 -0.14 -0.313
0.22 -0.404 -0.991 -0.499 -0.205 0.224 -0.875 0.027 -0.32 -0.269 0.444 -0.013 -0.228 0.056 0.063 -0.004 0.004 -0.34 0.283 0.365 0.282 0.165 0.468 -0.101 -0.782 -0.655 0.036 0.092 -0.26 -1.308 -0.265 -0.508 -0.247 -0.104 0.145 -0.284 0.052 -0.684 0.294 -0.514 0.338 0.106 0.093 -0.219 -0.054 -0.264 -0.719 -0.402 -0.225 0.183 0.286 0.129 -0.009 -0.306 0.04 -0.638 -0.495 0.017 0.229
-0.104 0.084 0.507 0.023 -0.197 -0.6 -0.058 -0.32 -0.355 -0.064 -0.108 -0.984 -0.041 -0.238 0.493 0.372 0.109 1.086 -0.541 0.108 -0.303 -0.056 -0.466 -0.184 0.153 0.284 -0.344 -0.201 0.431 0.425 0.249 0.274 0.249 -0.177 -0.119 -0.453 -0.0778080178994548 -0.021 -0.588 0.564 -0.002 -1.003 -0.262 0.321 -0.374 -0.153 0.313 0.218 0.041 -0.281 -0.328 -0.37 0.194 -0.237 0.291 0.282 -0.19 -0.605 -0.212
0.23 -0.3 0.173 -0.005 -0.323 0.224 -0.272 0.077 0.239 0.357 -0.572 -0.142 0.951 0.411 0.919 0.816 0.246 0.694 -0.677 0.663 -0.048 0.392 0.247 0.267 0.108 0.334 0.186 0.283 0.585 -0.053 0.407 -0.677 -0.033 0.468 0.465 -0.231 0.151 0.207 0.323 -0.021 0.247 -0.59 0.374 0.379 -0.268 -0.187 -0.252 0.539 -0.42 0.092 0.108 0.323 -0.233 0.167 0.549 -0.319 0.094 -0.238 -0.105
0.23 0.278 0.451874248238887 -0.368759375331076 -0.297 -0.23156096385373 -0.126 -0.245 -0.157 0.024 -0.091 -0.883 0.471 0.018 0.004 -0.072 -0.0828165127432812 -0.002 0.00407040907265181 0.22020216134951 0.094 0.653 0.198 0.116359709669234 -0.09 0.0169985837475201 0.024 0.01 -0.08 0.0583584882709248 -0.132 -0.672 -0.631 -0.047 -0.296 -0.167 -0.012 0.5 -1.272 0.693 -0.138 -0.198 0.094 0.097 0.446 0.150119325648098 -0.042 -0.44 0.985 -0.275 -0.241 0.035 0.0516463901597145 0.468 0.0789701569402023 0.025 0.467403212573896 -0.628 -0.439
0.293 0.277 0.225 -0.337 -0.054 0.718 0.267 -0.03 0.331 -0.635 -0.298 0.04 -0.117 0.465 0.119 0.444 0.231 1.47 -0.088 0.307 -0.154 0.579 0.271 0.509 -0.041 0.245 0.163 -0.487 0.063 -0.119 -0.001 -0.27 -0.014 0.158 0.043 -0.111 -0.34 0.482 -0.365 0.107 -0.039 -0.334 0.366 0.151 -0.393 -0.353 -0.213 0.628 -0.495 -0.011 -0.523 -0.221 0.088 0.443 0.033 -0.44 -0.145 -0.307 -0.552
0.486 0.103 0.471 0.514 0.312 0.039 0.215 -0.005 0.233 0.614 -0.055 -0.477 0.181 0.498 0.875 0.625 0.306 -0.182 -0.3 0.647 -0.055 -0.172 0.131 0.244 0.425 0.11 0.1 -0.126 0.227 0.681 0.146 0.249 -0.038 1.261 0.33 -0.611 -0.539 0.007 0.198 0.282 0.263 -0.413 -0.231 0.341 -0.062 -0.347 -0.126 -0.001 -0.331 -0.069 -0.639 -0.133 -0.204 -0.54 0.048 -0.344 0.174 0.163 -0.254
-0.362 -0.135 0.822 -0.324 -0.093 -0.782 0.142 -0.582 -0.155 -0.135 -0.866 -0.735 -0.805 -0.181 -0.394 -0.27 -0.474 -0.061 -0.772 -0.892 -0.452 -0.641 -0.831 -0.448 0.126 -0.193 -0.321 -0.313 -0.148 0.562 -0.154 -0.092 -0.258 -0.251 -0.13 -0.156 -0.67 0.24 -0.757 -0.118 -0.823 -0.803 -0.887 0.188 -0.518 -0.227 0.355 0.013 0.014 -0.568 -1.048 -0.219 0.059 -0.177 -0.349 -0.042 -0.107 -0.326 -0.42
0.235 -0.225 0.178 -0.032 0.485 0.82 -0.492 -0.299 0.384 0.338 0.225 -0.663 0.37 0.209 0.309 0.73 0.128 0.302 -0.859 0.214 -0.134 0.677 -0.166 0.05 -0.218 0.354 0.226 0.027 0.173 0.198 0.874 -0.601 0.08 0.163 -0.121 -0.473 0.208 -0.555 -0.255 0.225 -0.131 0.009 0.131 -0.06 -0.018 -0.228 -0.211 0.249 -0.47 0.517 -0.767 -0.422 -0.079 0.106 0.353 0.069 -0.231 -0.185 -0.272
-0.347 -0.169 0.196 -0.278 -0.146 -0.007 -0.756 -0.512 -0.68 -0.161 -0.242 -0.144 0.31 0.413 0.148 0.208 -0.033 0.316 -0.267 -0.075 -0.113 0.124 -0.553 -0.265 -0.569 0.148 -0.325 -0.28 -0.284 -0.385 -0.24 0.674 -0.144 0.058 -0.113 0.268 -0.018 0.201 -0.152 1.323 -0.705 0.031 -0.14001681945039 0.633 -0.555 -0.355 -0.521 -0.33 -0.347 -0.178 0.371 -0.219 -0.402 -0.793 -0.072 0.153 -0.286 -0.235 -0.567
0.111 -0.006 0.177 -0.421 -0.43 0.026 -0.142 -0.112 -0.321 -0.087 -0.831 -0.308 -0.436 0.429 0.585 0.191 0.25 0.388 -0.201 0.305 -0.336 0.391 -0.057 0.433 -0.104 0.5 0.332 -0.597 -0.288 0.809 0.208 -0.208 -0.162 -0.202 -0.234 0.063 0.241 -0.044 -0.395 0.974 0.231 -0.209 -0.097 -0.18 -0.733 -0.139 -0.617 -0.073 -0.685 0.155 -0.077 -0.158 -0.312 0.324 0.175 -0.491 0.44 -0.226 -0.528
-0.318 -0.057 0.365 -0.093 0.021 0.322 0.172 -0.126 0.035 -0.151 -0.386 2.264 -0.211 1 -0.207 -0.169 0.056 -0.196 0.263 -0.322 -0.344 0.15 -0.137 0.196 0.016 0.134 -0.164 -0.489 -0.007 0.232 -0.215 -0.232 -0.247 -0.087 -0.028 -0.005 -0.175 -0.033 -0.056 -0.131 -0.347 -0.252 -0.199 0.185 -0.081 -0.1 0.031 -0.082 -0.093 -0.124 -0.264 -0.185 -0.02 -0.008 -0.059 -0.113 0.043 -0.115 -0.12
