"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104"
169.3 174.1 101.25 136.5 99.1 202.9 128.2 181.9 283.5 285.1 186 209.1 199.1 278.2 115.6 148.9 261.4 218.4 200.3 385.2 276 148.7 103.45 133.8 188 193.5 276.4 199.5 195.1 217.1 166.3 143.7 211.9 153.3 128.6 1621.2 1235.8 1606.7 241.8 147.2 138.8 88.85 219.2 187.8 154.4 213.1 238.7 178.2 78.4 185.5 245.4 99.9 140.5 144.3 117.9 161.1 152.3 134.9 179.55 178.3 132.1 295.2 195.7 234.6 138.2 213.2 79.8 164.3 374 166.8 347.5 374.4 366.1 168.65 115.55 189.5 274.4 284.8 257.6 122.1 176 181.2 211.5 113.6 220.7 174.3 135.4 636.7 906.7 1314.6 165.8 299.8 241.7 272.2 224.3 300.6 261.1 210.9 213 137.7 117 156.7 185.2 84.9
100.4 334.6 157.85 161.1 150.3 227.8 190.95 165.8 206.4 375.2 249 240 154.1 101.1 221 139.5 248.5 398.3 347.6 493.9 286.4 153.75 117.95 222 214.5 111.9 278.6 181.9 159.7 304.3 243.7 64.1 100.3 73.4 97.2 785.1 2057.4 550.7 78.3 86.7 138.7 43.7 131.2 73.4 88.6 147.8 67 218.2 79.1 67.8 78.1 53.7 203.2 266.2 148.9 170.7 208.7 117.6 227.15 197.3 149.4 286.4 212.5 218.4 145.7 94 138 158.3 456.1 280.4 367.3 381.6 257 126 120.1 224.5 280.3 126.1 233 107.5 151.8 359.8 294 94.9 63 153.8 71.9 1023.9 1372.9 799.2 114.9 224.7 183.5 192.5 64.5 141.1 119.6 208.2 77.1 86.1 124.5 59.8 68.4 51.9
88.1 208.7 138.1 101.3 57.5 129.1 119.95 135 174.4 137.2 194 103 134.5 114.5 170.9 85.5 284.1 141.2 141.4 291.2 333.1 131.1 69.7 88.2 143 34.4 117.5 123.7 105.4 275.7 91.2 116.4 135.9 104.1 73.3 1088.1 1500.1 1488 124.8 74 159.3 66.6 118.1 118.3 61.8 97.3 158 253.9 76.4 173.5 138.1 65.6 191 130.4 124.9 116.8 62 68.2 143.75 140.6 145.1 143.9 129.9 103.1 84.7 82.8 78.6 120.3 508.1 88.9 204.1 237 306.3 114 79.25 97.3 190.5 56.2 106.1 57.8 72.9 253.8 126.2 92.3 98 98.8 42.8 818.8 1450.1 592.5 104.5 129.3 232.4 178.1 50.8 162.8 112.6 133.2 180.9 86.9 103.4 124 116.4 74.4
15.2 70 32.45 98.8 29 15.6 59.05 22.2 34 46.9 144 154.6 64.5 12.8 146 15.9 59.5 27.7 80.8 62.7 29.3 34.3 58.85 13.4 30.4 13.6 2.9 34.3 130.1 62.3 130 57.3 7.8 14.9 37.3 45.6 2697.7 99.2 30.4 19.1 30.1 18.75 123.7 10.4 50 190.2 38.5 76.3 60.4 38.6 16.4 21.2 44.3 50.8 34.1 28.4 27.6 17.8 87.4 13.7 28.5 66.3 56.8 67.2 73.5 10.6 90.8 48.4 32.2 26.8 25.3 51.7 37.6 27.85 27.75 15 130.7 15.4 11.9 21.9 76 52.9 80.5 115.9 7.1 85.6 22.4 251.7 128.5 250.3 116.1 15.8 23.3 16.3 77.9 35 69.9 156.1 31.7 15.4 89.9 40.9 22.2 28.9
162.5 191.8 157.05 112.7 113.3 172.7 139 158.8 215.7 247.8 163.7 246.4 203.5 190.7 145.4 120.6 69.8 296.1 133.7 297.5 198.2 109.25 149.15 235.2 210.4 127.2 182.1 135.3 169.4 211.4 117.4 121.7 121.7 126.7 120.9 918.7 1497 1450.8 156.8 92.3 124.1 74.85 192 114 100 131 193 170.8 88.7 137.4 157 72.3 155.1 181.1 132.4 138.2 169.2 151 198.15 189.2 144.4 241.5 131.7 309.3 115 185.4 133.6 174.5 259.3 75.3 121.8 304.7 180 88.3 144.35 231.2 301.5 166.4 189.5 137.6 183.1 207.5 153.3 141.2 108.3 124.1 116.7 1026.7 1243.9 1314.3 124.8 190.9 158.5 199.3 201.2 221.9 131.9 136.9 160.2 105.6 139.2 121.9 129.2 69.6
178.3 309.8 106 109.6 240.6 147.9 152 177.7 117.3 139.2 159 176.2 157.7 100.7 182.8 86.2 35.3 36 272.2 292.2 199.8 129.8 132 169.3 182.3 97.8 350.2 233.5 106.9 206.3 146.7 116.8 143.3 208.9 187.5 1457.9 1130.4 787.8 248.1 67.3 148.1 55.35 227.2 132.2 122.5 135.1 135.2 171 49 196.1 183.4 100.3 134.1 253.7 107.6 166.5 222.4 94 175.5 162.1 127.2 118.5 181.5 229.1 135 115.4 136.5 119.3 256.8 37.4 293.8 101 258.5 146.65 140.25 127.2 245.8 92.8 361.5 161 84.1 245.1 150.6 102.1 146 108.3 110.9 724.2 1076.4 1862.4 164 166 177.9 166 180.8 253.6 118.9 102.4 189.1 184.8 88.3 135.2 154.1 85.3
109 150 148.1 101.5 114.5 80.6 128.6 117.4 142.8 190.7 239 194.1 135.5 77.9 181.7 81.7 189.1 323 164.8 198.5 182.7 120.95 113.65 192.4 87 76.5 140.6 170.6 253.6 145.1 119.6 118.6 152.4 89 123.6 757.5 1976.6 1022.2 141.7 65.9 203.4 63.05 236.9 87.5 110.1 141.4 67.7 176.4 90.4 166.4 226.8 67.9 203.7 198.5 136.4 94.6 121.9 83.2 181.75 137.3 145.9 157 185.6 199.7 91.8 78.4 159.9 116.9 354.1 102 170.5 138.8 146.6 99.15 94.2 154.7 147.3 55.2 153.3 98.4 172.5 147.4 148.5 159.3 109.5 129.3 78 937.8 1386 871 135.4 87.8 178.2 192 149.7 164.3 170.7 178.5 67.9 94.9 139.5 150.6 162.3 86.1
137.9 206.3 201.6 143.5 149.2 189.9 149.9 236.3 194.3 125.1 202.7 253.3 242.3 130.5 189.2 157.2 283 186.2 241.8 384.1 293.1 179.4 108.5 194.2 282.5 189.8 248.2 258.2 202.5 320.1 151.3 157.4 174.1 123.5 122.5 1559.3 1648.3 836.7 218.8 121.8 220.4 191.95 243.3 182.5 184.3 262.4 74.2 385.5 145.4 152.3 262 136.2 255.1 191.7 138.1 195.8 133.9 114.7 194.6 191.7 160.5 119.5 135.7 251.1 168.7 164 170.3 210.1 330.5 85.7 285.8 367.6 273.4 201.75 120.95 201.3 338.5 261.8 220 138.1 102 365.7 206 109 115.8 158.9 93 1211 1118 1100.6 167.3 254.6 255.6 304.9 130.3 297.6 239.9 198.9 132.3 123.2 225.1 130.3 187.1 182.4
44.6 63.6 81.7 26.4 38.5 43.4 85.45 26.7 36.7 34.1 103.2 50.4 124 42.6 62.5 22.5 59.2 29.9 79.6 41.9 46.2 33.45 43.9 44.2 57.5 32.2 19.3 79.5 84.2 150.9 77 281.6 253.9 31.8 143.4 2039.9 1190.4 1031.2 50 13.8 33.3 15.35 128.6 67.2 36.7 109.6 43.3 46.5 59.9 45.5 36.1 8.3 37.1 53.4 95.7 26.3 94.1 30.7 83 47.3 50.5 29.6 55.3 38.6 94.2 47.6 19.4 73.9 55.8 25.9 28.3 32.4 21.2 52.3 30.65 41.6 38 33 24.9 25.5 61.9 145.7 76.3 73.9 118.3 104.4 29.8 911 659.6 198.4 34.5 14.2 31 29.8 96.8 74.6 30 53.4 31.3 20.5 93.4 64.5 35.6 13.9
65.5 152.4 75 53.5 86.7 81.7 84.15 142 134 151.7 85 177.5 119 140.3 74.1 73.8 103.2 166.4 137.4 181.8 186.3 100.7 114.6 45.8 106.2 115.5 147.1 89.2 93.8 122.2 82.3 156.9 103.7 68.9 94.5 812.6 1526.4 1887.7 149 115.3 82.1 75.2 120.5 83.1 108.9 138.7 182.1 129.4 105.5 179.2 236.7 42.6 61.7 115.5 69.8 54.2 126.6 94.2 151.85 149.2 93.8 171.3 102.6 181.5 69.3 102 65 104.6 107.6 84.4 137 182.3 181.6 120.7 149.15 50.1 141.8 132.1 165.5 69.9 111.6 137.9 102.7 44.7 75 43.3 23.3 274.8 257.9 1363.7 69.2 184.6 89 95.3 94.6 190.5 153.9 82.1 176.5 81.1 150.1 149.2 177.7 41.5
202.8 229.2 103.65 135.5 86.1 172.1 134.4 165 87.5 366.7 183.1 122.1 118.2 135.2 150.7 55.7 76.8 172 147.8 267.6 216.7 134.8 234.4 133.4 261.6 112.8 119.5 138.4 78.9 222.2 136.9 177.2 170.6 336.8 225 1087.9 993 1896.6 303.1 145.2 178.4 90.35 257.8 130.6 187.2 132.9 153.9 213.2 126.5 172.6 228.3 114.5 110.6 212.9 83.1 144.5 126.3 122.5 199.5 141.7 105.2 357.7 170.2 100.6 117.1 117.2 120.7 76.3 143.4 53.2 126.8 194.2 364.1 135.95 283.4 133.1 302.6 130.9 124.8 100 99.7 231.2 138.8 73.4 135 101.3 116.1 715.8 887.3 1452.1 152.9 213 218.9 174.6 205.6 206.3 302.1 108.9 153.8 145.9 119.8 191.6 184.5 124.8
110.2 204.3 85.5 127.4 106.7 68.2 89.85 124.2 73.5 208.7 112.7 255.5 146.4 250 122.4 54.6 165.1 316.2 140 196.7 93 132.1 119.25 243.9 127.6 121.9 407.2 168 93.6 264.5 121 100.3 157.5 158.5 127.1 1638 902.1 1779.4 211.2 84.2 113.9 117.3 204.3 188.8 100.5 135.9 183.1 189.6 60 192.6 231.5 66.7 141.8 192.9 72.9 158.4 177.5 59.4 139.85 121.9 59.9 355.1 129.9 273.9 87.5 206.9 137.9 54.1 254.5 240.7 166.3 189 108.8 118.4 123.2 239.7 207.4 196.5 382.3 126.2 83.3 333.4 109.3 71.1 144.2 92.3 66.7 625.1 837.3 1090.2 182.5 216.7 153.9 266.2 179.5 262.5 167.5 115.8 228.8 98.4 99.1 138.3 195.5 75.5
146.4 102.9 112.35 128.1 111.8 130.5 85.95 154 97.4 216.1 106 158.7 159.4 116.1 133 54.3 29.2 40.2 219.2 309.8 123.2 89.85 70.8 129.8 55.7 148.3 266.4 197.8 112.5 149.3 201.7 108.3 97.9 153 118.4 940 1735.7 1243.2 214.9 118 114.4 124.25 246.2 152.8 122.3 118 240.1 123.1 86.9 381.8 149.5 54 98.7 134.3 59.9 112 167.8 172.1 104.85 166.4 101.7 207.8 123.6 172.2 96.6 110.7 98.2 85.2 107.9 55.5 238.3 168.4 139.8 90.1 103.85 154 73.5 204.1 250.8 121.2 86.5 177.6 126.8 58.2 115.5 85.9 82.6 1107.2 852.2 1265.3 114.5 117.1 156.6 163.3 242.3 169.3 119.9 91.4 236.9 168.6 154.4 276.5 101.8 89.7
103.2 181.6 142.85 118.6 111.3 158.9 136.05 133.4 281.7 250.3 154.2 267.6 149 201.5 170.8 84 202.1 169.4 275.3 314.7 220.6 122.8 132.3 158.6 167.2 195.1 342.6 277.5 142.4 213.8 129.9 177.4 190 205.8 192.6 1322.7 1196.1 1918.8 140 155.7 158 147.05 191.8 160.4 207.6 159.1 189.7 220.4 72.2 174.7 244.1 68.1 148.7 138.2 114.8 119.4 122.2 112.8 158.65 138.6 159.8 237.3 96.9 286 79.8 187.3 107.8 125.1 252.7 146.7 313.7 293.7 197.6 123.8 103.2 155.6 239.1 303.5 308.1 266.4 134.5 198.5 144.8 91.9 125.2 141.5 67.3 813.9 1075.5 825.4 128.4 315.4 214.4 216.9 141.7 241 277.5 146.4 141.7 81.4 97.4 162.7 208.6 68.9
248.8 186.3 125.05 111.5 93.9 294.9 197.6 251 114.3 34.7 123.9 93.6 121.9 212.4 68.9 747.7 54.2 111.6 88.4 374.5 225.7 309.55 116.65 102.8 318 239.3 17.7 85.3 369.8 315.6 277.2 87.2 205.3 177.6 77 1428.7 1100.1 1376.5 172.3 101 77.9 68.05 165.2 98.1 73.6 124.4 191.5 64.2 41.4 96.4 237.9 53.4 65.9 184.5 181.8 170.1 122.5 430.1 300.8 242.2 117.7 22.3 131.5 100 111.5 148.5 50.7 903.6 107.8 60.1 98 408.5 309 266.85 131.85 127.1 363.4 262.4 27.7 108.8 267.6 295.1 194.2 38.5 194.3 40.5 69.2 637 659.4 1296.1 87.9 157.1 114 156.2 157.5 188.9 119.1 95.5 159.2 184.5 76.8 85.8 190.4 50.6
90.6 171.5 67.8 107.6 61.6 114 100.7 78.1 157.1 75.3 174.6 247.9 251.1 186.5 136.6 62.9 3.3 76.9 396.9 408.1 134.2 70.65 45.55 213.9 72.1 85.4 278 329.7 259.5 241.9 320.7 234.3 419.8 280.9 305.3 1411.1 474.2 2259.1 278.4 252.7 223.7 174.35 275.1 451.2 205.1 144.1 195.7 214.1 120.7 331.9 282.6 138.4 125.7 94.2 80.5 77.4 153.4 127.6 127.15 52.3 91.6 85.5 162.4 207.6 176.7 156.9 205.2 105.8 165.6 3.1 494.9 174.3 121.9 61.75 39.25 270.6 115.6 291.5 138.9 274.1 95.3 199.1 133 202 273.7 257.8 144.1 236 552.8 532.4 155.8 422 367.5 462.8 252.8 466.4 272.8 184.7 189.5 117.1 130.9 295.1 191.8 147.8
76.4 81.2 61.9 78.4 67.8 76.7 64.7 45.1 85 41.9 110.6 126.3 105.2 85.4 73 54.5 87.9 44.2 166.8 182 90 57.45 40.4 88.5 115.3 72.2 81.4 107.3 88 120.2 129.3 54.7 173 253.3 167 801.6 1569.1 731.5 158.3 75 106.9 70.4 271.4 103.6 76.9 192.5 95.8 131.5 91.6 112.3 143.3 56.9 75.5 77.2 80.4 69.2 69.1 46.5 96.75 72.9 68 51.3 115.6 107.8 77.6 67.4 46.9 82 109.9 37.2 153.1 181.4 126.1 43.7 43.2 91.5 162.9 90.6 140.7 81.5 43.3 108.9 83.7 91.3 118.8 152.9 92.9 891 1249.2 1589.6 129.4 141 255.4 218.7 341.1 234.3 50.9 142 88.8 101.7 137.9 73.3 91.1 51.6
128.6 12.7 31.05 24.1 12.6 19.9 22.85 15.1 13.5 81.9 37.3 35.7 26 11.6 40.2 10.8 17.8 23.2 18 39 15.7 16.8 20.55 20 15.6 13.5 9.7 17.4 28.6 31.5 10.8 104.4 166.7 129 296.1 1086.6 334.1 2336.6 112.6 2.4 236.1 6.2 208.8 47.1 212.6 118.6 144.5 15.1 29.7 177.2 294.8 60.7 10.2 17.9 15.7 17 9.1 13.7 26.75 1.1 12.2 73.2 19.2 42.8 16.1 0.7 34 12 28.2 8.1 10.9 26.5 14.6 19.65 15.25 12.4 29.8 15.2 19.6 18.7 16.5 19.4 22.6 16.8 115 49.1 50.3 428.1 454.7 271.9 153.5 6.6 230.7 23.6 224.7 115.6 393.1 63.2 78.5 60.8 27.4 303.7 272.9 82.6
80.1 248.8 267.2 100.7 165.3 100.9 244.15 109.6 94.9 78.5 326.3 131.3 186.7 59.2 196.3 131.7 103 99.5 196.8 449.9 227.2 250.8 167.35 183.5 202.4 70.9 29 181.6 177.8 246.9 212.8 48.2 40.9 21.4 89.8 309.5 1911.9 543.5 49.8 48.7 137.2 40.35 69.8 75.2 56.5 95.1 50.3 145.5 261.4 44.4 63.6 63.6 163.9 304.1 279.7 117.8 179.6 92.5 382.5 135 186.9 38.5 263.8 164.7 143.4 63 89 203.4 178.1 46.4 88 215.7 186.7 180.55 131.3 215.9 218.5 118.1 35.9 119.3 151.3 321 282.6 174.3 36 305 94.8 1212.8 1522.1 622.3 106.7 29.4 157.3 110.6 35.1 103.1 53.3 163.4 69.3 74.9 276.2 69.6 78.7 86.1
26.1 14 109.8 14.4 13.9 17.2 10.8 23.3 12.5 19.7 11.5 14.4 19.7 8 22.5 9.4 15.8 15.7 16.6 16.6 14.1 11.2 18.8 131.7 5.9 14.1 10.3 10.8 17 21.8 13.9 121.2 35.1 93.2 82.2 697.8 1207.7 252.2 75.4 10.6 51 5.9 381.4 10.2 73.7 34 86.8 9.7 14.8 112.3 78.9 16.8 12.5 13.6 82.3 15.6 7.5 13.7 14.7 16.1 14.8 16.7 12 16.8 15 11.6 14.1 11.4 17.1 14.7 14.4 15 20 12.4 14.05 127.1 13.2 14.1 14.8 15.8 27.1 25.1 14.8 9.1 38.9 12.8 126.8 456.3 1149.4 1977.7 16.6 14 150.7 28.1 340.4 32.1 23.3 25.5 43.1 88.8 75.3 29 39 12.3
31.9 406.1 134 142.3 176.5 143.4 173.7 169.7 155.5 307.9 211.8 364.8 188.3 245.1 235.6 93.4 52.8 213.1 276.3 514.6 202.2 241.5 206.6 293.1 293 169.8 262 198 123 140.8 258.9 99 104.6 54.6 68.5 1099.5 1519.7 1494.2 99.3 40.2 246.4 32 145 43.7 132.6 139.3 93.2 335.8 60.6 125.1 120.5 48.3 179.5 296 172.3 157.8 240 107.7 283.4 190.2 109.4 358.7 329.2 353.3 111.4 213.4 168 111.9 121.9 113.4 322 228.9 217.8 198.9 206.35 243.7 453 272.5 251.5 104.5 90.8 147.7 231.5 197.1 83.4 110.4 60.2 880.2 1282.9 732.6 101.7 12.3 146.9 85.2 83.4 62 228.7 253.2 79.3 33.4 116.9 136.8 101.9 92.2
48.2 651.8 244.4 111.2 392.7 42.7 256.4 14.7 217.2 35.1 361.5 47.2 122.4 12.8 75.8 138.1 241.9 627.4 140.4 220.2 236 270.8 501.85 77.5 178.8 325.8 22.3 421.3 213.7 248.3 401.8 8.4 11.6 15.3 25.7 55.1 1945.2 123.6 10.1 25.6 61.6 21.85 70.1 8.7 21.2 100.5 8.3 183.4 171.9 10.6 17.7 7.5 85.4 811.9 735.4 60.1 470.2 40.8 434.35 39.8 341.5 26.3 841.6 33.7 129.7 14.4 13.1 73.4 277.3 152.9 26.5 186.3 83.6 207.45 108.05 62.1 140.6 425.9 57.1 121.7 130.6 374.6 724 71.4 12 246.5 56.3 577.9 369.2 196.4 28 6 44.8 36 23.9 18.8 20 54.8 8.5 35.6 107 10.6 9.9 16.1
128.9 69.7 50.2 121.1 48.6 63.7 55.85 82.9 81.4 57.4 61.7 107 136.1 64.4 51.7 43.2 99.3 39.2 80.7 129.4 102 76.65 47.05 66.2 66.6 69.8 81.1 80.2 58.9 97.5 63.5 267.4 150.2 394.8 131.8 1095.7 661.1 2270 155.3 77.7 77.8 90.55 304.5 133.2 143.5 82.4 117.7 43.4 40.8 292.2 281.4 311.6 35.9 86.6 48 219.2 63.1 79.2 56.7 89.9 50.6 63 92 124.4 60.3 63 45.9 53.4 91.5 85.9 38.8 123.4 132.2 64.25 79.2 74.7 82.6 86.2 125.4 36.7 40.4 103.7 69 54.4 127.1 130.4 51.5 634.1 516.9 732.7 114.9 215.6 114.7 170.3 295 225.9 221.6 48.2 129 142 52.6 166.8 236 228.3
96.5 183.1 98.15 93.6 90.2 116.1 112.05 133 145 108.8 121.1 131.3 162.9 325.8 103 86 91.9 206 140 293.6 250.7 139.9 118.85 133.4 171 44 126.1 132.8 134.8 194.6 116.6 119.8 99.8 164 182 1400.6 1271.4 1277.8 144.2 51.3 172.2 47.2 310.2 113 137.6 146.4 302.3 132.6 45.3 282.6 174.5 111.9 133.6 155.6 88.7 140.4 144 115 125.1 151.7 90.9 93.2 106.4 136 70.8 294.6 64.4 118.7 277.3 47 152.3 226.1 209.9 152.65 134.75 127.3 217.6 107.6 92.2 133.2 74.4 172.3 129.3 41.5 80.2 84.8 74 925.8 1247.7 1157.8 97.4 100.1 293.1 125.9 257.3 165.7 184.6 128.3 265.3 98.6 74.8 214 137.8 125
97.6 119.1 94.8 70.3 73 161.6 90.05 68.4 149 55.4 98.6 108.3 155.5 124.9 102 94 40.3 97.3 113.6 271 195.7 114.15 94.7 82.2 184.2 96.9 67.5 93.8 89 202.2 156 97.7 104.3 136.9 159.2 1015.7 1012.1 852.4 186.8 70.6 63.6 41.8 185.4 71.6 108.1 86.3 112.1 97.6 57.8 136.8 150.9 70.4 83.5 116.4 76.6 99.3 109.7 126.4 125.85 86.1 84 56.6 178.6 108.2 83.2 110.1 70.9 153.6 126.3 19.7 107.1 206.8 266.9 94.3 81.2 97.3 277.1 130 76.9 78.3 69.9 205.9 140.7 53.1 98.1 96.5 150 795.4 957.9 2063.4 120.8 109.3 149.3 98.5 179.6 166.9 113.4 104.9 90.9 109.1 77 90.4 120.9 64.4
105.7 145.1 107.2 118.2 105.7 145.9 98.55 94.5 189.5 95.4 149 193 202.3 129 169 66.5 173.7 122.8 215.2 430.2 210.9 127.25 151.1 148.6 183.4 175.8 166.7 112.2 122.1 228.5 176.1 291.7 136.1 196.4 266 1463.4 1156.8 1579.3 145 189.1 187.4 74.25 229.8 122.4 184.5 227.7 161.8 337.2 128.4 223.8 253.1 231.4 201.8 114.9 109.1 162.2 135.9 101.4 118.4 134.1 104.8 94.6 143.7 203.5 132.6 135.3 112.2 108.4 199.9 91.6 156.9 292.7 228.6 117.55 135.8 188 251.5 262.8 144.3 76.2 101.1 217.2 192.8 137 138.5 177.2 130.5 998.9 1151.3 1020.1 163.3 216 347.2 175.6 229.1 197.6 336.4 215.1 146.5 123.4 155.1 159.7 195.6 169
8.8 23.9 173.5 2.2 1.7 76.1 161.9 1.7 7.3 3 67.5 0.6 104.7 4 37.1 12.3 2.1 8.7 41.7 2.4 18.9 7.2 2.1 1.3 52.3 3.5 0.3 64.5 63.1 23.5 24.3 3.1 4.2 0.6 0.9 46.8 2485 10.5 5.9 4 322.1 2.3 87.4 4.8 15.1 185.3 5.4 6.1 45.7 10.6 7.7 3.2 0.4 37.8 139.1 0.7 28.5 7.2 43.35 5.4 30.6 6.2 44.6 2 72.8 0.9 0.9 52.4 0.7 2.1 0.7 1.8 2.9 8.45 8.2 4.4 88.4 10.7 1.3 17.1 22 38.3 36.8 285.7 1.3 415.6 40.2 732.9 360.3 109.8 7.7 1.4 325.3 0.6 7.3 8.3 1 252.4 2.4 1.2 37.5 7.1 4.6 20.2
158.1 208.7 67.35 53.6 162.9 93.9 102.6 107.5 121.7 131.7 101.2 198.7 176.1 266.6 114.9 79.9 173.2 159.1 127.1 259.8 112.1 108.15 103.95 263.8 167.9 142.4 451.2 171.2 225.4 75.4 127.4 86.6 193.1 168.9 134.3 1548.1 503.7 1745 142.7 144.2 157.2 67.3 234.9 149.9 169 122.5 144.6 175.3 63.3 102.6 173.6 61.3 143.1 126.7 76.7 113.7 325.6 90.5 150.7 117 92.6 131.8 98.9 264.8 109.6 237.8 106.9 115.4 225.8 157.3 110.4 197.6 124 106.3 114.85 267.5 270.6 245.5 420.6 162.6 121.7 70 130.9 83.7 145.9 90.7 147.6 947.2 501.9 1373 113.1 168.7 202.6 200.7 263.9 279.5 179.7 127.5 153.7 142.5 134.2 82.9 146.3 67.2
113.4 186.3 95.6 110.7 76.2 118.6 96.4 134 152.4 128.3 124.1 82 157.8 99.7 228.7 68.4 33.6 45.4 224.4 214.8 177.9 108.8 66.6 127.1 181.8 44.5 45.4 60.5 130 101.4 79.2 153.6 224.9 161.1 264.9 997.5 994.1 1990.5 212.2 174.6 248.9 230.15 195.5 196.9 126.4 198.6 211.2 161.5 48.5 186 295.4 100.6 267 113.6 97.4 77.3 140.1 77.8 151.7 163.4 93.7 150.4 126 152.6 129.1 102.7 102.3 100.5 187.8 20.8 198.1 153.4 257.1 118.05 62.3 115.9 153.2 60.1 59.5 59.5 78 164.8 86.6 115.9 164.4 159.3 98.2 1135.3 944.6 819.9 148.1 284.8 211.9 215.3 136.9 297.4 182.6 116.8 173.4 111 78.4 116.7 231.9 123.1
155.1 73 97.8 80.5 50.9 64.6 67.05 77.7 65.1 52.6 126.7 106.5 100.6 48.4 97.9 44.6 111.1 128 111 191.1 92.9 43.75 63.05 46.4 69 69.3 107.4 87.8 51.1 117.4 53.9 137.6 199.7 165.3 180.5 1457.9 1119.8 910.6 118.7 182.5 92.9 107.25 225.1 147.9 150.8 108.4 116.3 184 95.8 279.7 167.1 85.6 106.2 90.1 62.7 83.4 63.4 38.3 80.15 73.3 64.6 65.5 93 108.7 68 43.6 65.1 72.3 135.7 127.6 119.8 159.4 112 56.05 80.95 64.5 102.5 113.3 126.8 83 36.7 117.5 76.1 53.1 167.5 102.1 118.6 686.4 1063.9 1659.9 93.5 290.8 215.2 214.4 199.4 222.8 174.4 113.2 83.5 151.9 146.7 180.6 171.1 85
104.7 209.9 154.65 124.5 111.3 105.6 132.25 119.1 126.4 87 139.8 116.8 144.2 115.4 118.9 93.6 62.2 117.1 129.7 281.5 273.2 120.7 106.4 191.2 200.2 96.8 62.7 170.4 129.5 155.9 175.3 88.6 100.1 154.2 233.6 1516.6 1139.2 998.4 147.1 134.5 150.4 57.7 212.8 76.2 97.3 146.8 120.8 160.7 114.4 122.8 207.2 108.1 80.9 164.6 127 155.8 161.8 72.4 193.4 133.4 102.5 55.3 183.9 120.3 116.7 78.4 70.6 146.2 108.1 54 129.3 233.3 307.5 117.85 98 218.1 286.4 126.8 77.1 391 80.9 164.1 227.6 102.8 79.9 151.7 108.7 769 1259.5 1464 134.7 114.7 212.9 136.5 164 160 135.6 146.5 94.1 102.7 132.4 87.3 175.3 84.2
73.4 87.2 59.9 61 92.2 70.3 84.05 133.2 107.8 204.4 89.5 177.9 127.8 70.4 139.1 41.3 185.7 158.6 160.8 231.5 180 94.05 67.75 108.2 89.1 58.5 223 72.9 81.2 129.8 86.6 115.8 132.7 146 83.9 724.6 970.5 2359.8 90.9 89.9 79 82.8 132.2 220.5 153.4 114.7 126.1 158.8 41.4 159.6 195 39.2 136.9 88.9 57 108.6 92.3 92.8 112.6 142.4 73.7 293.4 70.4 210.4 58 72.2 136.9 53.7 242.1 137 164.4 183.4 185.8 84.55 88.35 151.9 148.9 74.2 270.5 52.9 78.9 122.2 71.7 36.6 122.7 66.2 46.7 534.6 625.8 706 75.4 127.9 91.1 128.5 124.5 371.4 196.3 71.5 152.6 71.8 54 134.7 151.2 56.5
166.2 113 98.7 151.1 52.7 142.2 113.75 145.4 113.1 58.7 152.5 147.9 208.1 198.3 139.8 125 97 173.6 158.4 283.3 225.7 86.65 77.25 63.1 127.9 35.7 186.6 172.6 99.5 272.3 197.3 177.5 265.1 193.2 180.5 1747.3 1164.4 776.7 156.7 90.4 158.2 71.7 273.5 90.4 85 138 206.5 118.7 131.6 379.2 167.8 101.8 95.3 100.7 82.6 204.4 99.8 86.8 165.2 187.1 112.7 57.1 214 151.2 158.4 213 93 180.5 282 179.1 221.1 213.6 269.2 52.75 99.1 94.5 207.3 100.7 200 117.3 88.3 354.6 169.7 120.9 208.4 144.4 88.9 849.9 1077.1 1435.4 125.2 202.8 276 272.5 237.3 158.5 156.2 131.7 242.6 223.2 168.7 232.5 141.3 79.1
167.8 116.2 76.9 91.2 55.8 193.8 106.9 213 246.8 101 76.8 69.2 153.7 180.1 52.8 167.9 14 74.5 30.8 199 356 90.45 83.7 94.3 220.2 113.1 55.9 84 124.4 165.8 176.5 124.2 191.1 215.7 125.8 1769 685 1560.1 306.8 95.9 121.5 91.25 253.5 77.4 107.3 160.4 142.4 215.7 24.2 178.9 219.2 95.1 110.7 85.7 54.3 130 77.9 110.7 173.1 212.7 144.9 118.3 148.9 74.6 146.1 194.8 41.2 209.4 54.3 8.2 22.6 151.6 338.5 78.9 79.65 114.9 271.1 191.4 49.8 140.4 149 154.1 170 26.4 158.6 65.6 84.4 556.3 1154.6 876.2 220.2 272.9 368.9 190.4 208.4 144.2 135.7 101.4 137.5 138.5 29.7 168.1 170.5 94.7
