"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47"
-2.709 -3.784 -3.167 -1.713 -3.565 -2.974 -0.059 -3.017 -3.077 -6.959 -3.513 -2.637 -0.905 -1.639 -1.848 -3.49481768923711 -1.661 -4.379 -2.36371083693111 -2.069 -6.64 -1.9685685098004 -0.276 -3.268 -1.84 -2.227 -1.295 -2.257 -1.705 -1.199 -2.622 -1.389 -2.136 -2.259 -2.41120584474338 -2.56 -1.943 -1.375 -3.95 -2.156 -2.98306847523867 -2.90501410730083 -2.813 -3.715 -2.413 -3.082 -3.3664344101933
0.12 1.802 -2.444 -1.124 -1.163 1.033 -1.501 -0.69 -0.491 1.794 0.21 -2.243 -0.457 2.578 -1.675 0.25 -1.749 0.216 -0.12 -0.976 0.096 -0.765 1.064 -0.337 0.674 0.917 -0.987 -0.37 -0.33 1.938 0.874 0.473 1.839 1.291 -0.597 -0.989 -1.897 -1.299 -1.48 -0.312988730927062 0.155 -2.361 -1.325 0.351 0.098 1.1 -3.019
2.205 1.369 -0.262 0.375 2.042 0.837 2.819 0.135 -0.573 2.879 -0.401 1.221 1.668 0.446 0.783 0.748 0.078 -0.349 0.169 2.543 2.775 -1.443 -1.16 1.498 0.649 0.288 1.218 2.996 1.512 2.282 1.86 0.546 1.256 1.126 0.141 2.647 3.533 0.737 2.974 1.703 0.039 0.289 1.301 1.566 2.145 4.088 -1.217
-0.926 -1.743 -0.954 -0.271 -1.85 -1.772 -1.402 -1.496 -3.741 -2.27 -0.386 -2.734 -1.21 -0.566 -1.162 -3.636 -4.204 -2.337 -1.939 -3.379 -2.969 0.223 0.09 -2.47 -0.63 -0.71 -1.811 -0.714 -3.424 0.522 -1.306 0.369 -0.267 -3.414 0.292 -2.514 -1.003 -2.615 0.267 -2.052 -3.09746777944497 -2.262604025766 -2.984 -1.993 -1.001 -2.723 -3.94571488599641
-0.925 -1.071 0.622 -0.551 0.056 -0.374716465595595 0.659 0.445 0.349 -0.979 0.319 -0.34 1.136 -0.485 1.569 -1.91 0.267622477027578 -1.335 -0.414 0.056 0.04 0.921 1.278 1.374 -2.393 0.854 2.02 -1.159 1.559 -1.385 -1.689 2.836 -0.213 -2.616 -0.615 1.298 1.99 -0.326 0.865 0.52 -0.29318870340995 2.568 0.333 -2.311 1.75 0.12 -0.93257870765141
0.377 2.965 1.166 2.465 1.377 1.253 1.126 -0.801 -1.237 1.017 1.991 0.0913717801473778 0.188 -0.28 -0.809 1.544 0.62 4.931 1.47 0.253 1.248 0.0356739839048928 -0.188 -1.868 1.707 1.189 2.145 0.942 1.636 -0.424 1.143 1.196 -0.219 3.281 1.808 0.842 0.164 0.058 -0.51 2.028 0.126766206647133 0.0517413677584632 2.764 2.442 0.193 -0.266 -0.0955563702495923
4.575 4.415 1.889 3.717 4.301 3.095 4.972 1.784 3.646 3.348 3.26715887858364 4.25 2.812 2.516 2.225 3.229 4.857 0.671 2.991 3.815 4.738 1.93263976597621 1.903 3.068 4.544 2.35 2.626 4.702 5.601 5.957 4.413 2.917 4.345 3.01889034007189 2.957 4.569 5.688 0.81 4.209 4.161 3.29311289391248 2.59602319978611 4.038 2.99 4.378 6.345 1.867
-0.66 0.163 -0.617 -0.558 0.381 0.123 -0.795630359948147 -1.062 -0.921 -0.337 -0.139297084228987 -0.224 -0.697 -0.295 -0.854 -1.377 -0.676 1.201 -0.318 -0.662 -0.501 -0.069 -0.313 -0.76 -0.398 -0.621 0.392 -0.694 -0.714 -0.189 -0.804 -0.814 -0.138 -0.85 -0.798 -0.536 0.052 -0.05 -0.352 -0.289 -2.01578535106049 -3.50530728121849 -0.175 -0.698 -1.026 -0.414 -8.046
2.328 1.808 1.191 2.131 -0.193 1.459 2.215 1.412 0.523 3.716 -0.725 1.131 2.623 2.767 0.274 3.077 -0.508 1.139 3.388 2.064 3.129 0.612 2.211 0.996 1.775 2.759 1.266 2.663 3.534 2.043 2.355 1.351 3.08 1.635 1.805 3.881 2.474 -0.498 1.658 1.212 1.49 -0.219 -0.971 2.999 2.648 4.551 0.637
1.019 -2.122 -1.646 -1.992 -1.515 0.37 -3.353 -2.858 1.165 -2.51 -0.707 -0.564 0.213 -2.926 -3.085 -2.492 -0.105 -1.951 -3.377 0.05 -2.203 -2.136 -3.082 -3.043 -1.913 0.411 -2.588 -1.696 -3.323 -2.328 -0.37 -2.331 -2.675 -1.84 -1.53764962858703 -2.278 -1.417 -2.912 -2.51 -1.625 -2.90276500603257 -2.88424541397442 1.154 -2.404 -2.804 -2.771 -2.57122685759145
-0.584 -1.16 -0.949 -0.68 -1.067 -1.164 -0.272 -1.776 -1.013 -1.241 -0.59 -0.468 -1.003 -1.949 -1.189 -1.668 -0.863 -0.713 -0.368 -0.598 -1.096 -1.485 -2.021 -1.40980663430729 -1.403 -1.23 -1.28 -0.919 -1.04003221905227 -1.103 -1.528 -1.41 -2.25 -0.574 -0.123 -1.587 -0.458 -0.421 -1.384 -0.862476984415369 -4.539 -2.80482385686698 -0.841 -1.396 -1.296 -1.199 -8.442
-2.442 -1.17 -1.479 -1.288 -2.235 -1.763 -1.543 -2.237 -0.702 -1.159 -1.763 -0.958 -1.923 -1.17060107646477 0.643 -1.712 -0.539 -0.935 -0.78 -1.498 -2.183 -0.815 -0.645 -0.926 -1.483 -1.007 -2.751 -2.184 -0.963 -1.002 -2.048 -2.081 -1.914 -1.067 -1.252 -1.577 -2.479 -2.851 -2.66 -2.118 -3.93534370186095 -8.324 -0.46 -1.597 -1.756 -1.447 -3.564
0.583 0.948 -1.874 -1.154 -0.957 -1.068 -0.287 1.064 0.081 2.356 -0.176 -0.365 -0.947 -1.837 -0.328 1.733 -0.966 0.357 0.296 0.636 1.621 -0.602 1.829 -0.573 -0.022 0.521 0.178 0.444 2.295 0.469 0.987 -0.637 -1.24 -1.029 -1.399 -0.331 -1.334 -1.54 -0.853 0.191 -0.308351315495627 -4.036 -0.853 1.565 0.122 2.87 -0.741302947174854
4.088 5.229 2.105 3.908 3.182 5.245 1.906 3.459 2.161 2.968 4.232 2.663 2.344 4.167 4.755 3.351 2.281 3.883 2.157 3.524 3.481 2.078 2.681 3.183 5.404 4.882 3.047 4.111 2.362 5.416 5.207 5.768 2.624 6.851 5.628 5.491 3.005 3.651 2.107 2.657 5.284 3.734 4.819 4.573 5.415 2.166 2.957
-1.248 -2.29 -0.389 -1.522 -3.985 -2.67 0.099 -0.441 -0.66 -1.087 -3.737 1.022 -1.882 -1.281 -0.972 -0.169 -1.339 -2.2 -3.962 -1.81 -2.652 -0.345 -0.139 0.148 -1.815 -1.907 -2.816 -1.984 -1.617 -2.751 -2.459 -2.361 -0.934 -2.345 -2.568 -0.875 -1.021 -0.769 -0.224 -5.079 -3.615 -1.982 -1.758 -2.602 -2.781 -0.759 0.457
-1.417 -1.685 -2.241 -2.412 -1.525 -2.298 -1.277 -0.843 -0.678 -0.24 -0.66 0.075 -1.003 -3.85 -0.485 -1.994 -0.128 -2.446 -0.342 -1.103 -0.084 -0.193 -0.548 -0.511 -5.567 -1.651 0.717 -0.629 0.579 -3.506 -2.222 -2.472 -2.596 -3.344 -3.494 -0.522 -2.141 -0.513 -0.952 -1.665 -0.138 0.125 -0.075 -0.26 -1.433 -0.684 -0.81
-1.043 -0.028 -3.354 -2.348 -2.145 -2.505 -2.022 -2.579 -1.377 2.643 -1.146 -2.152 -1.674 -2.158 -3.735 -1.272 -3.075 -2.535 -1.424 -0.963 0.224 -2.428 -1.77 -2.583 -4.245 -2.569 -0.096 -0.932 -0.336 -3.984 -1.422 -2.257 -1.375 -3.178 -2.869 -1.28 -1.511 -2.69 -3.124 -1.795 -3.969 -3.13538886874009 -1.531 -1.072 -1.288 -0.046 -3.019
0.947 2.68 -1.011 -1.142 0.962 0.842 -0.295 -0.124 -0.551 2.625 1.758 -1.275 -1.131 -0.00194880664617936 0.562 3.074 -0.729 2.147 1.432 -0.25 0.835 -1.039 -0.176 -0.966 -1.327 -0.069 0.221 0.989 -0.444 -0.138 1.548 -0.047 0.091 0.363 -0.592 1.24 -1.47 0.535 -1.045 0.528 -0.352 -2.568 -2.114 2.574 0.33 1.61 0.835
1.513 2.509 1.895 2.831 2.248 2.939 1.576 0.976 3.267 -0.273 0.826 -0.212 1.284 1.25 1.992 0.667810379418841 3.27 0.843 1.754 0.623 0.852 1.383 1.626 0.459 1.666 1.565 2.317 0.741 -1.613 2.531 2.171 2.275 1.394 2.408 2.428 1.114 -0.005 2.52 -0.18 2.428 -0.397 -1.6 3.258 0.941 1.826 -0.746 -1.835
0.903 0.523 0.893 0.498 1.526 1.05 1.71574347906435 4.685 0.588 2.38 2.075 0.884 1.724 0.215 1.685 3.18 0.826925936631893 0.811 0.991 3.614 5.194 0.759059905549981 2.988 4.606 0.902851420739591 1.5199331006241 3.074 3.637 1.87557385126846 1.42581560604462 1.515 0.448 2.579 1.61797167764247 0.292 1.485 0.383 3.573 3.226 2.12 0.780711862882354 0.317 0.128 1.873 2.84 2.678 1.07201705046515
3.5 2.599 2.541 2.791 3.415 3.724 2.828 1.302 1.79486070877242 -1.768 2.7598505847289 4.235 2.817 3.403 2.145 1.91942815725252 -0.64 2.61713634881927 -0.017 2.62124806043941 1.901 3.092 2.827 4.846 3.305 3.614 2.783 3.979 0.442 4.325 2.612 3.277 2.385 2.454 3.874 3.052 2.721 0.03 2.613 4.037 2.598 2.698 3.71 2.65860284426125 3.166 2.077 2.768
-1.304 -1.273 -0.935 -1.602 -0.968 -1.049 -0.779 -1.805 -0.445147937176045 -0.712 -0.865385875089512 0.673 -0.88 -0.356 -1.297 -0.607 -0.105 -0.821 -0.663022009613143 -1.569 -1.533 -1.046 -0.006 -0.973 0.219 -0.244 -1.658 -0.539 0.479 -0.302 -0.648 -1.139 -0.061 -0.666350626713688 -0.859 -0.837 -0.625 -1.564 -1.237 -0.866 -2.55209242908385 -3.33904564325445 -0.592 -1.705 -1.434 -0.186 -8.172
0.053 1.175 -1.924 -1.188 -0.651 -1.69 -1.336 1.594 2.442 1.992 -1.637 0.667 -1.268 0.15 0.05 -0.621 0.869 -1.606 -0.438 -0.037 0.052 -1.517 0.185 -0.762 -0.554960152772454 -0.913 -0.523 0.14 0.217 -0.228 -0.276 -0.831 1.346 0.827 -1.125 0.251 0.392 -1.931 -1.239 -0.631 0.489 -4.612 0.248 -0.459 -0.899 2.592 -1.823
0.138 0.488 -0.794 -1.763 -1.903 -1.926 -1.851 -2.353 -0.156 1.22 -1.685 -1.402 0.426 -1.581 -2.372 0.973 -1.366 -1.628 -1.364 -1.265 -0.418 -1.517 0.95 -2.167 -2.128 -0.39 -0.127 0.761 2.03 -1.478 0.386 -1.592 -1.12 -0.675 -2.372 1.448 -2.05 -0.818 -1.92 -1.944 -3.161 -2.34463488691671 -0.614 -0.187 -1.444 1.771 -2.756
-0.888 -1.858 -1.879 -1.124 -3.708 -1.194 -2.781 0.508 0.383 -1.502 -2.826 -2.309 -1.271 -1.917 -0.384 -1.248 0.806 -2.336 -2.829 -0.463 -1.384 -2.1836178556516 0.668 -1.069 -0.592 -0.274 -1.401 -4.797 -2.762 -0.618 -1.917 0.793 -1.735 -1.944 0.279 -2.431 -2.967 1.29 0.287 -1.85781852914697 -2.49138687322532 -1.35738672137289 -1.375 -2.447 -0.582 -2.667 -1.61827659591752
1.495 1.086 -0.33 0.136 -0.046 0.45 1.863 4.305 1.654 -0.018 2.681 0.108 0.735 -0.173 0.71 -0.93 -0.174 0.603029172292613 0.718 2.311 3.625 -2.254 0.304 3.627 0.539 2.57 2.557 0.297 0.157 0.541 0.905 -0.118 -0.885 0.931143781979647 0.294 0.166 0.44 0.115 0.379 2.546 -0.346976365121234 -0.9 0.25 0.547 0.158 0.457 0.0351459956416008
-1.53 -1.357 -0.751 -0.89 -0.787 -0.964 -1.862 -0.723 -0.254 0.245 -2.405 -1.064 -0.629 -0.025 -1.072 -0.953 -0.284 -0.543 0.166 -1.463 -0.985 -0.67 0.368 -0.409 -0.087 -0.177 -2.463 -2.483 -0.04 -0.4 -1.08 -1.921 -0.112 -1.455 -0.448 -1.498 -1.502 -1.03 -1.466 -0.921 -3.1453818902654 -8.011 -0.615 -1.695 -1.617 -1.07702014437822 -1.611
-0.584 -0.126 -0.073 -0.068 -0.322 -0.777 0.333 -0.211 0.131 0.848 -1.491 -0.073 0.527 -0.448 -0.257 0.742 -0.327 -0.069 0.191 -0.754 -0.088 -2.072 -0.142 -0.942 -0.753 0.213 -0.176 -0.423 0.711 -0.218 -0.916 0.393 -0.082 -0.779 -0.077 0.717 0.698 -0.816 -0.1 -0.512 -1.95199612180743 -7.599 -0.464 0.204 -0.431 0.827 -2.2
-2.351 -1.521 -4.546 -0.311 -2.092 -2.809 -0.731 -5.5 -5.911 -1.184 -1.601 -3.001 -2.52053117477379 -1.466 -3.273 -1.61 -2.552 -4.149 -2.677 -2.766 -2.769 -0.793 -3.044 -3.405 -2.192 -2.149 -0.974 -2.596 -1.443 -2.674 -1.868 -0.512 -2.902 -2.298 -2.238 -3.108 -1.959 -3.48 -4.007 -1.875 -2.76973687879005 -3.212 -3.545 -0.674 -0.975 -3.39 0.476
-0.966 0.731 -1.102 -0.52 -0.474 -0.373 -1 -0.91 0.881 1.194 -0.703 -0.771 -0.312 0.831 -0.099 0.002 0.268 0.887 1.155 -0.917 0.063 0.423 0.534 -1.687 -0.026 0.425 -0.576 -1.417 -0.477 0.017 -0.221 -0.227 0.384 0.446 0.563 0.314 -0.216 -1.34 -0.812 -0.775 -0.035 -7.337 0.44 0.095 -0.881 0.55 -1.781
-1.206 -0.917 -1.46 -1.029 -1.771 -1.309 -0.75 -1.967 -2.005 0.15 -0.752 -1.367 -1.428 -2.7 -0.886 -0.627 -1.614 -1.034 -1.12672139850012 -1.615 -0.092 -0.948 -2.475 -0.392 -2.772 -2.651 -1.889 -2.263 -6.268 -1.091 -1.736 -1.737 -2.685 -1.21911317795051 -1.296 -2.483 -1.33189484233538 -1.275 -2.191 -0.92 -3.19974597815158 -6.514 -2.237 -0.934 -1.746 0.211 -3.24700716805092
-0.825 -3.363 -0.064 -0.462 -1.308 0.043 -2.499 -2.997 -3.263 -2.562 -2.566 -4.545 -2.214 -3.389 -3.607 -3.858 -2.731 -3.721 -1.482 -2.852 -2.217 -1.70275525331462 -0.635 -3.943 -3.063 -0.575 -0.629 -1.727 -1.193 -1.693 -3.19 -0.06 -2.574 -2.785 -0.241 -1.551 -3.02 -3.875 -3.3 -2.20376454874768 -2.50011197417463 -2.48078553524514 -2.074 -1.93547778047706 -0.797 1.141 -2.59729948678476
-0.331 0.024 -1.283 -0.906 -0.481 -0.782 -0.032 -1.109 -1.234 0.055 -0.127 -0.968 -0.607 -0.179 -1.185 -1.815 0.456 -1.127 -1.453 -0.265 -0.967 -2.048 -1.503 -0.97 -1.276 -0.509 -0.625 -1.718 -0.696 -0.991 -1.382 0.427 -0.637026540038177 0.029 -0.406 -0.079 -0.391249973554104 -0.886 -1.039 -0.612 -2.80381475243573 -7.599 0.056 -0.111 0.692 -1.689 -3.56920603543572
-0.895 0.684 -0.947 0.407 -0.536 -0.316 -0.89 -1.593 -0.985 0.212 -0.71 -1.287 -0.669 -0.318 -1.818 -0.991 -0.803 -0.307 0.14 -1.53 -0.818 -2.085 0.37 -2.809 0.065 -0.437 -0.604 -0.168 -0.168 0.002 -0.685 -1.352 -0.931 -0.33 -0.612 -0.939 -0.288 -1.335 -1.231 -1.345 -1.434 -7.869 -0.294 -0.299 -0.368 0.496 -2.46637153063289
2.695 0.181 1.59 3.009 -0.824 2.577 0.962 -1.246 1.997 1.19 -1.155 2.41 0.296 1.812 -0.071 0.763 -0.393 1.821 0.0713994806859846 -0.51 -0.919 0.429 0.794 -0.095 1.732 1.225 0.919 1.492 -1.412 3.08 1.571 2.05 1.181 0.739848829605274 2.019 0.459 -0.133 3.635 0.949 -1.031 0.656 0.424240582601133 0.797 1.568 2.404 -1.565 0.11
-2.857 -1.104 -3.24538409855071 -0.811 -3.551 -3.642 -0.15 -3.184 -2.359 -2.382 -2.233 -2.48596203834313 -2.653 -4.159 -3.647 -3.03 -1.607 -3.499 -2.766 -1.796 -2.82 -4.56 -6.043 -3.763 -3.033 -4.918 -2.676 -3.147 -0.247 -2.198 -1.906 -3.46970439271924 -4.754 -2.915 -5.251 -3.62 -2.154 -2.476 -2.572 -2.853 -4.40795614661056 -4.23105592161458 -2.219 -2.672 -3.436 -0.081 -4.54142972603884
1.981 3.159 1.773 2.1249867064873 -1.87 2.529 2.215 0.026 1.473 2.236 1.604 1.409 0.013 1.179 3.87 0.133 2.033 1.292 0.980314227877962 2.28 1.714 0.12938929869515 -0.855 1.633 3.405 0.191 1.792 1.389 2.298 3.742 4.24 1.71 1.272 4.426 2.717 3.871 0.683 3.465 2.246 1.516 1.52847667014026 1.316 1.91 1.369 1.909 2.644 1.09440969662912
-1.564 -1.052 1.429 0.37 0.864 0.521 0.824 -2.389 -1.16 -1.165 -0.0640840345267333 -1.102 -0.53 -1.159 -0.909 -1.289 0.113 -0.63 0.205 -0.33 -0.352 -1.07390604677262 -1.682 -1.174 -1.14420178071673 0.105 2.346 -0.519 2.342 -0.176 -0.497 1.651 -1.576 -0.407691380379101 -1.008 -0.01 3.986 -0.554 -0.939 0.222 -2.34859372565322 -2.53521846423905 -0.799 -0.729962584111486 0.045 -0.072 -2.356
-1.425 -1.498 -2.159 -1.396 -1.521 -1.71 0.66 -2.467 -2.2 -1.48886741088231 -1.018 1.87 -0.018 -2.582 -2.167 -1.77406276858655 -2.309 -2.067 -0.795 -0.562 0.316 -1.6515361163263 -1.522 0.5 -2.257 -1.048 -0.816 -0.681 -0.617155148160956 -1.863 -2.432 -0.931754034196528 0.477 -1.88937188200628 -1.432 -1.126 -0.202 -1.052 -1.014 -0.967 -3.08834489534656 -3.16291576262148 -2.818 -1.79544126309678 -0.109 3.649 -2.612
0.085 1.06 -2.016 0.17 0.589 1.133 -2.172 1.297 0.508 0.861 -0.526 -1.926 0.536 -1.615 2.333 -2.214 0.265 -0.865 2.322 -0.049 0.71 -0.873229346791372 0.52 -0.41 -1.693 -0.5 -0.907 0.137 1.83 0.178 0.514 0.338 -0.197 -0.503 -2.215 0.034 -0.01 -2.442 0.579 0.561 2.266 -1.2310204667965 -1.956 2.027 -0.27 1.072 -0.81524512512084
-1.442 -0.473 -0.957 -0.254 -1.349 -2.507 -2.181 1.818 1.17 0.977 -2.438 -1.513 -1.607 0.396 0.014 0.281 1.067 -2.788 -1.951 -0.823 -0.182 -1.93023985135836 1.39 -1.021 -0.098 0.928 -1.647 -2.812 -0.813 -0.575 -2.367 0.507 -0.114 -3.637 -0.231 -0.245 -2.528 -1.52 0.07 -1.359 -2.90942120411124 -1.11558050912274 0.234 -1.098 -0.224 0.023 -0.99639274150228
-1.199 1.599 -0.142881836196387 0.98 -0.585 -0.187 -0.689 1.439 2.555 -0.492457750747503 -0.492069208801024 1.029 0.0819204296248728 0.698 -2.368 1.036 1.411 -2.021 1.064 1.442 0.871 -0.588875570552835 -0.826 2.503 -1.743 -1.541 -0.539 -0.916 0.295 0.231 -0.575 -1.503 -1.598 -1.563 -1.54 -1.676 -1.374 0.182 -1.604 1.113 -1.03233772180851 -1.56942296862836 2.046 -1.453 -0.304 0.682 -1.09095951431837
-3.04551044765304 -3.567 -4.12 -3.47 -1.72 -4.961 -1.451 -3.938 -0.907 -2.499 -1.038 -3.131 -3.987 -3.362 -3.912 -3.055 -1.84263378943389 -2.678 -2.68584607928552 -3.796 -3.831 -2.74124775925304 -3.547 -3.72791992900124 -3.705 -4.465 -4.064 -1.716 -2.974 -3.355 -4.737 -2.955 -3.376 -0.772 -3.054 -3.845 -3.412 -3.501 -4.895 -3.318 -4.10741873900059 -4.7244592380535 1.851 -2.87 -2.978 -4.403 -4.883494104771
-0.757699736584028 -1.26 0.252 -0.735 -0.781 0.035 -0.785 -5.654 -0.896495937952516 -2.013 -0.074 0.928 0.362 -0.283 0.495 -0.77 -0.604 -0.734 -3.892 -2.733 -1.55 0.777 0.281 -2.305 0.172 -0.041 -1.102 -1.944 -1.29112876499001 -0.458 0.139 -1.109 0.091 -0.709 0.296 -0.745 -2.423 -2.398 -0.621 -1.268 -0.819 -3.096 -1.35 -2.204 -1.76 -2.745 -1.4812055456263
-0.982134397360942 -0.426 -1.305 -0.267 -1.172 -1.379 -0.44 -1.426 -2.868 1.998 -0.596 -1.41 -1.26 -1.177 -1.637 -1.561 -2.636 -2.012 0.745 -1.069 0.832 -1.95 -0.329 -1.111 -0.406 -1.058 -0.223 0.767 -0.363 -2.264 -0.362 -1.679 -0.132 -1.642 -1.412 0.62 -0.781 -1.662 -1.714 -0.24 -2.542 -0.431 -2.091 0.303 -0.837 2.558 -5.211
-1.839 -0.338 -1.812 -1.835 -0.431 -1.92 0.203 -1.835 1.29 0.217 -1.891 1.554 -0.43 -2.766 -1.482 0.053 3.326 -0.657 -0.465 -1.029 -0.943 -1.975 -2.13 -2.385 -1.412 -1.856 -1.137 -1.257 1.913 -1.838 -1.331 -2.348 -1.536 -0.724 -1.77 -1.291 -0.911 -1.561 -0.615 -0.558 -2.422 -2.572 1.403 -0.527 -1.877 -0.262 -2.241
1.638 3.175 1.927 1.703 0.422 0.59 2.059 1.838 -1.975 -0.018 0.897 -1.524 3.44 1.069 1.889 -0.898 -1.805 -0.879 -0.33 1.555 1.15 1.52 1.77 1.66770749255633 -0.181 1.583 1.849 1.61 0.222 0.981 0.844 1.227 1.172 0.592 1.926 0.131 2.159 2.1 3.205 -0.368 0.481 1.465 1.014 -1.685 2.22 0.374 1.817
-2.745 -2.853 0.441 0.838 -1.538 -2.133 -0.837 -3.302 -2.568 -2.933 -2.003 -3.105 -2.769 -3.458 -3.071 -3.226 -2.606 -1.379 -3.009 -2.586 -3.075 -0.66 -3.515 -3.723 -3.774 -3.402 -3.141 -3.043 0.367 -3.306 -3.113 -3.425 -3.56 -2.576 -3.086 -3.141 0.522 -3.517 -3.197 -2.263 -4.35879930493415 -5.752 -3.086 -3.11 -2.615 -3.195 -2.837
-2.623 -2.011 -0.561 -0.44 -0.111 -0.902 1.626 -2.575 -1.077 -2.507 -1.618 -1.181 -0.810885700742785 -1.25 -1.57 -3.14 -0.408 -1.434 -1.219 -1.547 -2.192 -0.326 -0.043 -0.012 -1.843 -1.089 1.348 -1.805 -0.149 -1.435 -1.061 1.288 -0.802 -2.17 -1.541 1.385 0.87 -1.326 -2.237 0.122 -2.852 -3.24 -1.73 -2.324 -1.284 -2.22 -4.332
0.508 0.946 -0.317458187910528 -0.348 0.122 -0.42 1.435 -0.058 -0.198 3.635 -0.63 -0.491 -0.121 0.298 -0.033 1.996 -0.107 -0.076 0.301 1.219 0.929 -1.11 -0.649 -0.754 -0.392 -0.501 0.363 0.109 2.9 0.493 1.628 0.104 0.79 -0.61 -0.862 2.426 1.148 -1.283 0.014 0.904 -1.454 -0.772 -0.229 -0.043 0.822 5.295 0.854
0.217 -0.189 -0.638 -0.798 -0.184 0.239 -1.159 -0.655 0.103 0.091 0.009 0.077 0.243 0.763 0.099 -0.288 -0.468 0.07 -0.149 -0.692 -0.556 -2.349 -0.486 -0.312 0.357 0.38 -0.44 -0.697 -0.671 0.24 -0.167 -0.829 -0.037 -0.208 0.385 -0.361 -0.939 -0.947 0.076 -0.264 -1.619 -8.017 -0.133 -0.035 -0.533 -0.319 -2.234
-2.394 -1.475 -2.398 -1.984 -2.73 -3.221 -0.735 -3.078 -1.193 -1.177 -2.442 -1.333 -1.923 -1.778 -2.705 -3.367 -0.728 -3.272 -2.669 -3.01 -2.059 -3.361 -1.37 -0.729 -4.597 -2.011 -0.566 -3.615 -0.684 -2.896 -2.033 0.579 -2.374 -2.633 -3.503 -1.078 -1.077 -2.194 -3.087 -1.848 -3.42987572504455 -4.50378420643588 -2.746 -3.307 -2.412 -1.052 -6.845
-2.52 -2.487 -4.607 -3.184 -2.637 -3.59 -0.997 -3.539 -3.975 -2.606 -2.481 -3.312 -3.103 -4.531 -4.101 -2.321 -4.295 -3.439 -2.694 -0.464 -0.888 -2.086 -4.932 -1.68 -5.049 -4.314 -2.016 -1.734 -3.073 -4.129 -2.856 -4.681 -5.366 -3.895 -4.556 -3.016 -1.857 -3.862 -2.819 -1.71 -4.69950379640706 -4.629 -3.992 -2.523 -1.581 -0.756 -5.157
-1.984 -1.88044376269393 -1.039 -0.383 -1.494 -1.624 -2.813 -0.971 -1.285 -1.589 -2.875 -1.828 -1.787 -0.539 -0.98 -2.084 -0.55 -1.841 -1.353 -1.739 -2.174 -0.267 -0.175 -2.1 -0.194 -0.43 -2.232 -3.261 -1.663 -0.361 -1.583 -0.856 -0.995 -1.854 -0.638 -2.364 -2.347 -2.481 -1.758 -1.98 -8.367 -1.301 -0.875 -2.459 -1.316 -1.445 -3.312
-1.299 -0.835 0.159 0.619 -2.098 -0.34 -1.661 -0.679 -1.009 -1.315 -1.81 -1.734 -0.019 3.088 -2.641 -2.616 -2.086 -2.003 -0.734 -0.984 -0.945 1.494 1.978 0.542 0.679 1.31 -0.024 -1.24 -2.006 -0.93 0.716 0.291 -1.053 -1.996 -1.839 -1.137 -2.161 -1.844 -2.081 -1.485 -0.93933359226436 -0.585538362378657 0.202 -2.477 -0.544 -1.358 -2.28735500531284
1.201 1.551 -1.611 0.38 1.559 0.986 -1.377 -1 1.906 -0.031 2.46 0.033 0.773 -1.072 0.74 0.743 0.19 -1.008 1.066 0.24 0.661 -1.767 -0.068 -0.54 -1.538 -0.48 -0.702 2.481 1.619 1.77 0.439 0.297 1.114 1.354 -1.874 1.429 1.415 1.069 0.632 0.453 -0.353554513590926 -2.749 1.578 0.612 -0.02 1.912 -2.393
-3.564 -6.112 -1.741 -2.623 -3.253 -4.145 -3.286 -4.546 -2.538 -2.36 -3.081 -3.821 -3.075 -3.181 -4.276 -1.374 -2.537 -1.575 -3.093 -2.678 -4.456 -6.085 -5.326 -2.765 -3.122 -3.377 -4.248 -4.69 -1.217 -3.627 -3.518 -4.112 -1.122 -2.23 -3.595 -3.933 -1.022 -5.118 -3.43 -2.865 -4.81738412697246 -6.01196180956936 -4.179 -2.819 -4.514 -4.62 -2.0030265211785
0.544 1.212 1.041 1.383 0.067 -0.02 -0.19 -0.365 0.754 1.478 -1.13 0.241 0.577 1.56 1.729 0.596 0.131 -0.092 0.616 0.557 1.431 -1.434 1.345 0.625 0.38 1.672 1.498 0.525 -0.827 0.317 0.575 0.378 0.131507374477731 -0.688 -0.015 1.724 -0.104 2.339 0.455 0.657 -1.11706932367669 -1.762 0.445 0.466 0.514 1.807 -5.805
-0.918 -1.285 -1.128 -0.117 -0.674 -1.662 -1.51583567864558 -2.526 -0.229 -1.485 -1.62402524283769 -0.708 -1.14534687196777 0.547 -0.493 -1.72 0.641 -1.319 -1.40297836509929 -0.973 -0.899 -0.470156473280809 0.917 -0.208 0.889 0.157 -2.906 -2.75131075078182 -1.88 -0.092 -1.321 0.602 0.195 -1.45011595932484 -0.329 -6.374 -3.086 -1.066 -0.906 -1.24812813382615 -2.35248130092239 -1.3044175358448 0.294 -1.859 -0.145 -2.625 -1.42022492561504
