"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65"
-0.674 0.214 -0.659 -0.872 1.089 -1.557 0.688 -0.248 -0.777 -0.390048396579709 0.282 -0.661 0.245 -0.057 1.097 -0.194 -0.172 -0.466 -0.407391919214281 -1.279 0.382 -1.023 1.022 0.506 -0.545 -0.672 0.534 -0.134 -0.471 -3.761 -0.417 -1.098 -0.941 -0.237 0.261 0.405798085914297 0.354 0.583 0.248 -0.782 -0.383 0.558 -0.716 -0.328 -1.097 0.24 0.135 -0.257 0.312 0.708 -0.821 -0.126 0.078 -0.745 1.891 -0.234 0.458 -3.15 -0.51 -1.057 -0.814 -0.343489281055927 -1.122 -0.222410031581735 -0.544537021325068
0.375 0.421 -0.595 0.027 0.008 -0.12 0.682 0.501 0.37 -0.849 0.028 0.111 -0.184 0.182 0.383 0.103 0.149 -0.228 -0.460403861033972 -0.599 0.126 0.079 0.725 1.704 -0.323 -0.121 -5.846 0.106 0.698 1.411 0.475 -0.169 0.245 0.033 0.09 -0.189 0.427 -0.209 0.195 0.242 -0.126 -0.415 -0.277 0.131 0.191 -0.304 0.105 -0.233 0.018 -0.229 0.101 0.578 -0.202 0.363 1.061 0.003 -0.066 0.586 -0.369 -0.511 0.862 -0.334 -0.431 0.545 0.455
0.501 0.67 1.91 0.818 1.153 -0.489 0.319 0.223 0.028 0.875 -0.122 0.732 0.511 -0.401 0.994 2.11 0.196 0.326 0.744 1.492 1.035 0.719 1.376 1.65 0.975 0.326 0.489932165257678 2.219 0.056 1.123 0.261 1.637 0.142 0.325 0.302 1.087 0.866 0.196 0.748 1.791 0.706 1.808 1.741 2.313 3.15 -0.355 1.854 0.244 2.368 0.749 0.386 1.933 2.577 2.159 1.44043608920731 0.885 2.105 1.925 2.632 1.632 2.681 1.508 1.91 2.113 2.307
2.414 2.189 2.316 1.938 1.378 1.636 2.09 1.615 0.056 1.61 0.166 2.067 1.667 1.733 2.311 2.404 1.964 1.777 1.647 1.798 1.533 1.145 1.709 0.54 1.975 0.439 1.4843035670158 1.1775948655814 0.642 1.58408382651116 2.118 1.465 1.487 1.951 1.154 1.162 1.725 1.288 1.21 1.474 1.856 2.187 0.896 0.503 3.019 1.943 0.368 2.015 2.656 1.553 2.052 1.994 4.561 1.952 2.715 1.646 2.561 0.921 4.343 -0.047 -0.253 0.698739809888732 0.237 1.391 1.193
-0.889 0.388534157994942 0.226 0.225 0.243 0.204 0.805 -0.36 -0.29 -0.33 -1.439 0.193 0.265 0.011 -0.002 0.402 0.128 -0.689 0.311070246337222 -0.118 0.665 0.053 1.063 1.034 0.144 -0.355 -0.756 -0.131 0.805 0.614 0.234 1.528 0.747 0.202 -0.167 -1.011 0.477 0.56 0.939 0.575 0.593 -0.849 -0.097 1.178 -3.254 -0.229 0.382 -0.225 1.003 -0.426 -0.768 1.294 1.305 1.487 0.668 1.662 1.308 0.516 1.348 1.834 0.885 1.421 1.67 1.624 1.186
0.405 -1.732 -1.83 -2.405 -1.758 -2.564 -0.073 -1.995 -3.276 -2.994 -2.608 -2.23 -2.427 -2.399 -1.941 -1.512 -1.894 -2.556 -2.25620956591912 -2.585 -1.373 -0.923 -1.182 -1.185 -1.942 0.223 -0.356 -1.569 -1.915 -1.427 -1.692 -1.771 -0.498 -2.34 -1.937 -1.122 -3.167 -1.761 -1.498 -1.307 -1.461 -3.735 -4.006 -2.254 -1.419 -1.892 -2.324 -2.537 -1.487 -2.169 -1.219 -1.389 -1.918 -0.979 -0.549 -2.309 -1.086 -2.68 -1.551 -1.43 -3.11 -3.604 -1.73 -2.104 -1.171
-2.102 0.66 0.498 -0.759 -1.951 -1.36 -0.795 -2.181 0.434 -0.466606842092757 0.41 -1.623 0.156 -0.002 -0.158 -0.017 -2.81 -0.146 0.549 0.356 -0.802 -1.196 0.069 -0.934 -0.484 -0.564 0.493 0.434 -0.134 -1.534 -1.454 0.356 -1.426 0.243 -0.118 -1.712 0.12 -0.339 -0.766 -0.054 -1.343 -1.343 -0.727 -1.171 -2.805 -0.942 -0.503 -0.901 -1.844 -1.486 -2.345 -0.684 -0.282 -0.001 0.256 -0.857 0.032 -0.057 -0.477 -0.707 -0.665 0.311 0.641 -0.708 0.007
-0.156 -0.890870065350222 0.883 -0.105 0.795 -0.388 0.766 0.394 1.528 -0.137297492099121 -0.559 -0.187 1.053 -0.233 0.206 -0.042 0.151 -0.85 -0.668331795294323 -0.982 -0.119 -0.771 -0.735 1.11 -0.04 0.261 -0.281357291957145 0.628 0.351 0.014 -0.016 -1.486 0.397 -0.368 0.331 -0.062 -1.779 -1.019 -0.634 -0.12 0.653 2.898 0.083 0.255 -1.107 0.422 0.501 -0.353 0.525 -0.671 -1.213 -0.048 -0.431 -2.724 -0.0949994182123981 -0.43 1.31 2.245 -0.069 0.067 -0.409362369617347 -0.124 -0.99 0.603 -0.133
0.125 0.987 -0.619 0.106 1.168 0.147 -0.901 -0.254 -2.741 0.355 0.16 -0.046 -0.029 -0.0119967253281276 1.378 -0.314 -0.594 0.504 0.811 0.032 -0.027 -1.199 1.144 1.132 -0.248 0.166 0.18 -0.706 -0.951 -2.023 -0.603 -1.029 0.563 -0.21 -1.088 -1.448 0.517 -0.317 -0.18 -0.892 -0.588 -0.231 -1.909 -0.0173000835704818 0.718 -0.083 -0.085 -2.443 0.437 -0.167 -1.203 0.768 0.371 0.088 -0.170624512149061 -1.286 0.989 -0.273 -0.666 -1.249 0.238 -1.556 -0.971 -0.296 0.706
-2.065 0.936 -0.414 0.641 -0.132 -1.85 0.495 -0.922 -0.095 0.815 -1.05323626949879 -1.215 0.305 0.129 -0.221 -0.469 0.353 0.709 0.453 0.375 -0.757 -0.129 0.313 0.293 -1.389 -1.617 -0.827 -1.594 -0.283 0.439 -1.005 0.839 1.446 -0.189 -0.223560759653499 0.203790523952306 -0.777582445780569 -0.787 -0.743 -0.884 -0.617 -1.975 -1.152 0.369 -0.201 -0.096 0.208 -0.86 -0.1 -0.562 -0.151 -0.122 0.601 2.134 -0.214102870738855 -0.169 0.585 -0.322 0.711 1.491 -1.402 1.173 1.088 0.286 0.031
0.588 1.358 -0.22 -0.705 -0.569 -0.257 -0.282 -1.235 -0.987 0.651 -0.855 -1.008 0.384 0.088 0.796 -0.889 0.322 0.823 1.761 -0.834 -0.595 -0.661 1.591 0.289 -1.105 0.331 0.173 0.169 1.327 0.204 -0.671 -0.379 -0.51 0.669 0.372 -1.114 -0.115 -0.292 0.694 0.139 -0.8 -1.506 -0.224 -0.015 -0.842 -0.145 0.138 0.58 -0.215 0.107 -0.94 -0.668 0.465 -0.438 1.018 1.201 0.71 0.688 0.202 1.909 -0.04 2.769 1.803 0.696 0.819
-2.457 -0.405 -1.953 -0.369 -0.422 -1.558 -0.207 -1.456 -2.396 -1.928 -3.074 -1.959 -0.369 -1.775 -0.717 -0.078 -0.423 -0.843 -0.135 -1.773 -0.617 -0.276 -0.844 -0.658 -2.766 -1.574 -1.621 -0.295 -0.07 -0.192 -1.919 -1.462 0.141 -1.367 -1.098 -0.115 -0.551 -1.489 -0.769 -0.725 -0.739 -2.741 -2.369 0.032 -0.024 -0.759 0.2 -1.35 -0.045 -0.965 -1.677 0.097 0.383 0.447 -0.547 -1.24 -0.082 -1.578 0.424 -0.401 -1.523 -0.160681518815496 -0.147 -0.681 -0.156
-4.096 -3.888 -2.462 -2.274 -1.577 -3.127 -2.109 -2.745 -1.035 -2.325 -1.716 -2.143 -2.555 -2.793 -2.426 -2.206 -3.536 -3.226 -2.45565918741286 -2.201 -1.724 -2.14 -2.311 -2.258 -1.639 -1.882 -1.111 -1.744 -2.223 -2.058 -2.204 -1.975 -1.704 -1.858 -0.582 -2.3 -2.208 -1.58 -2.076 -2.151 -1.965 0.283 0.567 -0.414 -2.104 -2.36 -1.266 -2.87 -1.449 0.065 -2.155 -1.001 -0.865 -0.724 -1.375 -1.703 -1.372 -1.422 -0.954 -0.97 -1.562 -1.039 -1.533 -1.49 -1.729
-1.16 -1.575 0.126 0.155 -1.074 -0.379 -0.518 -0.228 1.098 -1.23 0.5 -0.224 0.51 0.601 0.256 -0.154 -0.066 -0.223 -0.398718082468083 -0.418034395162494 1.121 -0.28 0.414 0.225 0.109 -1.121 -0.655 0.384 -0.009 0.048 -0.048 -1.011 0.178 0.45 0.329 2.339 -1.065 0.394 0.371 0.493 0.677 -3.572 0.462 -0.634 -1.15608112782501 -0.498 0.346 0.095 -1.528 -0.138 0.857 0.401 0.461 0.56 -1.722 0.25 -0.097 -2.061 0.158 0.623 -0.203301846191574 -0.379 0.577 0.143 -0.559179588028449
-3.557 -0.521 0.289 0.766 0.95 1.142 1.456 -0.091 0.854 0.564 1.394 -0.262 0.783 -0.265 0.377 0.501 0.481 0.41 3.543 -1.68 1.144 -0.036 0.216 0.119 1.216 0.0856651231192096 0.544506014440691 1.24 1.525 1.596 0.342 -1.126 0.673 0.357 0.077 0.56189940066099 0.863 0.548 0.649 0.47 0.649 0.84 1.317 0.546 -0.136 -0.162 0.312 0.449 0.233 1.082 0.462 0.74 0.427 0.81 0.785475230268001 0.624 0.805 0.889 0.416 0.44 0.221 0.355512804153565 -0.951 0.092 0.874
0.609 0.496141248304528 1.498 0.856 0.956 0.573 2.037 0.092 -0.09 0.221 -2.783 0.758 1.183 1.32 1.422 0.297 -0.109 1.373 0.409013839635004 -0.249 0.731 0.698 0.752 0.62 0.148 0.041 0.534268397198365 0.539671992009531 1.385 1.23772318143647 0.974 0.427 1.424 1.296 0.641 0.680909874097111 0.821930294274313 1.689 0.224 0.444 1.249 0.125 0.474 0.859 3.711 0.994 0.115 0.679300408383898 2.254 1.396 2.018 1.762 2.039 2.137 0.846 2.044 1.9 0.004 1.579 0.310434656978745 -0.378 0.923 0.098 1.206 1.254
-2.677 -0.943 -1.485 -2.322 -1.528 -3.313 -1.373 -2.676 -2.296 -0.74 -1.749 -2.746 -1.773 -0.619 -1.835 -2.299 -2.468 -1.847 -2.039 -1.419 -1.532 -2.624 -0.936 -0.951 -1.752 -2.052 -1.80619573729625 -2.105 -2.819 -2.565 -1.88 -2.366 -3.953 -1.409 -1.542 -1.278 -1.236 -0.985 -1.832 -1.932 -1.789 -1.479 -2.349 -2.006 -2.121 -1.105 -1.291 -1.237 -1.882 -1.008 -1.726 -2.279 -1.678 -3.04 -2.21 -2.233 -3.081 -3.718 -1.373 0.357 -2.091 -2.682 -3.309 -5.302 -1.96904980153794
-0.238 0.737 -0.48 -0.04 0.563 -0.639 0.998 -0.191 0.79 0.086 -2.351 -0.855 0.085 0.196103412694356 0.44 -0.537 0.461 0.287 0.0130202475038295 0.652 0.17 1.255 0.671 0.668 1.891 -1.409 2.333 0.156 1.105 0.353 -0.554 -0.828 1.355 -0.063 0.212942205857941 0.575563453507375 1.21 0.448 0.292 0.326 0.349 1.216 0.283 -0.366 -0.417 -0.478 0.222 0.299 -0.729 -0.673 0.567 0.055 -0.595 -0.093 0.155323847241574 -0.878 -1.53 0.161 0.172 0.172 -3.006 0.415 0.488 -0.459 1.142
3.289 4.844 4.045 2.371 1.656 2.041 2.995 2.566 1.968 2.759 1.159 2.346 1.446 1.852 3.716 2.511 1.868 1.901 3.566 3.759 2.681 1.786 2.084 1.488 4.089 1.419 1.791 1.536 3.139 1.963 2.759 0.379 2.75 2.446 1.631 1.51 2.999 3.816 2.443 1.6 3.117 2.628 2.401 1.836 3.43 1.561 1.09104897193493 3.181 3.052 2.255 2.538 3.556 2.213 2.371 1.698 1.829 2.753 3.74 2.883 1.396 1.091 2.098 1.947 2.369 1.672
-1.964 1.05 -0.294 0.682 1.08 -0.589428621298597 -0.582 -0.823 -0.449 0.018 -0.186443785704485 -0.4 -0.071 0.445 0.906 -0.613 -1.546 -1.222 0.704 -0.434 0.236 -1.021 1.582 0.911 -0.364 -0.018 0.280507181121667 -0.205 -0.944 0.59 0.472 -0.477842961271774 -0.042 -0.165 -1.089 1.195 0.266 -1.309 -0.63 -0.387 1.319 -1.184 0.816 -0.173462293237303 -0.889100666707519 0.214 -0.586 0.155 -0.568 -0.193 -1.953 -1.62 -0.151 -0.526 -1.457 -0.795 -0.11 -0.4643405222265 0.759 0.283832431897773 -0.572238521622162 2.363 -0.386 -1.766 0.006
-0.78 -0.28 0.887 -0.004 1.581 -0.250231343838895 0.059 -0.829 -0.41 1.001 1.063 0.104 0.329 0.018 0.618 -0.409 -0.109 -0.144 -0.534145127117217 -1.349 0.764 0.73 -0.336 0.411947408746077 -0.449 0 0.126089388108643 -0.184 -0.086 0.804 0.29 -1.234 0.63 0.242 -0.387 0.195 0.253817788371551 -0.013 0.87 0.274 -0.248 0.05 -0.689 -2.748 0.066 -0.186 -0.537 0.68 -0.521 -1.124 -0.96 0.177 1.176 0.739 0.192814198688611 0.441 0.844 -0.27 0.418 -0.531 -3.652 1.538 -1.014 0.403 1.102
-0.484 -3.322 0.117 -0.039 0.052 -0.652 0.299 -0.111 1.652 0.140309450214658 0.827 0.253 0.29 0.976 0.704 1.783 0.562 -0.995 -1.39 -1.186 0.934 0.322 0.373 0.425 2.175 1.69 1.649 0.032 0.822 -0.105 1.385 -1.317 1.506 0.263 0.214 0.882 1.302 0.16 1.008 0.277 0.773 0.174 1.167 0.4 0.109 -0.18 0.051 0.089 -0.284 -0.189 -0.652 -0.238 0.246 0.203 0.479434888628175 0.252 0.037 0.542 0.395 0.591 0.167 -1.286 -0.025 0.53 0.308
-1.956 -2.328 -2.556 -2.485 -2.233 -3.95 -2.576 -2.459 -2.054 -2.143 -2.953 -2.351 -3.652 -2.036 -1.853 -1.76 -2.862 -3.497 -4.472 -2.388 -3.526 -2.784 -1.933 -1.688 -1.859 -2.776 -2.41845787614163 -2.016 -2.556 -2.605 -1.999 -1.32 -2.602 -1.062 -2.158 -2.668 -2.204 -1.46462951865923 -1.536 -1.759 -2.211 -0.553 -1.58 -0.925 -0.03 -1.154 -1.603 -1.501 -0.274 -0.693 -3.956 -2.24 -1.889 -1.921 -3.63 -3.449 -2.011 -3.221 -2.082 -3.035 -3.002 -2.857 -2.546 -2.569 -1.957
0.696 -0.400570618673674 -0.528 -0.602 0.164 -0.414 -1.122 -0.032 -0.446 -0.539 -1.294 -0.088 0.291 -0.553 -0.72 -0.482 -0.63 -0.273 -0.964439219902407 -0.604936542056745 -0.666 -0.658 -1.389 -3.725 -0.443 -1.245 -0.331641722476841 -0.602 -0.226 0.796 0.181 -0.162 -0.423 -1.282 -0.48 -0.367610444875812 -0.687657986506698 -0.095 -0.219 -0.108 -0.413 0.251 -0.079 1.359 -2.719 -0.629 0.876 -0.188 -0.429562887592156 -0.063 -0.807 0.249 0.251 -0.532 0.533 -0.179 0.518 -0.011 0.141 -0.761896124434206 -0.534692372644173 -4.018 -0.094 0.373 -0.7
-1.288 0.398 -0.014 1.017 0.855 -0.459 0.535 -0.376 0.609 1.347 -0.184 0.008 0.059 0.011 1.261 -0.153 -0.77 0.341 -1.352 0.474 -0.592 0.986 2.144 1.668 -0.093 -2.201 2.058 -0.948 0.223 0.678 0.985 0.813 0.552 0.203 0.614 0.359 0.33734064072664 1.118 0.581 0.462 0.165 0.415 0.573 0.671 -2.977 0.25 0.847 0.04 1.017 0.839 0.875 -0.763 0.581 0.845 -1.075 0.347 -0.339 -0.215 0.951 0.0960037541914716 0.345 0.333 0.007 -0.396 0.175
0.467 0.615 -0.071 0.124 -0.146 -1.333 -0.187 0.325 3.937 -0.356 0.258 -0.016 -0.227 0.081893029767422 0.709 -0.421 0.965 -0.961 0.188200164900553 -1.369 -0.996 0.105 -0.292 -0.706 0.398 0.537 -0.499 -0.081 -0.002 0.019 -0.333 -0.15 0.022 0.535 0.107 0.658 0.434 2.348 -0.25 0.324 0.552 -0.177 0.135 -0.678 -0.072 0.223 -0.07 0.511 -0.264 0.828 0.27 0.495 -0.547 -0.734 0.0345731851679902 -0.341 -0.075 3.094 -0.606 -0.766 -1.469 -0.687014908295233 0.451 0.024 -0.29
-1.084 -0.146087505947082 -0.05 0.203 -0.662 -1.87 0.543 -1.2 0.235 -1.749 0.594 -1.251 -0.407 -0.123 1.116 -0.468 -0.723 -1.761 -1.787 -3.782 -0.603 0.078 0.891 0.344 -0.844 -0.646 1.041 -0.446 0.498 0.293 -0.346 -0.201 0.089 -0.437 0.273 0.695 -0.625 -0.36 -0.107 0.115 -0.043 -0.968 -0.797 -1.7 0.006 -0.579 -0.48 0.129 -0.456 -1.215 -1.754 0.146 -0.05 0.432 0.333 1.426 0.224 0.283 -0.139 -0.877 0.01 -0.954 -0.013 0.572 0.395
2.114 0.788 2.087 1.626 0.927 1.897 2.107 1.494 0.269 0.562 0.162 1.342 1.324 1.432 2.269 0.8 0.48 1.492 1.188 1.044 1.485 0.499 -0.551 -0.566 1.614 0.894 1.089 0.979 2.266 0.031 2.612 0.043 1.804 1.714 1.118 0.113 1.178 0.57 1.25 1.126 1.942 0.892 1.531 -0.235 2.557 0.945 -0.166 0.963 2.35 2.249 2.166 1.132 0.346 0.348 0.39 -0.307 -0.104 0.362 0.363 -0.093 -0.418 -0.599 -0.295 0.006 0.383
1.589 1.937 1.168 0.472 0.471 -0.54 0.383 0.501 1.1 1.516 1.658 0.444 -0.252 1.105 -0.04 0.005 0.096 0.024 0.00412986650943173 0.841 -0.003 0.617 1.173 0.376 1.565 -0.352 0.593 0.045 -0.279 0.861 0.105 0.48 0.142 -1.902 0.915 0.989 0.315 -1.11 0.059 0.426 0.041 -0.054 1.212 -0.184 0.205 -0.999 0.5 0.923 -0.862 1.763 0.947285175952199 0.024 0.301 -0.458 0.142 0.496 1.329 1.394 0.392 0.747 1.231 0.423 -0.285 0.292 -3.363
-0.3 -0.717154450048153 -1.618 -1.806 -0.655 -1.624 -0.841 0.289 -1.963 -2.904 -0.672 -0.133 -0.711 -0.76 -0.741 -1.166 -1.525 -1.793 -0.563965125351114 -1.58 -0.8 -1.184 -0.297 -0.624 -0.721 -0.813 1.199 -0.681 0.155 -1.735 -0.619 -1.591 -1.023 -0.67 -1.183 0.907 -0.751662976619051 -1.597 -0.6 -0.507 -1.036 -1.66780492920027 -1.24 -0.426 -0.997 -0.578 0.659 -1.068 -0.639 -2.071 -1.392 -1.11 -0.41 -1.046 -0.744551054643422 -1.512 -0.066 -5.07 -0.508 -1.696 -0.395 -0.712 -1.248 -0.906 -1.036
-0.683 -0.347871942699978 0.482 -0.131 -0.056 -0.42 0.148 0.085 -0.39 -0.089 1.81 -0.716 0.443 -0.462 0.783 0.166 0.462 -0.441 -0.319512478589705 -0.154779826578126 0.643 -1.054 0.109 2.751 -2.266 0.625 0.528 -0.638 0.837 1.549 0.543 -1.96 -1.246 1.014 1.391 1.317 0.397 0.962 0.597 0.285 -0.179 0.308 0.513 -0.865 -2.205 -0.094 -0.004 0.326 -0.633 0.414 0.601 0.332 -0.125 -0.143 0.296271483019082 0.028 0.886 1.106 0.513 -0.383 -0.0984353815739196 -0.564842727654192 -0.509 1.178 -0.407
-0.535 0.49 0.806 1.56 0.327 1.353 0.361 0.766 0.544 -0.276 1.342 0.886 1.888 1.679 1.835 1.505 1.266 1.595 1.181 1.064 1.008 0.991 0.234 1.002 0.806 -0.063 0.703 0.141062954540769 -0.29 0.529 -0.083 1.626 0.609 0.614 -0.075 0.291 -0.553 -0.26 -0.482 1.375 -0.43 -0.27 0.725 -0.091 0.026 0.552 0.048 -0.378 -0.61 -0.091 -0.155 0.019 -0.711 -1.075 -0.626 -0.513 -0.301 -0.587 -0.867 -1.303 -0.983 -1.697 -1.715 -0.318 0.163
-2.265 0.851 0.316 -0.899 1.598 -0.599 -0.345 -0.41 0.96 -0.02 -0.541 -0.584 0.754 0.225515077656123 1.052 -0.562 -0.348819625273508 -0.214 -0.0202354053979237 0.121148614351221 -0.372 0.126 1.371 1.781 0.347 -1.826 0.733978562449105 -1.015 0.335 0.269227068016119 0.699 -1.267 0.589 0.209 -0.034 0.871917809012489 0.637618631554698 0.112 -0.084 0.256 0.339 0.749 1.955 -0.04697597582441 -1.112 -0.004 -0.355 0.74 1.134 0.674 1.251 0.683 0.263 -0.253 0.284402721816273 0.898 1.642 1.381 0.707 2.044 -0.061 -1.268 0.085 1.385 0.446
-1.2 -0.582 -0.325 -0.578 -1.397 -1.394 -0.836 -0.167 -0.433 0.267 -0.317 -0.592 -0.254 1.058 0.343 -1.105 0.091 -0.575 -1.146 -0.669 -0.958 0.337 -0.528 -1.609 -1.067 0.783 0.891 -0.996 -0.596 -2.098 -1.07 -1.713 -1.758 0.144 -0.684 0.95 0.24 -1.124 -0.907 0.238 0.005 -1.759 -1.92 -1.963 -0.341 -0.049 -1.996 -0.853 -0.54 -1.031 -1.217 -1.588 -1.814 -1.813 0.677 -0.616 -1.925 -0.575 -1.59 1.5 -0.516 -2.426 -1.359 -0.676 -0.725
0.19 0.798 -0.61 0.378 0.903 0.7 1.34 0.141 0.724 0.112 1.477 0.199 -1.014 0.092 -0.221 -0.162 -0.264 -0.03 -0.015 -0.759 0.892 0.768 -0.326 -0.115 0.403 0.351 1.437 -0.216 1.165 0.786 0.173 -1.726 0.147 0.008 -0.768 1.598 1.155 0.206 1.271 -0.323 0.254 -0.13 -0.079 0.871 1.198 -0.141 -0.099 0.03 0.271 -0.23 -2.093 -0.112 -0.061 0.254 1.724 0.293 -2.225 -0.00191618888823733 0.258 -0.141 0.403 -2.476 0.326 1.664 1.432
2.674 2.37827878832494 3.123 3.161 1.348 0.854 2.46909956101004 2.055 0.848 1.432 0.613 2.662 1.307 1.54735773678834 2.5009343003985 3.444 2.203 1.336 1.31207565466478 2.002 1.719 2.23054103190007 1.984 1.02 2.322 1.204 1.59418347539274 0.805 2.53 1.594 1.567 2.024 1.77589608229147 1.544 1.902 1.2119014457223 1.6782350664806 2.603 1.551 1.303 3.213 2.701 1.439 1.353 4.243 1.908 0.374 0.985 4.131 1.078 1.819 2.06435688898468 2.58974263936053 2.416 2.52671285404779 1.64457937854311 2.889 3.455 2.35856550922208 -0.406 1.76 1.11568302615599 1.159 2.533 2.749
-0.957 0.834 -0.49 -1.127 0.146 -0.524 -0.043 -0.819 -0.293 -0.242 -0.603 -0.796 -0.359 -0.504963723447791 -0.1 -0.559 -1.189 -1.038 -0.697083084389227 -0.766 -0.989 -1.353 0.095 -0.453197289606238 -0.002 -0.788 -2.812 -0.033 -0.249 -2.831 -0.706 -1.08268685302724 -0.615 -0.103 -0.869 0.686 -1.307 -1.304 -0.514 -0.617 -0.176 0.705 1.884 -2.99 1.405 -0.845 -0.544 -1.139 0.894 0.157 0.239 -0.586 -0.497 -0.395 0.846 -0.085 0.015 0.145 0.205 0.145 -0.181 0.096 0.052 -1.738 -1.554
-1.129 1.168 -0.465 0.141 0.54 -0.195 0.623 -0.061 -0.694 0.394 -0.089 -0.363 -0.067 0.919 -0.055 -0.206 -0.341 -1.369 0.269 -0.493 0.083 -0.446 -0.084 0.864 -0.106 0.763 2.137 -0.46 -3.18 -0.755 -0.096 -0.619 0.156 0.081 -0.329 1.927 1.286 -1.104 0.18 -0.231 -0.394 -0.634 -0.365 0.356 -0.618 -0.227 -0.148 -0.167 0.515 0.419 0.628 -0.268 -0.526 -2.238 1.24 -0.075 -1.457 -1.727 0.286 -0.302 0.398 -0.579518731022036 -0.98 1.076 -0.103
-0.404 -0.0944256581108959 0.813 0.579 0.26 0.2584780848021 0.983 -0.613 0.244 1.296 -0.619 0.445 0.864 -0.6 1.108 -0.141 0.148 0.367 0.109664617421005 0.055 -0.427 -1.011 -0.284 0.702 0.23 0.626 -0.07387892136857 -0.356 -0.014 -0.932 0.102 -2.19 -1.004 1.335 0.127 -0.0248134095238848 -0.361 -1.108 -0.553 0.346 -0.156 0.451 -0.355 -2.939 -0.697 -0.119 0.236 -0.043 -0.651 -0.3 0.124 1.162 0.175 -0.139 -0.170575261331368 0.679 0.138 2.843 0.921 -1.312 1.226 -0.866144022865043 -0.813 0.361 -1.465
-0.719 -0.643552352436144 0.275 -0.526 -0.716 -0.026 -0.457 0.172 -0.187 -1.538 -0.028 -0.272 0.328 -0.666 -0.391 -0.635 -1.003 -0.6 -4.4 -1.717 0.666 -0.746 -0.024 0.162 0.022 0.288 -0.324153920117735 0.218 -0.028 -0.521 0.165 -0.227 0.216 -0.577 -0.122 -0.74 -0.566 -0.294 -0.2 0.16 0.227 0.731 -0.627 0.266 -1.04174781219376 -0.64 0.116 -0.521 -0.78 -0.925 -1.355 0.511 -0.167 0.299 -0.937535802211608 -0.269 -0.174 -3.792 0.526 -0.560775853905985 -1.088 0.735 0.285 0.285 0.657
0.128 -2.648 -1.156 -2.11 -1.984 -2.766 -2.121 -2.641 -2.87 -2.894 -1.842 -2.904 -2.532 -3.527 -2.055 -1.669 -2.255 -2.68 -2.358 -1.324 -2.797 -2.512 -1.937 -2.721 0.039 -1.9 -4.184 -2.724 -2.247 -2.452 -1.274 -3.019 -2.445 -1.723 -1.653 -3.167 -2.452 -0.554 -2.048 -2.673 -0.868 -2.055 -2.091 -3.046 -1.28354406338583 -1.515 -2.693 -1.326 -1.576 -0.351 -1.45 -1.313 -1.912 -1.447 -3.003 -2.509 -1.87 -1.937 -1.662 -3.265 -3.903 -3.996 -2.743 -2.144 -1.651
-2.485 -0.952 -1.994 -1.008 -1.164 -2.682 -1.151 -1.946 -1.849 -0.998 -1.947 -1.927 -1.119 -1.496 -1.992 -0.94 -1.262 -1.561 -1.201 -1.357 -1.302 -0.574 -0.96 -0.777 -2.548 -1.412 -0.882 -0.765 0.199 -0.784 -1.531 -1.509 -0.305 -1.444 -0.008 -0.789 -0.794 -1.198 -0.872 -1.214 -1.38 -2.311 -0.821 -0.452 -0.432 -0.824 -0.499 -0.973 0.183 -0.588 -0.749 0.227 0.092 0.233 -1.554 -0.944 0.454 -1.085 0.014 0.924 -0.516 1.52 1.235 0.083 0.389
-0.518 -0.691 -0.467 -0.392 -1.107 -1.981 0.498 0.397 1.994 0.518 -1.07 0.423 -0.083 -1.182 1.706 -0.072 0.239 -0.612 0.084 1.432 -1.087 1.379 -0.759 -1.034 0.993 1.22 1.274 -0.302 1.295 0.463 0.064 -0.005 -0.661 -0.592 1.006 0.542 0.554 1.026 -0.589 -0.306 0.031 -0.89 0.291 0.863 0.981 -1.349 0.048 -1.494 0.856 -0.341 0.543 -0.419 -0.199 -0.252 -0.0181439601378465 -0.14 -0.391 1.159 -0.285 0.369 1.696 0.502 0.886 -0.18 -0.875
-0.331 0.968 -0.671 0.757 0.873 -0.692 0.287 -0.691 -0.932 -0.772 -1.264 -0.311 0.462 -0.821 0.337 0.558 0.959 0.258 0.373 -0.623 0.447 0.802 0.102 1.13 0.185 -1.004 -0.667766684546436 0.337 -0.038 0.76 -0.781 0.522 1.099 0.071 -0.404 0.657 0.642 -0.213 -0.169 0.342 1.011 -1.745 -1.951 0.217 -0.225 -0.124 0.502 0.132 -0.356 -1.004 -1.23 1.303 1.248 1.874 0.845 -0.082 0.745 -1.228 1.42 0.144 -1.491 1.123 0.72 1.433 1.649
