"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72"
6035.2 5800 3863 6697 4086 3950 5653 6250 4355 5874 6352 3763 3937 8102 3268 8095 1999 2687 4891 3223 3460 1954 4433 4509 1979 3310 4060 2718 2423 7524 2068 4513 3142 5352 1790 2233 3152 1129 740 1952 1812 1131 1080 2146 5754 2476 3596 1559 1816 1152 149 1698 665 1893 1874 1244 1858 3392 3320 3109 2004 7197 3623 7371 1925 2292 2696 1635 2960 372 1914 777
1177.6 2502 502 982 4322 3387 5289 2920 40 7230 3963 1529 1221 5244 68 98 1 1075 3339 2470 -33 540 -31 -107 -56 184 1248 -48 -27 -131 80 336 -236 54 -258 50 -70 173 496 361 591 246 -99 2772 3757 1737 5179 32 217 64 236 353 183 1372 5661 9465 -142 804 348 3007 752 72 -106 -239 579 174 231 62 368 62 999 -83
2779.4 4517 904 1533 5560 3395 5933 4927 4825 5473 5779 2676 5711 2593 9020 2448 1423 1269 6631 3719 2215 660 4929 3685 1405 2232 4148 1481 644 5761 1460 5355 3459 1089 1871 3137 3740 1681 726 2136 2057 1876 333 1314 206 933 3576 3368 1389 1124 1571 2485 898 1720 877 574 2346 2142 5797 5121 1212 7954 5143 3234 548 1209 1380 1092 2448 1861 2184 1024
1865.1 2754 1955 936 1845 2701 2213 1957 11145 2191 1643 1540 2581 3898 9625 1910 2854 3750 1375 1968 956 855 2029 2452 1820 958 2106 2132 1490 2402 66 5130 2933 3571 2988 2001 1494 531 36 2014 1380 1159 555 50 721 838 2217 2409 1896 2009 1390 960 2829 2602 1451 2541 -66 2778 9944 3508 1136 4009 2533 3257 1291 -146 3107 3233 1636 2203 1911 1106
2353.2 3566 1639 5986 4242 3058 4901 5962 3517 2377 4245 6995 6512 3801 2784 4090 2050 2661 9575 3652 2232 1318 1450 3473 1722 728 563 582 1411 4006 430 2926 2691 3993 1577 1632 744 1287 583 7014 1081 4483 1031 1303 1468 1852 3096 2548 1318 1956 -175 3881 1845 1922 1466 2979 2589 830 4525 2677 1205 5775 6394 2724 2202 2816 3488 1874 7154 227 527 864
5146.2 8492 2391 5514 5251 4358 5068 4770 4647 4726 7489 4116 3302 9153 7468 6957 9371 7833 5741 5926 4849 3799 5221 5929 6603 2779 3998 4520 2635 7666 792 7134 6503 5359 4369 5371 7816 3905 2506 4504 2851 2409 4676 3974 5528 2461 3996 4487 4936 3459 1458 2132 5639 3761 3189 4336 3664 3942 5002 4199 830 10081 4571 7322 4544 3333 3543 3025 3185 2690 2611 2926
6623.1 10615 3326 5872 8006 7180 5265 9081 5487 10020 7453 6840 7795 8048 7063 5022 11062 8554 9198 8504 6659 4534 7939 4998 7328 5948 5881 6873 2421 7557 6477 8490 10198 6669 10205 9068 11894 8215 4503 10127 8213 5841 5340 9321 7044 9652 10435 12085 7679 7256 8148 9852 10878 9533 5001 9800 8277 7656 6772 6148 5016 8531 8417 10002 8643 7916 7014 7472 7060 9008 8079 7857
-221.3 -135 -325 1317 -811 -606 -199 -732 -732 1214 571 1120 1457 -621 -894 -274 -370 -538 1782 723 726 3287 2832 807 793 1368 4638 -263 1312 3347 -421 4 1046 -318 2162 1766 11385 35 2948 4690 969 -80 -271 3647 331 -291 -1158 -1262 1439 -14 1689 -1262 -572 316 1012 1480 5181 -490 158 318 -719 2773 1439 1523 150 720 3198 -94 3746 -370 1068 -1172
2129.6 2714 1357 2626 8700 3091 2945 4206 3945 4296 6257 2208 4644 7377 3098 1921 3005 2479 5589 7227 3279 2277 7977 4894 959 3349 3721 5220 2833 5011 1732 6227 6178 1012 5798 6924 6895 6308 4877 5813 4693 4866 3969 3354 958 3452 3134 2566 3414 2754 1985 4070 3022 2770 2311 2570 3405 5947 4878 3138 487 6421 6685 7568 3192 1089 4933 1165 2362 943 3177 1629
765.2 827 821 510 1538 948 1145 2156 999 1167 1228 687 1782 1163 1685 486 1457 186 1180 1865 503 743 1197 1644 200 762 1200 992 56 2153 709 1927 1498 666 1969 2127 6991 3297 2437 3519 5864 1941 2676 3909 186 3047 3633 1991 5071 5546 4302 4046 2987 8180 2606 7674 4761 1815 1634 1580 694 1015 2023 947 8650 4560 4834 4089 3863 2608 3807 4108
3623.1 3313 659 5627 3039 3785 1798 2625 1897 5398 2289 3233 954 2940 2521 4985 9893 6108 2559 2334 5296 4033 5327 1976 6391 3250 2568 5407 3217 2813 7951 3707 5308 2923 6797 2210 2284 1162 1375 2734 2490 954 1180 3333 6472 2733 744 2227 2533 803 432 335 1998 331 1731 506 273 3021 2364 2093 4742 4068 2881 4907 4257 1595 1545 941 1999 1364 1672 139
2489.6 4281 1317 2847 5214 3506 2169 3773 2267 4825 4370 2869 5403 3650 4042 2676 4764 3294 3110 4701 2523 2140 4444 3482 2820 1921 3713 2313 1835 6486 3999 3591 5027 1193 6284 4323 10514 5572 7489 8884 5451 4353 8078 9555 4637 7275 7080 6053 8693 4387 4679 5180 8007 4128 5065 6522 6412 4324 3139 3061 2191 4930 5091 4920 4808 4215 5312 3495 4799 3803 6525 3016
650.9 1042 553 4109 4098 1065 1001 2551 3271 8436 3619 3047 3243 4548 3049 3379 1854 2012 5340 4353 4624 1172 6526 2421 3011 3623 3280 4931 1983 6529 2141 3284 6228 4226 2732 5497 3253 3428 1313 2344 1275 2105 2275 2328 6080 2540 5142 1505 2374 2242 1054 4011 1982 1325 677 2820 2775 7117 3714 902 368 7596 3996 9681 2622 1504 1444 1335 4279 2136 2382 1181
6535.1 31 802 3362 102 364 1618 396 75 125 431 339 2381 3808 1450 29 -48 0 783 62 82 54 5 2024 1843 41 349 320 83 977 109 247 96 681 147 84 6498 389 4186 359 3189 67 1598 1717 7338 582 434 39 7849 549 1325 566 2136 1564 859 3899 7932 242 377 262 2588 222 655 18 2929 2788 2406 199 2834 -17 524 2046
3888.6 6045 1618 480 2769 2831 2709 3287 828 870 2437 318 2064 3618 3575 353 9954 400 793 4506 3899 5763 3159 3157 337 1987 2975 1446 387 1014 2069 4680 3928 204 5223 3250 6487 6127 1865 1929 3127 674 1968 6262 36 2907 1100 5370 3585 6564 1442 869 2503 3548 2043 1467 2676 2801 1841 2365 2393 1269 2096 1980 1904 5420 1831 6557 1119 1059 1298 1739
3571.3 3849 3533 5683 2556 1487 1567 2767 1177 5554 3109 3154 1978 1977 2485 3235 7386 1639 2909 4864 2781 1558 3084 1461 4425 2757 2159 2333 454 4174 2667 1474 2656 1145 7744 3453 2893 3957 2360 2931 3501 3875 4591 1637 70 4591 2911 2018 8756 9524 2026 6477 6110 3618 4705 4997 2308 2988 2556 1200 2302 5161 1872 3643 174 3201 5937 7633 1285 1057 2077 2172
6255.8 5205 4058 8145 2398 3717 3152 3340 4351 4720 3936 4970 2902 6697 4594 7346 7536 2739 3384 3144 3597 2372 4504 4124 6778 3121 2475 4148 2498 8440 3419 4187 4593 9099 7141 2530 6317 2699 1325 2994 2459 1171 3254 3120 6649 2838 2273 2618 3732 2633 1598 1357 2709 4567 3170 4583 2167 4319 3879 3509 5117 7306 3532 8590 3717 3886 2784 1389 1161 1754 1269 1233
4460.3 1973 5695 2414 4313 1763 2141 1595 2209 1545 3458 2016 3366 3360 1564 398 2733 438 1720 4699 3949 5257 6615 5433 1609 5000 6492 1069 3281 3255 799 5406 2937 1318 4776 8116 5200 2121 4136 5408 3284 5319 6115 2599 56 2844 8094 3125 3337 5044 4278 5231 5227 7094 7283 5870 5528 2090 6944 4870 1441 3159 2036 2610 1333 4071 6635 4416 4831 4155 4790 5222
1817.9 4913 531 331 6949 3885 6558 5237 758 1539 3012 1198 2808 5427 2685 1785 1419 1404 3570 10090 2817 3127 2022 2333 -100 2868 2073 574 260 2331 826 3426 3995 118 2278 3587 2821 678 1195 429 402 254 2380 1784 83 886 3994 2307 2113 2972 1034 833 2826 1122 2422 -74 1839 4709 1495 7945 210 1979 2421 3258 1267 440 2949 477 1850 349 546 806
-240 -215 -128 129 -61 -298 -151 290 -207 -342 4366 2364 3750 -354 -127 -146 -94 59 -179 -181 82 48 -169 92 5657 -193 8851 821 188 3984 803 -309 585 799 564 19 2634 104 1585 -242 2207 -71 -286 270 7842 -304 -663 -253 5924 -490 140 -595 -144 829 -48 -716 3268 1659 104 -73 -231 3055 -59 -121 3245 318 -27 -76 476 -567 -140 -222
214.6 410 901 -253 909 519 467 4914 683 -53 534 311 1234 436 -356 -79 1048 106 1300 499 885 876 1154 348 -55 667 1140 634 445 1749 503 1789 1205 -276 482 259 -163 7313 822 765 1554 618 827 1046 606 3423 2382 1329 2498 2276 428 1749 1566 2424 1177 1925 596 3654 388 381 173 962 -281 680 389 11632 279 8606 416 -101 347 1084
1649.6 6677 337 3038 2885 4594 2243 3543 3176 5448 3614 1634 510 5977 5198 6055 2036 4095 4219 2034 3866 1530 3178 397 3395 3092 2580 1896 526 1803 2787 7284 5273 1319 981 6457 6242 571 575 466 473 -409 1927 895 1002 2788 881 5117 1594 2144 -23 -1313 1448 1640 1284 419 756 1439 3369 2912 733 837 1956 2613 847 945 185 256 877 177 1600 -559
283.2 429 215 -48 471 142 273 594 9239 460 680 863 196 585 11750 116 619 267 277 478 330 73 473 355 337 209 168 313 193 773 245 613 228 406 567 360 472 487 133 1991 721 627 510 359 94 226 465 1007 521 376 189 745 436 362 287 365 548 422 8658 289 194 734 851 406 176 643 237 400 465 678 254 602
2883.3 3381 2691 2083 4064 3625 2541 3730 2793 3879 4509 3145 5024 5268 3314 2481 3920 2365 3072 5379 2470 2160 3318 3384 2459 2443 5567 2926 2354 6038 2179 5491 4975 3129 7372 6120 5759 5958 3548 6363 5089 4161 2978 4298 2132 4325 7396 6345 5045 6679 7089 7684 7778 11352 2842 9309 8243 3415 3783 3906 1893 6269 4521 4358 2771 6717 5768 6314 4607 6837 5083 3565
1274.3 1792 75 3342 2041 2935 417 1106 1969 5436 1285 2636 8547 2416 1989 895 3589 1556 1387 4865 2714 622 4683 9417 1387 1801 1600 1280 1132 1988 2386 4064 4364 4026 2518 1978 650 -467 -100 482 474 644 1085 1412 889 -334 -170 1413 173 -120 -517 261 -1155 711 861 463 403 1159 2988 997 1307 5486 4681 1529 968 269 1074 316 823 -231 1344 -1024
1118.1 1593 1132 425 1958 329 656 -374 449 260 1243 730 224 1098 612 1219 1126 698 1698 2133 2313 1544 3434 1564 731 1119 2575 542 872 1905 -349 1313 3848 641 3311 3694 3160 6250 1879 6343 3781 4052 3966 2538 4178 5038 4812 4293 6309 5207 4998 3376 5879 7087 580 5155 5015 2604 778 1303 968 3318 1039 1166 3357 6800 3604 3533 4241 2851 4315 5155
5125.6 5332 9364 4309 2754 3719 4957 4012 3350 2667 3995 1880 2654 5574 2892 2920 5416 1871 2411 3191 2183 3506 2135 2300 7672 2255 1849 3421 1915 3719 1887 3858 2639 3606 5115 2539 2340 5572 1568 1940 648 1868 4016 1676 799 2720 2105 1191 5327 4751 2610 1493 2043 4839 4163 5482 3645 6065 3841 3122 2744 2467 2719 3468 1825 5952 10262 9492 2421 2492 1098 1858
111.4 543 -8 99 362 88 117 66 172 399 551 201 373 306 -1 319 457 143 209 443 344 80 399 131 460 181 173 251 152 702 157 315 633 419 525 335 444 589 5935 15776 373 430 340 328 288 300 424 581 713 457 470 952 316 1047 -8 482 568 24 546 168 168 265 359 504 304 -5 615 12 297 490 553 901
975.9 3699 356 1513 2126 2520 2104 2125 2252 3507 2249 741 417 3655 3829 4770 1936 1335 2714 1881 3861 776 2058 531 10496 1981 1489 2481 1396 7455 1475 6471 5630 5847 4645 4733 2831 571 943 1308 207 245 1097 1179 1299 515 1114 2039 1401 784 175 147 424 310 767 823 589 2560 2385 2616 605 5082 1206 3340 315 499 1497 494 207 486 794 619
4900.2 7295 1487 3791 41 3285 4459 4219 1951 976 9624 1055 4819 1775 1312 5999 414 1626 3391 206 3199 210 1053 1559 272 4222 923 1187 1398 3105 737 3330 3118 2188 718 2097 611 450 120 514 343 160 -67 728 1478 472 502 2546 519 158 20 74 401 -182 86 521 -12 79 2521 4070 2301 3969 766 4462 274 319 368 334 151 229 555 175
3204.8 5644 2015 3753 4647 4744 4792 5075 6278 6398 5843 2177 5421 5625 4750 7894 3976 3379 7318 8195 4528 3601 3666 3618 3165 3866 4528 3152 2684 7913 1620 4277 5224 3789 1283 4280 7625 2076 1687 1840 2188 1089 1692 3057 4750 2824 3413 2390 2715 1362 969 1328 1218 2104 2331 2820 1351 2908 7771 2926 1653 5652 4725 5436 1466 2050 2087 2761 2259 1117 1702 842
491.9 771 -55 -219 1616 785 -1444 1865 277 1252 2746 -923 2709 2043 3618 348 3277 421 1981 2063 529 482 1713 1249 721 -1771 1191 1481 -167 3895 1009 4944 4151 924 4086 2252 4307 4097 -174 4549 4853 3622 2803 2416 2515 2562 5126 5877 4426 4591 3855 3448 3958 5808 1324 5459 5809 -338 1877 621 -1488 2304 2289 1909 1333 3519 4769 3378 4323 2913 4730 4816
873.2 605 446 -480 2871 560 1039 610 2817 1748 2036 246 620 6450 1515 -165 4038 1969 1201 2934 2664 15 135 -591 1090 3727 -645 -538 153 250 597 25 -699 -1084 -1405 -2084 -3198 -1114 -2193 -2572 -2039 -267 -947 -1118 -801 -2147 -2750 -3272 -2988 -694 -3877 -1458 -418 -2612 673 -2248 -3719 217 364 283 132 1563 -895 2225 -1181 -1738 -1731 -1305 -1689 -1991 -2152 -1088
1562.6 4051 537 1164 3832 2661 2346 3991 2271 4329 3001 1117 3093 3167 3256 2206 9332 3154 3015 3950 4842 3473 4645 2682 2717 4119 3191 2899 799 4497 1528 4325 5433 991 5558 4512 10992 4818 3449 4872 3508 1424 2757 10915 1659 4386 2313 7162 4729 2745 3484 2520 4710 3539 3301 4152 4381 3160 3090 2458 871 3657 4758 5475 4232 5049 3553 4022 5422 2808 3541 1761
4490.8 5497 1000 7836 2627 3156 4301 4762 2455 5155 4669 5488 4004 5264 3829 8032 1650 2675 4943 4593 2719 1541 4982 3268 1668 2860 3753 3123 2458 7006 946 4182 3957 4039 1370 3267 2200 1103 525 3536 1073 2972 979 1567 2247 1565 3410 1278 1310 792 155 1886 692 688 1295 1281 859 2922 4501 2444 1214 5755 4400 7651 846 254 1612 418 1651 652 1438 943
3082.2 3544 2888 2674 4627 3841 2927 3853 3096 4044 4164 3947 5242 4605 2820 2968 5725 3826 4011 5263 3281 2530 4524 4778 3403 2907 4657 4074 2363 5139 2827 5186 6984 4570 6235 6209 6394 6569 5894 6520 6859 5889 5672 6426 2986 6707 8159 9333 6148 6303 8810 9429 8446 9569 3940 9407 8119 4429 3345 4328 2668 3984 4396 5772 5037 6493 6960 7118 4741 7057 7235 8241
5324.9 4350 2763 1737 779 3425 4204 1608 3156 1633 6430 1334 227 3065 1429 1942 989 1206 1433 896 1521 1045 1926 699 1779 1427 1101 5044 11097 4702 473 1314 1822 6006 632 1470 2012 223 222 510 402 105 105 481 1158 56 -102 763 257 243 129 56 281 -31 60 124 215 1603 1966 2250 1646 3998 1471 3718 179 122 299 84 342 -40 123 61
1586.7 4635 519 1377 3038 4017 2494 2833 1224 2040 3259 1227 3411 5398 4216 1445 3696 1397 2620 2890 2730 1651 4381 2475 1051 1812 3405 1705 561 3630 758 4605 6529 222 3354 4530 7346 2632 5651 4309 6260 4230 5184 6627 -71 3934 3457 4799 5166 2457 6695 5593 6663 4118 3583 5402 6037 1262 4776 3816 677 5852 9265 4924 1680 2129 3046 1335 3924 2773 3456 3832
4303.5 3907 5111 3097 5692 5454 3924 4098 4463 3880 5373 3840 5710 6486 5644 3696 5126 4356 5768 5812 5398 4337 5886 5230 4339 4964 6049 5881 5050 6241 5245 8072 7768 4841 6661 8437 8514 8867 8138 8079 7716 6765 7436 6417 2439 7588 11224 8289 8589 8623 8883 9896 8943 8560 3306 7793 10207 5351 7553 6132 3148 6937 6493 6436 4811 7947 8056 7788 7773 8965 7109 8978
1243 3639 -563 2568 2360 2643 3908 1556 4732 4047 1331 351 257 -1101 4856 4241 -1025 -108 1424 187 5450 651 4314 -475 -76 2062 3390 1021 478 3438 524 2068 3459 1021 -301 4037 1109 -900 -577 -705 -801 -492 691 -58 2107 277 3322 28 -967 -528 -1621 -831 -1026 -851 46 -1245 -1658 96 3995 3402 175 2009 -318 4212 -106 -1428 175 -1298 -218 -1193 5 -503
2871.8 8969 1484 3907 4836 4005 4130 6186 3623 8449 4611 3866 3395 5103 6293 7752 5423 3936 4830 5326 4032 1952 4575 2142 2297 2796 3319 3657 682 6947 1994 4186 6730 1999 4466 4363 8935 2909 1862 3028 1870 2091 2762 6259 842 4122 4738 3966 4877 3674 2170 2799 3383 3342 4634 5614 3083 3802 5236 3894 1961 6101 6609 7937 741 2654 5218 2361 2331 803 3957 2376
3421.8 4199 5627 4622 4255 3149 6585 5512 3790 4011 6592 4036 6926 4389 4876 3744 7623 1777 7523 5864 3409 3247 5558 3012 5156 2452 4196 2993 2638 8327 1275 5518 5093 3792 3159 4705 4607 4394 1830 3066 2356 2604 4334 1745 1384 2005 5919 2827 2582 3317 1653 3211 2434 9410 3675 3790 3503 2560 4207 4755 1185 11615 4544 5066 959 3097 5660 4278 4039 3047 4562 2516
5621.3 5717 423 4473 5574 3682 3148 3604 2271 3585 3018 5528 6458 2877 3080 6872 8560 6873 9060 5584 2609 2712 4785 4630 2719 1406 3068 2096 1190 2288 3068 2082 2831 2654 2889 2356 1506 1666 778 2292 342 1128 1664 873 2171 2604 2705 1977 1595 1887 1074 2557 1209 1287 1944 1396 1053 3141 2768 3028 3317 3169 4570 7478 2848 1544 776 834 1794 1593 1479 705
1571.1 1911 985 2007 1014 2039 2321 1729 4169 855 2290 1903 1758 2067 3692 1943 1480 648 2147 757 385 428 462 1091 1333 103 1445 543 271 2689 330 930 1088 1274 983 643 2781 523 696 1307 984 526 780 567 445 2505 2682 858 15568 1726 996 628 836 1368 369 4344 3032 428 3535 1468 405 1057 2638 389 791 1819 1018 691 863 828 1013 807
2815.2 7468 1073 3503 4226 3682 4331 2926 5117 6083 5104 1966 3914 5695 5524 7475 3153 4245 4180 3859 4456 4925 5364 2269 1745 4717 3323 2979 2408 6171 3067 6521 4483 1326 2226 5614 5215 867 877 1335 1799 742 743 1913 1354 1713 4988 3565 1428 1520 226 577 999 822 1760 649 1053 3465 3852 3823 1697 3227 3522 6691 391 735 1360 1017 1632 680 1881 744
79.2 31 176 26 -119 177 -8 61 7 222 52 134 -68 94 -18 165 213 252 236 385 118 -52 0 165 294 54 36 347 69 273 72 -73 127 184 407 31 381 243 -56 -97 83 620 250 147 253 93 304 330 226 15319 302 6264 538 507 146 169 396 206 20 20 150 30 158 162 91 86 163 277 83 361 347 171
5780.8 4849 4143 4819 2800 4786 2385 3908 3112 5459 4457 3258 2404 5669 2937 2235 7724 7990 5472 2774 5437 6274 3254 4622 10351 3002 2013 4954 2301 3107 7548 3602 4211 4285 8298 2876 6083 2935 2402 2936 2139 1806 1332 2543 1636 2796 1931 5268 2914 4238 1547 1512 3551 1962 2092 3341 2338 5157 3602 1941 8648 5081 3282 7286 3755 3353 3425 3354 2446 3425 1522 2373
3958.8 7363 1619 5672 5939 4272 2962 4741 3030 7813 5299 3739 3961 5773 3806 6500 8622 5223 4919 4539 6392 4039 5849 4120 5241 4541 3886 5175 2608 5875 4346 4210 7369 3156 6622 6508 8628 3705 3375 5524 7288 2232 3684 6111 7264 6242 4429 3588 4087 3417 2515 2768 5227 2893 4674 4089 4507 4197 4028 2848 4374 4705 5576 7947 14290 4140 4280 3266 4658 3419 3975 2465
2958.8 2195 4492 2937 2097 2939 1887 1282 883 308 1543 978 5215 3799 0 59 -466 2957 -7 1680 920 292 1462 885 353 27 -415 1395 546 6263 571 -1693 -1781 1337 1815 -204 7118 1243 759 2944 -1585 996 1381 -82 1967 1783 1852 800 259 1335 1201 -357 2583 -3128 70 -5 862 4453 1514 3993 939 629 4869 40 6380 803 247 483 5056 603 381 -154
3523.3 6584 1553 3634 6255 3548 3808 3608 3032 4461 5996 2577 3892 8173 4874 585 8502 4417 5493 4979 3998 3737 6156 3415 1174 4838 4171 3327 1577 7267 3143 5771 6728 1069 5991 6127 9156 7558 2806 6160 3597 3618 2546 4422 4136 6206 6407 8118 3784 6767 5984 5442 7709 4846 2571 6479 6770 2134 3910 3783 1637 5767 5809 7541 3919 6816 4731 6417 3945 5318 4348 3729
2211.9 2171 1624 2328 2665 3381 2923 4582 2772 3180 4741 3151 4230 3360 4227 1350 3767 2383 3993 4534 929 2090 2057 2747 4666 989 3125 967 1928 4505 1630 3672 4247 3353 4106 3158 4994 4465 3225 6877 3971 3902 3140 2998 2508 5436 8620 6994 6485 5411 8552 9760 5894 6510 1987 7955 6215 2815 3394 2349 961 3911 3197 3336 3457 6613 4865 6144 6660 4440 5004 3809
3120 6899 1165 4472 3934 7072 3711 4931 3983 6596 5009 4094 3365 6369 4607 8058 6740 6936 3685 3089 3979 3863 4695 3988 5251 2773 2656 3250 2360 3148 4333 5207 5739 3681 8321 4483 9337 794 2357 3341 4044 1298 4292 3807 7489 3887 3848 2487 4450 3205 731 625 4325 2292 4145 3687 1813 2423 4425 3095 3226 4464 4577 5456 9201 1909 2054 1885 5195 1657 3724 1956
2931.4 5546 372 4689 3447 2362 2184 2305 3301 2132 3785 5671 6331 3315 3986 5319 5673 5592 5775 7537 1057 793 1986 2507 1356 934 2079 1155 1259 3094 290 2836 2089 4846 1914 1288 1578 790 632 3103 701 1097 1035 744 2174 807 1512 810 1404 1716 1415 1559 1375 3315 1654 1662 1293 2323 3795 2776 333 9996 4996 4519 1164 2521 1050 1070 1664 730 639 1690
2149.5 3751 1592 2102 4419 3705 4239 5644 2398 5115 4655 2902 7028 4480 4675 2256 2920 1748 4586 5940 2539 1619 3805 2410 1114 1602 2749 2260 1338 7355 948 4160 5039 1715 2783 3519 10162 2855 2500 3333 2535 1921 2764 4904 1834 2849 5233 3436 3944 2977 3979 4008 4769 7581 2095 8215 5398 2644 2740 3001 579 6248 7337 6659 4203 5286 3422 3941 7144 4017 5947 3283
5507.3 7588 3703 7969 4028 4849 4682 3824 5445 5030 5685 4657 2699 10603 5424 7146 6122 4485 4554 3596 2325 3043 5411 2601 7028 3808 3230 2560 1891 5873 1941 6643 5072 5297 3902 5222 4192 2092 1051 3710 1707 1330 3317 2972 2855 2501 3129 3306 3262 2764 774 1627 3115 3577 4129 3229 2309 3918 4894 4054 2464 4758 3314 8110 1479 2654 5040 2211 1546 1178 1302 1294
1513.7 2974 2281 2674 6306 1262 2104 1160 3304 2646 5979 2796 3252 5154 5660 522 3363 1944 2321 3858 4370 815 5732 3202 1260 1783 2035 2852 1611 4490 1348 2942 5819 2251 5264 4684 3909 714 204 1895 657 1280 1378 1631 1034 1335 1817 578 379 2106 157 497 707 1441 1529 2819 1828 2013 2427 1600 248 11161 2762 5720 2529 918 2398 1278 1171 300 1461 444
4682.1 7615 3485 4937 6467 6771 4570 5625 3959 8119 6992 3595 5335 5769 4232 4258 8764 4111 3069 6404 7119 4887 6988 5224 4251 4905 5992 4583 3109 10265 4773 7086 8314 2933 8139 7488 12843 6416 5633 9339 6571 6689 4900 8940 4301 7489 7855 5560 8291 6932 7333 5159 9375 4872 4707 6991 6929 6346 5868 5083 4216 8533 8233 7377 10438 5222 7691 5326 6557 6124 7365 5851
1339.7 743 455 836 3528 1377 4866 3691 4428 3770 6650 1998 1115 2096 3841 6807 2957 4554 3784 3643 2617 1709 3673 2178 1691 1833 2978 1333 2046 2002 39 3845 1829 2035 4939 8337 1195 1553 1429 603 -139 1004 2816 5017 4971 890 3876 1860 2367 1705 843 -15 2076 -55 608 2645 1349 2964 4438 3648 482 9208 2630 4324 1662 539 1507 517 1511 1274 624 1289
1474 2712 1258 1292 2555 827 975 781 947 1747 1213 761 1635 1609 948 1481 1983 534 1600 3412 3207 2665 8141 1632 707 2822 3125 2909 918 3904 761 3958 9498 1413 814 6707 5217 2091 1945 1654 7416 1937 2202 1468 948 843 6398 6308 4330 2669 2297 1745 2346 2391 1037 3485 1095 1216 1110 889 381 1726 4221 4282 2489 277 3338 2026 2188 1288 5035 2495
2902.2 2576 1846 5026 1760 1935 3405 9277 2931 2549 8385 4116 3665 6770 3057 1844 2913 1726 3873 879 2316 2160 1932 1662 6166 908 1456 1279 901 3948 2362 2743 2529 4362 6076 1603 2860 1704 416 1549 1236 1384 1167 884 360 1753 1503 1403 2190 2924 310 7905 1330 3492 1823 2603 1788 5213 4462 2158 1224 5771 1978 4159 642 3961 2096 2604 1053 968 1352 667
110.9 207 -145 220 297 237 -77 410 245 298 50 369 629 50 457 1001 1075 1300 176 -14 307 695 61 988 1004 127 98 242 161 6435 1272 1500 652 1272 2593 -140 11099 743 1033 1236 2531 935 695 4306 5780 1095 2283 756 2552 347 1916 1333 475 319 2712 3945 2872 257 369 -130 733 2538 2181 628 1367 3855 644 182 6944 1935 3134 191
715.5 969 808 651 1628 1415 880 7237 1783 1867 1064 1457 4479 1167 865 737 1603 540 3892 1471 1231 776 1587 1071 985 861 1484 801 863 1104 2250 1520 1183 810 1409 1490 1996 5945 1235 1949 1190 1345 1894 1405 862 5771 743 1255 3057 3961 841 4457 1311 4768 1215 494 1646 4648 711 1135 453 2331 1318 1057 1304 10029 2015 9388 1702 1533 1536 2255
110.1 194 152 319 245 242 94 366 248 117 266 1995 1245 2909 876 96 86 91 126 376 4595 257 5297 108 659 38 2747 1647 261 799 488 1135 5772 1236 816 6419 -43 418 72 279 92 450 6408 204 59 1430 8013 225 312 5304 170 2523 1478 475 1726 1813 288 228 452 205 79 212 526 7158 623 262 196 432 205 574 617 -31
1571.2 1045 1123 461 689 1277 1998 2061 1274 2251 1247 1102 1876 927 1144 2241 1905 1810 1131 3418 1890 2845 1782 2429 786 1129 2085 2815 3019 2344 1175 2850 3390 1371 1656 2824 9760 5191 3522 3893 3483 2791 2735 2476 4555 5223 8281 1234 1350 3909 2870 4630 4304 3150 2742 7101 3216 2376 2286 1352 295 2106 4891 3294 5291 2046 3621 2382 9313 3040 5839 3582
3379 6821 108 3875 5494 5091 3319 4749 2532 5984 4725 3731 3400 3753 3544 5262 4638 4390 3687 3517 3162 2581 4273 2190 1662 2581 1922 2792 702 5058 3694 3377 4211 1044 2665 2544 10626 1869 2647 3546 2455 309 262 7997 6535 3760 3396 1888 2683 3284 1903 617 3617 1011 3120 2304 1786 2904 2155 3328 4318 7434 3960 4720 3271 710 307 1245 3158 1158 2131 968
3827.2 4991 1007 5210 2247 3826 3512 4828 2870 4206 8582 2936 2579 5839 1981 2667 3519 3584 3483 3465 2712 1796 3293 1188 4051 1726 2510 3001 3265 3166 1810 4038 3174 6607 5082 2698 3422 2209 2696 3591 968 1439 1206 2768 2848 2491 3562 2477 1529 2251 2713 2429 2299 1101 1969 679 3322 2410 3307 3485 2373 14314 3107 5288 3660 2122 2532 1976 3763 2080 1891 1306
3852.7 7799 1289 2761 2181 5881 4795 3037 999 4142 3937 3097 2371 2090 2104 9324 3897 7734 6303 5496 2362 1610 2188 1673 735 1087 1421 1972 1853 2437 638 3826 3385 2810 2075 3106 7961 2207 1967 4539 2169 1315 1894 2680 6371 1913 3095 1982 2338 1338 3129 2930 4218 1989 1484 3003 3000 3154 2165 5072 888 6568 3962 4411 6073 1813 1871 1942 5759 3388 2038 1540
