"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58"
0.417559 1.165753 3.291709 1.056494 0.574679 1.946098 1.190161 0.472461 0.629153 0.377475 0.9097 2.40218 1.338124 0.627603 0.9181 0.983428 2.392196 2.0645 0.78414 5.50783 1.383964 1.62923 1.334837 1.044768 2.158795 1.221612 2.543899 0.975681 1.208536 1.025821 1.438323 1.512485 1.282856 0.987055 1.29815 1.305217 1.416347 0.837083 0.890235 0.86594 0.843376 1.331762 0.310838 0.948677 1.004738 1.238614 0.720252 0.485579 0.821062 0.758066 1.454394 1.808377 1.452494 1.061971 0.354108 0.940825 1.371908 1.276183
1.017028 1.712235 2.917167 1.517302 0.975611 2.714266 1.514736 1.11848 2.230899 0.70767 0.975434 1.504188 2.918257 1.565312 1.654685 1.190958 3.087045 2.155551 0.96915 4.328452 2.621487 2.895518 2.341106 2.244032 4.697257 1.553214 3.134659 1.772899 1.91194 2.439445 1.437492 3.139505 1.1531 1.581012 1.30233 1.313945 3.011593 2.032287 2.429993 1.595828 1.880379 2.779717 1.999579 1.331987 2.067317 1.74147 2.659493 1.92861 1.506535 1.670684 2.317408 3.056939 2.226189 1.819189 1.246862 2.940954 1.568494 2.075011
1.765078 1.586092 2.220496 1.53432 1.934223 2.259441 2.253502 3.108428 1.260737 2.857917 1.221077 1.727265 1.491109 1.857118 1.960717 1.68482 1.821376 2.185147 1.206129 2.146886 1.810858 2.298075 5.971678 1.939791 2.03156 2.116285 2.673255 1.773032 1.598842 1.455699 0.776065 2.547606 1.228626 1.718705 0.985072 1.592275 1.20804 0.545258 1.168549 1.150394 1.766108 3.127684 1.30544 1.464812 1.258495 1.431074 0.96114 1.08973 0.932636 1.25451 1.073073 0.692387 0.946942 1.772553 1.280343 1.831902 1.022226 2.302655
1.122941 1.457905 2.519516 1.237074 0.638215 1.718053 1.660388 0.999392 2.008442 1.171817 0.677903 3.584982 2.448662 0.786925 0.654686 0.683299 2.22614 3.417196 0.918028 2.420778 2.561738 2.042734 1.183513 1.495401 4.051673 3.333038 2.259245 2.020343 1.897588 2.888292 3.313346 3.353039 2.581317 1.834585 2.399235 1.794676 2.179813 2.548677 2.363292 2.869337 1.688987 1.501572 1.341227 1.802313 1.847499 1.639958 2.865063 0.874897 1.468411 1.17679 1.288721 1.69591 2.002824 2.30497 1.601035 2.329234 1.894353 1.284777
1.304966 1.786863 1.338189 1.033879 0.487928 1.670354 0.79135 0.626498 1.841094 0.47462 0.562868 1.319127 1.209165 0.373652 0.871146 0.59569 1.755068 4.245607 0.930841 2.301672 2.437382 2.063662 1.280535 1.128931 2.061327 2.776442 3.900926 0.891175 1.054046 1.429044 3.02922 1.644316 1.628344 1.387152 1.236102 1.739192 2.195353 1.555897 1.653468 1.87385 1.651997 1.581805 0.853941 1.346368 1.168086 1.45103 2.094861 2.267877 3.081145 2.02305 1.810425 1.146293 1.322332 0.788181 1.76743 1.001093 0.991278 3.27507
1.431372 1.938589 2.674662 1.66651 0.850775 2.68527 1.506907 0.964606 2.168139 0.85092 0.797592 2.423698 2.339032 1.146636 1.052886 0.864208 2.149877 1.688794 0.936279 2.995043 2.2205 2.582966 2.233806 1.344481 5.138799 0.958846 1.152519 1.010514 0.922782 1.096946 0.84755 0.973793 1.035474 1.221612 0.760177 1.123683 1.029361 0.913907 1.059351 0.920711 1.566412 1.450063 0.778747 1.393679 1.014482 1.026203 1.187564 1.151634 1.982703 0.823782 0.95779 0.584707 0.99648 1.007591 1.112258 3.367681 1.281369 1.658723
3.661221 1.555055 1.760456 1.440998 3.759498 0.455703 1.684566 2.496341 0.498411 2.115341 2.886869 0.688553 0.364148 3.018191 1.210557 1.741287 0.591668 1.107305 1.862655 0.508598 0.485958 0.950734 1.046734 1.084433 0.948656 0.445834 0.643457 0.367311 0.959234 0.769126 0.81563 1.017414 1.154994 0.502487 0.933364 0.405679 0.576849 0.55125 0.378655 0.565076 0.583882 0.694098 0.353819 0.719364 0.347686 0.653787 0.526491 1.21655 0.432136 0.452822 0.506023 1.00025 0.281954 1.202618 0.534286 0.26491 1.543356 0.81318
0.704324 1.164954 1.722399 1.240897 1.043446 0.812983 1.142771 1.209725 0.951123 0.832212 1.306849 0.621074 0.742733 1.335132 1.206252 1.347109 1.135713 1.350875 1.872646 1.438124 0.690951 1.28423 1.86023 1.185397 0.871031 1.539948 1.766641 0.76497 1.491805 1.590626 2.973657 1.154685 1.348704 0.976214 2.656939 1.139924 0.983861 1.236737 1.346802 1.146798 1.313891 1.527152 1.185097 0.660764 1.959001 2.143021 2.849046 3.619519 3.126726 1.160333 5.054956 1.843127 1.173467 2.243745 1.12769 0.932241 0.972439 2.692003
0.455717 0.458762 0.650237 0.536313 0.157381 0.590375 0.452274 0.259427 0.513376 0.221748 0.127327 0.771269 0.593955 0.298006 0.596916 0.094314 1.018759 3.042124 0.657815 1.208759 0.845618 0.992678 0.6754 0.910825 1.242085 3.025965 1.530688 1.37163 2.452839 1.342595 3.039828 3.227887 2.228067 1.417534 2.492154 1.070882 1.43473 1.157454 1.651298 1.217913 0.972541 0.823562 0.971739 2.124642 1.196706 1.127841 2.420812 1.277079 2.325589 1.633971 1.910541 1.706528 2.226201 1.740798 0.861194 1.177739 2.081082 1.314181
0.646518 1.860973 2.321777 2.008734 1.176198 1.97035 1.570789 1.033252 4.468643 1.684353 0.819472 2.539642 3.661719 0.86496 1.654738 0.934019 1.704783 2.603036 0.843319 2.893237 1.697165 2.049902 2.926922 1.359052 2.068129 1.492177 1.985946 2.418823 1.278389 1.518172 1.04177 3.227385 1.468344 1.565998 1.037875 1.184283 1.860905 3.981175 2.455456 1.642661 1.821978 2.132248 3.188628 1.83427 1.796228 1.441081 1.62026 0.841471 1.147942 1.082445 1.933635 1.770002 1.64465 1.209808 1.598464 1.454596 1.217892 2.945008
0.704604 1.593375 3.323407 1.648704 1.710221 2.040885 1.603264 2.833505 1.654999 2.622147 1.624119 1.51186 2.766062 2.299278 2.622073 2.536873 3.321937 1.684755 2.695307 3.27132 2.764001 2.691771 1.814186 1.133748 1.878353 2.047832 1.733441 3.126056 1.910483 1.887534 3.777029 4.046809 2.7339 2.263601 2.490048 2.325017 2.981484 1.821334 1.452339 1.939855 2.74641 2.030668 1.521873 1.577645 1.48084 1.572718 3.818881 1.842771 1.579448 3.293013 2.367315 2.633332 2.681895 1.938228 1.124969 1.257893 1.60873 4.803424
0.88014 1.645302 1.936737 1.038489 1.516466 3.129714 1.198371 3.241303 1.693809 1.237187 1.254941 1.859647 2.470344 0.810317 0.743774 1.26065 1.635565 1.306356 0.777571 1.846498 1.091529 1.324303 2.607729 0.700821 3.846105 2.391413 3.274688 1.575164 2.171421 1.811214 1.731883 1.893701 2.005522 1.372386 1.348361 1.881881 1.431168 1.30985 4.673842 1.91933 1.670269 2.817929 1.067005 1.991454 1.679077 1.03204 1.693618 1.501161 0.885647 1.464415 1.99164 0.924514 2.146624 1.174789 1.227441 3.463985 1.958196 1.516292
0.51986 0.652559 1.250752 0.53484 0.397238 0.875245 0.555828 0.833292 1.134358 0.794233 0.8574 3.786529 1.03678 0.787787 1.182775 0.81694 0.887618 1.366681 1.381478 1.500435 1.018908 1.526859 1.812412 1.096883 1.007988 1.720985 1.814025 2.448939 2.974182 1.321503 2.030283 2.016772 1.633995 1.228894 1.512796 1.664262 3.126437 1.440271 1.745098 1.732152 1.302502 2.230024 1.770892 1.140659 2.077097 1.519369 2.142336 2.870291 2.231655 2.09274 1.801727 1.720957 1.51449 4.692458 1.955367 2.153832 1.813971 2.600776
0.667458 1.62371 1.584064 0.823965 0.931797 1.455982 1.158298 1.528943 1.122018 1.617067 0.944643 2.242817 2.317159 2.325404 1.813506 1.434546 2.506563 5.693292 1.120262 2.438457 1.125296 2.667042 1.994611 1.63344 1.842114 3.068836 1.421453 1.560044 1.406434 3.252875 1.247534 1.303816 1.450496 1.604392 1.476597 0.632192 1.371607 0.724197 2.587609 1.729012 1.8351 2.096256 1.027708 1.730374 1.745736 1.314325 3.188576 0.926122 1.250246 1.757411 2.320498 1.678633 1.4929 1.256743 1.330392 1.231375 2.285187 1.630034
1.379413 2.165245 3.809628 1.691232 1.625307 1.782251 1.785935 1.773222 2.043464 1.846136 1.086186 2.506797 2.818427 1.752575 1.887462 1.137125 1.715394 2.231919 1.475987 2.204097 1.827221 3.999373 2.8959 1.676824 2.63264 2.422874 1.593158 1.938019 4.632734 2.38403 4.183883 1.958003 2.171307 2.02057 2.845563 1.30064 1.917493 2.579946 2.392324 1.840052 2.027985 1.841669 2.060864 2.178228 1.350264 2.411335 3.791504 1.92485 1.5855 2.040749 2.091653 3.475192 1.958598 3.430341 2.232864 1.82732 1.617777 4.276887
1.662154 1.635743 3.97526 1.05774 0.536297 2.418298 0.815083 1.492949 2.945467 1.821676 0.818346 0.575881 1.83975 0.902898 1.414333 2.114752 0.645147 0.646321 0.605952 1.344599 0.514277 0.621447 1.219032 0.379318 1.341502 1.914516 1.188947 1.527605 1.006776 1.749483 0.284651 3.622534 1.685757 0.711141 0.956977 0.820998 1.035743 3.029912 1.156026 1.08878 1.91501 1.732209 1.759761 0.904413 0.539435 0.543114 0.379238 0.576141 0.248153 0.334419 0.780781 0.771591 1.378083 0.570335 0.247515 1.226819 0.830794 0.70983
0.566794 1.330235 1.490681 0.888617 0.355157 1.84136 1.289365 1.202493 1.897726 1.21019 0.930388 2.010034 1.578814 0.58261 0.806289 1.037612 1.341734 2.616206 0.601334 1.765947 1.398302 1.352067 1.117451 0.953539 1.4807 2.769142 2.56165 1.938032 1.994246 1.196692 6.107251 2.012519 2.042848 1.258318 2.345306 1.581143 1.765552 1.364673 2.079579 1.498258 1.12484 1.133346 1.45116 2.163541 1.320591 1.047296 2.24737 1.61945 0.992181 0.899507 1.665635 1.794699 1.947255 1.433804 1.152779 1.925218 1.883122 1.468508
1.037172 1.784876 2.508418 1.398689 0.813541 2.12499 1.398492 1.251451 3.44855 1.311705 0.763464 2.097675 3.103329 0.918465 1.080901 0.799767 2.519742 2.148921 0.938077 2.67518 3.073516 1.963886 3.562592 1.247122 3.71776 2.257077 3.457926 2.123021 1.33733 2.047461 1.477 3.388604 2.787942 1.665097 1.24183 2.244031 1.212768 1.671525 2.091487 2.463045 1.595913 2.138517 1.368093 1.361164 1.336333 1.304256 1.552815 0.695065 0.929558 0.823746 1.400792 0.976253 1.702963 1.064055 1.107188 1.363128 1.754104 1.346519
0.465613 1.198992 1.421204 1.200492 0.617928 1.524441 0.996256 1.11863 1.991437 0.9919 0.737012 1.46656 3.932917 0.599574 0.78925 1.098791 1.972146 2.551442 0.866718 3.177175 0.980188 3.073034 1.587246 0.866398 1.620457 1.414038 3.676335 2.349091 1.48393 1.796171 1.914009 1.851871 1.23193 1.650193 1.81669 2.825253 1.419214 2.930758 3.061725 2.174092 1.485946 1.857763 1.493651 1.265579 1.407045 1.734765 1.853678 2.122765 2.93021 2.278513 2.44511 1.243961 2.983786 1.024665 1.1732 2.844013 2.026501 1.703097
1.414683 1.670183 1.716364 1.48139 2.451138 2.17606 1.389282 2.102674 2.09059 1.829715 1.398234 1.553203 4.183259 2.253382 2.336632 0.970156 2.229331 1.302281 0.982325 2.19578 2.003185 5.847043 1.819636 1.370285 1.972445 1.432372 2.64355 1.133352 1.282105 2.184869 1.321011 1.866752 1.378958 1.833097 2.178317 1.19434 1.807073 1.504884 2.423505 1.510379 1.603165 1.571066 1.847177 1.08022 0.984928 1.111529 1.710535 1.010901 1.406173 0.924611 0.89146 0.739296 1.012222 1.729228 1.632192 1.155344 0.853488 1.27555
1.528421 1.467896 2.75338 0.959909 0.476583 1.978858 1.431344 1.359621 2.328314 1.210533 0.754016 3.622857 1.516187 0.774619 1.070928 0.880727 3.530282 3.07546 0.968839 2.573774 2.514047 1.828298 2.002208 1.61655 3.670921 4.097038 2.372888 2.124232 2.78722 1.957115 3.086035 2.792173 2.617727 1.471832 2.686061 2.076573 1.936628 1.723608 2.207091 1.81178 1.863217 1.910563 1.718724 1.588609 1.172213 1.441341 1.664545 1.49442 0.865156 0.713589 1.199034 1.87892 1.89735 1.667609 1.399053 1.216326 2.36725 1.573419
3.053456 1.003106 1.130773 1.214544 4.626527 1.725444 1.531628 1.75112 1.287704 1.925218 2.021822 0.923162 0.494253 3.669256 1.521574 1.501736 1.039356 1.516969 1.757823 1.120757 1.417991 1.602736 1.193822 2.420251 2.29325 0.464876 1.617078 1.250519 1.294219 0.897786 0.62384 1.593027 0.536203 0.585538 0.6433 0.714282 0.750606 1.746111 0.447894 0.323129 0.827476 0.849195 0.878464 0.672211 0.475465 0.760429 0.775998 0.710809 0.892603 0.67087 0.601355 0.673547 0.640229 0.821155 1.48927 0.408444 0.509253 1.105114
0.490909 1.035507 1.873575 1.027635 0.439583 1.954045 1.053788 0.704121 0.894489 0.544612 0.771074 1.292255 2.01695 0.777668 1.113609 1.193862 1.559462 1.993393 0.828381 3.481342 3.849696 2.226996 2.996752 2.220241 3.216379 2.126522 3.512056 1.671154 2.418614 2.605916 1.57279 2.609131 1.601863 1.820719 1.445002 1.624342 2.193301 1.527164 2.713356 1.465676 2.323887 2.042264 1.224448 2.233858 3.224326 2.224153 1.398208 1.063078 1.336458 1.144441 2.295959 1.753726 1.564326 1.723197 1.178452 1.599871 1.548731 2.667055
1.44736 1.655156 2.07662 1.258653 0.861333 2.37947 0.849492 1.074025 2.461892 1.502546 0.942764 2.0016 2.111709 0.952657 0.921492 0.779702 1.394868 3.806695 1.249896 1.921449 1.181649 4.401606 2.435704 0.866634 2.868941 3.451285 2.083334 1.469695 2.233521 2.149591 3.180246 2.069139 2.256973 1.543427 2.424514 1.586702 1.597007 3.038439 1.649212 2.51557 2.527482 1.835749 1.935661 2.407341 1.27132 1.980168 2.508034 2.455677 1.788771 2.030767 1.924623 2.908048 1.550981 2.026086 4.122529 2.168967 1.863317 2.282903
1.409005 1.042105 1.214563 0.717371 0.670405 2.448757 2.268986 1.644608 1.866405 1.301952 1.216714 2.080762 4.181961 0.677914 0.81417 2.065733 1.281887 1.843354 0.635013 1.312509 1.995856 2.382438 2.39191 1.92932 2.652345 3.528428 2.574665 2.456031 2.275525 1.400206 1.805255 2.419917 2.914902 1.283301 1.187426 2.073571 1.833597 1.395668 2.42297 2.29169 1.966006 2.816952 2.28901 2.292308 1.197261 0.995794 0.990382 1.227876 1.255663 0.992953 1.847411 1.163555 1.083486 0.976855 1.351101 2.970508 2.733106 3.778692
0.5691 0.938436 1.250641 0.741927 0.501288 1.691858 1.081887 1.177207 1.065202 0.78008 1.058029 1.035971 0.74044 0.763956 1.085257 2.166514 1.91698 2.568013 0.725083 2.418676 1.724411 0.869549 1.82573 1.221515 1.665363 1.939231 1.19869 1.476034 1.368309 1.413526 2.820186 1.492513 1.909951 1.649746 1.456343 2.302299 2.315276 0.53928 1.797913 4.397625 2.396911 1.066291 0.657326 2.065731 2.69981 1.025616 2.499566 1.938016 3.988316 1.669238 1.410845 2.547483 1.329144 0.680497 1.186482 0.913319 1.980504 2.25799
0.64978 1.682884 2.449089 1.21058 0.542542 2.065412 1.365203 0.894231 1.112646 1.050474 0.900809 1.798251 2.413984 0.921434 1.323681 0.736414 1.781293 2.633015 0.970473 2.730279 1.143948 2.855531 2.363615 1.326034 2.831337 0.585013 1.56739 1.551961 2.611997 2.851184 2.452941 1.283626 0.126957 1.966545 1.470295 1.020844 2.535887 2.109606 1.577636 1.223761 3.004118 1.48194 2.140108 1.880527 1.175869 1.971976 2.159267 1.848849 1.333179 1.450917 2.222351 2.671131 1.669576 4.570544 1.996968 2.18438 1.886901 3.020063
0.865188 2.415517 2.158029 1.460241 1.055345 2.24234 1.77823 1.232522 2.427076 1.984244 1.05445 2.554818 3.704216 1.135569 1.673696 1.362434 2.790109 3.195308 0.879157 3.218397 1.732078 2.289102 1.385706 2.086601 2.940337 2.11859 3.987865 2.595454 1.225992 1.957676 0.717287 3.317585 3.229433 1.637185 1.933845 2.863029 1.335214 1.604371 1.656756 1.304641 1.403284 2.091688 1.997146 1.480744 0.842196 1.077987 1.395296 0.766467 1.259565 1.046912 1.450792 0.805451 1.984574 0.926376 1.277499 1.795753 1.457141 0.995442
0.51949 1.708119 2.007213 1.642338 0.965376 1.796684 1.703393 0.937948 4.050884 1.711136 0.644755 2.125746 3.993039 0.397682 0.686556 0.497487 1.998326 1.348431 0.523791 2.027278 0.91146 1.013658 0.893278 0.664975 2.079242 1.336724 2.185969 2.831143 0.809814 1.148006 0.896757 1.486354 1.570352 1.109921 0.717122 1.559193 1.322563 1.770808 1.645949 0.951062 1.030538 2.644051 1.626569 1.632623 0.998502 0.687064 0.791216 0.279739 0.340833 0.27805 0.55846 0.411221 1.017049 0.385902 1.224351 1.178741 0.934169 0.996163
1.581202 1.456827 2.533592 1.254753 0.955103 1.365095 1.154235 1.97316 1.081515 1.596042 0.799421 2.67264 0.859855 1.108849 1.531865 0.676438 1.970523 1.737474 0.853277 2.402734 1.766454 1.269987 2.315775 1.062163 2.941377 3.587322 2.649961 1.802546 2.444562 1.214457 1.758191 3.500893 2.707308 1.482129 0.762176 1.007847 1.596361 0.906216 1.901094 1.205292 1.975462 4.118082 1.299281 1.940361 1.22542 1.052212 2.325045 0.281214 0.572268 0.584704 1.202484 1.723286 1.788775 0.749379 0.950454 0.979042 1.669033 0.93087
0.446608 1.141974 1.029936 1.615193 0.987107 1.893542 1.843084 0.736718 1.644016 0.834531 0.575847 1.305312 1.810329 1.037194 0.921228 0.865472 1.649293 1.555602 0.768599 3.412648 1.83003 0.96577 1.398053 0.941178 2.21581 2.951027 2.598696 2.451025 2.055206 2.327579 3.688299 1.872957 2.462865 2.510491 1.247153 1.59414 3.353077 2.082308 2.980902 2.600591 2.641349 1.65627 1.606401 2.641526 1.934507 1.431786 2.41686 1.343441 3.225074 1.409054 2.881222 2.369508 2.851289 1.650625 0.910608 2.604302 1.501418 2.275243
1.930317 2.409225 3.489215 1.816808 2.240315 3.294105 3.121032 3.251796 2.023308 2.579863 1.418986 2.042104 4.571486 2.572889 2.114953 2.057188 2.478796 2.739731 1.211383 3.3287 1.370718 3.123714 4.24402 1.708774 2.875997 2.93604 3.897953 1.77035 3.568419 3.635886 2.638729 3.376063 2.369033 2.624627 1.333694 1.505621 3.058005 3.271308 4.367605 2.001452 2.68085 3.504393 2.386625 2.470208 3.217232 2.27691 2.730736 2.578702 1.862822 1.453042 2.834121 2.465337 3.335121 1.430544 1.808811 2.658101 2.700654 3.228773
0.334425 0.952984 1.780351 0.868824 0.435835 1.191769 0.809627 0.483525 0.902637 0.733309 0.593534 4.993874 1.430912 0.438959 0.676369 0.41699 1.590245 1.050667 0.567796 2.410902 1.055174 2.270612 0.970308 1.716452 2.149492 1.929788 2.462061 1.557909 1.660827 1.680519 1.547882 2.429657 1.759912 2.299984 0.860428 1.545601 1.432347 0.543021 1.653011 1.597052 1.824924 0.990093 1.725637 2.151576 1.215367 2.425896 2.109162 0.632546 0.641102 0.684131 0.711406 0.963813 1.05851 0.573016 0.399615 1.068736 1.693137 1.009471
0.917269 1.729154 2.20098 1.852144 0.729101 2.664613 1.604332 1.252485 3.308051 1.683223 0.967156 3.289901 3.041487 0.995411 1.169141 1.922115 2.577401 2.911189 0.796007 2.956003 2.46103 2.510447 2.860744 1.138004 4.31891 1.142316 2.013586 2.491704 0.798527 2.016752 0.809511 2.824671 1.75311 2.136584 1.442599 1.832517 0.991732 1.536027 1.467155 1.415558 2.125576 1.909356 2.479413 1.652288 2.270303 0.872228 1.037665 0.955746 1.056188 0.889939 1.359044 0.870752 1.541847 1.200983 1.728715 1.293876 1.164328 1.614454
0.411056 1.141346 1.400456 0.887425 0.523848 1.848092 0.96562 0.478804 1.245735 0.584303 0.489052 0.989386 1.397653 0.8899 1.671691 0.431437 1.793986 1.467477 0.888899 2.953056 0.898279 2.270394 1.901557 0.897006 2.866955 2.50751 1.420413 1.465541 2.353445 1.860046 2.726813 1.86534 1.135164 2.011459 1.365076 1.371735 3.006974 1.3534 1.638431 1.73219 2.07467 2.646849 1.869059 5.053503 0.80887 1.501306 1.710736 1.24512 2.136175 1.818606 1.641939 1.267949 1.361903 2.196708 1.29307 1.548274 1.468664 1.7815
0.433958 1.274461 1.491044 0.684812 0.325744 1.451519 1.711494 0.706735 1.82958 0.696495 0.36918 3.989718 3.165249 0.373788 1.247149 0.958282 2.395732 3.27126 0.658571 1.880441 2.666615 0.995214 1.185521 2.803645 1.808071 1.394539 2.12714 2.625373 1.211111 1.461185 1.280388 2.221045 1.627964 2.359075 0.970708 2.794502 1.913436 0.502487 1.660369 1.316039 1.337749 1.434398 1.181376 2.449808 1.426913 1.398721 1.537096 1.916642 1.462895 0.760021 1.137113 2.22879 1.241766 2.788798 0.830107 1.929154 1.296326 2.034027
0.865135 1.674406 2.385135 1.61203 1.036381 2.192135 2.189005 2.313778 1.630627 1.726885 1.156028 2.80455 2.40707 1.471764 1.352697 1.492668 2.650144 4.799979 1.165808 1.813082 1.740666 2.337331 2.86993 1.90148 1.946147 3.451167 2.903865 2.547711 2.8768 2.138279 3.579548 3.129689 2.967961 2.093184 1.612322 1.937838 2.259385 2.049056 3.198564 1.996382 3.039374 2.107769 1.951558 2.700568 1.355056 2.015937 2.611492 1.220456 2.740151 2.110739 3.965633 2.623623 2.28496 1.324654 1.007391 1.75371 1.419045 0.712027
2.145265 2.330835 2.659734 2.002969 1.492421 0.687356 1.960975 3.375978 0.754837 2.419604 0.924412 2.653219 1.441329 2.559034 2.103185 0.595099 2.325636 3.242924 1.559428 0.833475 2.624323 2.916819 3.68859 1.153128 1.205983 1.204576 1.337446 0.813874 1.476557 0.772449 1.423455 1.478038 0.902775 0.737073 1.328249 0.731877 0.721012 0.738043 1.010082 0.666244 0.843024 1.207315 0.79806 1.202236 0.946791 1.246302 1.181176 1.193214 0.677406 0.678361 1.005804 0.757811 1.056035 0.851645 0.811968 0.684401 0.927219 0.744793
1.395715 1.702272 2.553871 1.291423 1.015558 3.530294 1.872096 1.41019 2.173559 1.201747 0.805873 3.259317 2.189229 1.434005 2.65854 0.72073 2.523605 1.8983 0.939216 2.449422 2.118261 2.944386 3.767227 1.354131 4.027384 1.941447 2.603543 1.547939 2.370736 1.3166 1.885497 2.131215 2.433447 1.051033 1.180058 1.187765 1.506117 0.564745 1.308805 0.912665 1.319423 1.298665 1.283263 1.144838 1.074026 0.90295 1.235186 0.754791 0.762226 0.832233 2.01774 1.932213 1.326496 1.206324 0.840189 1.637478 1.336619 2.059453
0.97788 0.290446 0.262001 0.454224 0.279249 0.402551 0.362858 0.477128 0.421658 0.542474 0.415105 0.682086 1.016535 0.286063 0.285024 0.411635 0.685169 0.337164 0.817051 0.637082 0.573263 0.47903 0.644507 0.530332 0.871485 0.756241 0.479789 0.441379 0.535728 0.460683 1.294073 0.500896 0.684973 0.61472 1.232411 0.563616 0.63285 0.211039 0.823195 0.656494 0.938013 0.355061 0.766116 1.03134 0.437322 1.158962 0.715878 0.473013 0.612447 1.27156 6.271625 0.462078 0.532309 0.521978 0.492284 0.627229 0.381327 0.211047
1.320166 2.74077 3.042716 2.035904 1.56877 2.104896 3.501948 2.270913 2.24816 2.183362 1.202589 4.061996 4.400077 1.677044 1.188262 2.54718 2.124217 1.50172 1.033349 2.512929 1.26628 2.636734 3.438279 1.737321 2.167027 3.161281 2.44927 2.547899 2.138231 1.872026 3.611986 2.186863 1.777692 1.618556 1.623587 2.107338 2.113475 4.393954 2.133419 2.22055 2.365821 2.074409 2.108171 2.011518 1.541234 1.70416 2.344045 3.62762 2.701423 1.416765 2.243957 2.920059 3.072421 2.345816 1.005031 3.033484 2.900257 2.951199
0.65669 1.34367 2.448612 0.971966 0.834111 1.943596 1.755552 1.034172 1.834651 0.801323 0.66579 1.945579 2.774039 1.216415 1.65772 0.679137 2.7984 2.242619 0.891609 3.461987 3.492985 4.472035 2.018812 1.696809 2.887816 1.425582 2.299915 1.299875 1.530878 1.319286 1.408755 2.273196 0.666116 1.057767 1.203298 0.843442 1.521012 1.980233 1.16442 0.945531 1.248885 1.743516 1.2059 1.000228 0.807801 1.789789 2.573911 1.556273 0.861838 2.158189 1.087802 1.050748 1.022316 1.621747 1.142041 0.949222 1.024961 1.584229
1.223753 1.31793 2.377642 1.357887 1.154445 2.534045 1.294024 0.956919 1.037887 0.672473 2.169214 1.794532 1.735584 1.576214 2.244293 2.064002 1.660101 2.114955 1.255621 2.954485 3.748796 2.484771 1.615608 1.721959 3.946286 2.02351 1.893136 1.759601 2.072085 2.75283 3.070307 2.651551 1.891186 1.721008 2.443815 1.078631 2.156848 0.855027 1.872834 1.421102 2.656727 2.013474 0.796582 1.92635 1.070802 2.203722 3.55834 3.16227 1.562666 2.571856 2.412761 2.743116 2.720743 4.079408 1.491068 1.04115 1.570129 2.27345
0.688431 1.016976 1.520279 1.215965 0.80907 0.729464 1.021011 0.961492 0.800208 0.635265 1.180051 0.799879 0.772575 1.095106 0.748467 1.622443 0.943416 1.152091 1.797693 1.167054 0.651018 1.149557 1.587254 1.09494 0.895918 1.583069 1.581226 0.814155 1.390362 1.414022 2.94736 1.248288 1.371684 0.906937 2.79074 1.269974 1.080265 1.318092 1.184275 0.967458 1.24336 1.478451 1.029501 0.783381 1.71928 1.935621 3.110366 2.505713 2.459831 0.765814 4.809985 2.184842 0.784193 2.032224 1.001465 0.930462 1.088169 3.435133
0.947373 2.43031 2.801209 1.986099 1.247821 3.439767 2.027632 2.025875 3.046655 1.719612 0.927498 1.961733 2.780604 1.503847 1.950372 1.212602 2.353806 4.030747 1.315353 3.638362 3.546701 2.13588 3.568731 2.124102 2.889332 2.63785 2.045005 2.38051 3.696383 1.700487 2.931041 2.244582 1.814126 2.592269 2.233961 1.744514 3.372159 1.747119 3.252605 2.739594 3.126795 2.576563 2.562219 2.14632 3.010817 2.53467 1.946324 2.563419 4.223541 3.8197 2.484846 2.09582 2.879851 1.962211 1.746592 1.964133 2.074064 3.948278
0.977391 1.326775 0.821465 0.906883 0.290854 2.034501 0.816109 0.460487 0.927395 0.822183 1.07781 1.217958 1.014038 0.640226 1.276318 0.69011 1.270617 3.303242 0.316456 1.935899 1.102687 1.30025 1.114185 2.121149 1.869323 1.75749 1.491065 1.096538 0.788393 1.990534 2.124003 1.094248 1.27967 1.330994 1.897185 1.33655 1.064497 0.798133 0.986414 1.095416 1.531469 1.711998 1.944182 1.611732 0.977981 1.488995 0.881015 3.11904 2.546017 2.108515 4.963633 2.050768 1.42127 2.846504 1.686747 1.344105 1.241749 1.909722
0.814384 1.334754 2.523246 0.944737 1.449468 1.643991 2.695716 1.17017 2.919199 0.784398 0.835939 1.512982 2.076231 0.920343 1.705852 1.108548 4.98615 1.878161 0.675513 2.864408 1.940453 2.687251 1.542925 1.220168 2.936045 2.012177 2.278692 1.749387 1.52631 1.550716 1.45264 2.132593 1.581952 0.940279 1.622971 1.58034 1.305599 1.148232 1.870107 1.199761 1.30398 1.588714 1.006437 2.834126 1.525439 1.350059 1.836041 0.504878 0.602473 0.534057 0.904289 0.977387 0.832366 0.523477 1.024122 1.284088 1.261452 1.159668
