"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103"
151.58 140.42 96.16 211.29 106.59 -106.36 471.18 43.23 -69.42 157.84 234.21 161.22 258.7 1684 97.47 140.8 63.75 306.52 227.72 120.39 223.92 95.05 100.28 148.47 -4.11 180.77 56.58 31.22 -67.94 -69.21 15.33 -20.17 93.2 -1.86 88.31 203.53 171.93 -94.57 90.38 203.93 18 106.68 24.97 8.83 20.79 63.49 16.94 79.62 53.97 53.58 67.98 171.93 524.66 383.32 168.3 307.13 574.93 211.16 456.88 98.48 388.64 265.5 184.83 172.12 125.95 496.67 203.73 175.35 269.66 170.52 320.61 248.23 240.58 403.78 386.02 254.67 267.11 220.88 449.81 667.53 335.28 65.72 5.63 -177.58 70.57 -21.92 2.11 211.01 -112.43 378.17 144.8 186.66 90 286.71 -76.38 413.18 94.88 8.84 71.5 41 170.15 99.04 115.25
1206.21 384.63 1001.3 957.19 1163.47 777.38 1165.61 1199.52 1005.44 1005.22 605.23 1277.77 929.88 637.92 1139.37 728.68 2055.81 1078.23 1419.28 664.92 1519.25 1398.68 1150.56 945 1651.74 258.54 715.43 673.68 708.48 687.93 731.06 780.39 804.28 933.31 929.18 1790.07 1677.33 521.47 1140.02 979.67 731 932.01 655.14 1104.18 922.33 1149.4 560.9 694.71 763.33 975.02 1190.68 1677.33 1489.49 1065.24 1411.47 809.8 1022.99 2167.05 1670.38 1991.78 1523.91 2192.16 2007.4 579.3 665.87 687.23 1316.36 637.02 881.69 752.23 853.88 1104.58 740.95 963.8 1899.61 1813.26 2075.29 1338.33 925.35 1347.42 1901.95 1624.8 1426.94 2829.04 2194.69 2706.73 1605.11 2546.08 2752.31 2014.76 2302.78 1854.4 980.24 1637.1 817.69 505.11 2642.8 916.38 3607.53 1320.7 1563.05 1390.47 1128.13
-97.83 -266.01 -194.31 -118.45 -40.84 -448.45 -122.36 -56.19 -143.17 -153.36 -150.27 -209.15 -183.33 107.82 -49.71 -13.36 -66.89 -89.58 -72.91 -77.32 66.43 -4.32 -43.13 -95.37 -23.61 -51.51 3440.02 4083.34 2487.46 5136.41 970.59 3565.18 2949.02 4658.14 3392.92 11114.52 2070.04 942.06 3355.37 2783.06 4337 2548.74 8305.13 4772.04 1595.18 6026.52 1845.5 3760.55 7479.14 1216.14 2938.59 2070.04 1.04 40.35 332.47 -64.19 113.78 15.57 -168.78 -132.36 159.21 105.2 174.35 105.24 -14.45 -108.61 -72.2 109.97 -18.18 1.08 -129.77 147.54 -41.44 -156.24 36.81 -64.16 -23.83 -35.14 -121.46 -66.96 1.01 -50.55 -106.08 163.21 126.23 -43.84 -171.18 40.81 -276.82 -52.96 -14.01 111.18 -63.59 -13.7 -27.42 -145.47 -46.06 -61.88 85.8 -70.28 -43.26 8.65 -29.05
174.16 191.01 237.93 295.59 130.49 137.06 112.7 224.77 282 291.04 221.78 119.82 74.35 75.73 185.18 200.41 164.09 164.06 212.74 321.42 177.85 297.02 109.99 228.66 249.46 298.93 410.46 338.35 469.73 441.49 349.72 423.47 551.89 333.79 389.53 203.53 416.16 255.78 412.87 305.9 418 529.53 490.36 467.19 615.2 457.67 333.15 227.49 792.25 374.12 602.55 416.16 408.88 275.39 220.96 162.95 191.31 78.82 150.35 218.13 167.13 246.47 121 210.48 105.3 124.41 163.19 84.21 104.03 148.93 251.91 235.27 117.26 141.02 92.56 79.95 125.11 71.28 124.55 142.16 139.95 73.81 302.29 219.67 326.02 231.6 267.34 200.06 187.73 235.16 130.79 155.04 350.22 214.3 174.31 256.6 121.59 320.19 131.56 260.63 245.13 457.72 325.13
191.36 161.35 7.93 89.64 51.8 74.56 26.83 41.06 244.04 12.31 16.58 54.47 -49.91 41.07 52.63 155.19 40.76 34.54 128.84 41.97 34.28 58.32 64.7 71.53 64.67 79.78 216.74 147.02 142.67 100.67 141.8 91.75 172.79 146.38 146.2 79.47 36.15 9.01 108.87 144.95 167 149.36 51.93 95.21 88.83 109.92 55.53 70.87 140.72 113.86 49.44 36.15 265.98 138.2 68.15 125.42 181.24 97.31 41.71 82.59 284.81 116.22 341.08 89.5 311.77 80.97 170.11 272.44 186.84 35.61 270.45 213.34 88.95 194.79 658.45 312.9 447.83 370.48 466.28 272.99 80.55 77.85 63.84 -15.4 46.72 77.2 84.53 68.68 93.33 82.62 50.45 143.82 64.57 80.24 50.92 25.26 103.17 109.02 61.97 78.09 58.64 114.43 157.41
32.25 10.47 -103.1 -51.22 49.81 73.46 35.42 -19.45 137.75 105.22 35.24 61 16.3 413.3 22.42 20.56 47.03 -42.09 -30.96 -28.72 6.43 -28.08 20.49 65.02 -50.3 -24.24 3337.4 2280.83 2794.14 2241.02 2355.1 2634.57 2617.05 3273.56 2132.1 2830.96 1973.33 4263.6 2655.95 3596.79 2316 2477.94 2447.8 2851.25 3769.66 4622.22 3922.52 3232.95 4067.26 4181.4 2775.85 1973.33 31.29 3078.7 2070.22 55.3 1092.46 379.5 646.03 1816 2067.81 2553.85 2059.8 317.68 2410.56 1171.06 34.62 239.75 1478.58 44.25 76.34 1532.25 64.69 100.44 1456.79 252.69 1565.9 308.23 411.73 1.03 90.62 2430.63 3508.21 2205.95 197.8 44.79 95.1 6.97 132.58 102.75 216.73 390.67 31.3 166.35 465.15 18.18 96.72 71.7 -5.72 4011.88 2079.26 33.66 83.39
1827.59 1208.84 499.66 1786.32 2443.49 1715.93 2230.34 1819.81 1945.8 2804.1 1577.32 2628.52 2929.16 347.84 1662.76 4150.08 2004.6 1883.4 1995.58 1354.15 2984.94 1970.03 3024.66 2063.39 2319.01 2386.42 1896.95 2039.15 1400.47 2069.04 1611.59 1702.94 1639.98 1766.85 1668.98 2694.31 1522 1268.09 1565.22 2143.28 2268 1526.53 1750.71 1538.99 1374.99 1832.59 1518.94 1824.28 2098.21 1229.54 1707.74 1522 776.04 3370.23 3156.45 2521.23 2865.57 3601.38 2006.97 2510.64 2370.42 2322.41 6890.14 5442.87 6797.05 1012.09 3197.44 3837.97 3844.9 3411.46 2004.38 2631.84 2281.49 2671.24 5575.77 3259.33 2664.12 5321.2 3877.43 2784.45 3496.8 2658.12 1701.06 2548.81 4455.97 2504.68 1525.86 2859.62 1519.87 3030.62 3083.77 3165.13 1659.16 2762.43 1344.53 1265.81 2608.72 987.1 2194.65 1294.34 3403.91 2540.54 1693.13
1023.45 525.05 451.08 600.78 600.66 376.08 628.96 424.69 746.21 858.58 817.68 827.88 1307.74 305.48 739.76 573.49 638.59 746.88 1251.48 510.29 951.41 650.2 992.05 798.7 598.49 846.31 633.91 574.99 561.93 606.13 578.71 441.62 522.57 538.91 566.14 643.53 757.09 728.61 799.04 404.86 398 578.02 581.24 561.42 556.61 435.88 509.14 682.46 713.22 614.29 633.45 757.09 437.04 479.16 838.42 481.93 613.19 483.62 398.68 551.68 231.41 1154.19 474.46 418 854.79 787.95 697.25 675.66 1209.93 1114.85 785.18 582.2 887.53 592.48 715.25 710.7 1678.11 701.8 724.64 775.69 971.61 664.28 769.8 1273.89 1166.92 1067.44 1251.12 1109.81 1079.71 1032.8 1594.66 842.54 607.51 1382.68 953.8 1036.49 1212.24 776.91 1435.77 1514.95 1212.18 879.86 884.51
380.57 109.02 245.86 291.32 346.65 117.32 470.11 352.29 169.2 250.75 772.08 308.28 428.78 231.04 481.48 632.07 464.05 264.43 721.12 343.51 403.92 379.1 648.07 292.6 469.14 472.64 311.68 276.92 328.04 470.86 396.67 318.61 293.23 376.68 315.94 356.66 326.28 226.06 289.63 258.91 187 363.69 345.55 418.12 613.31 310.8 543.02 704.34 605.27 402.83 439.81 326.28 257.64 651.65 418.17 317.99 419.87 392.15 377.34 318.73 242.28 403.77 456.36 496.68 308.68 203.41 338.24 312.07 555.48 606.53 631.41 289.1 514.52 494.07 361.83 385.95 778.48 432.72 499.22 269.9 776.28 553.06 703.14 449.61 797.16 828.22 846.41 695.74 494.25 601.68 772.58 516.13 576.21 726.08 725.63 783.93 412.68 661.01 500.52 649.12 472.95 908.71 531.27
648.26 430.86 412.42 320.13 304.81 775.19 381.03 274.48 1103.05 241.79 411.43 316.99 809.7 685.41 592.59 744.1 291.6 406.9 1341.37 1879.9 169.28 840.29 1035.18 195.07 1200.06 455.47 619.53 813.65 535.73 1113.69 604.58 703.76 745.63 667.58 787.89 580.54 892.88 126.09 778.5 644.78 772 382.12 1123.53 795.99 696.47 582.75 1015.45 369.23 537.8 467.9 824 892.88 262.85 158.37 402.69 149.12 264.81 481.68 304.59 288.02 706.08 892.69 3897.62 1484.15 3800.11 439.4 1685.26 4501.73 417.11 168.36 436.21 379.82 507.45 262.76 2354 1675.07 818.2 4127.45 443.63 1509.15 1559.62 583.39 2162.94 1379.62 2466.04 2941.19 1822.78 2344.03 3083.23 988.31 1379.8 1215.87 434.36 1969.81 2202.37 3327.67 1646.11 2125.46 1864.78 2821.01 1489.03 2113.59 1323.02
201.04 167.46 492.72 541.02 256 532.87 184.61 268 173.54 476.86 249.76 233.11 155.83 329.87 210.53 360.74 183.95 328.11 205.75 360.08 451.06 477.39 226.45 331.62 260.75 274.7 689.54 610.23 607.55 741.41 530.81 750.14 545.61 713.27 843.81 954.64 473.79 324.23 740.5 865.71 755 381.15 483.37 558.47 585.91 1054.64 978.75 865.33 841.4 661.18 901.25 473.79 376.54 423.67 321.12 179.74 241.65 194.62 225.04 149.3 185.92 147.28 120.04 163.27 118.72 274.5 181.98 137.71 235.32 380.97 335.88 470.54 247.66 300.3 265.06 163.85 187.67 205.82 252.18 228.69 267.82 289.17 116.41 144.74 184.88 230.64 182.81 145.32 235.46 248.93 97.16 178.5 270 277.91 236.98 448.54 170.41 308.41 247.87 314.31 185.53 174.05 216.44
187.06 86.35 409.44 535.68 535.91 32.89 182.46 201 180.05 494.78 176.18 773.41 122.22 20.54 140.35 224.05 273.83 648.67 42.95 472.74 291.42 199.81 156.36 368.46 121.13 38.38 7.67 24.17 0 44.04 32.58 21.17 69.12 -3.73 23.55 16.48 132.86 9.01 40.05 1 84 3.88 19.97 18.65 30.24 -32.22 12.23 -13.12 19.28 10.53 2.06 132.86 21.9 14.12 10.33 112.58 168.15 -38.92 -4.85 32.83 -8.9 29.06 11.43 17.7 11.36 22.71 33.63 -4.95 14.14 -42.09 59.98 66.79 7.08 26.38 -14.73 2.96 91.35 108.43 63.82 -10.3 2.01 -18.2 -0.94 15.4 24.85 2.86 1.06 6.97 -30.76 1.06 -39.24 -62.22 24.46 12.72 -32.32 7.07 -0.92 34.38 -15.25 23.43 10.57 22.12 -0.94
39.78 27.04 0.99 41.62 7.97 5.48 -24.69 14.05 30.37 14.55 21.76 19.61 -7.13 78.3 88.69 -8.22 31.35 55.04 70.91 41.97 23.57 14.04 28.04 22.76 46.2 14.14 -3.84 14.1 18.44 17.83 -18.2 -10.08 -3.14 -13.05 -30.42 -6.78 -4.88 4.5 3.08 -25.99 1 34.91 -11.98 -6.87 1.89 8.53 -37.64 -26.25 -15.42 -19.14 -3.09 -4.88 32.33 50.44 32.01 7.9 160.09 12.65 129.98 -1.06 124.6 242.46 5.72 29.51 -22.71 22.71 134.5 8.92 35.35 4.32 28.35 103.68 93 67.97 0 8.88 19.86 7.03 81.32 161.73 20.14 17.19 -31.92 -2.05 -15.9 12.39 16.91 -2.99 18.03 41.31 -16.82 36.72 -35.22 0.98 -5.88 15.15 69.09 -28.48 0 -11.71 -31.72 -12.5 -3.75
473.02 329.68 309.31 278.51 217.15 143.63 104.11 157.77 96.53 294.4 238.36 257.08 464.43 287.51 540.93 210.69 180.81 349.7 330.6 283.86 382.49 266.77 285.75 280.68 493.78 144.42 190.85 247.72 220.31 183.52 223.25 251.06 237.72 180.88 221.75 248.11 200.26 139.6 302.98 228.92 125 135.78 205.73 164.89 240.98 330.7 361.38 377.98 279.5 127.26 258.53 200.26 7.3 219.91 295.3 502.67 127.87 227.7 116.4 266.84 243.27 175.33 617.37 251.78 699.94 -3.95 380.77 892.62 231.28 594.66 509.27 329.98 188.02 218.12 764.68 338.57 585.85 735.93 435.4 397.63 458.12 482.28 383.96 296.66 565.57 288.78 583.29 543.46 375.46 423.71 370.87 662 393.27 795.56 623.79 507.13 186.07 894.78 457.62 650.1 948.79 516.38 644.65
313.92 305.26 528.41 385.22 561.81 604.14 677.26 940.16 330.81 540.67 358.58 581.69 259.71 545.5 617.93 694.76 466.14 572.04 328.6 566.62 356.78 650.2 227.52 406.39 336.71 277.73 905.32 1154.01 1189.87 881.94 622.79 787.45 812.66 831.68 981.18 1554.56 1100.96 874.52 802.12 1082.64 1275 658.52 954.75 835.25 943.12 956.09 1069.09 778.71 1211.5 848.72 992.92 1100.96 1026.37 473.1 417.14 401.94 481.29 625.69 539.33 475.44 749.59 445.85 511.62 732.73 295.25 563.81 261.1 347.74 386.81 416.58 416.58 863.32 554.96 622.92 383.92 621.86 543.15 504.01 555.83 451.2 642.37 664.28 795.14 350.04 556.62 408.87 444.87 395.15 621.52 584.73 373.68 620.17 646.64 814.15 1176.1 658.66 210.02 772 369.91 652.05 949.75 609.65 706.49
525.7 460.51 783.2 484.46 468.18 691.86 375.66 632.18 494.58 891.04 653.94 377.99 507.21 536.52 -169.59 -4.11 440.01 361.57 464.44 652.77 423.21 705.28 429.17 382.55 418.84 583.73 -31.65 124.87 82.49 53.48 35.45 148.21 490.11 -13.05 33.36 0.97 25.4 21.62 54.43 180.94 137 26.19 172.77 107.96 -40.64 6.63 99.76 26.25 74.21 22.01 132.87 25.4 189.84 -2.02 223.03 287.38 197.35 286.09 521.87 505.09 106.8 313.6 363.94 348.17 -21.68 392 466.81 256.59 -16.16 487.81 -107.96 494.47 -38.41 512.33 363.93 405.69 -143.98 353.41 -191.45 24.72 378.58 346.8 422.45 429.08 363.79 446.99 382.52 -6.97 618.34 426.89 263.44 314.17 405.99 -20.55 364.29 -133.35 332.54 100.18 282.2 -78.09 -37.49 -100.01 -6.56
564.4 516.33 616.64 597.57 463.2 1101.93 1260.07 681.89 661.61 975 402.1 684.09 154.81 2389.95 246.59 401.85 1060.83 618.45 557.32 224.22 481.06 255.97 433.48 816.04 242.27 327.21 99.74 129.9 190.22 159.4 85.27 127.04 149.76 158.5 77.51 103.7 169 185.53 131.46 138.95 78 207.55 150.8 132.5 138.92 230.26 162.81 143.49 198.54 175.1 120.51 169 321.26 316.75 162.11 128.38 233.6 105.09 537.39 330.38 179.98 272.52 152.44 186.87 215.76 318.93 190.88 144.64 157.55 170.52 283.54 465.56 309.32 403.78 221.94 239.86 389.24 263.05 376.73 167.91 392.67 230.53 268.49 540.97 218.67 299.27 457.55 184.14 448.64 391.94 174.69 307.03 409.9 292.58 399.54 283.87 323.33 309.39 148.72 191.32 174.95 154.82 252.05
411.75 531.16 426.3 436.44 169.34 299.33 254.37 246.39 200.65 351.49 410.39 291.94 334.06 399.18 280.7 160.33 196.49 309.76 261.68 249.62 281.78 214.93 296.54 266.59 207.37 360.54 152.48 141.99 184.4 178.27 137.97 216.77 201.07 151.04 189.37 127.93 181.7 202.64 207.46 156.95 140 183.3 264.65 179.61 252.32 53.06 212.69 212.61 2.89 162.66 100.94 181.7 136.64 275.39 151.78 128.38 180.23 164.45 243.48 202.25 237.34 126.24 177.21 204.57 231.25 279.44 139.45 162.47 99.99 237.43 288.99 196.39 249.68 167.4 331.33 181.62 171.78 244.98 300.56 325.52 338.3 423.64 404.61 310 317.08 371.7 366.67 347.37 382.88 262.7 263.44 399.85 469.57 443.28 434.79 461.67 251.48 490.11 541.51 422.66 472.95 273.09 559.38
118.26 -18.32 149.7 87.5 214.17 122.8 447.57 304.74 112.8 156.72 91.2 128.54 166.01 -120.65 137.43 136.69 374.16 171.61 208.75 220.91 170.35 132.85 182.23 161.47 105.74 33.33 397.04 338.35 305.72 262.17 310.44 370.03 244.01 343.11 227.63 466.17 381.97 426.9 387.2 311.89 308 310.35 452.41 229.67 392.18 379.03 719.94 391.98 480.94 239.21 247.2 381.97 319.18 289.51 328.34 95.79 274.88 116.77 79.54 229.78 357 132.25 59.07 149.5 78.46 37.52 85.05 73.31 139.37 213.69 146.13 127.6 107.15 113.63 112.55 143.13 188.66 91.36 6.18 81.38 123.84 76.84 258.16 -21.56 200.78 45.75 175.41 101.52 151.67 171.6 70.06 144.84 168.26 258.34 211.52 228.31 2.76 190.54 94.38 177.66 142.27 201.94 298.9
111.81 -85.47 188.36 55.49 104.59 26.31 60.11 89.69 74.84 123.13 57 38.13 232.21 -6.42 250.49 51.39 56.44 57.2 102.88 43.08 63.21 49.68 31.27 43.35 140.64 19.19 -25.89 39.27 31.06 22.02 54.61 130.06 33.51 -7.46 17.66 14.54 20.51 18.01 46.22 15.99 38 109.59 74.9 34.35 51.03 38.85 46.11 77.87 34.7 10.53 52.53 20.51 144.99 73.64 64.02 192.57 225.54 321.12 161.99 165.19 99.88 145.28 91.46 69.83 141.43 80.97 111.76 51.52 120.18 57.2 59.98 120.63 109.17 154.21 31.55 93.77 95.32 133.53 41.17 187.48 -36.25 93.02 38.49 35.93 35.78 31.45 32.76 120.44 1.06 -38.13 43.91 76.5 31.3 43.06 -0.98 60.61 6.45 26.52 57.2 -62.47 38.45 8.65 58.09
16.13 31.4 155.65 265.71 69.73 -103.07 11.81 29.18 61.82 80.6 91.2 86.06 50.92 33.37 52.63 77.08 83.61 101.46 107.87 60.75 231.42 353.18 221.05 485.5 133.45 84.83 68.09 36.25 -1.94 43 103.48 -6.05 76.45 16.78 50.04 19.38 91.83 204.44 188.98 24.99 97 -10.67 36.95 17.67 24.57 -1.9 178.81 37.62 0.96 -24.88 14.42 91.83 140.81 329.86 143.52 79 42.29 146.94 41.71 72 128.56 105.2 383 247.85 791.82 121.45 425.27 275.41 887.75 51.8 40.35 55.83 47.51 55.8 1224.33 978.19 1651.3 699.79 731.84 157.61 1.01 35.39 -10.33 -14.37 20.87 -45.75 33.81 -33.84 -92.27 -26.48 32.7 33.66 52.83 -42.08 27.42 36.37 -40.53 22.59 -8.58 41 -53.83 63.47 2.81
6.45 30.53 162.59 112.05 53.79 24.12 37.57 47.55 135.58 48.13 51.82 18.52 16.3 -43.64 38.99 135.66 34.49 129.52 49.94 53.02 108.21 114.49 167.14 102.95 63.65 42.42 198.52 212.47 250.4 233.85 143.72 236.94 141.38 146.38 119.7 126.96 152.4 115.28 154.06 42.99 203 213.36 178.77 236.54 136.08 142.13 165.63 147.87 159.99 140.66 213.21 152.4 15.65 82.72 139.39 34.56 169.16 6.81 33.95 69.89 57.36 134.25 38.11 196.71 75.36 -0.99 77.14 165.45 130.28 96.05 61.07 71.78 86.93 29.42 42.07 70.08 61.56 51.2 37.06 41.21 39.27 19.21 6.57 26.69 12.92 51.47 59.17 78.63 33.94 4.24 34.57 25.5 78.26 80.24 18.61 61.62 75.53 46.16 95.34 47.83 34.61 70.2 54.35
321.44 498.01 407.46 262.51 485.11 588.79 355.27 270.16 716.93 316.79 579.32 258.17 321.84 616.1 408.38 196.3 338.63 283.86 208.75 322.52 231.42 447.14 586.6 242.75 395.23 464.56 108.37 243.69 243.6 190.86 204.08 191.57 191.64 130.53 226.65 267.49 264.74 182.83 252.65 189.94 232 197.85 156.79 156.06 153.09 230.26 162.81 196.86 165.77 150.22 118.45 264.74 99.09 259.25 212.7 291.33 464.17 261.76 299.74 246.72 73.18 460.87 121.95 168.18 228.15 339.67 273.95 185.26 167.65 501.84 346.79 222.31 222.39 274.94 126.22 258.61 103.27 114.46 368.49 324.49 310.11 179.97 154.9 285.37 195.81 203 267.34 197.08 312.88 252.11 188.71 247.87 425.55 137.97 169.41 200.02 200.81 175.81 298.4 111.28 95.17 105.78 203.33
10.75 18.32 -86.25 -78.97 -45.82 -75.65 16.1 -42.15 -43.38 -16.79 -51.82 -10.89 6.11 -272.11 24.37 -23.64 -44.94 -18.35 44.95 8.84 1013.55 -55.08 -8.63 -3.25 -31.82 -17.17 3253.97 4144.76 4146.09 4465.26 5350.23 6378.21 3798.33 5280.96 5022.65 9524.1 8212.76 2505.56 3502.23 3580.79 622 5340.9 319.58 6515.18 5848.69 3840.48 8580.04 6962.88 7662.26 2674.37 2408.14 8212.76 4.17 13.11 -6.2 -0.99 0 57.41 -45.59 -16.94 23.73 47.09 -1.91 -15.74 -27.87 -0.99 31.65 -12.88 -4.04 -72.31 -18.54 -3.99 0 19.28 44.18 63.17 -14.89 11.04 -26.76 74.17 -32.22 -28.31 -61.96 -68.78 -7.95 -48.61 -113.07 43.8 -57.27 -45.55 -5.61 -16.32 -80.22 1.96 -46.03 -9.09 -102.25 -15.72 23.83 -29.28 -24.99 -34.62 -23.42
226.84 257.29 248.84 212.35 509.02 242.31 300.53 332.84 431.68 286.57 172.03 355.12 430.82 224.62 457.11 385.41 284.28 303.29 422.49 414.2 267.85 339.14 818.44 353.29 462.98 318.12 228.25 329.29 298.92 269.51 190.67 236.94 224.11 310.48 219.78 268.46 380.99 299.91 359.47 219.93 243 314.23 429.44 230.65 229.64 267.21 307.74 225.74 548.41 338.72 280.16 380.99 215.91 274.38 290.14 180.72 338.31 128.45 256.09 318.73 198.77 437.83 87.65 453.41 323.13 456.18 502.41 421.05 273.7 587.1 382.77 299.07 285.06 354.07 350.26 219.13 397.18 541.16 405.55 361.58 715.87 299.28 577.35 529.68 623.22 410.78 639.3 628.06 619.4 405.71 396.1 470.23 258.27 717.27 604.21 504.1 525.06 641.37 626.36 440.23 507.56 585.61 456.31
252.64 216.3 144.74 227.29 185.28 130.48 165.29 175.07 270.07 296.64 601.08 165.58 255.64 358.11 229.04 190.13 194.4 264.43 266.68 607.49 278.57 167.41 205.96 224.33 190.94 797.83 151.53 277.93 172.75 174.08 76.65 130.06 266 170.62 153.06 43.61 62.52 915.04 82.16 118.96 207 157.11 188.75 78.52 69.93 134.55 317.15 146.12 92.53 69.85 121.54 62.52 65.71 218.9 256.07 146.16 200.37 99.25 169.75 150.36 195.8 337.64 43.83 48.19 114.59 441.37 158.24 40.62 102.01 148.93 293.35 218.32 202.17 111.6 90.46 80.94 229.37 61.24 106.02 183.36 466.17 267.94 449.67 242.25 690.81 846.33 365.61 681.81 423.19 413.12 236.35 247.87 615.34 221.15 623.79 429.34 566.51 598.15 184 601.29 700.78 342.33 451.63
428.95 345.38 521.47 392.69 270.95 594.27 133.09 419.29 81.35 396.27 437.34 368.19 367.67 711.08 330.41 173.69 188.13 371.28 300.64 362.28 249.64 267.85 350.45 290.44 367.51 233.29 140.02 105.73 110.64 125.84 140.85 230.89 208.4 93.24 133.44 74.63 97.69 315.22 216.71 201.93 213 88.26 84.89 112.87 139.86 137.4 287.04 78.75 165.77 116.73 176.13 97.69 255.55 245.13 147.65 201.46 119.82 323.06 224.07 130.24 435.12 136.26 376.33 161.3 192.02 140.21 107.8 135.73 266.63 346.43 181.03 228.29 94.01 126.82 362.88 95.75 180.72 152.61 79.26 264.74 107.73 98.07 55.39 41.06 96.42 44.79 75.02 55.74 -37.12 29.66 101.83 312.13 105.65 114.49 108.7 353.58 58.03 113.93 128.7 124.94 166.3 110.58 109.63
261.24 267.76 355.91 260.37 140.45 217.1 233.98 236.66 219.09 232.84 188.62 188.45 144.62 609.68 95.52 29.8 52.26 322.71 160.8 153.53 168.21 144.73 161.75 169.06 142.69 151.49 23.98 43.3 92.2 66.07 55.57 29.24 58.65 30.77 40.23 31.98 76.2 94.57 58.54 56.98 41 49.46 80.89 51.04 40.64 28.43 49.88 54.25 83.85 57.41 43.26 76.2 237.82 164.43 71.24 130.36 119.82 41.84 231.84 128.13 90.98 73.14 24.77 86.55 59.88 169.83 41.54 77.27 147.45 85.26 91.6 28.91 18.2 7.1 154.62 129.31 22.84 47.19 43.23 82.41 191.3 202.22 164.29 244.31 94.43 95.31 159.56 134.37 216.37 184.32 104.63 177.48 109.57 59.69 98.91 94.96 127.12 0.98 58.16 68.33 40.37 23.08 50.6
-92.45 -66.29 -47.59 -37.35 10.96 20.83 -56.89 23.77 28.2 13.43 4.15 8.71 -8.15 35.94 44.83 27.75 33.44 -66.92 -39.95 3.31 6.43 -15.12 -12.94 -8.67 -4.11 -32.32 -43.16 21.15 -26.2 5.24 -42.16 -43.35 -10.47 -26.11 -24.53 -28.11 -21.49 -53.14 -16.43 -2 18 -49.46 13.98 19.63 0 -34.11 -29.17 33.25 11.57 -7.65 -6.18 -21.49 248.25 88.77 18.59 42.46 80.55 118.72 64.02 74.12 127.57 61.12 40.01 45.24 16.52 39.5 58.35 42.6 34.34 72.31 -20.72 12.96 39.42 131.89 -4.21 19.74 -15.89 -51.2 -35 -22.66 38.26 -20.22 4.69 -7.19 16.9 -76.25 34.87 -2.99 -6.36 34.96 30.83 3.06 5.87 -45.01 -147.87 -61.62 11.98 10.8 -4.77 1.95 -18.26 -31.73 34.67
-110.73 -192.75 -93.19 114.18 9.96 -21.93 -90.16 91.86 -33.62 119.78 -22.8 120.91 -68.24 -460.79 3.9 21.58 105.56 -116.57 -75.91 -110.45 11.79 -64.8 -129.4 -63.94 -94.44 68.67 175.5 106.74 51.44 93.33 113.06 107.88 12.57 67.13 143.25 107.58 154.35 44.13 146.87 177.94 187 138.69 15.98 163.91 245.7 191.41 159.05 104.99 128.19 194.24 153.47 154.35 36.51 6.05 -16.52 51.35 -31.21 -63.25 -86.33 -31.77 19.78 22.04 119.09 107.21 19.61 -142.19 -25.71 -21.8 -35.35 9.71 -1.09 73.77 63.68 27.39 41.02 77.98 56.6 -33.13 -96.76 8.24 -183.25 -114.25 84.49 -273.05 -102.38 -107.7 -157.45 -16.92 -280 -55.08 -96.22 -5.1 -31.3 -100.79 -52.88 76.78 -181.47 157.15 0.95 53.69 -40.37 -67.31 -51.53
245.11 100.3 86.25 181.41 276.92 152.41 420.74 222.61 119.31 155.6 112.96 233.11 682.39 -23.1 163.74 185 255.02 120.88 128.84 228.64 211.07 220.33 146.65 270.93 110.87 76.75 601.31 515.58 497.88 530.63 314.27 398.26 496.39 532.38 501.38 280.09 185.61 108.08 506.33 692.77 432 365.63 586.23 390.64 471.56 383.76 590.07 291.36 384.56 443.02 545.9 185.61 243.03 264.29 200.31 151.1 184.26 343.5 113.49 112.24 369.85 146.28 93.37 92.45 115.62 35.55 134.5 84.21 79.79 211.53 121.05 294.09 402.32 310.44 123.06 130.29 120.15 82.33 132.78 166.88 128.88 101.11 100.45 55.43 108.34 22.87 53.89 87.59 11.67 123.94 73.8 194.82 78.26 141.89 121.43 113.14 14.74 125.72 72.46 211.82 112.47 117.31 121.81
