"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86"
882.7 662.9 568.6 306.3 766.5 269.6 320.9 359.8 247.8 792.1 199.4 955.8 99 258.3 295 317 147.1 343.4 171 155 134.7 76 766.8 936.2 36.7 471.1 534.9 488.2 355.9 550 277.9 465.5 601.2 -21.9 731.7 1759.1 965.1 181.5 379.6 614 654.1 392.9 24 1192.6 113.5 462.4 938.2 186.8 689.2 769.3 420.7 412.5 516.1 136.5 436.3 505.2 -24 31.6 1135.8 214.1 386.5 1134.7 -62.1 276.5 159.8 797.2 255.4 925.2 705.4 60.5 186 495 112.2 565 183.8 -73.2 264 665 389.3 868.6 580.3 893.4 833.4 178.4 262.1 709
1387.8 1118.5 1230.2 1518.3 1144.6 1709.4 706.3 1295.4 1233.3 1528.1 1659.9 1863.4 1109.8 1362.6 524.6 980.1 468.8 974.4 912.5 846.8 993.8 1093.4 585.5 1013.8 733.5 962.8 1392.3 1038.4 1298.4 1165.8 1156.4 529.5 1132.9 1360.2 1177 1349 1217 1281.6 1187.7 801.3 1383.3 1754.7 1043.7 734.1 1029.7 767.2 1216.1 1045.3 901.5 968.3 743.9 1023.5 1154.2 1807.9 1052.1 1344.3 1127.4 710.3 1190.7 1296.4 769.6 846.7 773.8 1429.5 1158.7 752.3 664.5 819.1 995.1 73.2 1328.4 1802.3 1056.2 631 872.5 1164.2 945.5 1117.9 372.5 1244.6 678.2 715.7 639.2 947 955.1 557.9
-87.6 -96.1 -84 -96.4 -144.4 -118.4 -133.1 -30.6 -131 -70.7 -129.9 -80.9 -125 -107 -29.2 -80.6 -154.3 -92.4 -77.9 -101 -75.1 -248.4 -51.5 -90 -112.4 1596.6 -141.9 -89.3 -78.4 -47 -89.3 -25.5 -72.7 -77 -74.9 -100.2 2497.6 -116.6 -97.2 -119.3 -31 44 -117.8 -36 -122.1 -132.4 -73.5 -103.7 -106 -101.4 -101.9 -99.4 -101.5 -81 -94.1 -73.6 -23.1 -464.7 -135.2 -104.9 -101.4 -86.9 -36 -84.7 -117.8 -80.6 -90.8 -117.3 -74.7 -119.2 -94.6 -128.6 -127.7 -69.6 -96.5 -138.4 -185.2 -38 -36.8 -101 -51 -141.4 -158 -55.6 -133.9 -221.7
1150 1603.8 1022 801.6 922.4 1108.1 870.5 1250.9 804.9 855.7 1343.6 928.8 1051.1 951.2 432.8 644.9 497 603.5 1017.8 901.4 719.2 613.5 963 715.8 863.8 878 1494.9 1108.9 832 1117.1 995 758.2 868.8 1319.4 958 1472.4 1011.4 1110.5 730.3 1944.7 1046.7 953.4 922.7 835.8 972.8 1253.4 1046.3 634.1 1372.9 865.1 976.2 1435.8 1080.6 1129.3 1167.7 1029.6 534.5 2356 1913.3 916.8 772.3 1737.7 553.8 1031.1 1282.7 1218.7 622 1087.6 1150 469.9 792.5 950.9 784.4 833 869.4 869.9 772.9 1239.7 584.6 1091.8 524.8 754.9 932.4 617.2 799.7 517.8
1265.4 1066.9 1138.6 1228.2 1177.8 1101 1253.3 1127.6 1084.7 755.3 1021.2 1036.2 1360.5 994.8 1840.2 1466.4 945.3 1192.6 1714.2 1107 1225.8 1520 1157.7 1412.7 1340.9 807.8 1511.4 1249.9 1279.9 1464 1319.4 362.6 775.4 759.1 1057.8 849.1 763.5 799.3 716.1 884.6 838.1 517.8 914.3 686.7 1150 1214.3 655.1 1374.5 1502 1123.9 1198 1278.7 1415.3 1220.4 1498.4 897.9 666 1428 1435.8 710.6 820 1237.4 646.6 1011.5 1326.9 768 1316.7 1498.9 1129.6 530.9 1183.9 1154.1 1475.7 1392.4 1169.1 912.7 1715.8 1430.5 983.6 1065.2 2353.6 787.5 850.3 1481.8 1229.5 394.5
938.5 594.5 540.3 716 744.4 1163.1 877.7 693.8 689.3 812.8 740.7 692.6 1166.8 971.6 1282.6 782.4 363 790.1 1317.4 912.3 467 973.8 1347.5 1142.4 1413.5 616.2 845.1 632.8 1012.5 733.7 633.7 533.3 1127.2 397.5 472.4 616.2 285 490.6 745.4 251 398.6 384.5 664.9 324 432.4 853.3 294.5 1847.8 303 1057.9 1275.2 912.7 1118 513.2 742.9 451.5 577.8 953 581.9 784.1 1657 740.7 649.1 660.4 1519.1 956.5 1408.2 1266.6 1439 904.8 630.4 1139.4 583.5 672.9 566.3 811.6 980.8 767.8 982.4 750.7 817.7 919.6 1307.9 1135.5 572 929.4
129 124.5 114.9 141.7 134.3 118 128.8 -230 178.6 60 139.3 63.7 154.5 104.4 6.5 150 137.9 59 152.2 79 30 -53.1 26 161.6 90 125.4 126.3 108 151.5 59.3 153.7 171.3 39 147.2 72.8 68.5 107 63 76.7 61 84 109.8 72 110 129.1 93.6 58 147.8 71 156 140.5 55.6 139.3 126.3 106.2 184.7 69.1 -1522.2 172.9 155.7 41 113.8 85.8 243 126.3 94.2 135 52.7 48.9 127.6 120.6 146.2 126.7 92 99.8 84.6 -660.8 -2185.7 -980.5 115.3 4.3 96.9 111.6 7.2 115.7 136.5
693.6 580.7 441.1 612.7 584.1 421.9 906.5 455.9 512.6 436.6 530 514.7 701.6 363.7 1547 615.8 1088.5 622 854.8 580.4 797.8 1235.1 901.4 456.8 886.6 689.4 418.4 507.6 582.6 597.7 772.9 949.2 648.9 525.1 521.3 498.7 353.5 282.5 552.7 484.9 305.2 329.1 305.2 283 480.6 455.5 373.3 744.9 447.8 608.5 680.6 344.6 663.2 554.7 674.9 811.9 509.7 547 436.7 500.9 396.6 832.9 315.9 640.8 504.1 501 789.8 465.5 550 2901.9 551.5 746.6 582.7 514.4 664.2 488.2 1058.3 538.5 581.9 436.7 774.9 631.4 491.4 1214.5 601.7 266.6
1241.1 731.9 1448.1 1760.8 1156 1738.8 965.5 1218.2 1225.6 1184.8 1480.1 1641.6 1018.1 1287.9 1293.2 849.9 454.7 1117 1136.4 940.1 845.8 579.6 719.8 1117.3 1509.2 850 1768 857.5 1341.4 1048.2 911.2 873.4 739.3 875.2 1015.9 715.6 647.8 1693.5 1085.1 782.7 1434.3 1269.2 1043.1 713.3 1075.4 1064.2 1445.5 1302.7 951.4 1181 1302.8 1001.9 1619.6 1244.2 1261.1 940 1074.1 606.4 963.8 872.7 851.3 688.4 1236.9 1057.9 1322.9 497.7 1232.9 678.7 508.1 588.1 1374.6 882.9 695 975.4 1115.3 1047 1361.4 480.3 434.4 681.1 492.3 655.3 374.2 1303.6 999.2 1373.5
689.1 1181.7 901.4 777.2 944.9 878.9 699 719.7 813.8 1164.9 917.6 1176.9 765.4 665.5 1254.7 881.4 417 902.9 1066.1 1057.2 1195 1373.3 1101 958.9 789 892 809.3 1084.3 1529.1 884.4 717 1229.1 832 803.3 1362.1 1120.4 1081.6 865.6 1415.9 1209.9 1006.8 624.5 783.9 885.3 869.7 1040.2 849.9 2520.4 1598 939.9 1090.7 797.2 1041 700.6 844.7 1071 427.5 809.3 1421.4 1064.4 969.5 731.4 1035 669.8 915.9 2274 1067.1 777 1053.8 111.1 1291.2 813 1159.4 976.9 768.3 1398.1 1267.5 1148.8 1280.2 1078.9 995.4 1498.6 1194.5 1242.4 1097.5 1252.5
736 822.6 844.5 1119.5 565.6 723.4 923.3 534 1161.9 501.5 1532.5 736.1 1169.1 928.9 2386.7 1198.9 361.5 913.8 1635.5 932.2 709.9 1140.4 1877.6 895 1153.9 861 945.6 920.1 869.7 826.1 600.3 1059.7 762.8 800.8 1309.4 874.5 519.5 532.7 1009.1 839.3 494.6 767.5 600.2 482.8 1040 840.1 585.6 1524.7 738 852.7 807.5 890.5 983.9 589.8 686.6 928.4 683.7 872.3 622 734.3 994.3 611.7 774.8 997.7 1098.2 1180.9 777.6 951.4 1269.8 116.1 910.9 1106.8 1395.7 1204.6 1298.9 777.1 1217.9 1045 415.5 699.7 622 754.1 743.7 1091.8 856.9 619.4
1152.6 1165.9 2133.9 1849 1376.5 1289.6 849.6 1280.9 1406.1 1410.2 1858.1 1024.9 1167.5 1708.1 1282.6 1493 1345.1 1229.9 1434.3 1734.1 1350.6 819 1314.7 1274.8 1148.3 1179.1 1245.8 1819.7 1149.1 1382.4 1506.8 1055.5 1236.6 2085.7 1156.4 1068.1 1596.7 2439.3 1450.9 1034 1360.5 1639.3 1339.7 1409.4 1331.1 2096.7 1690.6 1811.5 1625.7 1316 1493.9 1404.3 1265.8 1453.5 1143.2 1472.7 1200.1 1386.7 835.3 1140.7 1490.1 1717.5 1539.8 1090.5 1453.4 1581 897.2 1126.1 1090.4 262.7 1216.1 1322.4 1121.7 1027.4 1008.1 1132.1 1542 1221.8 1580.2 1588.2 1094.8 1997.9 2000.6 1171.5 1472.8 1285.9
132.3 89.1 161.8 205.2 98 202.6 -155.2 65.9 140.3 -90.4 248.5 236 140.2 84 -766.8 133.5 -687.3 -134.8 -61.4 360.2 1118.8 41.1 237.4 147.7 96 130 206 91 49.7 116 -53.1 -24 535.4 91.3 108.9 237.3 49.2 126.3 135.4 249 156.1 178.4 75 119 199.8 120 12.5 62.7 190 126.3 185 280.1 175.7 369.4 68.5 62 -199.7 218 210 378 183.6 -125.1 464 324.8 126.3 230 215.4 317 274.2 -87.1 158.8 279 370.5 -153.5 351.6 273.5 508.4 760.1 136.1 169 -319.6 340 -40.1 344.9 353.1 -2003.4
282.5 589.2 492.8 988.8 486.2 420.5 159.1 434.7 204.3 315.9 187.6 360.5 243 595.3 104.9 547.8 20.4 284.2 548.3 1172.5 642.5 164.6 370.7 240.3 704.1 212 384.5 1953 465.3 458.1 530.1 241.1 440.6 90.2 302 441.5 9 216.4 443.8 1643.9 389.7 509.2 657.3 376.5 151.9 430.5 378.8 881 372.3 506.2 524.4 273.7 530.1 286 1218.4 216.2 390.3 -7.6 1112.2 558.9 199.8 224.1 581.3 545 761.1 779.1 990.9 110 526.9 61.5 577.1 71.1 118 504.5 346.1 407 144 103 478.8 633 524.8 578.2 536.2 74.8 726.4 220.2
57.9 795.2 380.9 1121.5 377.2 118.9 632.9 208.3 162.6 246.1 164.2 126.6 97 98 178 562.3 249 1169 602.6 200.7 476.1 304 182.6 137.5 155.4 75.1 283.1 169.3 850.4 152.4 481.4 74.8 66.6 151.5 222.1 94.7 1971.1 283.6 323.2 395.9 297.1 161 111.3 86.7 103 154 61 496.2 56.3 29.6 121 97.1 264.2 563.3 383.3 1042.8 220.4 198 309 127 120.4 88 91.3 231.4 267.5 401.9 165 49 122.4 117.4 1340.7 248.7 619.5 137.5 156.9 1091.8 46.5 141.2 137 277.8 69.7 144 114.4 369.9 534.5 644.5
257.3 730.1 568.6 76.4 206.8 140.8 443.7 703.9 46.2 1346.6 631.7 955.8 137.6 731.5 113.3 211.9 31.2 124 233 64 148.7 273 399.6 193.6 230.6 285.8 419.7 335.8 137 431.8 95.3 412.6 844 1185.3 217.9 916.8 741.7 184.7 286.3 555.3 529.1 504.9 9 428.7 477 411 416 228 731.5 191.6 514 243.8 203 129.1 172 126 222.1 606.4 369.2 452.4 377.3 993.8 263.8 208.8 213.2 1885.7 169 415.7 967.8 281.8 140.2 813.9 587.6 601.4 416.8 304.6 198 593.9 45 360.9 1259.8 506.6 396.5 247.2 119 44.1
226.5 202.2 245.4 747.5 68.5 375.3 158 607.2 222.2 1764.5 193.8 688.9 414.8 292.4 508 265 112.4 174 194 315.1 265 134 434.7 52.8 184 180 568.4 629.2 248.5 246.3 149.4 147.5 151.5 603.6 999.2 558.6 1622.3 207.9 247.4 716.9 414.8 238.7 545.7 925.9 411.8 774.8 390.3 282.8 113.8 415 115 426.3 348 153.6 303 203.7 183.6 370.2 581 366.2 881.9 322.3 571.8 350.6 460.4 1895.8 288 321.3 521.8 243 283.2 252.6 79 315 151.5 236.6 196 151.5 156.4 299.4 370.7 231 184.7 476.6 173 89.8
606.3 455.1 421.9 419.4 415.6 382.7 765.9 447 493.8 600 469 436.7 584.7 408.1 1052.3 763.6 1963 538 623.9 522.6 438.5 693.3 803.8 423.7 597.4 587.9 480.6 391.2 618.6 526.4 667.9 1070 379.8 414.9 460.6 356.6 344.9 966.2 435.8 398.7 256.2 243.8 334.9 529.6 510.6 533.7 541.3 622 416.5 495.3 664.1 413.3 541.9 391.6 542 541 745.7 860.9 407.2 407.6 429.9 648.2 649.9 567.1 423.4 515.8 646.2 574.7 636.5 2665.7 424.1 609.3 576.2 700 568.6 481.2 671.1 397.8 944.3 440.6 417.1 425.9 546.9 937.3 387.9 1431.6
428.7 677.3 490.3 609.3 348 624.4 509.9 873.7 796 621.2 872 713.1 464.2 1227 209.8 213.6 -48.7 323.4 341.4 463.1 385.7 534.3 452.3 490.4 655.7 650.1 416.6 903.8 757.5 488.7 256.2 327.7 609 1511.3 193 529.1 1231.6 626.6 308.7 872.9 881.1 710.5 528.7 552 429.4 1264 683.5 764.9 712.2 461.4 705.3 532.6 565.6 607.8 351.1 819 412.5 72 657.3 613.1 628.5 476 738.8 297.7 616.5 1934.8 373.3 657 1758.1 -7.9 548.6 576.5 646.3 693.4 406.2 530.7 586 646.6 -14.4 536.3 676.1 786.6 908.3 426.8 440.3 -2.7
630.2 1365 1430.6 372.9 528.5 372.5 1041.5 912.8 442.3 829.4 734.4 1668.6 473.2 744.3 1211 644 647.8 709 859.4 542.3 430.1 612.5 765.9 407.8 647.4 1146.4 674.5 827.5 418.9 539.1 780 1573.1 674.9 864.8 475 751.3 870.1 1063.8 440.6 820 649.4 565.2 315.2 506.6 608.2 625.7 456.3 654.7 1059 364.8 620.3 720.4 554.3 546.6 557.4 584.9 793.7 1297.3 566.4 587.5 409.3 1808.9 373.4 698.8 355.3 1630.7 439.7 605.5 1052.9 704.6 447.9 1630.6 727.2 650.7 641.8 947.5 776.3 1284.1 802.1 885 936.9 541.7 516.2 497 589.8 683.7
114.2 376.5 846.3 527.7 184.1 294.3 -27 364.4 260.2 18.1 197.5 230.8 158 87 2596 254.9 86.3 237 152.2 382.7 234.4 118.9 227.4 203.3 389.2 337 114.7 524.2 331.1 273 67.3 -63.5 168.3 517.3 444.1 205 669.9 16 6.3 268.8 695.7 398.7 212.5 712.1 1.7 730.2 423.6 525.2 460.6 285.6 349.5 246.1 276.9 369.4 420.2 255.8 100.5 0.5 684.4 390.7 235.6 12.9 398 680 456 251.2 472 689.1 385.2 0.5 109.7 393.2 233.6 766.7 315.2 359.7 68.2 -42 -56.4 560.2 713.6 123 370.3 -56.4 269.8 6.8
450.2 222.2 396.7 276.9 709 833.9 677.3 285.9 367 229 494 243.9 726.1 548.8 783 370.5 166 224 352.3 503 251 877.2 140.2 541.2 347 548.2 454 922.2 263.2 562.6 606.2 293.2 296.6 111 1002.9 1379.7 262.4 266.1 421.4 1090.1 675.3 573.7 1054.5 893.6 206 265 674 234 306.7 633.4 556.9 677 309.8 416.7 466 827.4 332 381.7 596.5 263.9 2170.4 1128.2 842.4 497 545.8 1037.8 404.4 1012.4 247.6 224.7 207.5 715.1 357.2 390 290.6 198 201 369.1 132.6 748.6 61.7 472 530.8 260.8 276.5 805.3
350.1 409.2 871.7 857.2 575.2 232.2 595.4 377.1 555.2 288 387.4 359.7 400.3 242.2 1268 604.5 626.1 652.7 443.9 923.3 467.9 473.9 646.9 223 319 446.2 327.3 401.1 466 322.9 578.6 353.1 286.2 472.5 960 264.1 215.8 301.2 386.9 420.4 308.8 298.3 411 294 306.6 1185.8 434.4 1103.4 551.7 208.6 342.8 311.2 411.9 335.8 602.6 508.4 824.3 664.3 495.2 570.7 266 279.8 477.2 504.5 359.7 334.6 909.8 360.2 297.3 2579.6 426.1 816.5 649.1 438.6 491 255.3 349 218 1158.7 405.9 61 270.5 428.2 69 387.1 634.6
731.2 1064.2 1280.3 496.1 865.6 923.8 732.3 813.4 932.4 1299 1249.2 862.8 388.7 1027.3 867.9 632.1 517.2 1087.6 1178.1 1399.9 1304.8 969.5 1111 629 778.6 1028.8 1164 1299 1149.1 1383.2 994.1 1259.7 1323.2 1038.6 1708.6 1707.1 1284.1 1269.7 1026.7 1328 880.4 947.7 925 1457.7 1124.9 2004.3 877.7 764.1 1621.1 1217.1 1369.7 954.5 1042.5 871.3 447 865.2 1078.9 1849.1 929.6 827 1201.8 694 1117 883.3 1114.1 1327.5 495.4 675.9 941.3 734.7 672.7 783.3 764.5 1038.9 931.2 1101.6 1132 1863 1350.9 1639.7 858.6 886.1 1097.5 796.3 1149.2 1759.3
61.4 57 29.6 33.4 16.8 29.6 82 7.9 11.8 76.4 29.6 37.8 29 13.2 92 48.5 264 41.6 82.4 17.7 50.8 22.2 66.6 39 -5.5 46.8 61 23.5 21 46.2 32 27.1 -3 16 4 0 2965.1 167.8 61.6 46.2 16 131 1.8 33.8 58 43.8 385.7 156.7 36.2 40 40 48.5 2 4.7 25.2 18.5 116.3 46.5 54.1 48 787.3 124 112.6 42.3 25.2 50.6 48.5 80 73.8 230.8 17.2 51 26 23.2 54.1 8 70.7 124 121.8 25 158 142.8 23.1 348.8 22.7 176
1200.3 1318.3 1261.1 785.9 780.6 1067.6 980 1848.5 819.1 1018.4 1275.9 683 1347.5 866.1 1067.7 930.3 1273.2 858.5 1041.5 920.3 1797.9 1171.3 874.6 1290.9 1124.2 1304.9 1114.9 1231.9 1008.2 825.2 1837.5 1052.4 901.1 1037.8 906.4 1111.7 421 1516 929.5 1063.2 1243.2 882.6 968.4 743.3 1239.2 1348.6 1312.2 582.2 1147.6 1777 1309.1 953.8 1536.6 940.5 1412.4 834.7 966.7 442.4 1426.2 926.1 704.9 985 1020.5 1165 1023.2 897.7 1136.6 1342 1624.4 1524 1931.1 1141.4 787.9 880.6 998 1005.8 802.1 676.2 871.1 999.8 1127.4 2395.1 1049.6 1041.5 915.7 975.5
57 10.2 167.4 7.8 398.5 12.5 333.5 37.2 17 28 7.8 -9 462.6 28.4 48.2 94.7 77.4 74.3 15.2 24.3 10.2 1210.9 20.5 939 30 81.7 519.7 35.5 39 36.7 1001.3 417.4 612.5 53.9 21.8 49.7 25 23.9 67.6 129.1 54.5 902.8 -1.8 326.3 362.6 280.1 1416.2 70 442.8 872.3 48 1167 22 20 84 73.6 113.8 103 48.5 51 1316.4 368.9 -51.7 52.7 1 10.2 18.2 63.9 59.3 330 1.8 -9.4 53.4 305 16 -33.7 12.3 503.2 98.7 63.7 129.1 153.3 255.6 93.4 63.9 471.4
96.8 38 98 176.8 120.8 153.6 104 145.1 150.5 519.4 268.8 368.8 74 596 171 279.7 425.6 1259.5 115.3 196.2 244 558.5 165.5 686 2103.3 409.4 283.9 558.8 181.5 218.3 112.2 74.1 343 237.3 115.3 135 37.6 412.8 612.2 72 155.2 124.5 555 133.8 304.2 296 79 201 113 56.2 58.1 89.8 346.1 228.5 368.8 36.4 1580.6 55.3 92 313.9 86.7 44.3 158 1032.7 137.5 65 200.4 148 63.9 140.1 184 613.5 432.2 88 232.5 793.1 418.4 228 174 379.5 85.9 67.6 175.1 245.1 192.3 144
767.9 1375.6 1534.3 935.3 1044 961.7 747.2 683.7 709 1374.4 1161.4 1663.4 708.1 1353.4 622 748.3 90.9 684.3 471.5 1218.3 882.8 915.3 866.7 1022.8 1211.8 476.3 718.9 1249.1 579.1 1321.6 664 1015 1080.8 1007.4 1204.1 1116 1655.2 637.1 1200.7 1280.1 1225.1 961 709 1798 1216.9 1112.9 1121.8 432.1 1149.2 1174.9 745.7 964.7 1092.1 997.5 950.9 715.1 1061.2 1062.5 851.4 1029.7 1129.5 1206.7 949.8 1110.1 861 1839.3 591.5 894.1 1200.3 359.1 882.6 824.1 860.8 881.4 763.5 1386.2 1011.1 1754.1 713.5 655.8 555.7 1135.5 1462.8 856.6 1385.5 957.6
1240.3 495.4 477 181.5 403.7 1210.9 654.6 226 395.2 338.3 582.6 459.3 779.9 574.5 142.8 206.9 88.6 281.3 212 344.6 329.6 734.5 275.1 261.3 605.6 490.1 607.2 691.1 184.7 560 616.1 575 919.5 372.5 219.6 434.5 414.5 833.5 674.7 187.3 378 590.7 541.5 419.9 362.6 204.1 787.6 170.3 269.2 1080.8 968.2 1145.5 713.5 1135.9 270.3 507.6 523.1 622 365.6 535.2 644.8 733.3 1744.4 395.2 446.3 386.2 515 497.8 520.9 208.7 398.1 386 711.6 678.6 422.5 579.2 160 500.5 142.2 1839.6 156 286.2 322.8 1021.4 278.4 257
24.1 103.6 251.1 75.5 290.1 79 260.2 144 249.7 321.8 118.9 142.7 153.6 207.7 37.4 361.1 58.4 210.2 100.2 60 139.3 681.2 142.7 2569 102.5 342 154 201.3 26 93.6 452.2 406.5 54.9 193.4 43.3 107 252.7 188.9 217.1 154 82 238 112.2 203.6 172.9 113 224.1 53.4 232.6 258.6 84.4 146.8 126.3 150.1 161 401.3 170.6 216 160.1 178.7 247.2 141.7 181 93.6 90 154.2 89.1 150 249.9 160.9 81 116.2 214.1 236.6 83 52.7 54.9 151.5 70.2 138 485.4 517 239.2 179.3 101.3 1744.8
600.8 490.5 727.9 649.2 900 621.2 869.7 281.7 736.5 328.6 857.7 554.3 982.7 473.9 935.6 1109.1 342.7 631.4 1348.3 716.3 1014.7 1045.4 1416.8 1115.3 800.2 714.1 728.7 574 1178.3 558.4 430.9 648.4 767 224 190 214.5 230 246.1 898.8 294.2 100.5 182 142.8 190.8 681.3 427.5 197.2 1024 518.6 798.6 939.8 1001.2 1023.5 352.3 459 322.3 397.2 215 468.4 746.5 1561.1 317 743.9 420.6 536.6 1031.1 591.5 1000.5 730.6 186.8 855 472 757.6 936.8 721.4 767.9 1234.1 709 114.2 684.5 1107.5 769.1 1033.9 828.6 700.4 447
1174.3 765 528.7 466.4 712.9 961.7 518.2 252.3 461.3 913.1 560.6 695.6 568.2 829.1 844 1044.6 6.2 517.5 1073.7 761.3 579.1 1705.3 524.4 873 780.5 637 1153.1 558 913.7 936.6 483.5 794.8 652.5 744.9 591.5 539.6 411.6 187.9 701.5 598.9 544.4 695.1 405.3 616 1179.4 289 687.2 1133.6 501.5 914.5 1449.8 877.4 1412 496.2 643.5 379.6 516.1 444.2 474.7 714.7 521.2 610.7 349.5 183.8 686.1 771.2 975.9 753.7 1605.4 932.3 697.2 657 1053.3 865 1016.5 882.6 439.6 1365.3 211 1088.6 448.2 755.7 908.3 1391.7 897.2 127.2
346.2 211.7 411 265.9 165.5 731.4 101 386.5 388.8 159.2 292.5 77.2 145.8 2137.2 60.7 139.3 14.6 138.6 1.5 271 183.4 187.2 -20.6 70.8 78.1 184 461.1 434.5 209.6 383.4 91.6 450.3 204.1 564.9 44.1 112.5 132.8 623.2 265.9 129.1 836.8 1165.4 399.5 245.8 509.9 -34.5 350.8 167.8 415.2 260.4 350.3 226.1 183.3 526.1 149.1 186.8 654.7 52.4 188.9 578.6 350.8 170.6 1208.5 275.7 187.9 -31.3 164 159.1 -48.9 -7.6 257.7 261.2 408.1 45 373.5 694.8 312.7 528.8 36.5 527.8 742.5 106.2 197 1197.3 228 73.3
44.2 49.7 17 86.4 48.5 223.8 166 303.1 87 421.4 6.6 291 138.9 9 289.2 13.7 209.4 64 121.6 69.4 -1.3 77 74.3 45 74.6 104.7 36.2 32 67.6 72 85.8 62.1 3.8 49.7 13.7 16.8 2862.8 56 44.4 -14 37 137 78 33.8 -3.9 135.1 29.4 41.6 37.6 30.8 52.7 30.8 30.8 50.8 93.6 80 108.8 1075.2 29.6 42 32 108 56 70.8 36.2 62.3 55.8 75.5 100.2 358.3 9 109.8 121.3 81.2 41.2 45 73.8 92.5 254 22 205 67.6 113.5 107.2 19 95.3
27 471.2 194.7 413.3 174.8 413 423.6 27.5 408.8 213.6 240.6 670.3 261.5 121.4 455 470.7 369 371.7 709 156 142.8 529.4 320.7 288 518.9 756.9 634.9 436.7 371.7 868.7 166.5 234.4 228.5 80 294 126.7 147.2 220.2 343.9 113 354.7 37.6 37.6 56.2 288 681.5 419.4 167.8 76.4 125.4 990.6 1050.3 81.7 287 128 196.1 222.1 455.8 59.3 1057.4 157 563.4 524.3 180.2 78 245.8 569.5 1127.1 1960.1 485.5 100.7 240 447 610.9 428.3 269.3 340.5 208 1128.6 275.2 985.4 1109.7 563.8 510.7 103 475.9
1017.4 1182.6 1052.5 1015.9 786.1 960.2 1138.2 543.3 1362 899 1071.2 934 1124.3 921.2 516.9 708.1 12.6 1035.9 712.8 821 1081.1 1009.1 1119 979.1 1059.2 776.2 1432.8 1004.8 1365.8 1045.2 966.4 238.2 982.2 999.8 763.7 1377.6 1619.9 733.5 693.1 864.5 1090.5 1398.6 1287.9 1020.8 1028.9 1254.2 721.8 1134.5 1390.4 976.5 1039.5 1357 1080.6 885.8 1113.4 487.9 509 1033.3 918.8 677.1 979.4 1770.9 661.4 1105.2 1201.3 1013.1 1179.1 1258.2 904.8 -13.7 1016.2 1725.1 1320.1 1077.9 1075.9 1178.3 836.4 1224.6 468.6 845.8 750.6 952.3 738.5 421.5 1120.8 138.6
998.3 1462.4 497 296.6 469.5 866.5 755.6 303.1 427 1294 785.9 557.9 503 318.5 520.2 772.2 711.5 479.1 648.5 286 513.9 348 287.1 358.6 620.2 446.2 951.9 550.8 326.4 720.4 1067.6 468.7 498.5 706.1 265 1051.6 549.3 1272.9 680.6 288 658.1 928.8 967.7 640.9 556.9 460.8 961 323 531.3 515.4 526.3 734.1 891.4 1103.6 675.8 506.8 806.8 1465.6 694.2 477.4 876.4 496 439.8 818.2 547.2 902.9 727.8 902.8 423.3 702.4 494.4 818.3 523.5 568.2 521.2 563.6 223 1027.7 546.1 1542.7 2177.4 777.4 362.6 612.4 667.7 530.1
245.9 116.3 429.4 140.5 1136.5 751.3 519 1016.3 1158.4 602.5 249.4 172.9 690.5 355.5 17.7 126.7 228.3 470.2 214 317 144 286 41.7 589 164.2 548.2 804.4 49 90.5 598.6 415.6 204.1 100 397.5 86.9 120.2 1664 383.7 616.7 1074.7 617.5 494.7 753.9 276.5 564.6 198.5 370.5 438.2 163.3 387.1 405.4 313.1 261.6 128.2 311.4 193.8 67.9 311.4 553.6 844 594.6 680 892.8 297.7 462.7 103 886.3 1168.1 597 184.4 88 898.1 851.9 119.1 172.9 248.3 257.3 988.2 304.4 637.2 280 676.6 361.8 780.2 118 739.8
250.7 146.8 150 177.8 228.7 115.5 177.8 511.3 233.9 393.6 339.5 331 165.5 922.6 651 243 119.7 866.5 193 149 240.1 214.9 113 918.4 342 233.5 335.3 167.4 122.3 222.1 121.7 272.7 519.3 348.9 137.5 188.9 158 834.5 443.8 142.8 408.2 415 882.8 170.2 382.1 355.5 255 196 176.4 339 253.1 180.2 234.8 321.9 491 180.4 2485.2 544 220 272.9 104 128 612.5 675.7 148 150.4 690.6 192.1 183.3 71.6 117.2 792.9 467 114.4 214.9 606.4 513.3 515.5 1026.4 217.6 471.4 132.3 110.7 492.9 180.6 64.3
