"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111"
718 187.2 328.4 1105.8 430.4 360.7 549.6 83.4 995.3 2619.2 1080.3 385.6 268.6 261.5 358.6 185.2 424.9 1777.1 333.2 328.3 494.3 1401.7 32799.6 299.4 891.3 164.3 65.5 1181.1 522 391 585.5 801.1 1947.6 672.4 349.5 266.2 398.5 667.2 370.2 403.6 1563.3 652.1 520.7 127.2 274.5 293.3 344 208.4 171.4 434.8 268.5 479.2 1091.1 266 839.5 1222.4 883.3 1324.4 131.6 567.5 648.6 561.6 293.1 465.3 1040 207.8 351.8 768.5 60.4 130.8 76.9 607.5 52.8 315.6 313.1 2828 341.9 78.6 565.1 362.2 605.6 5259 72.2 358.8 362 653 602.8 573.2 1174.4 776.5 1280.3 84.3 480.3 1533.7 556.4 586.9 316.9 447 142.2 384.1 271.3 375.5 1046.6 491.7 262.5 627.3 173.5 96.7 346.9 4367.8 195.7
1480.1 1140 683.6 382.2 1668.3 3432.4 3078.4 388.4 983.2 691.2 1497.8 6812.3 501.3 7354.5 888.4 4490 5123.3 962.3 762.7 3887.4 2058.8 444.4 706.2 7105.4 576.8 5877.7 2455.1 1110.7 4756.9 1964.8 877 3598.6 607.9 886.6 3838.4 1650 1537.1 346.3 2468.3 1601.9 813.9 813.6 2465.4 1615.4 2985.2 3261.3 626.8 3190.9 2237.4 6309.9 3187.8 616.6 1114.2 2672.6 4581.5 1812.1 3127.2 1745.9 18811.7 3244.6 2230.1 1236.9 824.3 981.6 971.7 3278.6 1080.9 2002.4 3580.6 8851.3 1830.1 13251.4 3447.2 908.4 1463.6 2777.4 5265.6 1451 18469.3 2321.3 4077 786.2 1896.5 3675.1 2654.9 1098.4 5344.4 2744.7 3227.7 2094 834.8 1929.6 589.1 1101.5 12672.3 5104.5 405.7 3108.6 1337.9 4347.4 3693.4 7436.3 973.1 2633.4 4833.9 2760.6 386.5 416.2 2342.7 1232.4 5886.3
3471.4 1138.2 2430 1928.3 12726.9 4944.5 1153 876.1 2567 3104.3 2102.6 1269.9 2112.9 3655.7 2190.4 4434.2 1188.2 1151.1 2230 4871.1 10397.4 1269.8 4813.1 1364.4 1181.2 5093.8 869.8 1371.8 3088.8 2750.6 2428.3 4917.8 5894.7 923.6 16728.7 816.5 2685.5 6316.7 1397.4 1232.4 1028.4 1810 8205.4 1252.7 1776.7 5326.7 1364.4 3255.7 1612.4 11221.4 5464.7 3214.5 2270.9 3865 7201 3279.6 10288.2 8063.6 9207.7 7803.7 2084.6 1707.8 3884.9 6554.6 2403.5 1918.5 3151.8 2506.7 5166.9 11229.6 676.8 630.4 2620.6 3000.1 4492.2 3096.1 8569 6800.6 1469.7 2185.1 8251.9 5303.5 3077.7 6612.1 4740.9 2171 1743.4 2931.7 1225.4 2904.5 1745.2 3041.7 2250.5 2105 1726.8 2766.1 1560.2 592.7 5838.9 2095.8 740.9 7129.9 1710.8 1966.3 6778.9 6889.6 594 10550.3 12658.8 2604.7 1582.5
3083.6 4957.5 8659.7 1565.1 529.7 468.3 7939.2 587.1 720.2 1110.1 405.4 4979.7 311.3 904.2 2326.8 773.4 1281.6 975.6 1041.7 1250.4 964.3 349.8 291.9 1851 759.7 3106.5 905.4 386 1176.1 3316.8 9195.9 1287.2 98.2 308.9 1605.5 870.2 2883.3 884.9 3741 1808.3 10370.2 359.4 1360.1 320.3 7122.7 1877.7 890.9 496.8 1261 669.1 1155.8 253.9 1334.5 1130.5 2788.2 1222.9 1017.3 2546.6 805.2 3549.8 815.6 337.8 1888.8 2205.5 584.7 5911 1692 541.8 315 1495.7 1201.2 521.1 515.5 955.3 9293.7 1876.7 840.4 313.6 644.5 7404.1 901.3 8004.6 317.2 488.3 2658.2 708.1 11182.7 353.9 1014.9 2102.1 474.6 456 2366.9 10235.5 456.4 2460.7 3393.3 601.7 1549.2 3350.7 1629.8 905.6 3441.7 6122.2 2557.1 13129.4 238.7 465.8 2687.7 1069.5 19105.4
2712.9 5938.9 2068.8 5801.8 4176.4 2005.7 2433.3 4217 12745 3242.9 5654 1887.9 7056.1 2805.2 8032.5 3536.6 1969.4 3460.2 12871.1 1807.8 2666.1 1104.6 6000.8 1424.4 6718.7 1931.5 1680.6 4810.3 2834.9 1530.2 1224.2 2052.4 7533.6 3594.7 2168.5 5296.6 3102.1 5735.1 1656 1205.3 2141.7 6263.7 2670.2 3227.2 2909.8 1776.2 6474.5 1851.6 5153.1 2074.8 3356 9498.3 4860.9 3040.3 2717.5 5299.7 2080.4 5750.5 924.1 3683.9 5545.7 3902.4 6827.4 7735.8 7560.1 2313.9 2825.6 5990.2 3322.6 1890.1 6625.6 1367.6 2826.5 4915.4 1976.3 4416.6 2543.1 3107.5 1769.7 2239.7 2480.1 3227.6 6040 1752.6 2265.3 4533.9 2877.1 3188.2 6761.3 2563.3 2102.8 2768.5 4684.8 2549.6 1655.8 2292.9 4624.2 2598.2 8594.9 2023.2 2282.9 1689.1 2697.4 2707.1 2621.8 2321.6 24952.1 12325.3 2710.9 6480.6 2920.7
4580.5 6850 4900.6 8131.8 4839.4 2801.1 9515.7 10983.3 9512 4111.6 2870.4 3849.5 15558.2 5315.2 4002.3 7982 3264.8 6098.8 7639.9 5623.8 5259.3 3835.5 3368.1 20259.8 4764.5 8366.4 5138.2 7164.2 4647.8 6314.3 4897.3 5014.5 6668.8 4686 10373.6 5227.9 6832 9089.1 7983.4 3988.5 4340.9 6541.9 5462.6 9812.1 9627.9 8600.4 7772.5 7154 10271.6 8255.1 3993.1 7568.2 7208.1 4271.4 3261.7 8905.3 5107.9 6736.2 3588.3 5243.9 6062.1 8144.3 8010.3 10527.5 8163.3 10252.4 8500.7 5288 6295.5 5085.5 11063.8 3448.1 3805.6 3654.8 6112.4 5193.6 4834.4 3522.7 21069.4 4469.2 6066.3 7757.4 6512.9 5085.6 5119.6 12336.8 4903.7 4601 3963.6 8897.5 11458.4 4221.2 5618.8 5832.1 7301.2 6845.3 6308.5 5266.5 15998 6099.6 6056.8 3697.3 3853.7 6594 9299.3 6130.3 5924 8766.3 7866.8 4976.5 9140
2318.1 2443.9 2580.6 1826.5 21556.1 3619.7 5748.3 4762.1 4707.8 12545.4 2151.5 2268 3176.8 2724.5 1444.9 3442.1 2895.9 2617.7 2709 2003.9 2521.1 2567.2 9702.1 2429.7 1432.5 2162.8 1809.7 4275.7 4298.5 1595.6 3097.2 7010.9 4944.7 1407.3 4499.7 2021.7 1975.9 9641.6 3089.1 2203.3 1551.7 3559.6 5065.7 1813.6 2675.6 2006.9 2004 2558.8 1443 1805 1781.9 1425.3 6592 2200.4 3061.3 2157.8 3318.8 2884.2 2145.7 1532.5 2691.3 2774 2248.7 3394.8 1888.3 2759.1 3703.8 2556.3 1027.2 2222.5 6588.2 3048.7 2164.9 2425.2 15553.8 10424.3 4476 1177.8 1446.3 4376.5 7037.6 8375.4 4343.5 4976.9 5264.5 3486.8 3387.2 4041.9 1657.8 4817.8 2614.2 2845.9 2420.7 2974.3 1805.4 2407.6 2809.8 2057.8 13698.4 1651.8 3008.8 2914.3 3947.7 10828.1 4416.7 6032.2 679.6 1494 3592.2 6681.5 2077.3
4701.6 6569.5 3951.7 8608.9 4114 8595.5 5972.5 7168.9 6208.8 13328.1 6106.9 6815.8 2135.3 8428.4 6349.7 17143.1 6685.5 5515.5 8240.9 7405.7 8672.5 3973.8 7262.8 8632.1 6190.6 12413.3 9122.4 9363.6 13337.5 10374.1 5636.5 10525 5571.4 4124.3 4472.5 7203.9 6565.9 8068.6 13423.9 5085.6 6555.6 2814.1 5279.5 4420.5 10541.8 9482 8832.4 13396.3 14426.2 10806.7 14306.2 11793 8463.6 6948.8 8024.1 8428.2 7480.1 6997.8 5641.5 6470.5 6582.7 7456.5 5040 5833.5 6867.6 11967.1 7210.1 5582.8 6621.7 8261.7 15392.1 9418.8 15046.2 7387.2 8352.1 11585.5 12416.2 11882.2 12253 8203.8 5574.6 6778.1 15613.7 7666.6 8106.7 6049.4 7608.2 8487 5312.6 17155.7 8436.7 6453.2 4690.9 8997.8 11775.5 9271.8 4561.5 6483.9 5014.8 7700.2 11346 9847.1 7159.9 9403.4 7687 7835.3 5143.2 7681.4 6993.1 9203.4 14902.5
2621.5 6958.4 4182.3 7615.3 6668.6 3524.5 5048.3 12496.7 6803.4 5987.2 5789.4 3623 15085.5 4966.9 3843.6 5531.7 3763.3 6242.4 5255.2 4444.6 3065.1 2079.8 7699.6 6590.1 6516.1 3789.5 3777.6 5142 4011.4 3780.5 1365.5 4839.4 4751.3 3479.9 9121.2 4707.5 13068.9 6501.8 6013.7 2260.4 4585.7 6598.6 3659.3 5017.2 6380.3 4438.1 7161.9 7776.5 3989.6 6899.9 5462 8579.3 6153.3 3014.6 7404.3 26987.4 3772.7 7089.3 1462 4736.1 4699.3 6120.2 5261.1 7732.8 5574.2 4961.2 4419.8 4989.3 7552.5 8310.6 5267.6 5947.7 4139.9 9200.9 13065.1 4282.7 5703.1 6820.7 4290.1 6049.5 3721.6 5756.2 7001.9 9001.8 5975.3 5535.4 2970.1 4666 9478.3 9092 3818.6 8416 6174.6 5907.9 3900.8 4187.4 5114.7 3953 9073.6 3786 11116.9 4236.1 4211.2 3697.3 4355.4 5004.8 9686.8 3599.2 5260.9 4455 8273.8
1719.3 8015.8 2819.1 5984.1 6880.3 1862.4 4307.7 3052.9 7720.6 2040.6 14006 2747.8 8067 9372.9 13865.5 3144.9 2643.3 3697.8 7037 2606.9 1232.8 1177.5 2545 2058 6444.7 3002.5 3464.5 10567.2 2519.1 2018.1 1131.5 2370.8 1770.1 1430.2 3975.6 9276.4 4623.2 3841.8 2344.6 1725 3453.4 2139.1 1545.4 5074.7 2067.8 2699.1 4924.8 4238.7 4497.3 6521.1 6664.8 4997 2547.5 2814.6 5391.5 8431.2 1823.3 18580.6 1328.7 3956.1 10493.9 3268 5952.1 4277.5 7634.5 7545.7 4997.8 6725.2 4826.2 2610.9 10737.2 2079.8 12824.2 3221.1 3920.9 2903.2 3670.9 9151.9 3482.4 2308.7 2372.5 2448.9 3672.6 4132.4 3680.9 2779.5 4848.2 4202.9 7090 4139.1 3528.7 3375.1 8220.8 4224 7525.8 5859.6 8280.5 5000.9 3408.8 3681.2 4050 9416.2 2779.2 3928.3 5850.9 3337.1 10793.3 5056.4 9165.3 3230.4 4371.9
140.1 730.9 140 26964.8 5339.1 259.3 56.4 43 911.4 789.9 1905.4 204.3 529.4 2798.4 1550.5 574.8 89.1 286.7 1319.1 2535.4 59.5 49.5 311.5 254 11389.5 33.2 83.2 1889.4 164.5 402.5 114.7 35.2 68 84.9 39 8157.4 241 71.3 351.3 942.2 44.5 55.9 110.3 35.4 44.6 826.5 312.4 57.9 5264.2 43.7 1167.8 41.6 8322.9 52.9 23.4 1071 834.6 30.4 66.2 399.5 2154.1 345.6 466.1 18.9 5836.5 2170.9 46.6 3901.6 1636.4 802.5 4158.1 44.2 1078.7 177.1 33.9 507.6 210.6 34.4 43.4 74.1 312.9 7070.9 20 1395 317.5 3586.2 738.2 177.1 1287.4 32.3 84.6 29.4 61.8 62.7 34.8 280 1434.5 53.8 43.3 109.7 41.3 89.2 116 253.8 405.8 59.4 1305.4 21.8 46.3 39.6 83.8
1833.1 1227.1 3980.7 1149.1 2371.9 2242.6 5411.9 4271.3 8748.5 4049.6 2756.1 2868.6 4726.6 4031 1408.7 11535.4 1910.1 1596.7 2415.7 6225.1 2526.8 1167.3 5767.7 2208.2 1179.7 7269.2 1630.1 6385.1 4836.3 2097.7 1709.5 4227.3 2506.1 1055.5 1816.9 1821.5 2537.8 3630.7 2949.9 1287.7 2026.9 2526.5 3764.9 1697.3 5559.7 3152.9 14334.3 11774.1 4973 1586.8 4578.7 8251.3 6620.2 2760.4 8496.8 3569.1 4289.3 7059.8 1420.9 6970 5268.2 1309.1 3465.4 8078.2 2445.9 2184.3 2313.2 2775.9 2403.7 8342.3 19163.3 1332 5844.7 10379.1 4270.6 8234.4 9938.7 3182 5272.3 5136.7 5200.5 9715.3 4063.9 4128.3 5858.7 6914 6334.6 10599.1 4622.1 6018.4 3048.4 944.5 2177.3 4726.2 7598.1 2656.8 3153.6 3589.5 5615.6 3705.2 6698.6 3718.1 3351 3806.2 6686.4 6287.6 1594.5 3514.4 5598.6 12231.4 4295.4
875.3 672.2 973.6 917.2 18765 900.5 3936.1 483.1 733.6 308.2 731 1784.6 381.1 1667.1 949.6 7463.8 1106.4 912.3 320.3 587.4 708 1108.2 660.6 1033.6 211.4 647.2 1565 36.5 371.3 1231.9 689.8 970.7 893.8 314.8 441.3 666.8 517.7 1269.6 903 1541.5 1206.6 177.9 1030.3 363.4 209.5 787.5 806.5 455.6 1119.8 896.3 5256.3 233.3 861.3 1868.8 1220.9 541.9 1133.8 26194.1 317.1 1606.1 1491.3 1351.3 774 956.6 199.2 1046 5951.5 577 629.4 812.1 414.6 171 6128.7 1022.5 673.8 1228.3 549.1 292 361.9 1191.5 865.6 1274.4 118.8 1270.8 2275.6 400.7 1370.8 1131.8 1245.3 1486 739.8 298.8 653.8 2301.9 202.5 1153.1 769.1 948.1 977 952 996.3 894.5 1825 1141.3 702.4 1598 39.2 534.8 1342.3 1137.2 1318.8
20795.8 12901.4 13694.3 6438.5 14271.1 59.3 6512.1 9.2 23.9 10.1 4.5 100.3 1542.2 56.9 216.1 7.2 9 3818.4 190.1 222.3 120 2931.2 96.2 194.8 120.7 17.8 1567.2 12.5 27 396.5 334.2 11.7 296.6 29.8 462.6 19.7 129.6 699.9 138.6 1803.2 443.8 92.9 577.8 13.9 97.6 43.8 10.8 7.9 8.7 13.2 67.7 31.5 16.3 70.8 8.8 16.3 19.8 21 772 12.9 4.9 5.2 123.9 5.8 31.8 7.6 4184 158 22.9 6.4 21.6 48.9 10.4 60.9 46.7 18.6 14.8 20.3 14.5 28.5 450.8 207.7 7.4 45.9 9.5 11.9 21.9 15.6 11.9 13.3 1720.4 1139.1 1421.1 2773 1914.7 1363.5 5761.6 489.1 2162.2 1821.6 1465.6 647.7 1611.3 1068.1 2327.3 970.5 2143.8 183 5561.5 2110.7 1107.8
3217.5 2329.1 2080.5 579.5 340.6 1084.8 3589.9 461.9 753.8 1653.1 558 1553.6 538.3 1602.2 1078 882.6 2567.4 1315.4 1943 1004.5 716.8 891.9 1227 1606 664.6 3421.5 2741.5 469 885.1 1963.3 4535.2 9160.9 379.5 509.3 1028 956.1 1302.7 1212.1 3805.4 2227.7 3659 499.3 1419.2 567.3 2893.2 1816.1 2082.9 3943.7 1005.8 1051.1 7044.4 564.8 1035.7 2473.6 1740.4 1067 3881.5 1765.4 1621.7 2534.2 3055.5 664.1 1908 712.1 826.2 1803.3 25044 1202.5 1519 1242.4 1347.3 597.9 744.2 976.2 6271.1 2084.7 1104.5 496.6 1591.4 3402.4 4733.1 2671.5 221.4 849 7670 1228.3 11181 1081.1 1174.1 3390 303.9 1027.2 1739.7 3553.4 2025.8 2870.3 2085.1 15404.5 1152 2986.4 4904.8 1082.4 1656.8 6979 1126.4 3606.3 388.2 563.3 2648.1 1244.2 3130
5947.5 5557.1 10027.2 9885.4 5891.1 3304 6293.8 3260.1 4872.9 4174.2 3547.3 7287.8 1580.5 2301.2 6660.6 4471.8 4409 7609.8 2191.5 4948.4 13602 12940.3 21260.5 2265.2 5576.4 2006.6 7622.6 5596.8 2450.5 11623.3 3253.6 4545.5 5788.3 5517.6 4958.8 4399.6 4634.4 12255 14689.2 9604 4828.3 1726.5 4527 3182.2 3766.5 5696.6 3993.8 3623.9 2895.3 6093.1 4165.3 2078.8 2146.6 6874.6 2339.2 2669 2098.8 3442.8 6823.8 6811.7 4818.2 1536.4 3737.7 4193.5 1776.4 4706.7 7730.9 3789.3 2411.4 2744.7 3125.9 3653.8 4122.7 2351.2 7578.7 4994.1 3587.2 2707.5 5101.4 2812.3 3852 3913.3 2648.5 2702.7 2749.3 6189.1 4277.1 3875.2 2781.3 6194.1 2740 2188.4 8258.9 9501.9 9172 7449.8 5153.9 1970.6 5992.7 1086.5 6089.6 1693.7 5575.4 4951.4 7578.6 8600.3 6753.8 3660.8 7014.9 6699.2 4593.5
4846.4 2358.6 4803.8 944.2 688.6 4274.3 3435.7 1117.8 1155.5 2061.7 941.6 4445.8 900.2 2341.1 2155 2880.8 6039.4 1919 2390.9 2828.2 1586.5 3348.5 1993.3 3628.8 1068.9 5956.5 3550 577.9 1196.9 3772.1 4858.5 4734.9 855.4 954.1 1972.8 992.3 1768.8 1927 4080.5 3577.4 4598.3 853.7 2193.3 1215.2 5318.5 3628.4 2081 4263.2 1482.2 3045 3836.3 785.5 2008.7 4411.1 6232.4 1495 7839.4 5626.4 1794.9 4953.2 2744.3 914.5 2097.7 903.2 916.2 3207.2 20615.5 1465.4 1637.2 2599.5 4191.4 2465.9 1188.2 1432.6 3517.1 3536 1434 738.5 2632.6 4608.3 6175.9 3812.9 354.7 1750.2 8322 1501.6 18839.7 1816 2242.1 2361.1 538.3 1449.2 2915.8 8041 1827.5 7019.5 2688.7 7145.6 2831.4 7969.3 4678.6 3335.7 4358.6 6102.9 1701.8 13520.6 563.4 875.7 4652.5 2382.7 7448
1547.5 3223.9 1646.8 2413.5 2101 3688.1 6400.4 1542.4 1501.4 4848.6 5291.9 2595.6 18418.5 3390 3833.8 2776.7 2803.6 5224.3 7332.5 4264.9 4578.8 1916.8 6152.6 4031.3 3447.2 3711.8 2452.6 6108 13862.5 3425.7 1348 3774.7 1714.1 7446.3 3565 3825.2 1137.4 5953.4 11823.4 2138 3724.6 2551.4 2428.1 4404.2 5527.9 3604.7 8045.6 6551.7 5543.7 6190.7 3188.1 2804.5 3108.2 3243 3638.3 2516.6 4064.7 8823.4 812 4664.7 5000 4467.9 1997.3 3492 5714.5 3952.1 1519 2211.1 1603.2 3757.2 19529.7 2874.6 7500.9 7432.1 15158.1 9286.3 4821 6816.2 3733 6211.9 3865.2 5118.7 7537.1 6584.7 7389.2 3005.4 3956.2 4255.9 7822.1 3748 2274.7 3121.6 2901.9 4629.2 2690.8 1958.7 1641.8 4325.9 1670.1 2714.2 4206.5 3651.8 2726.8 4322.7 4204.7 3499 2247.1 3937.2 4734.1 5398.6 2267.1
1420.4 878.6 696.6 14182.7 803.5 1237.9 4945.2 1794.2 1076 1273.4 3875.3 4490.6 5668.8 815.1 1809.6 417.2 423.6 5428.8 9556.4 2012.1 7957.8 930.8 11250.7 782.9 3333.9 3298 567.4 3669.7 1804.2 1382.4 970.1 1680.6 8997.4 1381.2 527.4 4098.5 1272 8203.7 2302.1 898.6 3257 1126.3 1707.6 506.4 1597.9 4573 3850.7 9153 407.8 787.8 551.2 765.7 2455.1 1900.8 3155.7 1694.3 2052.9 2265.9 1839.6 2017 4635.8 2214.5 437.6 2806 9562.9 588.3 2732.4 4892.9 680.5 1133.5 1453 1802.4 292.3 1205.6 2127.9 3285.3 1593.2 239.9 1008.3 1522.2 1574.8 7692.8 234.6 2914.1 5745 2396.9 845.3 2151.3 20482.3 1347.5 837.1 436.4 911.8 3440.4 744 5397.6 319.9 1502.2 1478.6 2888.7 2135.4 2245.9 2083.6 3681.3 3533.2 800.5 6494.3 506.2 714 7469.9 1583.3
2211.4 5936.9 795.4 4820 576.5 486.1 507.3 5528.7 3458.4 3054.8 10212.5 86.5 3942.3 805.8 1419.6 745.6 496.3 1900.2 3232 445.1 1362.7 582.3 1985.1 1105.5 8977.8 186.5 1016.4 9668.8 996.2 585.3 504.4 612.8 6222.9 6885.6 1469.5 11788.9 9826.9 2472.7 557.7 940.8 5940.9 11762.1 1901.3 6309 1751.5 334.5 3598.9 1041.8 7428.2 672 1496 3322.7 3358.7 548.3 435.1 14121.8 323.5 3531.6 248 1104.8 3985.2 6578.5 4310.4 12136.8 7572.7 270.3 474.6 3917.3 1118.2 314 1140.8 559.3 492.5 2173.7 2030.5 661.7 224.3 3211.2 69.8 608.6 286.9 2851 3416.2 1145.1 739.1 6540.9 274 4777 2621.7 1191.8 2431.9 1241.1 6509.6 572.4 305.7 266.2 3843.5 1057.5 2990.7 349.9 480.4 464.2 1814.8 1047.3 302.2 994.5 5801.8 7975 459.9 1957.1 282.1
7014.6 9709.4 6861.7 8228.9 12362.7 7868.6 10082.4 6522.2 6474.1 7031.1 9852.9 5681.1 7299.7 8739.5 5454.2 9999.8 6410.6 4968.1 8089.4 4904.8 6370.3 2500.6 6993.6 7372.9 5365.8 7613.5 3729.3 5947.6 7054.1 6721.6 2537 6560.3 6779.8 15823.6 6474.7 4954.2 3874 8966.9 5529.1 5161.9 6324.3 5212.1 14029.5 7722.2 8289.6 6178.3 6022 9358.1 8964.8 8073.3 5148.7 5938.3 5983 5917.5 7019.6 5070.6 5883 12055.1 5276.3 6018.6 4076.8 6838.3 8627.5 13484.4 4924.3 6965.9 7247 6175.4 4722 9886.8 14698.8 6280 8025 13688.9 12678.6 7920 7903.9 17602.3 8117.5 6208.2 6459 6760.9 20551.6 8704.9 8602.3 13109.6 6224.9 5310 12816.6 6507.7 9451 13665 11021 5772.9 6148.6 6570.2 8894.5 9054.6 14631.6 9562.1 8442.7 7874.7 5910.6 6296.7 13780.4 6650 8985.1 11455.1 7079.5 9871.3 8094.2
1515 4513.5 1133.1 4448.3 1921.9 1760.6 1242.7 3579.2 3777.8 2166 2870.7 1302.2 7726 1705.5 2673.2 1983.5 1406.6 31800.7 3055.5 1614.3 1254.3 1230.1 1242.5 1273.9 2637.9 1654.3 2508.5 2294.8 1514 1898.4 1165.3 1488 1993.9 957.4 4719.2 2493.4 2406.3 1768.2 2665.2 1128.8 2068 2928.4 1724.4 2049.1 1425.9 2737 2233.5 1811.7 1979.6 1991.6 3041.6 4728.7 2460.4 1220.4 1599.6 3283.7 1401.1 2240.7 937.8 2189.7 1659 4654.6 4339.2 1470.1 3439.9 2538.4 1903 3662.8 2465.2 2024.6 3989.7 1517.7 10915.1 2937.6 862.3 1107.8 2705.7 2088.6 2518.4 1062.4 1195.3 1998.5 2651.9 2178.1 1636.4 2409.1 1206.1 1257.8 1368.3 1796 2274.3 2194.7 2340.4 2361.4 3563 1527.4 4440.5 1686 2645.3 1685.2 2516.7 1842.2 1189.3 1161.5 2205.2 1282.7 2287.3 3086.6 1634.7 2110 2547.8
3843.2 2755.9 4770.4 4852.2 10705.8 2655.4 3436.7 2209.7 1616.2 1693.9 2152.2 2929.3 2184.5 1800.4 1540.6 23721.9 3489.1 2432.9 2020.1 2234.6 1394.3 1770.6 1434 2904.8 1617.1 2722.9 3337.7 1428.3 1456.8 5229 3805.2 5455.2 1030.5 1993.1 11477.8 1803.6 2922.9 2955.5 3344.2 5162.3 2340.5 3555.9 1426.5 2713.9 2106.5 5090.4 1803.7 2759.5 6427.9 3047.8 9475 4444 1955.1 3155.4 2701.3 2605.3 3045.7 5554.7 2579.2 4084.3 2728.5 2335 3722 1418.8 911.3 6318.2 14293.1 1657.4 1569.5 2935.8 8591.6 4889 1392.9 2313.3 4290.6 1858.9 1180 3612.7 2637.1 3204.7 3063.5 2089.9 2030.3 3856 6090.6 3433.5 4365.5 2439.5 3109.9 5563.4 1075.6 1844.1 3000.4 4243.7 2825.7 2466.8 4538.3 3659.9 16183.3 3605.9 4239.3 2799.8 2846.1 3836.5 1401.8 4254.3 2119.3 2424.8 2460.6 3328.2 4844.9
2282.1 2922.4 1438.7 8646.1 1696.7 1238.5 845.6 746.6 1761.3 3959.8 7160.7 1532.3 8620.8 3511.1 3304 3098.9 3488.1 1699.6 2466.9 1838.8 2296.4 1918 3535.8 1050.5 26770.1 2035.9 1142.8 4343.2 1924.2 1690.1 1865 1617.1 906 2573.7 2461.1 7030.9 3575.7 3404.7 2031.8 1759 2624.7 524.5 870.1 5745.5 2426.1 923.7 6930.6 1660.4 1519.7 1099.6 2209.3 8300.5 5265.4 2402.3 2298.9 7392.5 2219.8 6339.1 1800 4402 1774.1 788.3 1891.2 890 3193.9 2119.6 1096.8 5769.6 1367.7 1902 1171.4 3703.2 1716.3 2528.6 775.1 989.2 2745.6 6532.9 2585.3 2363 1879.2 3136.8 1121.4 2605.7 1432.1 927.1 1306.1 1828.8 2662.4 1153.1 823.5 2127.4 3317.3 1293.7 1329.9 1506 1952.6 1094.3 381.8 1183.7 1591.1 1933.9 1048.5 578.6 1517.8 1531.7 12856.5 4608.8 1030.5 3654.4 734.8
202.2 328.9 409.4 2471.8 461.2 1216.9 956.3 682.3 8975.9 4500.2 2712.9 680.7 489.3 1281.1 2586 819.5 590.9 1493.4 3405.5 357.3 7177.9 560.5 15241.4 918.6 1291 1784.7 381.7 1767.4 2075.3 416.2 1295.8 11718.1 2080.8 253 233.8 1999.9 1104.8 3848.5 4088.7 403.7 1828.1 852.9 1029.3 981.5 7339.5 761.7 3327.2 3363.1 1399.2 1657.3 510.3 2363.9 3474 760.9 1137.8 1436 865.9 3589 303.4 2049.2 3113.8 1186.1 2338.2 14885.4 664.2 459.5 1040.5 2661.7 1308.6 228.3 579.7 476.9 360.7 4176.4 1854.9 7242.9 5536.6 3397.4 795.3 5008.2 617.2 4252.4 153.3 444 5605.8 1697.7 467.6 1664.8 382.9 2569 507.5 1518.7 1748.1 3153.4 539.3 2157.8 707.7 5006.7 4944.8 871.2 3532.4 1162.4 5550.4 3704.7 12360.2 5888.4 439.1 10371.2 3014.4 12535.4 6251.6
44.6 33.9 61.4 16.5 64 45.5 362.1 12 18.8 27.6 27.7 26 23.8 1412.8 20.6 19.9 42.8 10.6 55.4 326.1 28.4 48.2 18.3 12.6 15.1 11.9 50 27.7 22.1 29.8 64.9 19.1 11.6 69.2 40 101.5 13.3 16.9 26.2 1338.1 19.4 74.9 32.7 16.8 13.4 434.9 13.1 22.7 12.8 1139 31078.5 12.2 15.8 533.4 53.9 14.6 22.5 27.2 18 155.6 10.7 1436.9 12.9 11.4 11.1 341.4 40.3 17.1 10.1 31.9 8.2 31.9 19.5 20.8 6.9 18.7 13.7 16.9 10.1 33.4 19.1 10 32.8 864.5 101.6 15.8 21.1 18.1 17.6 37.2 25 139 19 31.1 36.4 79.9 24.7 60.1 140.2 266.5 19.7 10205.6 42.3 19 31.1 23.9 19.1 17.2 300.3 10.5 35.9
