"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54"
8199 914.3 706 1646.7 1306.2 795.9 595.7 3226.6 1080 1807.9 4720.9 8546.7 1739 5732.5 546.7 853.9 508.1 183.1 235.7 460.2 608 726.9 1024 426.5 492.1 391.3 397.5 589.7 518.2 804.1 480.4 459.1 573.4 486.1 1598.3 1160.2 598.9 523.9 449.1 361.7 445.8 366 456.6 986.7 547.2 872.8 1680.1 816.1 1668.9 973.4 1172.8 963.9 459.2 600.4
12696.5 129.1 140.1 267.7 58.1 8.6 29.8 99.5 8.8 164.7 120.4 97.5 18.1 30.6 96 17.1 15.9 17.1 34.3 37.3 18.1 4.6 27.7 75.4 61.7 29.8 9.8 25.2 22.5 45.4 53 17.8 33.9 31 25.5 19.1 75.4 18.5 51.2 5.4 14 14 19.1 57.3 12 69.4 24.8 33.5 19 67.7 10.1 10.7 61.2 12.3
11984.5 340.1 110.8 541.7 132.9 428.4 133.6 281.9 278.6 26.4 49.5 18.6 161.4 312.2 137.7 7.2 2596.1 19.7 18.2 608.7 303.8 208.4 44 36.2 611.4 295.4 781.8 190.4 284.5 926.9 77.3 374 157.5 38.4 27.3 15.7 27.4 20 263.2 15.4 9.6 65.9 30.4 16.3 17 18.8 264.5 27.7 21.8 28.8 1553.2 654 3654.9 2058.5
2466.3 1979.7 2959.8 3354.1 1933 2879.5 1162.6 2824.9 3932.7 1357.4 3511.6 1576.2 2210.9 8581.8 1650.4 4788.9 3711 4182 4340.1 3097.1 1693.5 1916.9 3185.8 3139.1 2892.2 3657.5 1505.3 3660.3 1595.9 1828.1 1641.1 2987.5 6368.9 2962 2555.9 2499.7 3469.1 7336.1 3871.8 3512.7 5027.6 3006.6 4676.6 3083.5 3557.2 4033.3 7812.6 4409 8974.1 3402 4243.7 4524.8 2927.4 3533.9
2850.4 983.9 1273.9 2255.7 1658 1114.9 1384.4 3691.5 1442.6 7572.9 8022.3 6129.2 2804.6 7906 2269.6 934.4 3541.2 1518.8 2976 1242.9 1523.4 1463.9 1785.6 852.9 1610.6 1045.9 1042.4 1546.5 1666.9 1240.6 1283.2 1154.8 1654.7 553.8 1942.2 1265.6 1208.9 965.1 1395.9 1687.6 741.9 1091.6 517 1259.6 941.5 1004.5 1717.7 1481.6 3694.3 2188.3 1184.6 1614.4 937.1 1178.8
1845.6 1227.3 1063.7 1721 1569.5 3050.2 1490.3 3052.5 3772.4 1489.9 3516.8 2862.5 1537.7 840.5 1501.5 2502.6 4868.7 1816.9 894.3 1418.5 3349.6 12923.2 1651.6 1690.1 2047.7 2151.7 991.3 957.3 1311.9 1751.2 2030.8 1997.3 2015.1 2184.6 1222.3 1965.3 1311.6 1725.1 1911 1416.7 1222.5 3873.2 1853.1 1925.9 1749.3 1275.4 1414.5 1533.9 816.6 1054.5 2414.2 1698.3 1715.8 1359.5
225.9 1615.2 1335.4 326.5 2779 745.7 1662.2 274.9 322.7 2096.4 161.9 589.1 1385.4 131.7 10213.1 418.3 2018.9 866.3 64 114.9 531.1 166.4 279.8 255 435 783.7 62.4 521.8 587.5 1964.5 7384.6 158.5 282.5 304.2 182.8 801.8 258.8 170 221.1 223.7 225.5 2433.8 709.7 205 518.3 1453.5 170.1 329.3 80.7 353 144.3 288.9 100.1 164.2
2789.9 2967.1 886.5 2292.8 2146.7 3832.6 1287.4 12451.9 1314.8 605.7 1301.1 855.4 1202.9 1760.9 383.8 1331.5 617.1 1905.5 2760.7 1801.8 1995.8 2177.6 2324.8 3206.3 1652 1036.7 797.8 827.8 1540.4 1122.2 992.1 1001.3 505.1 1600.9 832 752.8 959.5 530.6 912 2028.2 1820.7 599.8 961.8 1051.8 1188.6 343.6 1666 1265.3 1630.8 1359.8 2424.1 400.3 3477.8 3353.9
203.6 694.8 2509.3 361.4 422.6 556.6 982 218.7 220.3 309.3 9611.3 8539 283.2 293.3 218.9 315.8 404.8 96.2 298 145.2 158.9 184.7 143.1 134.9 111.1 136.8 273.4 265.4 339.8 229.3 193.2 132.1 199.1 54.3 143 159.5 228.4 270 158.8 111.4 133.3 176.7 468.3 257.5 192 151.6 235.1 323.9 363.8 135.6 80.9 215 291.9 217.8
305.1 1012.3 724 545.4 875.2 352.5 789.9 1364.3 1200.1 318.1 672.7 257.1 1062.7 118.7 248.2 1105.2 1128.9 606.2 574.9 311.2 681.1 3473.1 8300.1 10160.3 578.6 402.2 283.3 509.4 511 418.8 703 880.4 2029.3 649.1 718.9 785.1 563.5 826.4 1069.8 858.7 2510.7 1309.4 978.4 646.7 875.8 1230.5 355.9 974.9 332.7 464 1436 337.9 1185 792.5
4141.3 5195.8 6361.1 3502.1 2733.9 4561.6 4806.2 4838.5 5027.8 3924.1 8435.4 2087.3 1338.4 8705.4 806 6292.9 4835.1 5362.6 5815.7 5131.9 5806.4 3811.9 3534.8 6065.2 5974.7 4052.4 4988.8 4674.5 5415.7 2685.1 4076.1 2984.2 2900.6 3989.9 6930.2 7782.9 2341.6 6781.1 6410 6318.7 4030.1 4234.9 2818.6 3155.9 4441.1 6002.6 7680.2 4862.8 7037.2 5228.4 5284.3 5564.4 4966 2404.7
1390.6 2255.5 2160.6 1741.2 1619.5 2244 1867.2 7700.5 2326.3 879.2 1733.8 539.1 704 1737.1 443.5 2279.4 1775.1 2277.7 1958.2 4170.9 2272.8 2963.2 2987.7 3774 3795 7685.9 5632.5 4711.4 5808.9 3280.9 3395.9 2926 5061.4 2687.1 2897.8 3194.3 4655.7 2608.6 4295.9 9001.1 2367.6 2291.7 2849.2 2577 2223.7 3023 2721.8 2764.1 2155.9 2553.1 2139.2 4182 2306.1 2290.8
1075.6 1362.4 1846 3384.7 2495.8 2674.6 1936.6 3023 1788.6 3585.1 1540 3309.8 1790.6 4115.5 8289 5209.7 2634.7 3447.5 1691.5 5936.2 2008.3 2070.5 1545.3 1659.2 10331.8 3357.3 2208.7 2352.8 1098.2 1752.6 2202.5 2215.1 5195.4 3132.6 3126.3 3016.4 3754.8 3224.3 3569.9 5380.8 5842.3 3318.7 3403.3 4448.9 4618.2 3878.1 3708.3 2369.6 3828.7 3831.6 2274.8 2339.8 3565.9 1759.2
1952.2 1755.2 4548.1 1558 5221.1 2384.3 2035.6 1598.5 2483.1 1148.4 2846.2 1721.7 2635.5 554.1 565.4 1083 5845.3 3406.9 6175.4 1012.6 1962.5 3281.8 11308.2 2345.4 2213.2 1737.7 2243 1673.1 2621.8 2809.8 1403.1 2366.1 1448 2117.8 2128.7 3741.4 3049 2187.7 3191.2 2458.9 1746.8 4356.5 1579.7 3081 1225.6 1961.6 1623.8 1548.7 753.4 1642.3 2993.9 3371.9 1901.2 1555.7
5770.6 815.8 1600.7 675.5 1133.8 5384 709.1 1093.9 572.7 2380.3 426.9 1106.9 1621.6 9976.9 3760.7 1825.2 1022.4 363.2 283.5 977.2 709.7 296 269.5 491.5 2019.7 2044.3 4263.1 647.9 538.1 705.8 1415.6 727.6 503.4 429.2 1142.6 712 971 479.4 303.2 559.8 629.2 823.3 2719 357.3 527.7 437.9 355.6 568.3 218 263.2 574.3 1118 353.9 364.7
4720.3 3371.5 4741.7 3949.9 3763.3 5586.6 3325.8 3297.6 5132.6 1582.7 2950.4 2069.5 2053.3 874.6 1039.4 5634.5 5585.6 6178 6351.9 8860.8 5821.7 5501.8 4584.1 8737.7 6574.2 3460.9 5113 6235.8 6471.8 6326 3579.6 6649.6 4634.7 3249.5 5445.5 4304.6 3687.5 6175.7 7754.9 6038.9 4747.8 3850.8 3126.1 4194.3 3516.3 5264.9 3424.8 2432.1 4433.5 4491.2 4732.4 5110 3665.2 4419.8
296.3 135.3 124.6 467.9 335.9 173.5 108.4 158.1 142.7 580 536.8 12630.3 280.8 187.3 222.8 109 86.7 118.3 154.2 113.4 35.1 122.1 122.3 150 119.6 79.6 168 160.5 114.7 129.5 181.9 262 45.2 91.9 90.8 54.7 175.7 108.3 53.9 86.2 99.4 132 135.4 166.2 113.3 102.6 168.1 45.7 150.8 112.9 113.6 181.1 45.4 111.2
195.3 502.1 1039.7 296.8 1137.7 307.4 581.6 478.5 338.8 478.2 156.5 130.7 498.7 46.7 962.5 824.2 298.2 3220.8 10268.6 2854.1 2012.6 1027.8 3055.4 908 315.2 793.3 322.7 2673.5 888.5 402.4 453.3 804.9 474.6 1415.5 1575.3 970.5 3652.5 1506.9 724.2 5779.6 1149.7 461.8 439.8 439.3 561 229 4353.8 2473.5 952.7 1564.4 1946.1 2426.7 1694 1540.9
2972.5 2859 2132.6 3765.4 3084.7 3761.9 2803.5 6924.5 2864.5 6943.4 4967.6 3438.5 3925.4 11057.4 6026.7 3359.2 4171.8 4134.4 3892.4 6759.6 4907.2 2667.3 5988.1 5640.1 4672.9 3995.7 2412.4 3269 2619.7 3399.5 3112.5 3323.3 2399.2 3553 5066.6 2215.3 3026.8 5974.8 6442.8 5074.1 3168.5 2868.2 3004.2 3317.5 2881.5 2739.7 6801.6 4050.6 6438.4 5447.4 2929.6 2864.5 3039.7 2559.2
2175.3 2866.6 3173.3 3894 2440.8 5240.2 2956.4 2079.2 4590.7 846.2 3835 1749.3 1451.8 4318.5 718.5 6481.8 4180.5 5071.3 4685 4732.1 3262.2 4005.8 2619.4 4664.6 3780.6 5403.8 4820.6 5538 4781.6 3512.9 4003.7 4310.2 3252.7 2153.1 4450.2 6618.8 4026 5993.3 4875.7 4025.9 4845.8 3224 3210.5 6104.7 3860 4413.7 7420.1 5209.8 9074.6 7288 5694.1 7579.8 6270.9 4411.1
3385.3 5334 3560.1 5699.6 3796.3 3962.7 3506.9 4613.3 3538.7 5387.5 3391.5 6928.1 4590.5 8055.6 7369.7 4312.3 3604.9 4529.7 2742.7 4028.1 3361 5474 6778.4 5929.7 4018.6 3715.6 2838 5295 3086.8 3933.5 4584.4 2793.7 2836.7 9961.6 5110.8 4427.5 3908.8 4616.5 4555.5 4747.3 6793.9 2771.9 2942.4 8297.2 3471.3 8001.9 3758.6 2286.4 2841.2 4252.6 2922.8 3468.6 2351.4 2211.4
2414 1802.7 2032.9 1503.3 4601.9 2906.9 2170.1 2645.3 2335.9 1040.2 2787.2 1170 1267.8 776.5 792.5 1652.4 3059.6 1345.5 716.8 2142.6 4202.8 6837.6 2074.6 2173.1 4639.2 4219.2 2394.7 5531.2 4941.3 2513.5 3520.6 1478.2 3196 5226.1 8441.6 4366.8 3678.6 3507.2 3970.7 3819 5492.9 1799.5 4862 4992.8 3615.4 2559.2 6969 2547.6 1573.4 1795.3 2037 2803.5 1628.1 2053.5
104.3 273.5 458.4 405.9 464.5 229.9 268.7 234.9 315.4 188.5 228.1 313.9 156.5 138.7 166.9 2073.4 2487 1832.7 333.8 193.4 828.2 114.8 996.8 349.5 989.2 1616.9 215.3 2913.7 1059.9 3513.4 4628.4 456.7 382.8 367.4 262.2 2634.6 717.1 687.7 7017.1 798.3 454.8 4905.2 2039.2 1775.9 1032.3 8266.5 415.4 371.7 257 923.3 184.3 279.1 219.2 264.1
3225.7 3521.8 3724.4 3001.7 3368.4 3506.3 4297.6 3083.2 5310.3 1472.8 3789.4 665.3 3081.1 972.9 2341.3 3472 4391.6 1346.7 2120 1581.4 2233.5 3022.7 9792.6 3639.7 3716.8 6207.8 4624 5990 6035.8 4425.1 3673.2 7071.1 3283 2159.9 2280.9 2473.5 1927.6 2282.8 3042.1 2355.2 3262.2 2572.4 2550.1 1437 3941.8 2579.4 1174.7 1672 1103.9 1552.2 2233.6 1259 2418.9 1195.3
64.9 431 11349 44 395.6 172.5 2610.2 178.4 77.8 160.6 256.5 5079.6 56.7 49.6 89.7 115.3 98.1 39.4 122.9 26 39.6 32.8 92.3 100 66.2 36.8 56.4 180.4 25.4 131.5 197.7 23.3 97.7 42.6 102 35.1 59.8 114.3 9.1 93.2 8.5 59.7 40.4 92 52 35.3 84.9 29.1 190.4 13.6 16.2 22.5 125.1 49.3
142.9 425.7 131.5 124.6 479.1 90.8 240.1 93.1 131.6 151.5 218.9 305.2 12553.5 155.2 352.2 119.5 140.4 126.3 90.9 125.7 246.3 66.8 67 105.8 71.3 146.2 249.9 87.7 87.1 76.9 278.2 86.4 64.2 408.3 362.6 89.8 144.2 206.3 92.2 167.5 116.4 140.8 224.6 302.2 192.8 109.6 210.2 598 339.8 220.4 1010.3 122.7 124.2 167
619.9 1328.8 853.9 759.2 4027.6 844.4 858.7 2427 879.2 2847.1 781.4 4051.7 1064.3 723.6 1677.8 1703.3 1366.1 2383.5 3572 2046.7 2676 854 2756.6 2788 1492.9 1359.6 4217.7 2453 4893.6 1808.7 580.6 884.4 1670 1577.2 1392 578.8 1138.2 1792 543.5 1095.7 615.8 449.4 838.4 1081.1 803.7 298.3 4205 3417.7 9830.1 5928.1 2309.5 1814 3490.6 3186.2
4.7 157.9 9172.5 151.7 1893.4 93.8 1458.7 79.9 48.9 174.6 8431.1 121.2 93.9 19.8 132 121.6 15.4 72.1 82.7 56.5 105.7 7.9 5 11.6 66.6 36 101.3 21.9 51.2 43 256.4 87.5 5.4 16.5 56.1 26.1 66.2 7.2 31.6 60.1 20.4 83.7 63.2 61.4 17.4 9.4 143.4 132.1 14.8 32 11.7 13.4 46.1 21.6
77.2 47.9 14.1 20.2 30.2 132.7 28.8 32.3 284.2 220.4 21.6 33.7 192.8 21.1 32.6 19.4 10.4 23.7 482.3 3692.5 11269.7 13.7 4364.1 14.1 21.6 20.8 42.9 35.6 119.7 22.6 55.3 352.6 761.9 1283.5 34.3 37.7 192 33.6 16.8 30.6 20.3 24.5 19 29.7 16.5 47.8 173.1 290.6 434.4 130.5 443.7 63.4 44.1 462.6
93.7 190.6 232.1 338.2 153.6 50.3 195.2 90.9 141 1206.5 110.5 300.4 123.3 12497.9 238.9 169.8 91.5 62.1 120.7 142.2 233.3 179.5 112.7 119.1 143.9 94.3 108.2 189.1 186.9 186.7 187.8 66.3 95 90.9 238.6 307.1 145.6 63.1 110.3 88.8 190.2 276.1 114.9 199.7 163.9 77.5 311 421.5 187.7 173.7 88.1 127.4 169 146.3
10.2 1514.1 793.2 26 35 11 8495.7 19.4 29.1 317.7 13.9 28.9 413.5 20.4 2109 9 958.6 81.3 15.3 11.9 21.8 16.3 14.4 26 13.8 747.2 20.5 16.6 234.9 2820.8 8737.3 16.2 45.8 36.4 7.5 446.5 20.1 53.8 10.8 25.7 10.7 641 17.2 37.5 46.3 50.1 33.8 458 18.4 250.1 24.4 22.9 18.3 8.9
6705.5 1003.1 1274.8 1012.8 1222.2 1255.1 703.1 1554.6 2320.1 1188.3 950.8 297.3 838.7 11780.3 409.1 1557.8 1196.4 1584.8 2009.7 968.1 693.2 1023.4 1526.3 2421.6 908.3 1388.4 967.4 1758.2 819 1467.2 1126.5 2793.5 1360.7 1030.8 2123 938.6 552.5 738.4 820.9 396.1 1533.7 1380.7 876.1 490.1 1055.7 1871.9 1703.1 1419.8 1734.5 1479.4 1931.9 1110.1 1837 2064.9
1425.1 1690.5 1174.5 2216.3 1357.2 5765.7 580.9 2694.7 3649.4 673.4 2025.7 473.4 4752.2 2978.4 505.1 1248.1 1253.5 577 717.6 5349 4930.6 3558.6 336 2792.1 510.4 5696 282.2 564.8 621 498.8 1303.6 2220.6 1380.6 362.4 2449.4 1231.6 998.8 2119.9 1864.9 650.3 2785.5 581.1 491.9 328.6 1171.7 853.7 2464.3 885 715.1 473.2 2605.9 2151.1 3164.5 7913.1
8036.1 3351.7 2406.7 1126.9 8925 1077 1208.4 988 455.8 3168.5 1259.9 384.5 1951.7 673.8 668.2 455.3 115.8 747.1 4634 1023.9 584.5 375.6 393.5 1669.3 2533.4 3073.2 1906.7 1618.8 3296.9 1474.7 303 1971.3 1310.4 642 996.4 864.8 917.8 2881.7 832 803.9 2106.1 539.2 349.7 243.2 1165.9 419.5 837.1 648.1 1362.6 295.9 1940.6 2196 1983.9 449.4
879.6 1529.1 2031.9 1549.4 1747.9 927.1 1189.1 1699.5 1462.7 2437.9 1234.4 1607.6 1382.6 1565.9 1479.5 5638.9 2534.8 3855 2460.5 6735.8 4201.6 3089.1 2315 1975.4 3170.4 2919.5 7103.3 5203 5199.3 3038 3390.5 1122.9 2284 3068.9 3129.9 3110.3 3367.4 3815.2 7456.2 8561.2 4221.4 3056.6 3299.5 2908.5 2858 3168.3 4089.8 3259.4 3242.3 2362.7 1785.2 2659.8 2296.1 2133
1756.2 2233.4 2286.5 11121.1 3776.9 2041.8 2777.7 7198 1771.1 1342 3894.8 892.1 4215.1 880 2645.8 1478.3 2632.8 1710 2779.7 1194.9 705.7 624.1 1329.3 515.1 1290.4 1756.3 2579.8 1064.3 2663.8 2356.8 1358.6 2669.2 1339.2 460.4 1921.3 1084.2 1315.6 1483.1 860.1 1617.2 1088.8 2057.9 2043.6 1082.3 2287.6 1535.6 1426.2 1230.8 1777.4 1795.3 1470.8 1314 1657.2 774.2
214.5 116.2 452 182.3 391.4 124.9 732.6 118.7 184.5 150.8 1709.7 12369.6 85.3 173.1 252.5 161.5 128.6 34.6 134 86.6 75.8 95.9 26.4 166.2 34.1 89.3 266.7 53.9 267 145.1 103.4 24.5 201.5 129.7 229.3 75.2 161.2 219.7 78.2 132.4 158 68.9 216.2 279.6 155.5 75 243.4 514.1 137.7 146.8 35.6 76.8 59.1 283.2
54.5 870 842 519.2 371.1 1374.9 1113.5 258.4 1527.8 253.9 362.7 136.6 272.3 452 52.7 2091.3 2312.9 1284.2 1320.6 1322.7 1212.3 8136 469.9 778.8 949.4 1065.1 868.9 2684.5 6242.7 1230.5 538.5 1119.4 914.5 4517.7 4632.5 2107.9 2647 749.3 1027.6 1700 1455.9 1994.3 3179.2 2810 1341.1 2120.6 5900.6 3879.7 3310.3 3747.1 1131.3 224.9 819.7 1378.1
51.7 1038.2 2869 565.2 86.9 769.2 903.2 315.9 362.3 1735.6 184.1 814.6 2000 168.7 8862.3 50.8 4933 30.3 71.7 159.5 37.4 29.5 129 102.6 119.5 232.3 213.6 63.5 43.5 99.3 6778.4 138.4 35.9 547.5 155.7 129.9 32.9 50.2 34.4 40.7 34.4 2915 28.7 13.1 495.8 22.4 153.3 58.4 29.3 94.6 485.7 23.9 25.9 93.9
1031.8 824.4 627.2 349.4 580.2 959.4 732.4 563.3 1600 313.9 242.4 215.6 712.7 185.1 796.9 771.7 2989.5 964.4 354.9 705.2 1000.4 12149.6 834.6 1593.4 832.8 910.6 1082.9 987.9 461 812 2124.6 1605.4 1576.2 2664.4 2068.8 1110.7 1709.9 653.2 954 1514.1 1962.9 1321 1230.6 1699.7 3663.6 949.5 1262.2 1036.3 914.1 417.6 993.6 283.5 528.9 3035.7
369.3 628.9 459.5 239.9 883.9 1412.2 552.9 248.8 2694.9 297.5 177 153.4 815.9 190.7 208.4 925 1666 5249.7 8255.2 2251.7 1323.7 423.1 196.9 186.2 378.6 671.7 155.9 617.4 216.3 754.6 1425 267.3 2399.4 1254 2684.7 2565.4 1904.3 2058.8 1064.4 897 1690.9 1740.7 771.1 1036.5 1187.7 585.9 145.3 520 119 739.6 3465.2 250.2 5638.1 6415.1
1932.3 1051.2 769.7 639 597.5 1038.9 776.4 2396.6 1700.6 1564.1 391.8 258.4 1555.3 1090.4 993 651.2 229.2 1857.2 994.6 4868.4 3322.1 1365.6 4924.9 8064.2 156.7 185 23.3 144.6 1057.5 1918.6 774.6 1541 4491.9 1017.2 6288.3 192.4 112.9 150.3 1771.4 2568.1 75.2 214.5 171.4 95.1 642 92.4 236.6 1681 3639.1 2927.8 2299.5 592.8 2644.7 2270.1
907.3 2097.5 2960.9 1048.8 1350.9 893.3 2245.1 440 1427.6 2825.3 2263.7 7117.5 8694.8 2034.6 4310.2 30.1 90.4 326.2 1050.9 753.1 1080.6 322.1 240.6 323.4 2004.6 1928.2 1358.3 1477.6 920.6 811.7 319 873.6 35.6 56.8 2978.8 1646.9 660.5 464.7 424 645.7 225.6 322.9 664.1 110.7 12.7 1271.2 1201.6 808.3 2677.4 1985.9 1201.2 5003.9 208.2 422.5
829.2 1567.6 1559.8 992.5 2176.1 544 1168.9 678.9 1512.7 600.6 170.6 83.8 1035.6 206.9 838.9 4067.5 819.1 603.3 1473.8 1493.9 882.6 948.3 1073.9 654.7 3764.9 3696.3 2802.4 3090 6634.6 2063.2 509.7 6242.9 2518 2515.3 914.6 1521.5 2925.7 236.6 177.1 393.4 285.2 1358 7974.4 1888.5 4252.4 1776.7 200.2 486.9 222.1 592 1875.1 992.8 1518.6 1076.1
1092.5 571.2 392.1 537.6 167.7 426.7 558.8 2286.3 1780.1 197.3 383.2 116.6 221.8 168.2 82.1 501.8 341.5 2785.4 1590.8 323.7 556.4 312.3 9058.1 7949.6 454.4 584 554.4 492.4 164.3 400.4 453.5 261.2 104.4 240.8 1157.3 2625.2 184.7 157.7 66.3 85.8 157.1 211.5 119.2 402.2 528.9 74.4 788.5 1279.5 3209.7 2263.1 446.3 457 523.7 1233.6
1048.8 2434.7 1750.9 4955.6 1932.8 3046.9 1937 4922.8 4167.8 1126.6 4070.1 1979.2 2869.3 3821.7 1613.7 3888.2 3763.7 2504.8 3540.1 7291.2 3542.4 2574.5 2014.7 1560.5 5030.3 2915.8 2049 3469.5 2100.9 2585.8 3450.4 3943.2 3476.4 6388.1 3437.5 2265 2142.7 2803.5 6131.5 5181 3183.6 4193.7 3084.8 4609.2 3700.9 2261.4 2954.7 5267.5 8263.1 8657 3175.1 5356.4 5444 3584.3
478.4 526.6 276.5 408.8 510.7 243.1 442.7 582.3 670.9 2179.4 234.1 916.6 2603.6 296.3 12288.6 200.4 363.8 225.3 97.3 198.8 278.1 451 125.3 203 594 458.2 215.6 576 505.8 461.1 658.7 183.1 308.9 233 488.1 889.3 213.9 742 337.6 339 190 1000.6 837 1206 498.7 347.1 362.4 549 127.9 146 168.2 224.1 174.3 218.4
1415.9 1002.1 1377.7 1347.2 679.5 2229.7 663 1673.6 1253 3236.8 1530.7 462.9 1194.8 6607.7 411.7 1057.6 4358.1 6494.7 7985.8 4896.2 3858.9 2326.2 1226.9 2627.2 1190.4 891.5 803.6 3099 1328.2 724.9 1502.9 1549.8 717.6 1350.6 884.8 593.6 3440 1195.6 1314.9 1737.4 748.1 839.1 281 1025.7 1065.9 796.6 732.7 1276.3 30.3 952.5 3163 3986.8 2552 2126.4
449.4 1271.4 557.8 553.1 853.1 2859.3 573.9 759.9 4229.8 1744.1 407 884.8 2312.3 696.8 2547 1406.8 934.4 1145 2231.6 1516.4 2294 3893.6 932.7 983 229.4 731.4 545.9 1156 2975.8 677.7 1152.3 1268.5 9154.8 3648.3 3840.7 1185.5 4436.5 2040.2 1830.6 2578.8 3363.9 2332 6213.1 2843.4 2555.7 1163.2 4797.9 3641.1 2891.3 2099.2 2822.9 4459.7 3150.3 2497.3
691.6 570.5 904.8 1458.1 876.7 1055.5 1616.3 1440.9 1504.9 3851.7 834.3 812.2 1389.5 6178 2693.6 1593 7104.4 1194.7 454.1 2007.4 1645.1 824.1 4285.6 984.1 2179.9 1471.2 383.3 1220.5 957.8 3074.6 1745.2 1276.1 2628 1116.1 6008.5 2760.8 924.6 8446 1473.5 2023.2 1664.5 1244.8 2553.8 1037.7 741.1 2821.9 2016.7 1723.7 2151.8 2100.2 908.9 845.1 768.3 790.8
2460.8 3469.6 3215.1 4293.9 3577.8 2654.5 3644 2499.8 4243.5 1110.1 2211.8 2020.6 1988 5181.8 2327 5560.3 4462.5 1795.3 2211.4 2857.1 2235 4179.2 2328 3723.7 6203.8 5087.4 5550.7 4777.1 4285.1 3932.7 3185 2719.2 4364.6 3035.5 5070.3 5398.7 4586 4416.7 6688.9 5653.7 10474.6 3781.7 7421.1 3560.9 3590.6 5735.7 4316.7 2711 2560 3401.5 2259.1 3179.1 2784.5 1570.1
9.9 20.1 9.6 17.3 14.8 6.2 7.4 7 30.3 38.6 79.1 12221.1 6.3 19.2 15.1 20.8 6.1 25.5 14.1 8.6 19.9 7.2 9.7 13.7 12.2 8.3 58 25.1 8.4 17 55.2 37.4 12.2 78.4 18.2 13.3 8.7 8 5.1 7.2 12.4 6 23.8 131.4 7 15.7 30.6 117.4 8.8 15.4 23.4 44.3 18 46.6
613.6 711.3 499 816.3 667.3 782.2 503.7 1040.1 2320.1 4025.5 735.4 851.6 1467.7 2782.8 3193 2493.8 2210.3 226.1 1181.7 4571.7 6336.7 255.3 872 489.8 936.1 1032.5 557.1 813.2 500.1 629.3 373.9 1414.7 2501 9143.6 2818 1175.8 5459.2 516.4 542.2 1092.4 1351.5 2945.4 3271.7 1886.4 1390.4 1056.6 1203.3 2373.4 1005.4 1461.9 2208.5 1581.5 2725 2146.3
2564.3 1764.7 3116.4 863.8 2035 3738 2483.9 3285.5 2727.6 1629.8 2112.7 1736 980.7 3961.3 3072.2 4379.8 5758.7 5444.1 4199.6 5360.8 4861.4 3405.1 4137.6 4113.2 4449.6 4700.8 5709.5 5272.3 7271.8 3617.1 3418.9 2607 4800.2 2485.5 3218.5 4336.6 4282.5 4901.8 8963.5 4282.8 5003.3 4232.5 1429.9 4421.7 2748 5171.2 8472.7 2768.9 6255.4 4559.4 4297.1 4489 2938.6 3703.5
1966.7 2169.6 2476.6 2104.1 3407.6 2594.4 1931.5 5608.2 2726.9 1721.4 5894.8 5387.9 1793.2 3545.4 671.6 1764 1440.6 8557.1 4741.9 1239.1 1029.1 3761.4 3736.7 4474.1 2212.9 2066.8 588.5 2515.4 1720.2 2119 1213.9 1705.8 2291.3 1637.8 8298.6 4240.6 2769.6 2868.4 1753.2 1597.6 3168.6 2450.8 2631.4 2541.9 1392.8 3457.6 5197.7 2238.3 4490.6 3545.1 2253.2 2647.7 2364.6 1930.5
66.2 162.7 86.4 21.6 330.9 108 240.8 68.6 75.7 214.6 88.7 129.5 12266.8 122.2 207 135.9 101.1 93.4 58.8 67 163.3 28.7 75.1 75.6 67.2 210.2 27.3 91.2 92.8 99.3 106.2 117.5 17.7 213.5 205.9 165.2 74.3 28.7 64.6 70.8 143.5 78.8 173.6 56.9 110.2 91.4 170 135.6 134.7 27.2 356.3 100.6 228 87.3
847.1 480.3 687.2 640.9 486.3 489.5 284.4 1381.3 462.4 188.8 12406.4 2529.1 251.2 409.6 126.4 667.1 281.8 368.4 227.3 747.3 600.4 364.1 642 866.2 278.6 256.9 596.8 562 643.6 493.6 549 246 247.3 491.2 253.2 705.7 391.1 623.5 482 742.6 416.5 489.3 89.7 604.5 725.6 205.1 339.7 536.9 656.4 408 561.1 620.3 366 538.2
16.9 558.9 272.5 126.4 92.6 3496.2 465.9 202.2 2284.4 31.7 154.8 26.5 632.6 111 155.6 2088.5 4528 101.5 119.6 1152.7 2472 3189.2 168.5 142 1343 1925.4 199.5 1450.6 1711.2 1004.7 2527.9 2041.4 1296.1 3569.1 408.7 890.7 2159.5 2633.5 4508.2 2279.4 3108.8 2692 2996.5 8898.7 3494.7 2500.8 278 458.8 136 1177.9 363.3 195.4 19.5 661.8
2781.1 3646.7 5459.7 2991.2 3208.3 2916.5 2768.2 4967.6 5681 3474.4 5455.3 2807 6747 1250 1532.7 3144.2 7699.3 1657 2303.4 2072.9 3880.7 5329.2 5594 4108.3 3360.3 3343.7 2993.1 4553.4 2894.2 4028.1 2281.5 6197.5 8554.6 4569.8 3845.1 4973.8 7653.2 3615.9 5707.6 5521.7 2640.2 5854 2207.9 6603.6 3277.9 4209.7 3581.9 2235.9 2052.4 3047.2 4135.5 4776 4564.1 4054.5
